gene_name,Chd7,Ctrl
0610009B22Rik,8.603167999999998,7.797219666666667
0610010F05Rik,8.363875166666666,8.936144333333333
0610010K14Rik,64.46170450000001,63.86843533333334
0610012G03Rik,20.256304999999998,21.465155
0610030E20Rik,13.487001833333332,13.445028
0610040J01Rik,0.04400083333333333,0.116958
1110002E22Rik,0.0,0.0
1110004F10Rik,51.36407633333332,54.56054966666667
1110008L16Rik,4.387443833333333,4.81834
1110008P14Rik,41.907455500000005,44.650252333333334
1110012L19Rik,13.01761,15.010894333333335
1110017D15Rik,0.05153866666666667,0.06518900000000001
1110025L11Rik,0.0,0.0
1110032A03Rik,4.347817833333334,6.2410163333333335
1110032F04Rik,0.2908215,0.3755863333333333
1110038F14Rik,21.736838833333337,21.89626033333333
1110051M20Rik,3.5171836666666665,4.230501333333334
1110057P08Rik,0.0,0.0
1110059E24Rik,23.5303395,20.379749333333336
1110059G10Rik,12.609504666666666,13.973791
1110065P20Rik,9.108548,11.142074666666666
1190005I06Rik,0.5160756666666666,0.6633523333333333
1190007I07Rik,9.913289666666666,8.583252333333332
1300017J02Rik,0.8473136666666666,0.010945333333333335
1500009C09Rik,0.0,0.0
1500009L16Rik,47.77973383333333,61.42435833333334
1500011B03Rik,33.950238666666664,34.611361333333335
1500015O10Rik,0.0,0.0
1520401A03Rik,0.07129816666666668,0.26847
1600002K03Rik,18.4745565,21.203630333333336
1600012H06Rik,15.143995666666669,16.289746666666666
1600014C10Rik,46.34878799999999,43.133439333333335
1600014C23Rik,0.0,0.0
1600015I10Rik,0.0,0.0
1600029O15Rik,0.4087998333333333,0.37075466666666673
1700001C02Rik,0.0,0.0
1700001C19Rik,0.6187523333333335,0.5801486666666666
1700001F09Rik,0.0,0.0
1700001J03Rik,0.4296528333333334,0.07518866666666667
1700001J11Rik,0.05478983333333332,0.02434333333333333
1700001K19Rik,0.6032353333333332,0.3052253333333333
1700001L19Rik,0.02363966666666667,0.030338
1700001O22Rik,3.888540666666666,3.8511806666666666
1700001P01Rik,3.220791333333333,2.3969643333333335
1700003E16Rik,0.0121985,0.0
1700003F12Rik,0.8163921666666667,1.0382086666666668
1700003H04Rik,0.0,0.0
1700003N22Rik,0.0,0.0
1700006A11Rik,0.0,0.0
1700007E05Rik,3.8977473333333332,3.365622
1700007K13Rik,0.0,0.0
1700008O03Rik,0.16950833333333334,0.180886
1700008P02Rik,0.0,0.0
1700009N14Rik,0.0,0.0
1700010B08Rik,0.09082433333333334,0.16186466666666668
1700010I14Rik,2.688537833333333,2.746782666666667
1700010N08Rik,0.0,0.020342333333333334
1700011L22Rik,0.386944,0.20290533333333335
1700011M02Rik,0.0,0.0
