"","Cd4_1_1","Chd7_1_1","Chd7_2_1","Chd7_3_1","Cd4_1_2","Chd7_1_2","Chd7_2_2","Chd7_3_2","Cd19_1_1"
"ENSMUSG00000000001",4414.69285899299,4041.88870677465,4266.72951930355,4070.7395327831,4042.16880654085,4113.49806256728,4361.3339011826,3726.88884084086,4616.78254992623
"ENSMUSG00000000003",1.14771540890001,0,0,0,0,0,0,0,0
"ENSMUSG00000000028",1628.85291998687,1562.05206303996,1690.26648542243,1745.4635801141,1004.14759941999,1059.44744479982,1587.70033325705,987.554956646141,1091.34249017748
"ENSMUSG00000000037",0.769028726570001,1.22259348155902,1.14571645713056,1.73452769142451,0,5.01501502551335,1.22253720273997,1.31558324380427,0
"ENSMUSG00000000049",0,0,0,0,0,0,0,0.781605681099153,0
"ENSMUSG00000000056",799.762673759917,686.976970731468,659.406971435539,746.570449192829,890.39707194836,939.723649544431,796.915682936412,675.781194483542,835.538494554414
"ENSMUSG00000000058",10.7074677883556,11.2151484176714,4.69245021658954,7.04808721616966,13.0280781913135,4.71159145590078,3.31156934543746,2.84328585594524,2.3487307116338
"ENSMUSG00000000078",4957.55519408411,5255.07391793674,5470.05339431192,5975.36377080692,6533.47161112936,7000.20183383937,8093.3372453307,8078.62964075835,7636.49011264195
"ENSMUSG00000000085",53.4743751053706,58.4571887910357,61.1718590649182,65.8480560527517,85.8871078179425,65.7682528911805,70.7544045455093,78.7512890452069,50.98319116525
"ENSMUSG00000000088",2265.4552342636,2066.98732069828,2105.33673642662,2155.70849776555,1691.83984116282,1611.93262757752,1828.40096844368,1392.35419402149,1743.5937560909
"ENSMUSG00000000093",3.44676023238259,6.48482916483182,5.06426322772639,4.12652697475487,13.6225550299331,12.1955957331028,3.65456190862645,7.8178873793957,5.06594182542011
"ENSMUSG00000000094",2.29733517015619,0,0,3.09332160016195,1.04708910731428,1.01609056936456,0,2.34439659567952,1.01302346078738
"ENSMUSG00000000103",0,0,0,0,0,0,0,0,0
"ENSMUSG00000000120",9.19191840791265,11.888386073366,11.140838712478,14.4427053026757,3.14344113590251,6.09818877109109,11.8768069549506,9.38159170278273,11.1459030796204
"ENSMUSG00000000125",0,0,0,0,0,0,0,0,0
"ENSMUSG00000000126",5.7451865858427,3.24220024607923,5.06385021685718,8.25292027757025,6.28657508824668,3.0492275861668,2.74071995089467,4.69083906517948,7.09320783939761
"ENSMUSG00000000127",6.11599616459612,27.1718959045301,0,3.18310191408696,14.5754552469583,3.13682693438488,6.17130787048559,1.80934505636559,2.34552747420071
"ENSMUSG00000000131",5093.99169551248,4059.84965569834,4740.300758461,4349.59797466746,4034.56365099226,4035.63432657381,4584.1863680389,4754.41456797508,4745.54623590938
"ENSMUSG00000000134",482.038618376133,450.227511421134,325.683469042775,404.119600072177,461.268029811014,380.034911944734,386.189401542723,311.77618246791,428.409925443577
"ENSMUSG00000000142",421.426232116509,500.870352774981,541.682318114922,484.33661524097,540.061432025039,505.358646265703,554.825156830988,420.742713068421,631.822056242295
"ENSMUSG00000000148",539.744445309656,601.79254502933,594.930463057927,643.727160084514,649.420060180259,581.401146860256,586.419023558181,566.306425626797,546.07037490664
"ENSMUSG00000000149",468.801539194009,388.194623388087,420.717078349164,489.288178560178,384.701474642509,383.198908504872,325.549014194924,331.804576400124,353.71563595827
"ENSMUSG00000000154",0,0,0,0,0,0,0.914331229137284,0,0
"ENSMUSG00000000157",0,0,0,0,1.04918920028579,0,0,0,0
"ENSMUSG00000000159",0.737924568678057,0.692405135073397,0.627736039779142,0,0,0,0,6.13275295639688,0
"ENSMUSG00000000167",44.2699822334466,65.5727056043723,43.0543288225215,46.2453972760612,29.2680917891153,40.2208537509233,44.3226747870374,60.5416622737532,28.2617640997803
"ENSMUSG00000000168",882.556783434893,726.093060851916,945.65075819758,783.015131177387,719.943803189673,517.430108031996,722.103213992254,631.354485325466,713.423720115241
"ENSMUSG00000000171",1693.99925647905,1432.06666215096,1702.47450554472,1542.74837151604,1389.86837728956,1311.19750388299,1639.97348395803,1194.40822766314,1395.09300722062
"ENSMUSG00000000182",3.45227244088966,2.16099118478519,3.03716305793534,1.03191314706419,3.1408518161103,2.03598120359016,0.913303324267147,0,0
"ENSMUSG00000000183",6.89186583713217,4.32389182127491,14.1826580913543,1.0316710257641,5.24093081482957,2.03208393065699,10.0517834615583,3.90873451423522,3.03866871214146
"ENSMUSG00000000184",1309.82675699962,2386.92100671585,2055.62672207998,2695.55312600288,1901.59667880271,2342.31264696001,2277.66074056092,2461.87910630117,3120.3824786414
"ENSMUSG00000000194",1531.16840064364,1224.6790347283,1373.82912090413,1400.80299820405,1734.04814112823,1670.51263696202,1266.83908157869,1810.19161964536,1495.8627801919
"ENSMUSG00000000197",13.5763904360477,15.6665209054871,17.0258227922196,5.24924426746952,15.0500436097673,7.89143078890842,9.02752754442597,20.175387224123,6.06771039108756
"ENSMUSG00000000202",4.34656677358222,1.36464524184707,0,0,0,0,0.576736629908726,5.18625932521997,0
"ENSMUSG00000000204",18.2396827803136,23.0148897518818,32.0805290347458,29.6853121222088,34.9279185922074,33.8680607118618,30.0949345281965,24.946541055234,12.063592544859
"ENSMUSG00000000214",4.60746678583836,6.46740709375556,1.00964552110169,3.09138704071573,0,1.01908961438027,1.82195149501909,0.781852198620115,5.08264900855327
"ENSMUSG00000000215",0,0,0,0,1.04364889485754,1.0205632225424,0,0,0
"ENSMUSG00000000216",0,0,0,0,0,0,0,0,0
"ENSMUSG00000000223",34.9683271883027,21.0332263746853,30.0491414840648,19.9795132646006,27.221474462474,24.7851968821862,23.7267255251202,27.0293818815166,30.7478035859438
"ENSMUSG00000000244",1237.41836589656,1195.11635932629,962.468099617151,1189.70993492083,1456.42249920163,878.364271848842,1017.36986801466,821.715618854991,1102.46753989241
"ENSMUSG00000000247",15.1759029260772,3.54106237709786,7.40591662635303,7.60604069138138,4.29082146115956,4.16432934065348,14.2182309767175,7.22997448630865,8.30360060091676
"ENSMUSG00000000248",3.44872235884099,1.08040642111674,6.07435225484209,4.12615384921468,3.14155369836755,5.08455407659984,6.39286170884695,7.0369901226805,1.01389718153376
"ENSMUSG00000000253",0,0,2.02683335284863,0,0,0,0.914588968983254,0,0
"ENSMUSG00000000263",0,0,0,0,0,0,0,0,0
"ENSMUSG00000000266",8.30083910193112,0,2.54526068945794,1.29693304351471,5.73067265259857,7.67388853329464,4.642609982286,4.91579088910295,0.423623084704195
"ENSMUSG00000000275",1789.62862249905,1947.5126717322,1653.79275112631,1714.76227987545,1866.45815104188,1812.34905854639,1595.08840422815,1817.64335430022,1736.87326721826
"ENSMUSG00000000276",592.759023552776,541.595255097847,683.695691162349,513.378129962555,810.995779921678,700.019183900609,768.748758674016,754.974283258742,693.928644700081
"ENSMUSG00000000278",504.791913225959,521.74997277982,673.103335500875,572.480579706759,400.950766306819,559.451834823751,462.027574241894,401.913138073071,383.373424679367
"ENSMUSG00000000282",518.502352870142,507.433252694069,502.836266784361,547.202283002191,527.98824357157,585.268579977486,680.123291500575,562.560607859187,697.383963935289
"ENSMUSG00000000290",21281.3262421289,23038.9821680305,19436.2545511005,21734.3162658786,23614.7822915473,20143.2989430134,21667.2151793734,19098.1840807992,21020.3850084054
"ENSMUSG00000000295",247.545464381112,215.417322222559,233.701315527264,236.523687185555,240.50454474321,268.400619283333,242.718536925181,215.462274382535,287.582841824076
"ENSMUSG00000000296",0,0,0,0,0,0,0,0,0
"ENSMUSG00000000301",10.8592353080764,14.8722620028205,13.6448162860354,23.945982480606,12.565344204913,11.0938215834379,13.781109420578,15.5705645365575,24.6173131035631
"ENSMUSG00000000303",1.98373597216274,1.86673390884231,1.74942110461066,11.5327588750261,4.525182135612,0.87736641259841,1.57803515357108,0,1.74930148869886
"ENSMUSG00000000305",6.17219879415193,2.31333781168538,6.39138274968598,1.10533984603963,1.12000981248719,1.64569227502309,3.91040348646241,2.51524039576756,2.36234108893427
"ENSMUSG00000000308",0,1.4355858449594,1.56950470498157,0.648428598915742,0.657558973671319,0,0,0,1.25010170482765
"ENSMUSG00000000317",14.8006693396815,5.60257693732812,1.75008834259484,4.45658316448574,8.14755590810899,4.39080214112417,10.2613688686348,2.70190935094992,6.12839396076212
"ENSMUSG00000000318",1.14348684771185,0,1.02353452815267,10.2567042408583,0,0,0,0,0
"ENSMUSG00000000320",77.3090375420394,72.1934170628237,78.3422441560531,51.7692226811798,57.2942882087842,81.5341896390379,78.7119551985806,77.742229883596,69.5084860074522
"ENSMUSG00000000325",18.6463197330213,27.8112644749921,57.0607000595137,26.9057877024806,26.7532629944022,16.0563310502472,26.7378457732732,27.2168135920441,22.2175900615083
"ENSMUSG00000000326",754.252529981089,735.862479068054,793.097657254385,718.622256047794,741.104985693345,623.045652196573,744.140019453435,618.783175565458,618.176906589789
"ENSMUSG00000000339",647.773909410737,534.906527879285,570.297939332701,515.912394501031,550.01235752467,524.430039169337,524.663178657898,524.810509279028,565.133849547907
"ENSMUSG00000000340",456.985847085005,331.992085076402,344.324498446988,388.43608750108,481.717092156798,466.602426883403,427.988855201552,410.048051449729,442.993980410695
"ENSMUSG00000000346",5099.68085237136,4991.0702646276,5087.132711388,5015.01421152983,5450.33911813869,5214.44151403035,5032.44977162234,4926.33733235062,5521.93519947772
"ENSMUSG00000000355",486.057428615677,444.350356203877,528.350390722281,457.56723293547,450.391613589106,496.051767952314,504.459560251721,483.14154445394,615.78322668024
"ENSMUSG00000000359",0,0,0,0,0,0,0,0,0
"ENSMUSG00000000365",19.7994364459507,13.9114684305186,17.6878632593244,14.0110303737262,9.20499063521937,13.8671106739788,17.8023991812851,20.6202881200029,17.4969015679404
"ENSMUSG00000000374",2599.53184217746,2814.54857907708,2376.59853662444,2811.24550195238,2737.85922346888,2760.37734676107,2606.31256123931,2312.40701577982,2340.54476625189
"ENSMUSG00000000378",1323.25985340093,1573.83590626713,1432.36161673159,1425.46713701317,1687.43407134855,1610.64078096748,1728.82667056355,1599.94132314122,1457.51061473488
"ENSMUSG00000000381",0,0,0,0,0,0,0,0,0
"ENSMUSG00000000384",1136.81304867481,1304.43099604309,1307.61542785468,1166.1811451815,1125.07585310853,1290.26780293383,1202.17709810551,1519.89310240049,1302.87108465872
"ENSMUSG00000000385",0,0,0,0,0,1.0151740782773,0,0,0
"ENSMUSG00000000386",1643.0534097543,1577.05484892766,1155.04728727465,1372.02368072346,1604.09001322918,1675.61201964888,1434.3286575723,1932.05554724711,1473.96042796542
"ENSMUSG00000000392",49.7849188326868,29.7755655204084,21.3599135584588,30.1681285746377,18.6547079418826,18.376562078562,16.9993705862004,32.4269527754593,19.8493697529463
"ENSMUSG00000000394",0,0,0,0,0,0,0,0.781605681099153,0
"ENSMUSG00000000399",1405.82653331324,1392.90523853067,1429.510363108,1527.76366160421,1326.91980902868,1335.59151251795,1388.24377607591,1292.92514554272,1233.5243371018
"ENSMUSG00000000402",3.44806654382463,6.48323735274736,11.1380053042134,3.09470897590769,4.1896793191058,6.10023920144951,3.65356438713561,15.6370942015617,10.1366024219643
"ENSMUSG00000000409",14010.5976389191,14736.5880402783,13645.5255019694,14625.7880600081,15388.7769798628,14083.692915045,14521.3333499214,14005.9576288368,15043.2155051015
"ENSMUSG00000000411",0,0,0,0,0,0,0,0,0
"ENSMUSG00000000416",0,0,0,0,0,0,0,0,0
"ENSMUSG00000000420",3190.7969162845,3128.04528322491,3155.69708030363,3140.26846461911,2902.3711638531,2835.97913540259,3408.86142180987,2689.67300876421,2630.95882921627
"ENSMUSG00000000435",0,0,0,0,0,0,0,0,0
"ENSMUSG00000000439",897.7942847627,871.272095630164,1029.82474265163,1082.41194037013,1126.75973149629,1032.85724683691,1100.73249804344,1087.2563192698,1104.80537085871
"ENSMUSG00000000440",10.9794551751777,11.0380275050468,2.95062590844832,19.3439409508778,5.08547678680709,2.96730689618346,14.8236747496778,4.3553973007982,12.2163229953201
"ENSMUSG00000000441",3400.26984842462,3244.08704868088,3719.21403100643,3134.04383317024,3303.59512544511,3477.2265430619,3650.98351426523,3129.03898492062,3421.64682458819
"ENSMUSG00000000486",6326.91171554486,7895.12686835219,6809.47689136092,7041.93062800352,7964.98307748306,7407.80275656264,7085.87852518167,7200.87082414693,6826.15819163331
"ENSMUSG00000000489",260.398651662115,272.906842965414,309.647720341121,201.113601301474,259.650956055696,234.593099056806,190.055684305502,204.48746655243,148.734514385022
"ENSMUSG00000000530",2.3673426875788,21.7753453267755,3.14713356489025,6.90812971907485,4.64297653309508,1.04704176832508,2.83911627550743,0.805411930194103,1.05181730584781
"ENSMUSG00000000531",113.844155181381,151.225631552558,127.528873766568,136.156161307059,168.53320128508,139.363747929979,136.045351829114,166.55391154716,137.944099683703
"ENSMUSG00000000532",72.367870803556,65.937414463942,79.014804274984,80.4697618100073,88.0429220356577,103.641241732764,108.73847092587,74.2667062852121,87.1133533474082
"ENSMUSG00000000538",206.135212502914,166.354754212305,225.38113976205,167.552791613034,273.801253758496,218.686126039811,183.915140374343,241.318530242454,206.203771737198
"ENSMUSG00000000544",0,0,0,0,0,0,0,0,0
"ENSMUSG00000000552",3.54320698169834,6.41993901194191,10.026190876189,6.12979761042972,3.11113231804624,5.03621789402858,4.41948495344919,3.21287914980759,3.1251271492985
"ENSMUSG00000000555",15.1184158466265,14.415778669123,23.9455169945145,20.6250745819729,14.1215965071903,25.7749753911169,29.934924165999,22.5475436921136,15.966137043866
"ENSMUSG00000000560",24.8469117806923,15.873367192308,23.0480149343264,18.6469860253117,17.9903996754377,13.4645938803537,28.0311635818826,14.7470902421118,22.8390344705641
"ENSMUSG00000000561",594.910576894268,446.698879641125,559.571977264389,674.941499155186,586.368912900554,575.804892208597,508.581016098113,603.033221371865,495.873158984977
"ENSMUSG00000000562",131.531821634188,147.437906661106,141.58601286875,137.456516833292,90.6184430674103,107.881789570702,95.0532888338543,141.572590730903,98.4086336819567
"ENSMUSG00000000563",3886.33556334395,3557.22362445882,3797.39858853369,3900.05543966886,3441.68085808049,3780.14035712238,3793.4072679762,3253.77188515788,3693.04815477943
"ENSMUSG00000000567",2.29753216390913,4.32359488285149,8.10368935217062,1.03165368309138,2.09610969546694,6.09693450447325,2.74118613035267,7.81765381616865,3.03906452343507
"ENSMUSG00000000568",1591.84783108805,1414.03674752435,1405.80165980241,1612.7066396234,1256.26678353652,1610.91751394741,1563.00958590279,1652.25823952571,1737.89450069856
"ENSMUSG00000000579",371.083114586844,271.10974429713,298.437133386856,264.378665586822,332.579816655129,301.34589258892,227.895012323018,339.615923305875,225.971232430345
"ENSMUSG00000000581",620.512136016502,563.105816337446,706.118838803528,650.970440346285,561.927214720322,498.776062366657,608.415553176396,484.681691608822,522.897548011241
"ENSMUSG00000000594",2041.36108636326,1996.41755575239,1747.35544490012,1829.12144593782,2317.24422606344,2133.93122708359,1902.38065095394,1955.19602199328,2250.93888270183
