,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.44282427,0.2291933298110962,True,0.1880757091438047,0.8048727192612621,0.23427830368084915,12.315340784386647,0.1943382377922535,0.06298968195915222,0.1531485766172409,0.29087976764507795,0.0,0.0,0.2262840738769165,0.18421743298438184,0.4510272200508364,0.6488469909660167,2.876915101735669
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,0.627587,-0.5721453428268433,False,,,,,,,,,,,,,,,
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,1.0255013,-0.06250739097595215,False,,,,,,,,,,,,,,,
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.43747374,-0.029464125633239746,False,,,,,,,,,,,,,,,
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.8145388,-0.8337819576263428,False,,,,,,,,,,,,,,,
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,8.60504,-9.04023551940918,False,,,,,,,,,,,,,,,
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.43796825,-0.44280922412872314,False,,,,,,,,,,,,,,,
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,1.3271071,-1.7475368976593018,False,,,,,,,,,,,,,,,
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.0039763576,-3.794381618499756,False,,,,,,,,,,,,,,,
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,8.838027,-3.1386756896972656,False,,,,,,,,,,,,,,,
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.098080136,-0.7793521881103516,False,,,,,,,,,,,,,,,
