2021_GoldrathLab_Brd4___BRD4_TE-CD8,2021_GoldrathLab_Brd4___BRD4_NAV-CD8,2021_GoldrathLab_Brd4___BRD4_MP-CD8,2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8,2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8,2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8,2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-ToxKO,2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE,2017_PNAS_Li___STAT5B_noIL2-CD8,2017_PNAS_Li___STAT5B_IL2-WT-CD4,2017_PNAS_Li___STAT5B_IL2-UP-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN2-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-CD8,2017_PNAS_Li___STAT5B_IL2-CD4,2017_PNAS_Li___STAT3_noIL21-CD4,2017_PNAS_Li___STAT3_IL21-CD4,2017_PNAS_Li___H3K4me3-noIL2-CD4,2017_PNAS_Li___H3K4me3_IL2-CD4,2017_PNAS_Li___H3K27Ac-noIL2-CD4,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-CD4,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-Memory,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K4Me1_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-CbfbKO,2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT,2016_SCIENCE_Mackay___Hobit_invitro-CD8,2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8,2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IgG-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me1-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K36me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27ac-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___cJun-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT,2013_IMMUNITY_KIM___Foxo1_Biotin_naive-CD8-WT
Ccr5,Smpdl3b,Ccr5,H2-K1,Ccr5,Ccr5,Sema4a,Dipk2a,Dnajb11,Zmynd11,Ccr5,Cerk,Spata13,H2-K1,Acss2,Spata13,Ccr5,Ccr5,Abracl,Ccr5,H2-K1,H2-K1,Ccr5,Ccr5,Ccr5,Ccr5,Ccr5,Ccr5,H2-K1,Ccr5,H2-K1,Ccr5,H2-K1,Ccr5,Ccr5,Ccr5,Spata13,Acss2,Spata13,Lrrfip1,H2-K1,Ccr5,Ccr5,Ccr5,Ccr5,Ccr5,Ccr5,Acss2,Acss2,Ccr5,Ccr5,Dynll1,Cerk,Ccr5,Grap,Ccr5,Dnajb11,Sp100,Ccr5,Ccr5,Ccr5,Lck,Ccr5,Ccr5,Ccr5,Lck,Spata13,Trim27,Slco3a1,Ywhaq,Ccr5,H2-K1,H2-K1,Ccr5,Ccr5,Spata13,Ccr5,Acss2,Ccr5,Spata13,Acss2,Ccr5,Ccr5,Acss2,Spata13
H2-K1,Lrrfip1,H2-K1,Lrrfip1,H2-K1,H2-K1,Lck,Klre1,Zmynd11,H2-K1,Spata13,Zmynd11,Zmynd11,Lrrfip1,Dnajb11,Zmynd11,Spata13,Spata13,Mtmr6,Spata13,Smpdl3b,Smpdl3b,H2-K1,H2-K1,H2-K1,H2-K1,H2-K1,H2-K1,Smpdl3b,H2-K1,Smpdl3b,H2-K1,Smpdl3b,H2-K1,H2-K1,H2-K1,Zmynd11,Spata13,Zmynd11,Jakmip1,Cd8a,H2-K1,H2-K1,H2-K1,H2-K1,H2-K1,H2-K1,Spata13,Spata13,H2-K1,H2-K1,Spata13,Zmynd11,H2-K1,Zmynd11,Zmynd11,Spata13,Gpc1,H2-K1,H2-K1,H2-K1,Ccr5,H2-K1,Spata13,Spata13,Rac2,Zmynd11,H3c4,H2-K1,Mtmr6,Spata13,,Smpdl3b,H2-K1,H2-K1,Zmynd11,H2-K1,H2-K1,Spata13,Zmynd11,Ccr5,H2-K1,Spata13,Spata13,Zmynd11
Smpdl3b,Cd8a,Smpdl3b,Cd8a,Lrrfip1,Smpdl3b,Ccr5,Rras2,H2-K1,Smpdl3b,Zmynd11,Fgf13,Ankrd11,Nhsl2,Spata13,Ankrd11,Zmynd11,Zmynd11,Rras2,Gzma,Lrrfip1,Lrrfip1,Smpdl3b,Smpdl3b,Smpdl3b,Smpdl3b,Smpdl3b,Smpdl3b,Cd8a,Smpdl3b,Lrrfip1,Smpdl3b,Lrrfip1,Smpdl3b,Smpdl3b,Smpdl3b,Gpc1,Zmynd11,Gzma,Rap1gap2,Arhgdib,Smpdl3b,Smpdl3b,Smpdl3b,Smpdl3b,Smpdl3b,Lrrfip1,Zmynd11,Zmynd11,Smpdl3b,Smpdl3b,Zmynd11,Nedd4l,Smpdl3b,Snrpd3,Gpc1,Zmynd11,Lrrfip1,Smpdl3b,Smpdl3b,Smpdl3b,Spata13,Smpdl3b,Zmynd11,Zmynd11,Gadd45g,H2-K1,Tnf,Ncald,Slco3a1,Zmynd11,,Lrrfip1,Smpdl3b,Lrrfip1,Gpc1,Smpdl3b,Ube2s,Zmynd11,Sidt1,Spata13,Smpdl3b,Tm6sf1,Zmynd11,Sidt1
Lrrfip1,Nhsl2,Lrrfip1,Sh3bgrl3,Cd8a,Lrrfip1,Spata13,,Gpc1,Eomes,Gzma,Nedd4l,Lrrfip1,Gnas,H2-K1,Lrrfip1,Ankrd11,Gpc1,Slc12a7,Gbp2,Sh3bgrl3,Sh3bgrl3,Lrrfip1,Lrrfip1,Lrrfip1,Lrrfip1,Lrrfip1,Lrrfip1,Sh3bgrl3,Lrrfip1,Cd8a,Lrrfip1,Cd8a,Lrrfip1,Lrrfip1,Lrrfip1,Zeb2,Tm6sf1,Tm6sf1,Eps8,Gnas,Lrrfip1,Lrrfip1,Lrrfip1,Lrrfip1,Lrrfip1,Cd8a,Tm6sf1,Tm6sf1,Lrrfip1,Lrrfip1,H2-K1,Phf21a,Lrrfip1,Diaph1,Gbp2,H2-K1,Stk17b,Lrrfip1,Lrrfip1,Lrrfip1,H2-K1,Lrrfip1,Gzma,Tm6sf1,Hsp90aa1,Gpc1,Hspa8,Eps8,H2-K1,Gzma,,Cd8a,Lrrfip1,Cd8a,Lrrfip1,Lrrfip1,Lrrfip1,Gzma,Ankrd11,Zmynd11,Lrrfip1,Gpc1,Ube2s,Jakmip1
Cd8a,Arhgdib,Cd8a,Arhgdib,Sh3bgrl3,Cd8a,Zmynd11,,Sidt1,Fryl,Gpc1,Phf21a,Pik3cd,Psma2,Gpc1,Pik3cd,Lrrfip1,Ube2s,Cpm,Ankrd11,Gngt2,Gngt2,Cd8a,Sh3bgrl3,Sh3bgrl3,Sh3bgrl3,Sh3bgrl3,Cd8a,Arhgdib,Cd8a,Sh3bgrl3,Cd8a,Sh3bgrl3,Cd8a,Cd8a,Cd8a,Camk2n2,H2-K1,H2-K1,Errfi1,Coro1c,Cd8a,Cd8a,Cd8a,Cd8a,Cd8a,Sh3bgrl3,Gpc1,Gpc1,Cd8a,Cd8a,Sidt1,Ggh,Cd8a,Ccnd3,Jakmip1,Sidt1,2010300C02Rik,Cd8a,Cd8a,Cd8a,Gpc1,Cd8a,Tm6sf1,H2-K1,Il21r,Sidt1,Dnajc15,Grap,Ncald,Tm6sf1,,Sh3bgrl3,Cd8a,Sh3bgrl3,Jakmip1,Cd8a,Spcs2,Tm6sf1,Lrrfip1,Gpc1,Cd8a,Sidt1,Ankrd11,Snrpa1
Sh3bgrl3,Gnas,Nhsl2,Gnas,Gngt2,Sh3bgrl3,Slc9a3r1,,Ube2s,Ran,Ankrd11,Ggh,Fryl,Gfpt1,Ube2s,Nhsl2,Cd8a,Gbp2,Actb,Smpdl3b,Nhsl2,Nhsl2,Sh3bgrl3,Gngt2,Gngt2,Arhgdib,Gngt2,Sh3bgrl3,Gnas,Sh3bgrl3,Arhgdib,Sh3bgrl3,Gngt2,Sh3bgrl3,Sh3bgrl3,Sh3bgrl3,Smpdl3b,Gpc1,Gpc1,Vrk1,Psma2,Sh3bgrl3,Sh3bgrl3,Sh3bgrl3,Sh3bgrl3,Sh3bgrl3,Arhgdib,Lrrfip1,Smpdl3b,Sh3bgrl3,Sh3bgrl3,Ube2s,Gramd3,Nhsl2,Nedd4l,Depdc1b,Ube2s,Wdfy1,Nhsl2,Nhsl2,Arhgdib,Smpdl3b,Sh3bgrl3,Gpc1,Gpc1,Pycard,Ankrd11,Tmsb10,Rgs1,Zdhhc20,H2-K1,,Gngt2,Sh3bgrl3,Arhgdib,Rap1gap2,Sh3bgrl3,Gpx4,H2-K1,Cd8a,Ankrd11,Sh3bgrl3,Gbp2,Lrrfip1,Pde2a
Arhgdib,Coro1c,Arhgdib,Coro1c,Arhgdib,Gngt2,Dnajc15,,Lrrfip1,Nr4a1,Jakmip1,Gramd3,Adrb2,Vim,Ankrd11,Adrb2,Spcs2,Ankrd11,Plin2,Jakmip1,Arhgdib,Arhgdib,Nhsl2,Nhsl2,Nhsl2,Gnas,Arhgdib,Arhgdib,Psma2,Arhgdib,Gnas,Arhgdib,Nhsl2,Gngt2,Gngt2,Gngt2,Lrrfip1,Lrrfip1,Lrrfip1,Macroh2a1,Adrb2,Nhsl2,Arhgdib,Arhgdib,Gngt2,Gngt2,Gnas,Jakmip1,Lrrfip1,Arhgdib,Gngt2,Ankrd11,,Arhgdib,Actb,Fryl,Ankrd11,Mgat4a,Coro1c,Coro1c,Gnas,Cd8a,Gngt2,Sidt1,Sidt1,Thy1,Lrrfip1,Atp5b,Mtmr6,Phf21a,Gpc1,,Nhsl2,Gngt2,Gnas,Ndufa10,Gngt2,Ndufb6,Gpc1,Jakmip1,Smpdl3b,Gngt2,Ankrd11,Jakmip1,Coro1c
Gnas,Psma2,Gnas,Psma2,Gnas,Nhsl2,Gpc1,,Ankrd11,Klf7,Depdc1b,Map2k6,Slc38a2,Zfp652,Lrrfip1,Slc38a2,Psma3,Lrrfip1,Wnk1,Pik3cd,Gnas,Gnas,Arhgdib,Arhgdib,Arhgdib,Coro1c,Gnas,Gnas,Adrb2,Gnas,Psma2,Gnas,Arhgdib,Nhsl2,Nhsl2,Nhsl2,Ncald,Jakmip1,Jakmip1,Rbms1,Gfpt1,Arhgdib,Gnas,Gnas,Nhsl2,Arhgdib,Coro1c,Rap1gap2,Jakmip1,Gnas,Arhgdib,Jakmip1,,Coro1c,Gramd3,Fgf13,Lrrfip1,Klf7,Adrb2,Adrb2,Coro1c,Rac2,Nhsl2,Ankrd11,Ankrd11,Grap,Cd8a,Ppia,Runx1,Selenok,Ankrd11,,Arhgdib,Nhsl2,Coro1c,Haus8,Nhsl2,Ndufa10,Sidt1,Pik3cd,Lrrfip1,Nhsl2,Smpdl3b,Depdc1b,Fryl
Coro1c,Adrb2,Coro1c,Adrb2,Coro1c,Arhgdib,Samd3,,Creld2,Gnpda1,Coro1a,,Klf7,Pdia4,Creld2,Klf7,Nhsl2,Cd8a,Lfng,Ndufb6,Coro1c,Coro1c,Gnas,Gnas,Gnas,Psma2,Coro1c,Coro1c,Gfpt1,Coro1c,Adrb2,Coro1c,Gnas,Arhgdib,Arhgdib,Arhgdib,Cpm,Rap1gap2,Rap1gap2,Pde2a,Pdia6,Gnas,Coro1c,Coro1c,Arhgdib,Gnas,Adrb2,Depdc1b,Rap1gap2,Coro1c,Gnas,Pik3cd,,Psma2,Hnrnpf,Ifnar2,Cd8a,Fhl2,Gfpt1,Crybb1,Psma2,Ncald,Arhgdib,Smpdl3b,Lrrfip1,Rgs1,Pik3cd,Actb,Malt1,,Smpdl3b,,Gnas,Arhgdib,Psma2,Nhsl2,Arhgdib,Cotl1,Ankrd11,Depdc1b,Cd8a,Arhgdib,Lrrfip1,Cotl1,Rac1
