2021_GoldrathLab_Brd4___BRD4_TE-CD8,2021_GoldrathLab_Brd4___BRD4_NAV-CD8,2021_GoldrathLab_Brd4___BRD4_MP-CD8,2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8,2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8,2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8,2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-ToxKO,2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE,2017_PNAS_Li___STAT5B_noIL2-CD8,2017_PNAS_Li___STAT5B_IL2-WT-CD4,2017_PNAS_Li___STAT5B_IL2-UP-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN2-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-CD8,2017_PNAS_Li___STAT5B_IL2-CD4,2017_PNAS_Li___STAT3_noIL21-CD4,2017_PNAS_Li___STAT3_IL21-CD4,2017_PNAS_Li___H3K4me3-noIL2-CD4,2017_PNAS_Li___H3K4me3_IL2-CD4,2017_PNAS_Li___H3K27Ac-noIL2-CD4,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-CD4,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-Memory,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K4Me1_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-CbfbKO,2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT,2016_SCIENCE_Mackay___Hobit_invitro-CD8,2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8,2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IgG-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me1-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K36me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27ac-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___cJun-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT,2013_IMMUNITY_KIM___Foxo1_Biotin_naive-CD8-WT
Nob1,Nob1,Fbxo32,Nob1,Nob1,Nob1,Spata13,Mmp16,Thap6,H2-K1,Gm765,Rab10os,Mgat5,Nob1,Thap6,Muc13,Nubp2,Lrrfip1,Pisd,Muc13,Nob1,Nob1,Nob1,Nob1,Nob1,Nob1,Nob1,Nob1,Pgap1,Nob1,Nob1,Nob1,Nob1,Nob1,Nob1,Nob1,Chn2,Nob1,Pgap1,Flt1,Fbxo32,Fbxo32,Nob1,Fbxo32,Nob1,Nob1,Thap6,Chn2,Chn2,Nob1,Nob1,Thap6,E030030I06Rik,Thap6,Tmsb4x,Gm765,Thap6,Stk25,Thap6,Nob1,Nob1,Spata13,Nob1,Thap6,Chn2,Hspa5,Muc13,Ucp2,H2-Q1,E030030I06Rik,Thap6,E030030I06Rik,Nob1,Nob1,Nob1,Nob1,Nob1,Nob1,Gm765,Acp5,Acp5,Nob1,Acp5,Fbxo32,Dip2b
Fbxo32,Fbxo32,Thap6,Fbxo32,Fbxo32,Fbxo32,Zmynd11,Adamtsl3,Tmem259,Pdlim5,Chn2,Cerk,Lrrfip1,Pgap1,Lrrfip1,Mgat5,Gm765,Katna1,Rab10os,Mgat5,Fbxo32,Fbxo32,Fbxo32,Fbxo32,Fbxo32,Fbxo32,Fbxo32,Fbxo32,Adipor1,Fbxo32,Thap6,Fbxo32,Thap6,Fbxo32,Thap6,Thap6,Flt1,Fbxo32,Lrrfip1,Lrrfip1,Thap6,Thap6,Fbxo32,Thap6,Fbxo32,Fbxo32,Tmem259,Flt1,Flt1,Thap6,Thap6,Adipor1,Cerk,Lrrfip1,E030030I06Rik,Mgat5,Pgap1,Spp2,Pgap1,Thap6,Thap6,Ets1,Fbxo32,Pgap1,Mgat5,Isg20,Chn2,Tmsb4x,Lpp,Frmd4a,Pgap1,Frmd4a,Fbxo32,Thap6,Thap6,Pgap1,Fbxo32,Tesmin,Chn2,Chn2,Mgat5,Fbxo32,Chn2,Mgat5,Lax1
Thap6,Thap6,Pgap1,Thap6,Thap6,Thap6,Lpp,Pde4d,Lrrfip1,Ficd,Mgat5,E030030I06Rik,Ptpn18,Tmem259,Ift20,Lrrfip1,Muc13,Nrg2,Dad1,Dip2b,Thap6,Thap6,Thap6,Thap6,Thap6,Thap6,Thap6,Thap6,Il2rg,Thap6,Pgap1,Thap6,Pgap1,Thap6,Pgap1,Pgap1,Slc18a2,Pgap1,Nrg2,Ltb4r2,Tmem259,Pgap1,Thap6,Pgap1,Thap6,Thap6,Lrrfip1,Slc18a2,Slc18a2,Pgap1,Pgap1,Hnrnpul2,Frmd4a,Adipor1,S1pr1,Pdlim5,Lrrfip1,Il1rl2,Lrrfip1,Pgap1,Tmem259,Bzw1,Thap6,Lrrfip1,Thap6,Lman1l,Mgat5,Alyref2,H2-K1,Tshz1,Lrrfip1,Kpna1,Thap6,Pgap1,Pgap1,Lrrfip1,Thap6,Chn2,Mgat5,Thap6,Pdlim5,Thap6,Mgat5,Pgap1,Cyp2s1
Tmem259,Tmem259,Lrrfip1,Pgap1,Pgap1,Pgap1,Ets1,Rapgef2,Adipor1,Rab6b,Pdlim5,Zmynd11,Tsc22d1,Lrrfip1,Nrg2,Tsc22d1,Flt1,Hectd4,Adgrl3,Lax1,Pgap1,Pgap1,Pgap1,Pgap1,Pgap1,Pgap1,Pgap1,Pgap1,Slc25a44,Pgap1,Lrrfip1,Pgap1,Tmem259,Pgap1,Tmem259,Tmem259,Lrrfip1,Lrrfip1,Tnfrsf10b,Tsc22d1,Ift20,Tmem259,Pgap1,Tmem259,Pgap1,Pgap1,Ift20,Fbxo32,Fbxo32,Tmem259,Tmem259,Rabgef1,Zmynd11,Il2rg,Zmynd11,N4bp2l1,Katna1,Gigyf2,Il2rg,Lrrfip1,Lrrfip1,H2-K1,Pgap1,Katna1,H2-K1,Ifrd1,H2-K1,Dad1,Taok3,Adam6b,Katna1,Adgrl3,Pgap1,Tmem259,Tmem259,Nrg2,Pgap1,Thap6,Thap6,Pdlim5,Lrrfip1,Pgap1,Pdlim5,Tmem259,Atg10
Lrrfip1,Lrrfip1,Adipor1,Tmem259,Tmem259,Tmem259,Mgat5,Gm36536,Nrg2,Adipor1,Dip2b,Flt1,Nfe2l2,Ift20,Hectd4,Nfe2l2,Mgat5,Kras,Adgrl2,Nfe2l2,Tmem259,Tmem259,Tmem259,Tmem259,Tmem259,Tmem259,Tmem259,Tmem259,Hnrnpul2,Tmem259,Ift20,Tmem259,Lrrfip1,Tmem259,Lrrfip1,Lrrfip1,Ltb4r2,Nrg2,Ndufs2,Nrg2,Adipor1,Lrrfip1,Tmem259,Lrrfip1,Tmem259,Tmem259,Adipor1,Mgat5,Pdlim5,Lrrfip1,Lrrfip1,Kras,Adgrl3,Hnrnpul2,Abca3,Dip2b,Nrg2,Sp110,Hectd4,Nrg2,Adipor1,Jakmip1,Tmem259,Il2rg,Gm15569,Yrdc,Lrrfip1,Dnajc15,Atp8a2,H2-K1,Hectd4,Adam6b,Tmem259,Lrrfip1,Lrrfip1,Tnfrsf10b,Tmem259,H2-K1,H2-K1,Lrrfip1,Cd8a,Tmem259,Gm15569,Lrrfip1,Tcp11l2
Adipor1,Adipor1,Il2rg,Lrrfip1,Lrrfip1,Lrrfip1,Igf2r,Snhg14,Hnrnpul2,Atg10,Atg10,Adgrl3,Gpr18,Adipor1,Hnrnpul2,Gpr18,Lrrfip1,Tgfbr2,Alpk3,Daam1,Lrrfip1,Lrrfip1,Lrrfip1,Lrrfip1,Lrrfip1,Lrrfip1,Lrrfip1,Lrrfip1,Rabgef1,Lrrfip1,Adipor1,Lrrfip1,Ift20,Lrrfip1,Katna1,Katna1,Tsc22d1,Tnfrsf10b,Usp2,Celf2,Nrg2,Katna1,Lrrfip1,Ift20,Lrrfip1,Lrrfip1,Nrg2,Pdlim5,Pgap1,Katna1,Katna1,Tnfrsf10b,Cadps,Rabgef1,Adgrl3,Il2rg,Hectd4,Ptma,Rabgef1,Il2rg,Il2rg,Cd8a,Lrrfip1,Hectd4,Lrrfip1,Dapk3,Cd8a,Ptma,Arhgef3,Slco3a1,Tgfbr2,H2-K1,Lrrfip1,Katna1,Katna1,Usp2,Lrrfip1,Pdlim5,Pdlim5,Cd8a,Rab3ip,Lrrfip1,Lrrfip1,N4bp2l1,Hnrnpul2
Il2rg,Nrg2,Hectd4,Katna1,Katna1,Katna1,Jakmip1,Ndst3,Tgfbr2,Hnrnpul2,Foxp1,Cadps,Foxp1,Nrg2,Kras,Foxp1,Cd8a,Bag6,Dnajc13,Gpr18,Katna1,Katna1,Katna1,Katna1,Katna1,Katna1,Katna1,Katna1,Kras,Katna1,Il2rg,Katna1,Adipor1,Katna1,Ift20,Ift20,Nrg2,Usp2,Klc1,Rasl10b,Hnrnpul2,Ift20,Katna1,Adipor1,Katna1,Katna1,Hectd4,Pgap1,Lrrfip1,Ift20,Ift20,Tgfbr2,Adgrl2,Kras,Mgat5,Lax1,Hnrnpul2,Lrrfip1,Tgfbr2,Hectd4,Hnrnpul2,Tef,Katna1,Rabgef1,Cd8a,Zfp36l1,Csrnp3,Polg2,Src,Arhgap26,Szrd1,Hsd11b1,Katna1,Ift20,Ift20,Fbxl2,Katna1,Tmem259,Opa3,Rab3ip,Dip2b,Ift20,Cd8a,A930024E05Rik,4932438A13Rik
Hectd4,Il2rg,Hnrnpul2,Ift20,Ift20,Ift20,Tef,Zfp804b,Usp2,Foxp1,Celf2,Adgrl2,Kras,Hectd4,Tgfbr2,Celf2,Sorcs1,Arhgap31,Atg16l1,Atg10,Ift20,Ift20,Ift20,Ift20,Ift20,Ift20,Ift20,Ift20,Tnfrsf10b,Ift20,Slc25a44,Ift20,Nrg2,Ift20,Adipor1,Adipor1,Foxp1,Klc1,Ccdc86,Il17rd,Rabgef1,Adipor1,Ift20,Nrg2,Adipor1,Adipor1,Slc25a44,Lrrfip1,Ltb4r2,Adipor1,Adipor1,Usp2,Mvb12b,Tgfbr2,Bach2,Nfe2l2,Kras,Atg16l1,Ndufs2,Rabgef1,Kras,Arhgef3,Adipor1,Tgfbr2,Csrnp3,Azin1,Sorcs1,Rnu11,Egflam,Dop1b,Naif1,Lama1,Ift20,Adipor1,Adipor1,Ccdc86,Ift20,Lrrfip1,N4bp2l1,Dip2b,Lax1,Adipor1,Rab3ip,Rab3ip,Foxp1
Hnrnpul2,Hectd4,Rabgef1,Adipor1,Il2rg,Adipor1,Spata2,Cdo1,Fbxl2,Usp2,Plekha5,Dop1b,Celf2,Hnrnpul2,Klc1,Adrb2,Dip2b,Il17rd,Dop1b,Tcp11l2,Adipor1,Adipor1,Adipor1,Adipor1,Adipor1,Adipor1,Adipor1,Adipor1,Tgfbr2,Adipor1,Hnrnpul2,Adipor1,Il2rg,Adipor1,Il2rg,Nrg2,Celf2,Ccdc86,Il17rd,Gprc5b,Kras,Nrg2,Adipor1,Il2rg,Nrg2,Nrg2,Rabgef1,Ltb4r2,Dip2b,Il2rg,Il2rg,Bag6,Dop1b,Ndufs2,Cadps,Atg10,Tnfrsf10b,Mfsd6,Bag6,Tgfbr2,Ndufs2,Cbx7,Nrg2,Szrd1,Sorcs1,2210016F16Rik,Katna1,Gbp9,Foxp1,Phf21a,Arhgap31,Gm11217,Adipor1,Nrg2,Hectd4,Arhgap31,Adipor1,Opa3,Dip2b,Lax1,Cyp2s1,Nrg2,Dip2b,Katna1,Zc3h13
