2021_GoldrathLab_Brd4___BRD4_TE-CD8,2021_GoldrathLab_Brd4___BRD4_NAV-CD8,2021_GoldrathLab_Brd4___BRD4_MP-CD8,2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8,2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8,2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8,2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-ToxKO,2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE,2017_PNAS_Li___STAT5B_noIL2-CD8,2017_PNAS_Li___STAT5B_IL2-WT-CD4,2017_PNAS_Li___STAT5B_IL2-UP-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN2-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-CD8,2017_PNAS_Li___STAT5B_IL2-CD4,2017_PNAS_Li___STAT3_noIL21-CD4,2017_PNAS_Li___STAT3_IL21-CD4,2017_PNAS_Li___H3K4me3-noIL2-CD4,2017_PNAS_Li___H3K4me3_IL2-CD4,2017_PNAS_Li___H3K27Ac-noIL2-CD4,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-CD4,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-Memory,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K4Me1_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-CbfbKO,2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT,2016_SCIENCE_Mackay___Hobit_invitro-CD8,2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8,2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IgG-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me1-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K36me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27ac-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___cJun-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT,2013_IMMUNITY_KIM___Foxo1_Biotin_naive-CD8-WT
Mbnl1,Mbnl1,Mbnl1,Mbnl1,Mbnl1,Mbnl1,Hopx,Rapgef2,Mbnl1,Mbnl1,Mbnl1,,Mbnl1,Mbnl1,Mbnl1,Mbnl1,Mbnl1,Mbnl1,,Mbnl1,Mbnl1,Mbnl1,Mbnl1,Mbnl1,Mbnl1,Mbnl1,Mbnl1,Mbnl1,Mbnl1,Mbnl1,Mbnl1,Mbnl1,Mbnl1,Mbnl1,Mbnl1,Mbnl1,Mbnl1,Mbnl1,Mbnl1,Fos,Mbnl1,Mbnl1,Mbnl1,Mbnl1,Mbnl1,Mbnl1,Mbnl1,Hopx,Hopx,Mbnl1,Mbnl1,Mbnl1,,Mbnl1,,Hopx,Mbnl1,Ankrd44,Mbnl1,Mbnl1,Mbnl1,Hopx,Mbnl1,Mbnl1,Mbnl1,Cd8b1,Mbnl1,Ubb,Mbnl1,,Mbnl1,,Mbnl1,Mbnl1,Mbnl1,Hopx,Mbnl1,Btg1,Mbnl1,Mbnl1,Mbnl1,Mbnl1,Mbnl1,Mbnl1,Grap2
Pkm,Pkm,Pkm,Pkm,Pkm,Pkm,Ly6c2,,Pkm,Fosb,Ankrd11,,Ankrd11,Pkm,Pkm,Ankrd11,Ankrd11,Ankrd11,,Ankrd11,Pkm,Pkm,Pkm,Pkm,Pkm,Pkm,Pkm,Pkm,Pkm,Pkm,Pkm,Pkm,Pkm,Pkm,Pkm,Pkm,Fosb,Arl4c,Arl4c,Fosb,Pkm,Pkm,Pkm,Pkm,Pkm,Pkm,Pkm,Mbnl1,Fosb,Pkm,Pkm,Pkm,,Pkm,,Mbnl1,Pkm,Arl4c,Pkm,Pkm,Pkm,Ly6c2,Pkm,Pkm,Pkm,Ubb,Ankrd11,Cd69,H2-Q7,,Pkm,,Pkm,Pkm,Pkm,Fosb,Pkm,Ifngr1,Pkm,Ankrd11,Ankrd11,Pkm,Pkm,Pkm,Ppp1r15a
Ankrd11,Ankrd11,Ankrd11,Ankrd11,Ankrd11,Ankrd11,Ifngr1,,Ankrd11,Pkm,Ifngr1,,Ifngr1,Ankrd11,Ankrd11,Ifngr1,Ifngr1,Ifngr1,,Ifngr1,Ankrd11,Ankrd11,Ankrd11,Ankrd11,Ankrd11,Ankrd11,Ankrd11,Ankrd11,Ankrd11,Ankrd11,Arl4c,Ankrd11,Ankrd11,Ankrd11,Ankrd11,Ankrd11,Fos,Ankrd44,Ankrd44,Gzmk,Ankrd11,Ankrd11,Ankrd11,Ankrd11,Ankrd11,Ankrd11,Ankrd11,Fosb,Btg1,Ankrd11,Ankrd11,Ankrd11,,Ankrd11,,Fosb,Ankrd11,,Ankrd11,Ankrd11,Ankrd11,H2-Q7,Ankrd11,Ankrd11,Ankrd11,Fos,Ifngr1,Ccr7,Jun,,Ankrd11,,Ankrd11,Ankrd11,Ankrd11,Jun,Ankrd11,Tagln2,Ankrd11,Ifngr1,Ifngr1,Ankrd11,Ankrd11,Ankrd11,Klrd1
Ifngr1,Ifngr1,Ifngr1,Ifngr1,Ifngr1,Ifngr1,Arl4c,,Arl4c,Cyld,Ankrd44,,Arl4c,Ifngr1,Ifngr1,Arl4c,Arl4c,Arl4c,,Arl4c,Ifngr1,Ifngr1,Ifngr1,Ifngr1,Ifngr1,Ifngr1,Ifngr1,Ifngr1,Ifngr1,Ifngr1,Selplg,Ifngr1,Ifngr1,Ifngr1,Ifngr1,Ifngr1,Gng2,Rapgef2,Rapgef2,,Ifngr1,Ifngr1,Ifngr1,Ifngr1,Ifngr1,Ifngr1,Ifngr1,Rapgef2,Ifngr1,Ifngr1,Ifngr1,Ifngr1,,Ifngr1,,Ccr7,Ifngr1,,Ifngr1,Ifngr1,Ifngr1,Gtf2i,Ifngr1,Ifngr1,Ifngr1,Klf6,Selplg,,,,Ifngr1,,Ifngr1,Ifngr1,Ifngr1,Cyld,Ifngr1,Gpx4,Ifngr1,Arl4c,Arl4c,Ifngr1,Ifngr1,Ifngr1,Cd8b1
Selplg,Selplg,Selplg,Selplg,Selplg,Selplg,Ankrd44,,Ubb,Ubb,Ms4a6b,,Selplg,Selplg,Selplg,Selplg,Selplg,Selplg,,Selplg,Selplg,Selplg,Selplg,Selplg,Selplg,Selplg,Selplg,Selplg,Selplg,Selplg,Tagln2,Selplg,Selplg,Selplg,Selplg,Selplg,Rapgef2,Gzmk,Gzmk,,Selplg,Selplg,Selplg,Selplg,Selplg,Selplg,Selplg,Cyld,Lat,Selplg,Selplg,Selplg,,Selplg,,Btg1,Selplg,,Selplg,Selplg,Selplg,Selplg,Selplg,Selplg,Selplg,Cd69,Tagln2,,,,Selplg,,Selplg,Selplg,Selplg,Klf6,Selplg,Fos,Ankrd44,Selplg,Selplg,Selplg,Arl4c,Selplg,Btg1
Arl4c,Arl4c,Tagln2,Tagln2,Tagln2,Tagln2,Rasgrp1,,Ankrd44,Klf2,Gng2,,Ankrd44,Tagln2,Arl4c,Ankrd44,Ankrd44,Ubb,,Ubb,Tagln2,Tagln2,Tagln2,Tagln2,Tagln2,Tagln2,Tagln2,Tagln2,Tagln2,Tagln2,Ankrd44,Tagln2,Tagln2,Tagln2,Tagln2,Tagln2,Gzmk,Thy1,Thy1,,Arl4c,Tagln2,Tagln2,Tagln2,Tagln2,Tagln2,Tagln2,Gtf2i,Rasgrp1,Tagln2,Tagln2,Tagln2,,Tagln2,,Gtf2i,Arl4c,,Arl4c,Arl4c,Arl4c,Ankrd44,Tagln2,Arl4c,Ubb,Thy1,Arl4c,,,,Tagln2,,Tagln2,Tagln2,Tagln2,Rasgrp1,Tagln2,Ccl5,Ms4a6b,Ankrd44,Ankrd44,Tagln2,Ankrd44,Arl4c,Gtf2i
Ubb,Ubb,Arl4c,Arl4c,Arl4c,Arl4c,Fos,,Gpx4,Jak1,Gzmk,,Rapgef2,Arl4c,Ubb,Ms4a6b,Gng2,Ankrd44,,Gng2,Arl4c,Arl4c,Arl4c,Arl4c,Arl4c,Arl4c,Arl4c,Arl4c,Arl4c,Arl4c,Gpx4,Arl4c,Arl4c,Arl4c,Arl4c,Arl4c,Thy1,Hopx,Hopx,,Ubb,Arl4c,Arl4c,Arl4c,Arl4c,Arl4c,Arl4c,Fos,Fos,Arl4c,Arl4c,Arl4c,,Arl4c,,Jak1,Ubb,,Ubb,Ubb,Ubb,Jak1,Arl4c,Ubb,Ankrd44,,Ankrd44,,,,Arl4c,,Arl4c,Arl4c,Ubb,Fos,Arl4c,Saraf,Gng2,Ms4a6b,Ms4a6b,Arl4c,Gpx4,Ubb,Arl4c
Ankrd44,Ankrd44,Ankrd44,Ankrd44,Ankrd44,Ankrd44,Ms4a6b,,Rapgef2,Jun,Thy1,,Thy1,Ankrd44,Ankrd44,Rapgef2,Gzmk,Ms4a6b,,Gzmk,Ankrd44,Ankrd44,Ankrd44,Ankrd44,Ankrd44,Ankrd44,Ankrd44,Ankrd44,Ankrd44,Ankrd44,Ubb,Ankrd44,Ankrd44,Ankrd44,Ankrd44,Ankrd44,,Btg1,Btg1,,Ankrd44,Ankrd44,Ankrd44,Ankrd44,Ankrd44,Ankrd44,Ankrd44,Ccl5,Ccl5,Ankrd44,Ankrd44,Ankrd44,,Ankrd44,,Ankrd44,Ankrd44,,Ankrd44,Ankrd44,Ankrd44,Thy1,Ankrd44,Ankrd44,Ms4a6b,,Ubb,,,,Ankrd44,,Ankrd44,Ankrd44,Ankrd44,Ccl5,Ankrd44,,Gzmk,Gng2,Gng2,Ankrd44,Ms4a6b,Ankrd44,Selplg
Ms4a6b,Ms4a6b,Ubb,Gpx4,Gpx4,Gpx4,Itgb7,,Saraf,,Hopx,,Epsti1,Ubb,Rapgef2,Thy1,Thy1,Gng2,,Thy1,Gpx4,Gpx4,Gpx4,Gpx4,Gpx4,Gpx4,Gpx4,Gpx4,Ubb,Gpx4,Ms4a6b,Gpx4,Gpx4,Gpx4,Gpx4,Gpx4,,Rasgrp1,Rasgrp1,,Gpx4,Gpx4,Gpx4,Gpx4,Gpx4,Gpx4,Ms4a6b,Klf2,Rapgef2,Gpx4,Gpx4,Ubb,,Ubb,,Rasgrp1,Ms4a6b,,Ms4a6b,Ms4a6b,Ms4a6b,,Gpx4,Ms4a6b,Gng2,,Ms4a6b,,,,Ms4a6b,,Gpx4,Gpx4,Gpx4,Rapgef2,Gpx4,,Thy1,Rapgef2,Rapgef2,Gpx4,Gng2,Rapgef2,Ubb
