2021_GoldrathLab_Brd4___BRD4_TE-CD8,2021_GoldrathLab_Brd4___BRD4_NAV-CD8,2021_GoldrathLab_Brd4___BRD4_MP-CD8,2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8,2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8,2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8,2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-ToxKO,2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE,2017_PNAS_Li___STAT5B_noIL2-CD8,2017_PNAS_Li___STAT5B_IL2-WT-CD4,2017_PNAS_Li___STAT5B_IL2-UP-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN2-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-CD8,2017_PNAS_Li___STAT5B_IL2-CD4,2017_PNAS_Li___STAT3_noIL21-CD4,2017_PNAS_Li___STAT3_IL21-CD4,2017_PNAS_Li___H3K4me3-noIL2-CD4,2017_PNAS_Li___H3K4me3_IL2-CD4,2017_PNAS_Li___H3K27Ac-noIL2-CD4,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-CD4,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-Memory,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K4Me1_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-CbfbKO,2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT,2016_SCIENCE_Mackay___Hobit_invitro-CD8,2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8,2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IgG-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me1-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K36me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27ac-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___cJun-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT,2013_IMMUNITY_KIM___Foxo1_Biotin_naive-CD8-WT
Arl6ip5,Arl6ip5,Arl6ip5,Arl6ip5,Arl6ip5,Arl6ip5,Sema4a,Rras2,Zmynd11,Zmynd11,Ccr5,Zmynd11,Sema4a,Dynll1,Arl6ip5,Sema4a,Sema4a,Arl6ip5,Plin2,Arl6ip5,Arl6ip5,Arl6ip5,Arl6ip5,Arl6ip5,Arl6ip5,Arl6ip5,Arl6ip5,Arl6ip5,Arl6ip5,Arl6ip5,Arl6ip5,Arl6ip5,Arl6ip5,Arl6ip5,Arl6ip5,Arl6ip5,Pam,Zmynd11,Zmynd11,Pam,Arl6ip5,Arl6ip5,Arl6ip5,Arl6ip5,Arl6ip5,Arl6ip5,Arl6ip5,Zmynd11,Pam,Arl6ip5,Arl6ip5,Arl6ip5,Gramd3,Arl6ip5,Zmynd11,Arl6ip5,Arl6ip5,Otos,Arl6ip5,Arl6ip5,Arl6ip5,Ccr5,Arl6ip5,Arl6ip5,Sema4a,Gzmb,Zmynd11,Ier2,Gzmb,Selenok,Arl6ip5,,Arl6ip5,Arl6ip5,Arl6ip5,Zmynd11,Arl6ip5,Pdlim5,Ccr5,Arl6ip5,Arl6ip5,Arl6ip5,Arl6ip5,Arl6ip5,Arl6ip5
Dynll1,Dynll1,Dynll1,Dynll1,Dynll1,Dynll1,Ccr5,,Pdlim5,Pdlim5,Zmynd11,Fgf13,Zmynd11,Zmynd11,Ldlrap1,Zmynd11,Ccr5,Ccr5,Gramd3,Sema4a,Dynll1,Dynll1,Dynll1,Dynll1,Dynll1,Dynll1,Dynll1,Dynll1,Dynll1,Dynll1,Dynll1,Dynll1,Dynll1,Dynll1,Dynll1,Ccr5,Nrbp2,Pdlim5,Gzma,Nrbp2,Zmynd11,Dynll1,Dynll1,Dynll1,Ccr5,Ccr5,Ccr5,Pdlim5,Nrbp2,Dynll1,Dynll1,Dynll1,Zmynd11,Ccr5,Ccnd3,Ccr5,Zmynd11,Arl4c,Ccr5,Ccr5,Ccr5,Cd8a,Ccr5,Ccr5,Ccr5,Ier2,Gab3,Hspa8,H2-Q7,,Ccr5,,Dynll1,Dynll1,Dynll1,Pdlim5,Dynll1,Ldlrap1,Zmynd11,Dpy19l1,Dpy19l1,Dynll1,Ccr5,Zmynd11,Zmynd11
Ccr5,Zmynd11,Ccr5,Zmynd11,Ccr5,Ccr5,Zmynd11,,Ldlrap1,Ubb,Gzma,Ggh,Ccr2,Pdlim5,Cotl1,Ccr2,Zmynd11,Zmynd11,Rras2,Ccr5,Zmynd11,Zmynd11,Ccr5,Ccr5,Ccr5,Ccr5,Ccr5,Ccr5,Pdlim5,Ccr5,Zmynd11,Ccr5,Gzma,Ccr5,Ccr5,Gzma,Zmynd11,Ldlrap1,Pdlim5,St6galnac2,Pdlim5,Ccr5,Ccr5,Ccr5,Gzma,Gzma,Gzma,Ldlrap1,Zmynd11,Ccr5,Ccr5,Zmynd11,Ggh,Gzma,Cdk19,Zmynd11,Ldlrap1,,Zmynd11,Zmynd11,Gzma,Selplg,Gzma,Gzma,Zmynd11,Hspa8,Cd8a,Hist1h2ao,Eps8,,Gzma,,Zmynd11,Ccr5,Ccr5,Ldlrap1,Ccr5,Eps8,Gzma,Sema4a,Ccr5,Ccr5,Pdlim5,Ldlrap1,Ldlrap1
Gzma,Pdlim5,Gzma,Pdlim5,Zmynd11,Zmynd11,Samd3,,Derl1,Errfi1,Pdlim5,Gramd3,Selplg,Ldlrap1,Rtkn2,Selplg,Cd8a,Pdlim5,Cpm,Gzma,Pdlim5,Pdlim5,Zmynd11,Gzma,Zmynd11,Zmynd11,Zmynd11,Zmynd11,Ldlrap1,Gzma,Ldlrap1,Zmynd11,Zmynd11,Gzma,Gzma,Zmynd11,St6galnac2,Derl1,Ldlrap1,Eps8,Ldlrap1,Gzma,Zmynd11,Zmynd11,Zmynd11,Zmynd11,Zmynd11,Cacna1i,St6galnac2,Zmynd11,Zmynd11,Pdlim5,Il31ra,Zmynd11,Calm2,Trib3,Cd8a,,Pdlim5,Pdlim5,Zmynd11,Thy1,Zmynd11,Zmynd11,Zfp386,Hist1h2ao,Cpm,H4c12,Jun,,Zmynd11,,Pdlim5,Gzma,Zmynd11,Cacna1i,Gzma,Toe1,Pdlim5,Zmynd11,Zmynd11,Gzma,Cd8a,Zfp113,Zfp113
Zmynd11,Ldlrap1,Zmynd11,Ldlrap1,Pdlim5,Pdlim5,Arl4c,,Nhsl2,Fbxl4,Samd3,Il31ra,Arl4c,Toe1,Zfp623,Arl4c,Ccr2,Ldlrap1,,Samd3,Ldlrap1,Ldlrap1,Ldlrap1,Zmynd11,Pdlim5,Ldlrap1,Pdlim5,Ldlrap1,Cd8a,Zmynd11,Cd8a,Pdlim5,Pdlim5,Zmynd11,Zmynd11,Pdlim5,Cpm,Cacna1i,Cacna1i,Errfi1,Cd8a,Zmynd11,Pdlim5,Pdlim5,Pdlim5,Pdlim5,Ldlrap1,Cotl1,Pdlim5,Pdlim5,Pdlim5,Ldlrap1,,Pdlim5,Il31ra,Pdlim5,Zfp113,,Cd8a,Ldlrap1,Ldlrap1,Dusp2,Pdlim5,Pdlim5,Samd3,Nr4a1,Selplg,H4c3,Dusp2,,Pdlim5,,Ldlrap1,Zmynd11,Pdlim5,Nhsl2,Zmynd11,Derl1,Ldlrap1,Zfp386,Sema4a,Zmynd11,Derl1,Selplg,Selplg
Pdlim5,Cd8a,Ldlrap1,Cd8a,Ldlrap1,Ldlrap1,Pkd1l2,,Eomes,Eomes,Cpm,,Plin2,Derl1,Nr4a1,Eps8,Selplg,Cd8a,,Lrrc27,Zfp113,Zfp113,Cd8a,Pdlim5,Ldlrap1,Zfp113,Ldlrap1,Cd8a,Zfp113,Pdlim5,Zfp113,Ldlrap1,Ldlrap1,Pdlim5,Pdlim5,Ldlrap1,Eps8,Cotl1,Cotl1,Cacna1i,Zfp113,Pdlim5,Ldlrap1,Ldlrap1,Ldlrap1,Ldlrap1,Cd8a,Nhsl2,Ldlrap1,Ldlrap1,Ldlrap1,Derl1,,Ldlrap1,Gramd3,Gab3,Derl1,,Nhsl2,Cd8a,Cd8a,Hopx,Ldlrap1,Ldlrap1,Ldlrap1,Cd8b1,Selenok,Ubb,,,Ldlrap1,,Cd8a,Pdlim5,Cd8a,Zfp623,Pdlim5,Saraf,Cpm,Pdlim5,Zfp386,Pdlim5,Cotl1,Cpm,Arl4c
Ldlrap1,Derl1,Cd8a,Zfp113,Cd8a,Cd8a,Hopx,,Ccpg1,Dusp2,Ccr2,,Eps8,Cotl1,Gnpda1,Errfi1,Arl4c,Nhsl2,,Ccr2,Jmjd8,Jmjd8,Zfp113,Ldlrap1,Zfp113,Toe1,Zfp113,Zfp113,Toe1,Ldlrap1,Toe1,Cd8a,Cd8a,Ldlrap1,Ldlrap1,Cd8a,Ggh,Nhsl2,Nhsl2,Nrg4,Toe1,Ldlrap1,Cd8a,Cd8a,Cd8a,Cd8a,Jmjd8,Zfp623,Cpm,Cd8a,Cd8a,Cotl1,,Cd8a,1700025G04Rik,Ccr2,Cotl1,,Rtkn2,Derl1,Zfp113,Iqgap2,Cd8a,Cd8a,Gab3,Ier3,Arl4c,Cd69,,,Cd8a,,Zfp113,Ldlrap1,Zfp113,Eomes,Ldlrap1,Cotl1,Ccr2,Ldlrap1,Endou,Ldlrap1,Ccpg1,Arl4c,Ubb
Cd8a,Cotl1,Derl1,Toe1,Zfp113,Zfp113,Dusp2,,Nr4a1,Nr4a1,Eps8,,Errfi1,Nhsl2,Tpst2,Myo6,Eps8,Rtkn2,,Selplg,Toe1,Toe1,Toe1,Zfp113,Jmjd8,Derl1,Toe1,Toe1,Derl1,Cd8a,Derl1,Zfp113,Zfp113,Cd8a,Cd8a,Zfp113,Cacna1i,Zfp623,Zfp623,Gzmk,Derl1,Cd8a,Zfp113,Zfp113,Zfp113,Zfp113,Derl1,Eomes,Eps8,Zfp113,Zfp113,Zfp623,,Cotl1,,Eps8,Ccpg1,,Zfp623,Cacna1i,Derl1,Cmklr1,Zfp113,Nhsl2,Cd8a,H4c12,Ubb,Hist1h4n,,,Derl1,,Jmjd8,Cd8a,Toe1,Il11ra1,Cd8a,Nrg4,Eps8,Cd8a,Pdlim5,Cd8a,Nr4a1,Ubb,Dusp2
Zfp113,Nhsl2,Cotl1,Derl1,Toe1,Jmjd8,Cmklr1,,Aldh1a3,Zfp523,Errfi1,,Myo6,Rtkn2,Wipi1,Nhsl2,Errfi1,Eomes,,Arl4c,Derl1,Derl1,Derl1,Toe1,Toe1,Cotl1,Derl1,Derl1,Cotl1,Zfp113,Cotl1,Jmjd8,Jmjd8,Zfp113,Zfp113,Jmjd8,Nrg4,Eomes,Eomes,Irs2,Ccpg1,Zfp113,Jmjd8,Toe1,Jmjd8,Jmjd8,Cacna1i,Crybb1,Errfi1,Toe1,Jmjd8,Nr4a1,,Nhsl2,,Ggh,Nr4a1,,Eomes,Cotl1,Cacna1i,Elf1,Jmjd8,Rtkn2,Zfp113,H4c3,Eps8,,,,Rtkn2,,Toe1,Zfp113,Derl1,Aldh1a3,Zfp113,Zfp623,Errfi1,Ccr2,Samd3,Zfp113,Aldh1a3,Errfi1,Ccpg1
