2021_GoldrathLab_Brd4___BRD4_TE-CD8,2021_GoldrathLab_Brd4___BRD4_NAV-CD8,2021_GoldrathLab_Brd4___BRD4_MP-CD8,2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8,2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8,2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8,2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-ToxKO,2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE,2017_PNAS_Li___STAT5B_noIL2-CD8,2017_PNAS_Li___STAT5B_IL2-WT-CD4,2017_PNAS_Li___STAT5B_IL2-UP-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN2-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-CD8,2017_PNAS_Li___STAT5B_IL2-CD4,2017_PNAS_Li___STAT3_noIL21-CD4,2017_PNAS_Li___STAT3_IL21-CD4,2017_PNAS_Li___H3K4me3-noIL2-CD4,2017_PNAS_Li___H3K4me3_IL2-CD4,2017_PNAS_Li___H3K27Ac-noIL2-CD4,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-CD4,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-Memory,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K4Me1_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-CbfbKO,2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT,2016_SCIENCE_Mackay___Hobit_invitro-CD8,2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8,2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IgG-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me1-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K36me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27ac-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___cJun-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT,2013_IMMUNITY_KIM___Foxo1_Biotin_naive-CD8-WT
Ccr5,Spata13,Ccr5,Slc9a3r1,Slc9a3r1,Spata13,Slc9a3r1,Klre1,Slc9a3r1,Nutf2,Ccr5,Arhgap21,Sema4a,Spata13,Slc9a3r1,Sema4a,Sema4a,Slc9a3r1,Slc12a7,Sema4a,Spata13,Spata13,Spata13,Ccr5,Spata13,Spata13,Spata13,Spata13,Slc9a3r1,Ccr5,Slc9a3r1,Spata13,Spata13,Ccr5,Ccr5,Ccr5,Spata13,Spata13,Spata13,Cmklr1,Slc9a3r1,Ccr5,Spata13,Spata13,Ccr5,Ccr5,Ccr5,Spata13,Spata13,Spata13,Spata13,Slc9a3r1,Arhgap21,Ccr5,Ddhd1,Ccr5,Slc9a3r1,2010300C02Rik,Spata13,Spata13,Slc9a3r1,Spata13,Ccr5,Ccr5,Slc9a3r1,Hspa8,Nutf2,Hspa8,H2-Q7,,Slc9a3r1,,Spata13,Ccr5,Slc9a3r1,Sema4a,Ccr5,Slc9a3r1,Ccr5,Sema4a,Slc9a3r1,Ccr5,Slc9a3r1,Spata13,Spata13
Spata13,Tm6sf1,Spata13,Sema4a,Sema4a,Slc26a6,Sema4a,Rras2,Sema4a,Hspa8,Spata13,Ggh,Spata13,Tm6sf1,Sema4a,Spata13,Spata13,Sema4a,Rras2,Ccr5,Slc26a6,Slc26a6,Slc26a6,Slc26a6,Slc26a6,Slc26a6,Slc26a6,Slc26a6,Spata13,Spata13,Spata13,Slc26a6,Gzma,Slc26a6,Spata13,Slc26a6,Aph1b,Tm6sf1,Gzma,H4f16,Rnf215,Slc26a6,Slc26a6,Ccr5,Slc26a6,Slc26a6,Spata13,Numbl,Tm6sf1,Ccr5,Slc26a6,Nutf2,Ggh,Spata13,1700025G04Rik,Purg,Sema4a,Arl4c,Ccr5,Ccr5,Sema4a,Ccr5,Slc26a6,Spata13,Sema4a,H4f16,Spata13,H4f16,Antxr2,,Sema4a,,Slc26a6,Spata13,Sema4a,Spata13,Slc26a6,Lrrc8a,Spata13,Spata13,Sema4a,Slc26a6,Sema4a,Pkm,Arl4c
Gzma,Lrrc8a,Gzma,Spata13,Spata13,Ccr5,Spata13,,Nutf2,Pkm,Gzma,,Ccr2,Lrrc8a,Spata13,Ccr2,Ccr5,Spata13,,Spata13,Tm6sf1,Tm6sf1,Ccr5,Spata13,Ccr5,Ccr5,Ccr5,Ccr5,Pkm,Gzma,Pkm,Ccr5,Tm6sf1,Spata13,Gzma,Spata13,Fgl2,Tsc22d1,Tm6sf1,Hacd1,Spata13,Spata13,Ccr5,Tm6sf1,Spata13,Spata13,Gzma,Tm6sf1,H4f16,Tm6sf1,Ccr5,Spata13,Ddhd1,Gzma,,Ccr2,Spata13,,Tm6sf1,Tm6sf1,Ccr5,Ly6c2,Spata13,Gzma,Spata13,Rps6,H4f16,Rps6,Alpk2,,Ccr5,,Tm6sf1,Gzma,Spata13,H4f16,Spata13,Gpx4,Gzma,Dclre1a,Spata13,Spata13,Spata13,Pnpla7,Arrdc3
Tm6sf1,Cyp2s1,Tm6sf1,Nutf2,Ccr5,Tm6sf1,Ccr5,,Pkm,H2-Q10,Pnpla7,,Arl4c,Tsc22d1,Pkm,Arl4c,Dclre1a,Ccr5,,Gzma,Lrrc8a,Lrrc8a,Tm6sf1,Gzma,Tm6sf1,Tm6sf1,Tm6sf1,Tm6sf1,H4f16,Tm6sf1,Tm6sf1,Tm6sf1,Lrrc8a,Gzma,Tm6sf1,Gzma,Tsc22d1,Cyp2s1,Tsc22d1,Hes1,Pkm,Gzma,Tm6sf1,Lrrc8a,Gzma,Gzma,Tm6sf1,H4f16,Aph1b,Lrrc8a,Lrrc8a,Pkm,,Tm6sf1,,Fgl2,Pkm,,Lrrc8a,Lrrc8a,Spata13,Cmklr1,Gzma,Tm6sf1,Ccr5,H2bc13,Arl4c,H2bc13,,,Spata13,,Lrrc8a,Tm6sf1,Ccr5,Aph1b,Gzma,Tsc22d1,Pkm,Lrrc8a,Ccr5,Gzma,Ccr5,Lrrc8a,Cyp2s1
Lrrc8a,Daam1,Lrrc8a,Pkm,Nutf2,Lrrc8a,Ly6c2,,Tspan3,Pard6b,Samd3,,Fgl2,Nhsl2,H4f16,Fgl2,Lrrc8a,H4f16,,Samd3,Mid1ip1,Mid1ip1,Lrrc8a,Tm6sf1,Lrrc8a,Lrrc8a,Lrrc8a,Lrrc8a,Lrrc8a,Lrrc8a,H4f16,Lrrc8a,Gpx4,Tm6sf1,Lrrc8a,Tm6sf1,Ggh,Daam1,Cyp2s1,Pard6b,Tm6sf1,Tm6sf1,Lrrc8a,Gpx4,Tm6sf1,Tm6sf1,Lrrc8a,Aph1b,Fgl2,Mid1ip1,Mid1ip1,H4f16,,Lrrc8a,,Ggh,Pnpla7,,Tsc22d1,Mid1ip1,Gzma,H2-Q10,Tm6sf1,Lrrc8a,Nutf2,Gstp3,Tsc22d1,Cd69,,,Gzma,,Mid1ip1,Lrrc8a,Rnf215,Fgl2,Tm6sf1,Saraf,Tm6sf1,Ccr2,Numbl,Tm6sf1,Nutf2,Arl4c,Lcn4
Mid1ip1,Nhsl2,Mid1ip1,Tm6sf1,Pkm,Mid1ip1,Cmklr1,,Aph1b,Zfp523,Ccr2,,Tsc22d1,Eomes,Lrrc8a,Tsc22d1,Ccr2,Samd3,,Lrrc27,Gpx4,Gpx4,Mid1ip1,Lrrc8a,Mid1ip1,Mid1ip1,Mid1ip1,Mid1ip1,Arl4c,Mid1ip1,Dclre1a,Mid1ip1,Tsc22d1,Lrrc8a,Gpx4,Lrrc8a,Nhsl2,Nhsl2,Daam1,Aph1b,H4f16,Lrrc8a,Mid1ip1,Daam1,Lrrc8a,Lrrc8a,Cyp2s1,Gclm,Tsc22d1,Gpx4,Gpx4,Pnpla7,,Mid1ip1,,Antxr2,Dclre1a,,Nhsl2,Daam1,Nutf2,H2-Q7,Lrrc8a,Nhsl2,Pkm,Cd69,Plac8,,,,Pkm,,Gpx4,Mid1ip1,Nutf2,Tsc22d1,Lrrc8a,Rpl34,H4f16,Arl4c,Samd3,Lrrc8a,Pkm,Prr5l,Lrp6
Daam1,Rpl34,Cyp2s1,Tbc1d8b,Tm6sf1,Gpx4,H2-Q10,,Lrrc8a,Arhgap21,Prr5l,,Rbms1,Rpl34,Ccr2,Nhsl2,Arl4c,Dclre1a,,Dclre1a,Tsc22d1,Tsc22d1,Gpx4,Mid1ip1,Gpx4,Gpx4,Gpx4,Gpx4,Slc25a53,Gpx4,Tspan3,Gpx4,Cyp2s1,Mid1ip1,Tsc22d1,Mid1ip1,Rbms1,Eomes,Nhsl2,2010300C02Rik,Pnpla7,Mid1ip1,Gpx4,Eomes,Mid1ip1,Mid1ip1,Daam1,Fgl2,Prr5l,Rpl34,Rpl34,Dclre1a,,Nhsl2,,Rbms1,Lrrc8a,,Eomes,Nhsl2,Pnpla7,Fam129b,Mid1ip1,Eomes,Tm6sf1,Rpl10,Nhsl2,,,,Tm6sf1,,Tsc22d1,Gpx4,Tm6sf1,Ggh,Mid1ip1,Cmklr1,Pnpla7,Cyp2s1,Dclre1a,Mid1ip1,Tm6sf1,Arrdc3,H2bc13
Eomes,H2-Q10,Daam1,Tspan3,Samd3,Tsc22d1,Numbl,,Arl4c,Lrp6,Antxr2,,Thy1,Tmprss13,Arl4c,Rbms1,Tsc22d1,Tspan3,,Ccr2,Cyp2s1,Cyp2s1,Tsc22d1,Gpx4,Tsc22d1,Tsc22d1,Tsc22d1,Tsc22d1,Snx13,Daam1,Aph1b,Tsc22d1,Daam1,Gpx4,Cyp2s1,Gpx4,Gzmk,Rpl34,Eomes,Map1a,Purg,Gpx4,Cyp2s1,Rpl34,Gpx4,Gpx4,Crybb1,Tsc22d1,Arrdc3,Ttll8,Tmprss13,Tspan3,,Rpl34,,Thy1,Arl4c,,Rpl34,Eomes,Pkm,Alpk2,Gpx4,Rpl34,H4f16,Thy1,Rbms1,,,,Pnpla7,,Cyp2s1,Tsc22d1,Pnpla7,Zbtb34,Gpx4,Gpr155,Ccr2,Plac8,Lrrc8a,Gpx4,Lrrc8a,Cyp2s1,Klf3
Rpl34,Rps6,Nhsl2,Arl4c,Lrrc8a,Cyp2s1,Samd3,,Gclm,Lrrc8a,Gzmk,,Rpl34,H2-Q10,Gclm,Thy1,Arrdc3,Lrrc8a,,Arl4c,Daam1,Daam1,Cyp2s1,Tsc22d1,Cyp2s1,Cyp2s1,Cyp2s1,Cyp2s1,Arrdc3,Eomes,Lrrc8a,Cyp2s1,Nhsl2,Tsc22d1,Daam1,Tsc22d1,Thy1,Ttll8,Rpl34,Esm1,Tspan3,Tsc22d1,Daam1,Tmprss13,Tsc22d1,Tsc22d1,Tmprss13,Prr5l,Cyp2s1,Tmprss13,Ifit1bl1,Mid1ip1,,Ttll8,,Lcn4,Gclm,,Tmprss13,Rpl34,Samd3,Klrg1,Tsc22d1,Tmprss13,Samd3,,Thy1,,,,Samd3,,Daam1,Cyp2s1,Pkm,Daam1,Tsc22d1,Fdps,Gclm,Antxr2,Ccr2,Tsc22d1,Ccr2,Daam1,Hes1
