2021_GoldrathLab_Brd4___BRD4_TE-CD8,2021_GoldrathLab_Brd4___BRD4_NAV-CD8,2021_GoldrathLab_Brd4___BRD4_MP-CD8,2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8,2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8,2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8,2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-ToxKO,2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE,2017_PNAS_Li___STAT5B_noIL2-CD8,2017_PNAS_Li___STAT5B_IL2-WT-CD4,2017_PNAS_Li___STAT5B_IL2-UP-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN2-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-CD8,2017_PNAS_Li___STAT5B_IL2-CD4,2017_PNAS_Li___STAT3_noIL21-CD4,2017_PNAS_Li___STAT3_IL21-CD4,2017_PNAS_Li___H3K4me3-noIL2-CD4,2017_PNAS_Li___H3K4me3_IL2-CD4,2017_PNAS_Li___H3K27Ac-noIL2-CD4,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-CD4,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-Memory,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K4Me1_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-CbfbKO,2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT,2016_SCIENCE_Mackay___Hobit_invitro-CD8,2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8,2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IgG-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me1-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K36me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27ac-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___cJun-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT,2013_IMMUNITY_KIM___Foxo1_Biotin_naive-CD8-WT
Ccr5,Dynll1,Ccr5,Haus4,Ccr5,Ccr5,Sema4a,Rras2,Dnajb11,Smpdl3b,Sh2d1a,Cerk,Sema4a,Dnajb11,Acss2,Sema4a,Ccr5,Ccr5,Rras2,Ccr5,Haus4,Haus4,Ccr5,Ccr5,Ccr5,Ccr5,Ccr5,Ccr5,Dnajb11,Ccr5,Dnajb11,Ccr5,Haus4,Ccr5,Ccr5,Ccr5,Melk,Acss2,Gzma,Itgae,Acss2,Ccr5,Ccr5,Ccr5,Ccr5,Ccr5,Acss2,Acss2,Acss2,Ccr5,Ccr5,Dynll1,Cerk,Ccr5,Tuba1b,Cerk,Dnajb11,Rpl7,Ccr5,Dnajb11,Acss2,Ccr5,Ccr5,Ccr5,Ccr5,P4hb,Cd8a,H4f16,Cpox,Ywhaq,Ccr5,Adgre5,Haus4,Ccr5,Ccr5,Sfxn1,Ccr5,Acss2,Ccr5,Cd8a,Acss2,Ccr5,Ccr5,Acss2,C1galt1
Haus4,Kif11,Haus4,Cd8a,Cd8a,Haus4,Itgae,Arl6ip6,Ube2s,Mxd3,Itgae,Plekha1,Sh2d1a,Dynll1,Dnajb11,Sh2d1a,Cd8a,Ube2s,Adgre5,Gzma,Smpdl3b,Smpdl3b,Haus4,Haus4,Haus4,Haus4,Haus4,Haus4,Dynll1,Haus4,Dynll1,Haus4,Smpdl3b,Haus4,Haus4,Haus4,Syce2,Tmem221,Zc3h8,Melk,Dnajb11,Haus4,Haus4,Haus4,Haus4,Haus4,Dnajb11,Racgap1,Tmem221,Haus4,Haus4,Ube2s,Plekha1,Gzma,Plekha1,Ccr5,Kif11,Ptma,Srsf2,Ccr5,Ccr5,Smpdl3b,Haus4,Gzma,Sfxn1,H4f16,Pik3cd,Ptma,Lrp8,Ncald,Gzma,,Smpdl3b,Haus4,Haus4,Racgap1,Haus4,Ube2s,Gzma,Pik3cd,Ccr5,Haus4,Gbp2,Ube2s,Smc3
Smpdl3b,Ube2s,Smpdl3b,Als2cl,Als2cl,Smpdl3b,Ccr5,Klre1,Tmem221,Eomes,Ccr5,Nup133,Itgae,Ube2s,Ube2s,Eif4e3,Nhsl2,Gbp2,Plin2,Haus4,Nhsl2,Nhsl2,Smpdl3b,Smpdl3b,Smpdl3b,Smpdl3b,Smpdl3b,Smpdl3b,Ube2s,Smpdl3b,Srsf2,Smpdl3b,Cd8a,Smpdl3b,Smpdl3b,Smpdl3b,Zeb2,Zc3h8,Sfxn1,H4f16,Kif11,Smpdl3b,Smpdl3b,Smpdl3b,Smpdl3b,Smpdl3b,Ccr5,Ggt7,Smpdl3b,Smpdl3b,Smpdl3b,Srsf2,Adgre5,Ube2s,Snrpd3,P4hb,Ube2s,Arl4c,Gbp2,Srsf2,Gzma,Cd8a,Smpdl3b,Kif11,Cd8a,Ptma,Ggt7,Atp5b,Pacsin2,Slco3a1,Smpdl3b,,Cd8a,Smpdl3b,Cd8a,Nhsl2,Smpdl3b,Zc3h8,Smpdl3b,Prmt5,Smpdl3b,Smpdl3b,Smpdl3b,Zc3h8,Ptma
Cd8a,Srsf2,Cd8a,Cdc20,Cdc20,Cd8a,Slc9a3r1,Rfx3,Haus4,Ran,Gzma,Adgre5,Eif4e3,Srsf2,Srsf2,Slco3a1,Hmgcr,Cd8a,Lbr,Gbp2,Als2cl,Cdc20,Cd8a,Nhsl2,Nhsl2,Als2cl,Als2cl,Cd8a,Zc3h8,Cd8a,Haus4,Cd8a,Nhsl2,Cd8a,Cd8a,Cd8a,Smpdl3b,Haus4,Racgap1,Eps8,Ube2s,Cd8a,Cd8a,Cd8a,Cd8a,Cd8a,Gzma,Prmt5,Sfxn1,Cd8a,Cd8a,Haus4,Ggh,Srsf2,Ccnd3,Snrpd3,Srsf2,Klf7,Smpdl3b,Gbp2,Kif11,Ncald,Cd8a,Zc3h8,Creld2,Gadd45g,Nhsl2,Rps19,Fabp5,,Cd8a,,Nhsl2,Cd8a,Als2cl,Eomes,Cd8a,Haus4,Pik3cd,Commd8,Cd8a,Cd8a,Cd8a,Tmpo,Arl4c
Cdc20,Haus4,Nhsl2,Tsta3,Tsta3,Nhsl2,Samd3,Dipk2a,Zc3h8,Srsf7,Cpox,Ggh,Slco3a1,Haus4,Haus4,Zeb2,Slc38a2,Pik3cd,Cd47,Smpdl3b,Cdc20,Tsta3,Nhsl2,Als2cl,Als2cl,Cdc20,Cdc20,Als2cl,Haus4,Cdc20,Smpdl3b,Als2cl,Als2cl,Nhsl2,Nhsl2,Nhsl2,Ncald,Sfxn1,Ggt7,Errfi1,Srsf2,Nhsl2,Als2cl,Als2cl,Nhsl2,Cdc20,Ube2s,Nhsl2,Racgap1,Cdc20,Cdc20,Pik3cd,Lbr,Haus4,Pgk1,Melk,Haus4,Mcm3,Cd8a,Smpdl3b,Ube2s,Vrk1,Nhsl2,Srsf2,Pik3cd,Spc24,Srsf7,H1f1,Gzmb,,Pik3cd,,Als2cl,Nhsl2,Cdc20,Rac1,Nhsl2,Tbc1d25,Ran,Dnm2,Prmt5,Nhsl2,Sfxn1,Derl1,Dek
Gfpt1,Zc3h8,Als2cl,Gfpt1,Gfpt1,Cdc20,Smpdl3b,,Creld2,Anp32b,Gbp3,Mcm10,Gadd45g,Tmem221,Creld2,Gadd45g,Klf7,Hspe1,,Pik3cd,Tsta3,Gfpt1,Als2cl,Cdc20,Cdc20,Tsta3,Tsta3,Cdc20,Smpdl3b,Tsta3,Cd8a,Cdc20,Crybb1,Als2cl,Als2cl,Als2cl,Hsp90aa1,Racgap1,Prmt5,Vrk1,Haus4,Als2cl,Cdc20,Gfpt1,Cdc20,Tsta3,Tmem221,Eomes,Ggt7,Gfpt1,Gfpt1,Tmpo,Bard1,Smpdl3b,Adgre5,Slco3a1,Cd8a,Hspd1,Pik3cd,Cd8a,Srsf2,Macroh2a1,Als2cl,Smpdl3b,Tmpo,Hsp90aa1,Cdc20,Tuba1b,Slco3a1,,Tmpo,,Cdc20,Als2cl,Tsta3,Cdca7,Als2cl,Racgap1,Crybb1,Slc38a2,Nhsl2,Als2cl,Pik3cd,Mxd3,Ttll12
Ppp1r7,Smpdl3b,Cdc20,Ppp1r7,Ppp1r7,Tsta3,Gadd45g,,Gpx4,Cdc20,Slco3a1,Lbr,Ccr2,Creld2,Pik3cd,Ccr2,Dipk2a,Nhsl2,,Tmpo,Gfpt1,Ppp1r7,Cdc20,Tsta3,Tsta3,Gfpt1,Gfpt1,Tsta3,Cd8a,Gfpt1,Sfxn1,Tsta3,Cdc20,Crybb1,Crybb1,Crybb1,Tk1,Derl1,Nhsl2,Macroh2a1,Tbc1d25,Crybb1,Tsta3,Ppp1r7,Tsta3,Gfpt1,Cd8a,Crybb1,Nhsl2,Ppp1r7,Dipk2a,Derl1,,Cd8a,Calm2,Smc3,Pik3cd,Bard1,Tmpo,Pik3cd,Smpdl3b,Prmt5,Crybb1,Cd8a,Ggt7,Tk1,Tra2b,Hnrnpa3,Il10,,Derl1,,Tsta3,Crybb1,Gfpt1,Slc38a2,Cdc20,Gpx4,Rac1,Flna,Eomes,Crybb1,Racgap1,Ran,Mxd3
Dipk2a,Cd8a,Gfpt1,Dipk2a,Dipk2a,Gfpt1,Arl4c,,Tmpo,Tra2b,Samd3,Bard1,Arl4c,Pik3cd,Tmpo,Arl4c,Tube1,Eomes,,Prmt5,Ppp1r7,Dipk2a,Tsta3,Gfpt1,Gfpt1,Ppp1r7,Ppp1r7,Gfpt1,Pik3cd,Ppp1r7,Pik3cd,Gfpt1,Tsta3,Cdc20,Cdc20,Cdc20,Fgl2,Hspe1,Eomes,Rbms1,Cd8a,Cdc20,Gfpt1,Dipk2a,Gfpt1,Dipk2a,Creld2,Cdca7,Eomes,Dipk2a,Vim,Ggt7,,Sfxn1,1700025G04Rik,Ptma,Racgap1,Tram1,Prmt5,Tmpo,Cd8a,Thy1,Cdc20,Creld2,Nhsl2,Pycard,Hmgcr,Tardbp,Car5b,,Ggt7,,Gfpt1,Cdc20,Dipk2a,Tmprss13,Tsta3,Tmpo,Slc38a2,Dipk2a,Cdca7,Cdc20,Gpx4,Rac1,Plin3
Vim,Tbc1d25,Dipk2a,Vim,Vim,Dipk2a,Vrk1,,Derl1,Klf7,Zeb2,,Pik3cd,Racgap1,Hspe1,Pik3cd,Vim,Rac1,,Rac1,Dipk2a,Vim,Gfpt1,Ppp1r7,Ppp1r7,Dipk2a,Dipk2a,Ppp1r7,Tmpo,Dipk2a,Racgap1,Ppp1r7,Gfpt1,Tsta3,Tsta3,Tsta3,Ggh,Ggt7,Commd8,Gzmk,Sfxn1,Tsta3,Ppp1r7,Vim,Dipk2a,Vim,Pik3cd,Anp32b,Cdca7,Vim,Lztr1,Prmt5,,Pik3cd,Asf1a,Gbp2,Tk1,,Nhsl2,Derl1,Sfxn1,Hopx,Tsta3,Pik3cd,Ran,Rps19,Slc38a2,Rcc1,H2-Q7,,Atad5,,Ppp1r7,Tsta3,Vim,Dipk2a,Gfpt1,Derl1,Tmprss13,Vim,Anp32b,Tsta3,Derl1,Slc38a2,Ywhaq
