2021_GoldrathLab_Brd4___BRD4_TE-CD8,2021_GoldrathLab_Brd4___BRD4_NAV-CD8,2021_GoldrathLab_Brd4___BRD4_MP-CD8,2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8,2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8,2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8,2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-ToxKO,2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE,2017_PNAS_Li___STAT5B_noIL2-CD8,2017_PNAS_Li___STAT5B_IL2-WT-CD4,2017_PNAS_Li___STAT5B_IL2-UP-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN2-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-CD8,2017_PNAS_Li___STAT5B_IL2-CD4,2017_PNAS_Li___STAT3_noIL21-CD4,2017_PNAS_Li___STAT3_IL21-CD4,2017_PNAS_Li___H3K4me3-noIL2-CD4,2017_PNAS_Li___H3K4me3_IL2-CD4,2017_PNAS_Li___H3K27Ac-noIL2-CD4,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-CD4,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-Memory,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K4Me1_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-CbfbKO,2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT,2016_SCIENCE_Mackay___Hobit_invitro-CD8,2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8,2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IgG-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me1-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K36me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27ac-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___cJun-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT,2013_IMMUNITY_KIM___Foxo1_Biotin_naive-CD8-WT
Rps3,Rps3,Rps3,Fbxo32,Ccr5,Rps3,Ccr5,Usp25,Pcmtd1,Cep120,Mbnl1,Cerk,Mbnl1,Rps3,Rps3,Mbnl1,Ccr5,Rps3,Cpm,Ccr5,Rps3,Fbxo32,Fbxo32,Rps3,Rps3,Fbxo32,Rps3,Rps3,Rps3,Rps3,Rps3,Rps3,Lrrfip1,Rps3,Rps3,Rps3,Mbnl1,Rps3,H2-K1,Sox12,Rps3,Fbxo32,Fbxo32,Rps3,Rps3,Rps3,Ccr5,Fbxo32,Fbxo32,Ccr5,Rps3,Rps3,Cerk,Rps3,S1pr1,Arl6ip5,Rps3,Sp110,Rps3,Rps3,Rps3,Ccr5,Rps3,Ccr5,Rps3,Rps3,Pcmtd1,Dnajc15,Mbnl1,Ywhaq,Ccr5,Tbl1xr1,Fbxo32,Lrrfip1,Ccr5,Pdlim5,Rps3,Rps3,Ccr5,Pdlim5,Ccr5,Rps3,Ccr5,Fbxo32,Cep120
Ccr5,Fbxo32,Ccr5,Pcmtd1,Fbxo32,Fbxo32,Spata13,Klre1,H2-K1,Mbnl1,Spata13,Zmynd11,Spata13,Pcmtd1,Pcmtd1,Spata13,Lrrfip1,Ccr5,4932438A13Rik,Pcmtd1,Fbxo32,Lrrfip1,Lrrfip1,Fbxo32,Fbxo32,Lrrfip1,Fbxo32,Fbxo32,Pcmtd1,Ccr5,Pcmtd1,Fbxo32,Il2rg,Fbxo32,Lrrfip1,Lrrfip1,Spata13,Fbxo32,Pdlim5,Rab20,Fbxo32,Lrrfip1,Lrrfip1,Ccr5,Fbxo32,Fbxo32,H2-K1,Pdlim5,Pdlim5,Pcmtd1,Ccr5,Pcmtd1,Zmynd11,Ccr5,Zmynd11,Cdc42ep3,Pcmtd1,Lrrfip1,Ccr5,Ccr5,Ccr5,Spata13,Fbxo32,Pcmtd1,Ccr5,Ifrd1,H2-K1,Cdk17,Lpp,Pde4b,H2-K1,Kpna1,Lrrfip1,Ctxn1,Pcmtd1,Lrrfip1,Fbxo32,Pcmtd1,H2-K1,Lrrfip1,Pdlim5,Fbxo32,Pcmtd1,Pcmtd1,Smurf1
Fbxo32,Pcmtd1,Fbxo32,H2-K1,Pcmtd1,Lrrfip1,Zmynd11,Rfx3,Pdlim5,Ets1,Lpp,Kpna1,Lpp,H2-K1,H2-K1,Lpp,Cd8a,Pcmtd1,Tbl1xr1,Frmd6,Lrrfip1,Il2rg,Il2rg,Lrrfip1,Lrrfip1,Il2rg,Lrrfip1,Lrrfip1,H2-K1,Fbxo32,H2-K1,Lrrfip1,Ctxn1,Lrrfip1,Il2rg,Il2rg,Dnaja4,H2-K1,Frmd6,Lrrfip1,Pcmtd1,Il2rg,Il2rg,Fbxo32,Lrrfip1,Lrrfip1,Frmd6,Lrrfip1,Lrrfip1,H2-K1,Pcmtd1,H2-K1,Kpna1,Pcmtd1,Bach2,Lpp,H2-K1,Ube2f,H2-K1,H2-K1,Pcmtd1,Ets1,Lrrfip1,Pdlim5,Pcmtd1,Zfp36l1,Frmd6,Stat6,Nucb2,Slco3a1,Pdlim5,Adgre5,Il2rg,Tgfbr2,H2-K1,Kiz,Lrrfip1,H2-K1,Pdlim5,Cd8a,Lrrfip1,Lrrfip1,Pdlim5,Lrrfip1,Spata13
Pcmtd1,Pdlim5,Pcmtd1,Pdlim5,H2-K1,Il2rg,Lpp,Pde4d,Frmd6,Dnaja4,Ets1,Tnks,Ets1,Pdlim5,Frmd6,Ets1,Nhsl2,Pdlim5,Map4k4,Smpdl3b,Il2rg,Ctxn1,Tgfbr2,Il2rg,Il2rg,Tgfbr2,Il2rg,Il2rg,Pdlim5,Pcmtd1,Frmd6,Il2rg,Tgfbr2,Il2rg,Tgfbr2,Tgfbr2,Zmynd11,Pdlim5,Lrrfip1,Jakmip1,H2-K1,Tgfbr2,Tgfbr2,Pcmtd1,Il2rg,Il2rg,Lrrfip1,Kiz,Smpdl3b,Pdlim5,H2-K1,Pdlim5,Tnks,H2-K1,Stat6,Ets1,Frmd6,Uggt1,Pdlim5,Pdlim5,H2-K1,H2-K1,Ctxn1,Frmd6,H2-K1,Stim1,Lrrfip1,Sqstm1,Pmepa1,Itgb1,Frmd6,H2-K1,Ctxn1,Fbxl2,Pdlim5,Ptpn18,Il2rg,Pdlim5,Frmd6,4932438A13Rik,Smpdl3b,Il2rg,Lrrfip1,Kiz,Ets1
H2-K1,Frmd6,H2-K1,Frmd6,Pdlim5,Ctxn1,Ets1,Rapgef2,Lrrfip1,Zmynd11,Ccr5,Tbl1xr1,Smurf1,Frmd6,Lrrfip1,Smurf1,Foxp1,Frmd6,Rap2b,Mpnd,Tgfbr2,Tgfbr2,Cpne3,Tgfbr2,Ctxn1,Cpne3,Ctxn1,Tgfbr2,Uqcrh,H2-K1,Uqcrh,Ctxn1,Wasl,Ctxn1,Fbxl2,Fbxl2,Ephx3,Frmd6,Kiz,Rap1gap2,Pdlim5,Fbxl2,Fbxl2,H2-K1,Ctxn1,Ctxn1,Cd8a,Ptpn18,Kiz,Uqcrh,Pdlim5,Kiz,Tbl1xr1,Pdlim5,Fus,Ccr5,Lrrfip1,Trak2,Frmd6,Frmd6,Frmd6,Smpdl3b,Tgfbr2,Lrrfip1,Frmd6,Icam1,Cd8a,Ubb,Slco3a1,H2-K1,Lrrfip1,,Tgfbr2,Cpne3,Frmd6,Nhsl2,Ctxn1,Lrrfip1,Smpdl3b,Foxp1,Cd8a,Ctxn1,Smpdl3b,Tcp11l2,Arl6ip5
Pdlim5,Lrrfip1,Frmd6,Uqcrh,Frmd6,Tgfbr2,Smpdl3b,Ascc3,March7,C87436,Gzma,Fgf13,Pcmtd1,Lrrfip1,Ptpn18,Pcmtd1,Adrb2,Lrrfip1,Rasa3,Gngt2,Fbxl2,Fbxl2,Wasl,Fbxl2,Tgfbr2,Wasl,Tgfbr2,Cpne3,Smpdl3b,Pdlim5,Lrrfip1,Tgfbr2,Iqsec1,Tgfbr2,Cpne3,Cpne3,Lrrfip1,Lrrfip1,Ptpn18,Kiz,Frmd6,Cpne3,Cpne3,Pdlim5,Tgfbr2,Tgfbr2,March7,Nhsl2,Ptpn18,Lrrfip1,Frmd6,Sh3bgrl3,Nedd4l,Frmd6,Arhgef3,Mbnl1,Cd8a,Ptpn18,Lrrfip1,Lrrfip1,Lrrfip1,Cd8a,Fbxl2,Smpdl3b,Lrrfip1,Nr4a1,Kiz,Akap13,Bach2,Dusp1,Smpdl3b,,Fbxl2,Wasl,Uqcrh,Gnas,Tgfbr2,Foxp1,Foxp1,Adrb2,Nhsl2,Tgfbr2,Cd8a,4932438A13Rik,Zmynd11
Lrrfip1,Smpdl3b,Lrrfip1,Lrrfip1,Uqcrh,Fbxl2,Jakmip1,,Kiz,H2-K1,Pdlim5,Nedd4l,Zmynd11,Ptpn18,Hnrnpdl,Zmynd11,Tgfbr2,Cd8a,Atp6v1d,Tcp11l2,Cpne3,Cpne3,Iqsec1,Cpne3,Fbxl2,Mfsd1,Fbxl2,Wasl,Cd8a,Uqcrh,Smpdl3b,Fbxl2,Parp6,Fbxl2,Wasl,Wasl,Smpdl3b,Kiz,Nhsl2,Arhgef3,Uqcrh,Wasl,Wasl,Frmd6,Fbxl2,Fbxl2,Ptpn18,Gnas,Nhsl2,Smpdl3b,Lrrfip1,Hnrnpdl,Myl12b,Lrrfip1,Inpp5d,Zmynd11,March7,Ankrd44,Smpdl3b,Smpdl3b,Smpdl3b,Jakmip1,Cpne3,Cd8a,Cd8a,Tra2b,Il2rg,Jpt1,H2-K1,Tbl1xr1,Cd8a,,Cpne3,Iqsec1,Lrrfip1,Fam129c,Fbxl2,Tfe3,Adrb2,Tgfbr2,4932438A13Rik,Fbxl2,Ptpn18,Foxp1,Neil1
Smpdl3b,Cd8a,Smpdl3b,Cd8a,Lrrfip1,Cpne3,Runx2,,Hnrnpdl,Pdlim5,Zmynd11,Adgre5,Rab5a,Hnrnpdl,Tcp11l2,Foxo1,Zfp652,Ptpn18,Adgre5,4932438A13Rik,Wasl,Wasl,Parp6,Wasl,Cpne3,Iqsec1,Cpne3,Iqsec1,Kiz,Lrrfip1,Cd8a,Cpne3,Adam17,Cpne3,Mfsd1,Mfsd1,Jakmip1,Ptpn18,Tcp11l2,Notch3,Cd8a,Mfsd1,Mfsd1,Uqcrh,Cpne3,Cpne3,Sh3bgrl3,Foxp1,Gnas,Cd8a,Smpdl3b,Tcp11l2,Adgre5,Smpdl3b,Zfp62,Pdlim5,Hnrnpdl,Arl4c,Cd8a,Cd8a,Cd8a,Smndc1,Wasl,Ptpn18,March7,Slc38a2,Nhsl2,Arid5a,Ncald,Ncald,Mpnd,,Wasl,Parp6,Cd8a,Bcl10,Cpne3,Bcl10,Crybb1,Iqsec1,Foxp1,Cpne3,Mpnd,Tgfbr2,Sox12
Cd8a,March7,Cd8a,March7,Cd8a,Wasl,Spata2,,Mpnd,Tnrc6c,Kdm7a,Phf21a,Frmd6,Ctxn1,Gnas,Rab5a,St8sia1,Nhsl2,Actb,Foxp1,Mfsd1,Mfsd1,Adam17,Mfsd1,Wasl,Parp6,Wasl,Parp6,Sh3bgrl3,Smpdl3b,March7,Wasl,Cyth1,Wasl,Iqsec1,Iqsec1,Rap1gap2,Nhsl2,Gnas,Src,March7,Iqsec1,Iqsec1,Lrrfip1,Wasl,Wasl,Mpnd,Adrb2,Foxp1,Gpt,Cd8a,Als2cl,Phf21a,Cd8a,Peak1,Kdm7a,Tcp11l2,Inpp5d,Ptpn18,March7,March7,Runx2,Mfsd1,Hnrnpdl,Kiz,Tob2,Foxp1,Irf1,Man1a,Zdhhc20,4932438A13Rik,,Mfsd1,Adam17,March7,Fbxl2,Wasl,Ccser2,Tgfbr2,St8sia1,Adrb2,Wasl,Gngt2,Bcl10,Sidt1
