2021_GoldrathLab_Brd4___BRD4_TE-CD8,2021_GoldrathLab_Brd4___BRD4_NAV-CD8,2021_GoldrathLab_Brd4___BRD4_MP-CD8,2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8,2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8,2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8,2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-ToxKO,2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE,2017_PNAS_Li___STAT5B_noIL2-CD8,2017_PNAS_Li___STAT5B_IL2-WT-CD4,2017_PNAS_Li___STAT5B_IL2-UP-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN2-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-CD8,2017_PNAS_Li___STAT5B_IL2-CD4,2017_PNAS_Li___STAT3_noIL21-CD4,2017_PNAS_Li___STAT3_IL21-CD4,2017_PNAS_Li___H3K4me3-noIL2-CD4,2017_PNAS_Li___H3K4me3_IL2-CD4,2017_PNAS_Li___H3K27Ac-noIL2-CD4,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-CD4,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-Memory,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K4Me1_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-CbfbKO,2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT,2016_SCIENCE_Mackay___Hobit_invitro-CD8,2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8,2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IgG-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me1-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K36me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27ac-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___cJun-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT,2013_IMMUNITY_KIM___Foxo1_Biotin_naive-CD8-WT
Nob1,Nob1,Psmg3,Ppil1,Ppil1,Ppil1,Ccr5,Vegfd,Rpl10a,Rpl10a,Khdc1a,Polr3k,Fam72a,Nob1,Ltc4s,Fam72a,Lrrfip1,Rps3,Pdcd7,Sdhaf1,Ppil1,Ppil1,Ppil1,Ppil1,Ppil1,Ppil1,Ppil1,Ppil1,Ppil1,Ppil1,Ppil1,Ppil1,Ppil1,Ppil1,Ppil1,Ppil1,Mpped2,Nob1,Cited4,Ddx25,Ppil1,Ppil1,Ppil1,Xkr5,Ppil1,Ppil1,Ppil1,Ltc4s,Mpped2,Ppil1,Ppil1,Rps3,Polr3k,Msh5,Polr3k,Il2rg,Ppil1,Gpc1,Rps3,Nob1,Nob1,Ccr5,Ppil1,Cited4,Rps3,Rps3,Rpl10a,Rpl10a,H2-K1,H2-K1,Luc7l,E030030I06Rik,Ppil1,Ppil1,Ppil1,Nob1,Ppil1,Twnk,Luc7l,Lrrfip1,Msh5,Ppil1,Msh5,Fbxo32,Polr2a
Msh5,Xkr5,Eif3a,Nob1,Nob1,Nob1,Mgat5,Phf14,Mfsd9,Adipor1,Vim,Filip1l,Lrrfip1,Ltc4s,Psmg3,Lrrfip1,Khdc1a,Sdhaf1,Sema6d,Swap70,Nob1,Nob1,Nob1,Nob1,Nob1,Nob1,Nob1,Nob1,Psmg3,Nob1,Nob1,Nob1,Nob1,Nob1,Nob1,Nob1,Ddx25,Ltc4s,Eif3a,Mlxipl,Xkr5,Ltc4s,Nob1,Tmem259,Nob1,Nob1,Msh5,Mpped2,Fbxo32,Nob1,Nob1,Rpl10a,Filip1l,Eif3a,Zmynd11,Tgfbr2,Rps3,Glrp1,Rpl10a,Psmg3,Msh5,H2-K1,Nob1,Psmg3,Lrrfip1,Luc7l,Lrrfip1,H2bc18,Foxp1,Dpp9,Itgb1bp2,Frmd4a,Nob1,Nob1,Nob1,Sdhaf1,Nob1,Rpl10a,Hectd4,Zfp958,Lrrfip1,Nob1,Luc7l,Xkr5,Dip2b
Xkr5,Tmem259,Exoc2,Tmem259,Tmem259,Ltc4s,Col15a1,Tenm4,Tmem259,Hnrnpul2,Ppp1r3b,Zmynd11,Khdc1a,Msh5,Eif3a,Psmg3,Amn1,Msh5,Atg16l1,Khdc1a,Ltc4s,Ltc4s,Ltc4s,Ltc4s,Ltc4s,Ltc4s,Ltc4s,Ltc4s,Eif3a,Xkr5,Eif3a,Ltc4s,Msh5,Ltc4s,Msh5,Ltc4s,Cited4,Cited4,Nrg2,Lrrfip1,Tmem259,Msh5,Ltc4s,Psmg3,Ltc4s,Ltc4s,Tmem259,Fbxo32,Ddx25,Ltc4s,Msh5,Sdhaf1,Zmynd11,Zfp958,Mgat5,Ugt1a6a,Twnk,Atg16l1,Sdhaf1,Eif3a,Tmem259,Smpdl3b,Ltc4s,Exoc2,Swap70,Polr2a,Swap70,Idh3b,Pde1c,4930503L19Rik,Pgap1,Adam6b,Ltc4s,Ltc4s,Ltc4s,Ltc4s,Ltc4s,Sdhaf1,Rtkn2,Tnfrsf10b,Grhl3,Ltc4s,Lrrfip1,Pgap1,Mtf2
Tmem259,Psmg3,Zfp958,Eif3a,Eif3a,Msh5,Igsf3,Sema6d,Lrrfip1,Gm3448,Sub1,Flt1,Psmg3,Cited4,Nrg2,Amn1,Rtkn2,Fam72a,Syt11,Amn1,Msh5,Msh5,Msh5,Msh5,Msh5,Msh5,Msh5,Msh5,Exoc2,Tmem259,Zfp958,Msh5,Xkr5,Msh5,Xkr5,Msh5,Lrrfip1,Eif3a,Exoc2,Fam57a,Eif3a,Xkr5,Msh5,Eif3a,Msh5,Msh5,Nrg2,Ddx25,Cited4,Msh5,Xkr5,Luc7l,Muc6,Wasl,Tenm4,Plscr2,Msh5,Ctla4,Pgap1,Nrg2,Eif3a,Cd8a,Msh5,Zfp958,Fam57a,Parp16,Katna1,Armh1,Rplp1,Fam133b,Lrrfip1,H2-K1,Msh5,Msh5,Tmem259,Mpped2,Msh5,Msh5,Gpatch2,Tgfbr2,Znhit3,Msh5,Swap70,Tmem259,Kiz
Psmg3,Eif3a,Wasl,Exoc2,Exoc2,Xkr5,Vcpkmt,Mmp16,Samd10,Exoc2,Siglecg,Tenm4,Amn1,Tmem259,Exoc2,Rtkn2,Exoc2,Mlxipl,Flnb,Rtkn2,Xkr5,Xkr5,Xkr5,Xkr5,Xkr5,Xkr5,Xkr5,Xkr5,Tnfrsf10b,Psmg3,Tnfrsf10b,Xkr5,Cited4,Xkr5,Tmem259,Tmem259,Mlxipl,Nrg2,Chsy3,Grhl3,Nrg2,Cited4,Xkr5,Nrg2,Xkr5,Xkr5,Ncaph,Cited4,Pgap1,Xkr5,Tmem259,Muc6,Ank1,Rbm15b,Dpp9,Abl2,Xkr5,Mfsd6,Lrrfip1,Exoc2,Exoc2,Ptpn22,Xkr5,Arhgap31,Muc6,Rpl7l1,Hspa4l,Mreg,Nbea,Arhgef3,Katna1,Dpp9,Xkr5,Xkr5,Eif3a,Ddx25,Xkr5,Mfsd9,Exoc2,Arhgap24,Mag,Xkr5,Grhl3,Lrrfip1,Lax1
Eif3a,Nrg2,Wdr74,Tnfrsf10b,Tnfrsf10b,Cited4,Smpdl3b,Retnlg,Sclt1,Meaf6,Arhgap25,Dpp9,Rtkn2,Psmg3,Wasl,Exoc2,Tgfbr2,Swap70,Exoc2,Exoc2,Cited4,Cited4,Tmem259,Cited4,Cited4,Tmem259,Cited4,Tmem259,Zfp958,Eif3a,Wasl,Cited4,Tmem259,Cited4,Eif3a,Eif3a,Fam57a,Exoc2,Tnfrsf10b,Stox1,Exoc2,Tmem259,Tmem259,Exoc2,Cited4,Cited4,Rbm15b,Pgap1,Mlxipl,Tmem259,Psmg3,Grhl3,Tbl1xr1,Arhgap31,Vcpkmt,Iqsec1,Luc7l,Khdc1a,Muc6,Zfp958,Zfp958,Rplp1,Cited4,Ncoa4,Grhl3,Lman1l,Amn1,Pecr,Siglecg,Neo1,Grhl3,Large1,Cited4,Cited4,Exoc2,Cited4,Cited4,Rps3,Tgfbr2,Lgalsl,Fuca2,Cited4,Hectd4,Katna1,Tmem260
Exoc2,Exoc2,Bysl,Zfp958,Zfp958,Tmem259,Nfe2l2,Lonrf1,Epb41l3,Usp2,Dip2c,Ank1,Exoc2,Eif3a,Bysl,Tgfbr2,Cdkn2c,Lrrfip1,4932438A13Rik,Znhit3,Tmem259,Tmem259,Psmg3,Tmem259,Tmem259,Psmg3,Tmem259,Psmg3,Ncaph,Exoc2,Wdr74,Tmem259,Eif3a,Tmem259,Exoc2,Nrg2,Epb41l3,Chsy3,Homer3,Whrn,Tnfrsf10b,Eif3a,Psmg3,Tnfrsf10b,Tmem259,Tmem259,Arhgap31,Mlxipl,Lrrfip1,Eif3a,Eif3a,Psmg3,Rsph3b,Sub1,Fam133b,Arhgap25,Pgap1,Lrrfip1,Psmg3,Wdr74,Wasl,Thada,Tmem259,Sub1,Hspa4l,Bag6,Il2rg,Parp16,Arl5a,Mtmr6,Psmg3,Dop1b,Tmem259,Tmem259,Tnfrsf10b,Pgap1,Tmem259,Nob1,Naif1,Vim,Arhgap24,Tmem259,Rabgef1,Eif3a,Cyp2s1
Zfp958,Tnfrsf10b,Rbm15b,Ncaph,Ncaph,Eif3a,Blk,Dsel,Eif3a,Klc1,Pole4,2210408I21Rik,Kras,Nrg2,Rbm15b,Cdkn2c,Plscr2,Khdc1a,Mtmr6,Tnfrsf10b,Psmg3,Psmg3,Eif3a,Psmg3,Psmg3,Eif3a,Psmg3,Eif3a,Wasl,Zfp958,Bysl,Psmg3,Nrg2,Psmg3,Tnfrsf10b,Exoc2,Grhl3,Tnfrsf10b,Zdhhc2,Nrg2,Zfp958,Nrg2,Eif3a,Zfp958,Eif3a,Eif3a,Sub1,Swap70,Fam57a,Exoc2,Exoc2,Gria4,Pde1c,Vars,Arhgef3,Gclc,Fam72a,Ptpn18,Hspa4l,Bysl,Rbm15b,P2ry12,Psmg3,Vars,Eif3a,Eif4g2,Hmox2,Lman1l,Maf,Top1,Whrn,Smc5,Eif3a,Eif3a,Zfp958,Mlxipl,Psmg3,Fam72a,Ugt1a6a,Ppp1r3b,Gabrr1,Psmg3,Exoc2,Hectd4,Mia2
Ncaph,Zfp958,Arhgap31,Wasl,Wasl,Nrg2,Cysltr1,Dok6,Adipor1,Wasl,Mcm9,Tbl1xr1,Tgfbr2,Exoc2,Arhgap31,Iigp1,Vim,Katna1,Tbl1xr1,Ndufs2,Eif3a,Eif3a,Nrg2,Eif3a,Eif3a,Nrg2,Eif3a,Nrg2,Wdr74,Ncaph,Arhgap31,Eif3a,Exoc2,Eif3a,Zfp958,Tnfrsf10b,Snx7,Homer3,Klhdc8b,Cgref1,Ncaph,Exoc2,Nrg2,Wasl,Nrg2,Nrg2,Klhdc8b,Lrrfip1,Grhl3,Zfp958,Zfp958,Hspa4l,Bard1,Adam17,Gm20594,Bcl2l14,Lrrfip1,Ndufa10,Eif3a,Arhgap31,Sub1,Atxn2l,Eif3a,Cyth1,Amn1,Arrdc2,Hectd4,Rps9,Dip2c,Itgb1,Hmox2,Ank1,Nrg2,Nrg2,Ncaph,Lrrfip1,Eif3a,Lrrfip1,Cdkn2c,Abl2,Vim,Eif3a,Tgfbr2,Hnrnpul2,Atg10
