X_paga1,X_paga2,X_pca1,X_pca2,X_pca3,X_pca4,X_pca5,X_pca6,X_pca7,X_pca8,X_pca9,X_pca10,X_pca11,X_pca12,X_pca13,X_pca14,X_pca15,X_pca16,X_pca17,X_pca18,X_pca19,X_pca20,paga1,paga2,velocity_paga1,velocity_paga2
1131.422668513495,-2590.2400180280583,9.963878,-1.8071377,1.8340133,1.1610277,-1.8668402,-1.6451373,0.2835205,0.2786542,-0.041915257,0.27861324,-1.1992221,-0.1504519,1.1971447,0.46696338,0.3946604,0.026726244,1.0109245,0.85903794,2.119742,1.4294523,1131.422668513495,-2590.2400180280583,-22.869432731563112,-33.56995482590629
-3743.705350181019,3049.2209738007136,-7.709482,-1.5777218,-0.79041016,0.3905003,3.6029172,0.84692264,-0.4436459,1.1828955,-0.118336245,-0.8862244,-1.7257812,-0.84195423,0.115396336,0.11869883,0.52241015,0.66213465,1.5829644,0.69959295,0.26992613,-0.6058957,-3743.705350181019,3049.2209738007136,-53.813017847649505,-78.75298979416387
-4337.392247368869,3038.958860671474,-6.1962514,-4.0472507,0.7254929,0.77558017,2.2514548,0.74444777,-0.11138126,-1.5915948,-0.02644639,0.79595214,-2.066739,1.1049209,-0.9232377,1.0856652,0.4833392,0.39501336,1.6664349,0.7745177,-1.2078416,0.16487294,-4337.392247368869,3038.958860671474,-1.5767048490267837,-73.12715225609685
-4975.69515615467,1426.499092938304,1.9374565,-4.058014,8.904024,-6.0514855,-0.12166924,4.156115,2.8432407,4.2438693,-1.8531477,13.314214,10.702635,-5.3075824,0.149967,-1.8825719,-3.449075,-5.4035707,4.297184,7.966381,4.274994,-2.463481,-4975.69515615467,1426.499092938304,10.421299128575635,-12.098365280946371
-4689.167424399836,2119.200739280727,-4.310435,-4.547299,0.09046779,-0.30527014,-1.081458,-0.17213589,-0.6274839,-0.06826634,-0.8337429,-0.83548194,-0.8950841,1.2631425,0.5820656,-0.6564113,0.67770576,0.55190414,-0.13283849,2.1011245,-0.16895697,0.49830443,-4689.167424399836,2119.200739280727,-1.5390561358253978,-78.20118794591303
-3284.346865093079,4464.18338618187,-7.751148,2.0085561,0.8420152,2.3959637,4.490103,0.7551186,-1.7542449,-1.2227398,-0.59805775,-1.6795905,-0.6281625,-2.104262,-0.20373844,0.91864455,2.8791363,-4.06067,2.5199306,0.23523663,-0.832028,0.80687666,-3284.346865093079,4464.18338618187,-63.918301943473736,-21.788672378887227
1153.837759311526,-2501.442181161105,9.567705,-1.1189398,-0.068515904,2.0192826,-0.34346375,-0.9259368,-0.7021615,-0.8579275,-1.1786343,-0.37439477,0.74542844,0.34344953,1.7227161,-0.23468488,-0.080157936,-0.26263788,0.27718174,-0.44823274,1.4023625,-0.44184476,1153.837759311526,-2501.442181161105,-16.619506486777176,-24.640852111092215
1589.1645784710254,-3965.116376797096,11.322312,1.1888994,1.0309325,-0.51933914,0.13179211,0.28671417,-0.0311049,0.18130144,-0.20569147,-0.060037024,-1.4027412,-0.3068476,0.95339787,0.51231456,0.5179455,0.8140348,1.0984601,-0.6378739,-0.5712805,-0.82581896,1589.1645784710254,-3965.116376797096,-56.72777430005665,-43.529233184188065
-2968.10148783842,2688.36879053153,-6.3160577,-0.531456,0.60782164,-3.811883,-1.7047093,-0.71873903,0.21319006,-2.2073202,0.7569533,-0.96860236,-1.5963203,0.7412518,1.2241354,-0.11633139,-1.5803282,-1.0218887,-0.038687807,1.3223029,-0.0074113384,0.023862489,-2968.10148783842,2688.36879053153,-39.61102355585205,-38.780896560439224
2396.1140530804296,-2489.5400494754344,10.503998,0.66915894,0.6848386,-1.064433,0.67228097,-2.4330618,0.13603657,-1.1044899,2.2538724,1.2581131,-1.1475706,0.67738247,0.8561622,1.6086646,2.4583483,0.0061634695,1.2382908,0.5876246,0.7736051,0.009917976,2396.1140530804296,-2489.5400494754344,-6.707275102085351,-18.98361710805504
-722.1252552296793,4886.930473598536,-10.303036,6.25831,1.2235898,5.156098,-1.5809045,0.56928813,3.0109546,4.637297,1.2468953,0.29430977,0.8447889,0.14940198,-1.8354899,-2.7916687,3.008753,-0.79245186,-3.139611,0.21429726,0.5192359,1.590572,-722.1252552296793,4886.930473598536,12.564169780547047,1.79716609138881
-664.7030721474457,4583.516054877584,-9.763687,5.7077913,2.8639064,1.0502026,-2.9253168,0.49051172,0.42933503,-0.12766184,-0.5344629,-0.7767688,0.5496702,0.8697138,-0.96511966,-0.9227124,-0.67591256,0.02095417,-1.0856118,1.2098787,0.34738886,-0.8736397,-664.7030721474457,4583.516054877584,56.047503427795135,9.733148796420823
-4180.163339985537,2312.173821619648,-4.6783905,-4.5764337,-1.2239759,0.68110585,1.8966935,2.113043,-0.11706155,2.0170057,-0.8605871,-1.7105209,-1.0226784,1.7813027,-0.3206813,-2.3965032,-0.040470794,1.9576104,-1.429521,3.4158683,-1.4825039,-0.067603126,-4180.163339985537,2312.173821619648,-15.623560068927521,-44.1603444606078
1363.7867055027807,-3422.098635946218,11.275531,1.3607122,1.5780388,0.022159267,0.06867882,0.67521816,0.6662314,-0.45931146,0.48298764,-1.285802,0.38463023,-0.39739528,0.23304756,-0.5636653,2.851558,-0.26836565,-0.3563542,0.94083804,1.3163409,-0.617191,1363.7867055027807,-3422.098635946218,-25.00003229147191,-49.35844211651765
-2494.792681774444,3524.268189999377,-7.6365886,2.22688,0.65152526,-3.8197262,-0.08047758,0.30198264,-0.7395776,-0.41268873,-1.2645229,-1.0879905,0.23846799,1.256277,-1.7697405,1.4347639,0.24052247,-0.9049996,1.5087131,-0.39591658,0.3422224,0.8725901,-2494.792681774444,3524.268189999377,24.823593160815882,-45.54852091244509
1516.7066648853381,-4307.804693609005,12.467061,2.0396385,1.0303266,-1.2972893,-0.60524756,2.2463117,0.87265044,1.1081707,-1.4279007,0.5249773,-1.2690814,-0.7295665,-1.5331138,0.7115583,-0.30401212,2.7911313,0.4556773,0.726551,-2.173752,-1.2607801,1516.7066648853381,-4307.804693609005,-29.20889512812005,-8.822825480957103
-76.17068074261064,3651.243056700459,-10.9032345,6.331313,3.0268662,0.6926753,-1.64185,-0.573061,1.6820294,-0.11754322,1.8280978,-0.97989464,-0.571473,0.18419099,1.480795,0.22203882,-0.4344454,-0.38297966,-0.6101976,0.38046566,0.19263698,-0.25325608,-76.17068074261064,3651.243056700459,31.232667805801075,2.760150972752937
1584.3865887158865,-4134.296860464832,11.018211,2.7476025,-0.9427689,-1.2186366,1.0410326,2.7723923,0.22970736,0.8328294,-1.3687973,1.2040671,-0.91149384,-0.52267146,0.3808273,0.5023293,-1.3017702,1.8956712,-1.4566476,0.75293195,-1.4154873,-0.296088,1584.3865887158865,-4134.296860464832,-36.946254154533484,-18.09032013817789
1453.7830627721444,-3634.035211255084,11.500708,0.7667139,0.6328068,1.4474628,-0.8993448,1.7744786,1.3436246,0.27155244,0.7814262,-3.9677525,-3.0020227,0.3524731,-3.7563107,-2.7759817,-2.632581,-4.7315187,-0.19825414,0.5507685,-2.4730642,-3.1932259,1453.7830627721444,-3634.035211255084,-13.264885107278673,-40.85849859239119
-3175.5721089536114,3126.8353361379686,-4.341626,-0.24254832,1.8546606,-3.2909732,-3.2307708,0.8108727,-0.028821342,-2.3444357,0.7607917,0.0028561489,-2.8081076,-0.11213161,0.5156894,0.21129394,-2.226178,-0.5979579,-0.21191254,-0.9753395,0.75429934,1.271541,-3175.5721089536114,3126.8353361379686,9.967308684668849,-39.5294300715752
645.0805979403627,-1979.5038686130627,10.503259,-1.6568116,0.8543005,2.5275497,-1.6207955,-0.8753238,-1.1288303,1.0500364,0.86632395,-1.9621317,1.2608826,0.72966766,-0.07707075,2.1505902,-0.85250187,-0.9726592,1.8337746,0.14696637,1.3241594,-0.18581282,645.0805979403627,-1979.5038686130627,-10.865500703740347,-14.51258623464202
1943.2295105917028,-2577.133201123776,11.692869,0.68308586,0.2298854,0.37944123,-0.5818696,-2.4821684,-0.74875385,-0.24975736,1.4062868,0.4827022,-0.10566195,0.13473655,-0.50305706,-0.24633539,-0.5210003,0.6414634,2.2540383,-2.5531828,-1.5824279,-0.45929772,1943.2295105917028,-2577.133201123776,-27.22711564167645,-28.0642520092887
2394.3830673652124,-603.8273652725812,7.7972717,0.5341387,0.33097014,1.9658998,1.7663867,-0.5728859,2.7746425,0.021235244,3.7275195,0.75365245,3.7097719,3.2213395,-2.0829866,-5.1886134,-5.8436356,-3.925535,2.022783,0.63579464,-7.5201383,3.492862,2394.3830673652124,-603.8273652725812,-3.0491611429510024,-0.2247606601708458
-1785.2373660769565,3910.9701810900706,-7.069436,4.387525,2.0379653,-3.569158,-2.563869,0.57114697,-0.08927998,-0.19835456,-0.7652167,0.5744598,-0.087316476,1.7086152,-3.4084299,1.6751797,0.7497676,-0.11375574,-0.97934246,0.22144467,0.38112998,0.10771343,-1785.2373660769565,3910.9701810900706,81.65074420729368,42.884021935049994
1615.6126998932978,-2584.82527419917,8.792573,-1.015298,-0.8051283,1.0305655,-0.80696,-1.3901452,-0.8193553,-1.8859257,0.6585214,0.6570101,-0.94343543,1.0568776,0.4542887,1.6486596,-0.08413469,-0.85102415,-1.3732207,-0.716906,-0.3882314,0.63594055,1615.6126998932978,-2584.82527419917,-30.02411318197555,-17.316657684640596
-3298.043482005765,2772.847816576918,-6.8397884,-0.043458775,0.29176906,-3.6931775,0.649731,0.6366751,-1.2211925,0.29023165,-0.36732438,-1.9564531,-0.49718398,0.25666764,-0.3822836,0.42528155,-0.7562475,-1.374959,0.10902231,0.75303656,-1.1779265,0.31390816,-3298.043482005765,2772.847816576918,-23.10574817550176,-58.166204530880215
-1994.1012407444596,3689.2535271254906,-8.906333,3.626076,2.0602288,-3.7686367,-2.673795,-1.4198979,0.07617639,-0.52233154,-2.1006067,-0.72365797,1.1055232,0.771239,-1.620198,1.1178168,-0.18680017,-0.13857892,-0.7057142,-0.83149755,0.15370145,0.01717943,-1994.1012407444596,3689.2535271254906,100.98904872155215,56.46769514499596
1482.0498400684744,-3273.115358131578,12.155935,0.5469415,0.12828198,2.4082603,0.7328252,-1.5753725,-0.37337518,0.29295158,-0.61446756,0.108692184,0.03550192,0.27974403,-0.841179,0.31383947,-1.3509358,-0.5348655,1.8177739,-1.4219152,-0.16589493,-3.0184376,1482.0498400684744,-3273.115358131578,-30.45305826925847,-71.96346029016436
-3237.4255221731264,41.270032362705024,-1.1718602,-4.431288,-4.384043,2.703397,-1.5155927,0.46175483,-1.7068542,-0.9386073,-0.109636776,0.32663533,2.013251,0.009799998,-1.0307685,0.6605524,-0.6881953,0.61506516,0.35753903,-1.3248911,0.92414874,-0.6178022,-3237.4255221731264,41.270032362705024,9.339319434569592,-26.577940697641957
-3588.1066333554522,519.1113080535663,-1.3895369,-5.2020106,-1.6009675,3.0115423,-0.5523471,1.3910667,-0.20883922,-0.09998205,0.11815182,-0.52865225,-1.4428387,0.17419499,-0.93381095,1.9659413,-0.5306412,2.0759418,0.0821095,1.1561444,0.7221264,-0.7152698,-3588.1066333554522,519.1113080535663,37.4212238527274,-53.236399745524146
-4306.044811468989,1689.541592632818,1.2447673,-5.866648,1.5719378,0.7823802,-2.468093,-2.1583736,0.43429157,-1.4225245,0.23259369,4.3896694,-2.7370918,-0.7893444,1.0843178,3.2564423,-1.3569509,1.5552975,-0.04958264,1.9875928,-2.063576,2.2843685,-4306.044811468989,1689.541592632818,65.7618683350897,-93.84774863432861
