,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling,fit_r2
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.4207373,-0.2609020471572876,False,,,,,,,,,,,,,,,,0.14284735918045044
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,0.6525958,-0.29289400577545166,False,,,,,,,,,,,,,,,,-0.29274308681488037
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.61380506,-0.6677464246749878,False,,,,,,,,,,,,,,,,-0.6560018062591553
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.38468632,-0.49484169483184814,False,,,,,,,,,,,,,,,,-0.04016244411468506
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.3968211,-0.7069226503372192,False,,,,,,,,,,,,,,,,-0.6334555149078369
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,6.4691725,-10.521016120910645,False,,,,,,,,,,,,,,,,-5.835622787475586
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.3420291,-0.6126382350921631,False,,,,,,,,,,,,,,,,-0.3043750524520874
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.7673527,-0.7197825908660889,False,,,,,,,,,,,,,,,,-0.5291246175765991
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.0037988538,-1.2948627471923828,False,,,,,,,,,,,,,,,,0.0017837285995483398
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,6.6065598,-5.4303669929504395,False,,,,,,,,,,,,,,,,-5.325079441070557
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.0871064,-0.4229646921157837,False,,,,,,,,,,,,,,,,0.13443809747695923
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.09573084,0.6959470808506012,True,2.4299487981616186,5.959728736900277,0.5514617903961495,9.662923157375594,0.044063454922288664,0.07647771388292313,0.8200836777687073,0.32621060438598243,0.0,0.0,0.4948954283060234,0.3918105338105979,3.2033927716828625,0.3942535052919815,1.7135921922077622,0.7014978528022766
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,0.44229987,-0.48381507396698,False,,,,,,,,,,,,,,,,-0.4786015748977661
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,136.54753,-0.13983654975891113,False,,,,,,,,,,,,,,,,-0.06741821765899658
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.06608812,-0.14082682132720947,False,,,,,,,,,,,,,,,,-0.1212233304977417
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.5566832,-0.5750727653503418,False,,,,,,,,,,,,,,,,0.021448969841003418
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.055572648,-2.693956136703491,False,,,,,,,,,,,,,,,,0.014955341815948486
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,1.2740079,-2.365490674972534,False,,,,,,,,,,,,,,,,-2.0785443782806396
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,3.4074683,0.26640236377716064,True,0.11440019538073333,0.0584374365266184,0.2781151908993119,10.517140878724904,2.6305138027668002,0.3508853614330292,0.06302697956562042,0.28276477012305573,0.0,0.0,0.44481947285081336,1.639127465136772,0.1802293132219849,0.5407139306727492,2.927391263030123,0.5558646619319916
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.2591864,-0.011215686798095703,False,,,,,,,,,,,,,,,,0.14776384830474854
Zfp451,ENSMUSG00000042197,1,33814595,33761545,-,-0.0267,0.77873194,-1.187429666519165,False,,,,,,,,,,,,,,,,-1.048616647720337
Fam168b,ENSMUSG00000037503,1,34843065,34813219,-,-0.0581,1.4021239,-1.0709784030914307,False,,,,,,,,,,,,,,,,-1.0700421333312988
Uggt1,ENSMUSG00000037470,1,36244720,36140027,-,-0.0226,1.7544165,-1.3860418796539307,False,,,,,,,,,,,,,,,,-1.324291706085205
Neurl3,ENSMUSG00000047180,1,36274679,36264597,-,-0.1125,0.86608714,0.12006807327270508,True,0.05378747818087888,0.09331407945769839,0.0964573770769063,22.160641944004897,2.170582360972961,0.20396187901496887,0.12360501289367676,0.2731481831954326,0.0,0.0,0.15849580332217456,0.5841786570353196,0.33938198241180384,0.7604541670933714,6.548532977518507,0.12035435438156128
Kansl3,ENSMUSG00000010453,1,36369181,36335730,-,-0.0571,0.82337517,-0.878127932548523,False,,,,,,,,,,,,,,,,-0.8659155368804932
Actr1b,ENSMUSG00000037351,1,36714422,36698114,-,0.0154,0.32924098,-1.235203742980957,False,,,,,,,,,,,,,,,,-0.047695040702819824
Tmem131,ENSMUSG00000026116,1,36943666,36792191,-,-0.0504,2.1059444,-3.2242584228515625,False,,,,,,,,,,,,,,,,-2.652864456176758
Coa5,ENSMUSG00000026112,1,37430103,37417084,-,0.024,0.050567117,-7.375384330749512,False,,,,,,,,,,,,,,,,0.0014010071754455566
Mgat4a,ENSMUSG00000026110,1,37541016,37439340,-,-0.0577,1.2129436,-0.2987060546875,False,,,,,,,,,,,,,,,,-0.29267895221710205
Tsga10,ENSMUSG00000060771,1,37866429,37754776,-,0.0033,0.549173,-0.4871164560317993,False,,,,,,,,,,,,,,,,-0.48707807064056396
Mitd1,ENSMUSG00000026088,1,37890411,37874801,-,0.0064,1.5110207,-0.11966383457183838,False,,,,,,,,,,,,,,,,0.076943039894104
Txndc9,ENSMUSG00000058407,1,37997893,37985189,-,0.0627,0.08989868,-2.1226446628570557,False,,,,,,,,,,,,,,,,-0.023279666900634766
Rev1,ENSMUSG00000026082,1,38129801,38052786,-,-0.0317,2.5774372,-0.8202952146530151,False,,,,,,,,,,,,,,,,-0.7762067317962646
Aff3,ENSMUSG00000037138,1,38664955,38177326,-,-0.0878,17.14554,0.7732055932283401,False,0.11073113631857326,0.007791261850764387,0.11725561635356271,20.89514617054787,24.876340293884276,4.668675899505615,0.20644289255142212,0.40234202538946373,0.0,0.0,0.411411832344331,13.828202820406316,0.5999278141635245,0.33501272160930035,5.6754250875499075,0.7965357899665833
Rnf149,ENSMUSG00000048234,1,39577405,39551296,-,-0.0074,0.54838425,-0.44064879417419434,False,,,,,,,,,,,,,,,,-0.35117197036743164
Tgfbrap1,ENSMUSG00000070939,1,43098637,43047200,-,-0.0302,0.420694,-0.298123836517334,False,,,,,,,,,,,,,,,,-0.1971532106399536
Fhl2,ENSMUSG00000008136,1,43196984,43123074,-,0.1746,0.38313636,-0.06934511661529541,False,,,,,,,,,,,,,,,,0.05370396375656128
Uxs1,ENSMUSG00000057363,1,43827800,43746966,-,0.0153,1.785753,-2.0870864391326904,False,,,,,,,,,,,,,,,,-2.000124931335449
Tex30,ENSMUSG00000026049,1,44102441,44086613,-,0.196,0.3648604,-0.7426494359970093,False,,,,,,,,,,,,,,,,-0.5676255226135254
Poglut2,ENSMUSG00000026047,1,44118808,44106546,-,0.0253,0.4737812,-0.2540174722671509,False,,,,,,,,,,,,,,,,-0.1782139539718628
Slc39a10,ENSMUSG00000025986,1,46892852,46807544,-,-0.005,1.1632905,-1.0699176788330078,False,,,,,,,,,,,,,,,,-0.8005280494689941
Nabp1,ENSMUSG00000026107,1,51478425,51465862,-,-0.0297,2.6711,-1.9674172401428223,False,,,,,,,,,,,,,,,,-1.5076146125793457
Gls,ENSMUSG00000026103,1,52233232,52163448,-,-0.0127,4.5182457,-4.708568572998047,False,,,,,,,,,,,,,,,,-2.997663974761963
Nab1,ENSMUSG00000002881,1,52500679,52457294,-,0.0824,0.76817435,0.028772473335266113,True,0.37650169657637755,0.23702148862718708,0.19858209439676788,14.499179612583237,0.5941230940818787,0.37173759937286377,0.2956390976905823,0.22282959443145867,0.0,0.0,0.34268907317482766,1.3129001330112253,1.2522795035921295,1.1114225272543958,3.195570168558385,0.25517821311950684
