,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling,fit_r2
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.3952669,-0.0396273136138916,False,,,,,,,,,,,,,,,,0.04480254650115967
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,2.2258983,-0.4779326915740967,False,,,,,,,,,,,,,,,,-0.23709070682525635
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.8594138,-0.4255253076553345,False,,,,,,,,,,,,,,,,-0.40349435806274414
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.43712038,-0.5954631567001343,False,,,,,,,,,,,,,,,,0.2510186433792114
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.8382168,-0.7203301191329956,False,,,,,,,,,,,,,,,,-0.23562705516815186
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,9.941002,-6.3118157386779785,False,,,,,,,,,,,,,,,,-4.341468334197998
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.4579345,-0.5896663665771484,False,,,,,,,,,,,,,,,,-0.5892041921615601
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.7861635,-0.6830419301986694,False,,,,,,,,,,,,,,,,-0.4987717866897583
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.003997662,-3.7064104080200195,False,,,,,,,,,,,,,,,,0.07953661680221558
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,6.8892627,-3.870412826538086,False,,,,,,,,,,,,,,,,-3.6286745071411133
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.094333604,-1.6223316192626953,False,,,,,,,,,,,,,,,,0.05890607833862305
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.11130758,-0.20074176788330078,False,,,,,,,,,,,,,,,,-0.10796570777893066
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,0.43972665,-0.4924025535583496,False,,,,,,,,,,,,,,,,-0.4914442300796509
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,154.93575,-3.8364009857177734,False,,,,,,,,,,,,,,,,-3.70988130569458
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.14758988,-0.26374638080596924,False,,,,,,,,,,,,,,,,-0.23824560642242432
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.47570977,-0.7543962001800537,False,,,,,,,,,,,,,,,,-0.35013139247894287
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.12118843,-4.278385162353516,False,,,,,,,,,,,,,,,,-0.1585782766342163
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,1.1146461,-3.121540069580078,False,,,,,,,,,,,,,,,,-1.5316965579986572
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,5.9304376,-0.584165096282959,False,,,,,,,,,,,,,,,,-0.444810152053833
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.4118464,-0.26012444496154785,False,,,,,,,,,,,,,,,,-0.05119061470031738
Zfp451,ENSMUSG00000042197,1,33814595,33761545,-,-0.0267,1.8540932,-1.8517138957977295,False,,,,,,,,,,,,,,,,-1.7773597240447998
Fam168b,ENSMUSG00000037503,1,34843065,34813219,-,-0.0581,1.2657521,-1.1354339122772217,False,,,,,,,,,,,,,,,,-1.01650071144104
