wilcoxon,t-test,t-test_overestim_var
Lgals1,Lgals1,Lgals1
Hmgb2,S100a6,S100a6
S100a6,Hmgb2,Gzmb
S100a10,Gzmb,S100a4
H2afz,S100a4,Hmgb2
Crip1,Anxa2,Anxa2
Gzmb,S100a10,Tmsb4x
S100a4,Tmsb4x,Stmn1
Anxa2,H2afz,S100a10
Gapdh,Crip1,Lgals3
Txn1,Txn1,H2afz
Tmsb4x,Stmn1,Ahnak
Stmn1,Gapdh,Crip1
Lgals3,Lgals3,Txn1
Abracl,Vim,Dut
Actg1,Ahnak,Gapdh
Vim,Dut,Pclaf
Ahnak,Abracl,Ccl5
Sub1,Ccl5,Vim
Rbm3,Rbm3,Mcm5
Nkg7,Sub1,Plek
Dut,Pclaf,Actg1
Pclaf,Pycard,Itga4
Pycard,Actg1,Pycard
Ctsd,Ctsd,Abracl
Cox5b,Mcm5,Ctla2a
Lsp1,Lsp1,Ctsd
Ccl5,Dek,Sub1
Calm1,Nkg7,Rbm3
Cyba,Itga4,Mcm6
Ptma,Cyba,Pcna
Mcm5,Reep5,Ly6c2
Cox17,Cox5b,Dek
S100a11,Plek,Rpa2
Plek,Ptma,Nkg7
Dek,Pcna,Mcm3
Itga4,Myl6,Serpinb6b
Ctla2a,S100a11,Reep5
Myl6,Cd48,Lsp1
Cd48,Calm1,Lmnb1
Cox5a,Cox17,Gmnn
Cfl1,Mcm6,Ptma
Pcna,Ly6c2,Cyba
Cdc42,Ctla2a,Cd48
Reep5,Dbi,Hmgn2
Sec61b,Rpa2,Efhd2
Mcm6,Cox5a,Lig1
Sh3bgrl3,Cfl1,S100a11
Oaz1,Hmgn2,Cox17
Serpinb6b,Sh3bgrl3,Calm1
Prdx1,Mcm3,Cox5b
Ly6c2,Calm3,Cks1b
Dnajc15,S100a13,Myl6
Mcm3,Efhd2,Hells
S100a13,Lmnb1,Dbi
Dbi,Serpinb6b,Calm3
Rpa2,Cdc42,Cox5a
Hmgn2,Ywhah,Cfl1
Ppp1ca,Sec61b,S100a13
Atp5h,Dnajc15,Mcm7
Rps27l,Gmnn,Sh3bgrl3
Cks1b,Oaz1,Ywhah
Hint1,Pkm,Gzmk
Lmnb1,Cks1b,Slbp
Gmnn,Rps27l,Mcm4
Ywhah,Slbp,Tipin
Efhd2,Lig1,Sdf2l1
Ybx1,Hint1,Ptms
Pkm,Ywhae,Myo1f
Lig1,Mcm7,Cdc42
Calm3,Atpif1,Cenpw
Anp32b,Prdx1,Sec61b
Capzb,1810037I17Rik,Pkm
Hmgb1,Anp32b,Dnajc15
Ran,Ndufb7,Atpif1
1810037I17Rik,Atp5h,Oaz1
Gzmk,Ybx1,Rps27l
Hells,Hells,Bhlhe40
Sec61g,Ppp1ca,Prdx1
Ndufb7,Capzb,1810037I17Rik
Prelid1,Tipin,Gzma
Atpif1,Nap1l1,Klrc1
Mcm7,Prelid1,Mcm2
Slbp,Krtcap2,Tyms
Ptms,Hmgb1,Ywhae
Myl12a,Ap2s1,Ppp1ca
Krtcap2,Sdf2l1,Hint1
Pfn1,Mcm4,Prelid1
Sdf2l1,Snrpd1,Anp32b
Cox7c,Mrpl18,Id2
Tipin,Sec61g,Atp5h
Atp5j2,Tmem14c,Ppil1
Arpc5,Cenpw,Ybx1
Nap1l1,Atp5j,Nap1l1
Cox6c,Arpc5,Hsp90b1
Ywhae,Myo1f,Ndufb7
Mcm4,Atp5j2,Pglyrp1
Myo1f,Prr13,Ap2s1
Hsp90b1,Ran,Krtcap2
Cd47,Hsp90b1,Hmgb1
Snrpe,Id2,Mrpl18
Id2,Gzmk,Snrpd1
Slc25a5,Cd47,Bcl2a1b
Bhlhe40,Ptms,Capzb
Cox6b1,Mcm2,Tmem14c
Cenpw,Cox7a2,Orc6
Mrpl18,Pgk1,Prr13
Clic1,Snrpe,Ezh2
Gzma,Pfn1,Ifng
Klrc1,Myl12a,Tcf19
Atp5j,Anxa6,Rrm2
Cox7a2,Ppil1,Ran
Pglyrp1,Bhlhe40,1500009L16Rik
Ap2s1,Atp5f1,Rfc3
Atp5k,Atp5k,Sept11
Cox8a,Cox6b1,Mtch1
Snrpd1,Cox8a,Mki67
Tmem14c,Cox7c,Sec61g
Ppil1,Gzma,Rrm1
Arhgdib,Slc25a5,Pim1
Mcm2,Pim1,Pgk1
Pgk1,Klrc1,Itgb1
Prr13,Cox6c,Prim1
Bcl2a1b,Arhgdia,Arpc5
Cox6a1,Mtch1,Pfn1
Ppib,Pglyrp1,Rnaseh2b
Coro1a,Sept11,Cxcr3
Tyms,Tyms,Atp5j2
Ifng,Ppib,Cd47
Itgb1,Ezh2,Serpinb9
Elob,Atox1,Tk1
Atp5f1,Arhgdib,Itgax
Anxa6,Clic1,Myl12a
Orc6,Arpc4,Gng2
Sept11,Gng2,Slamf7
Ezh2,Ube2l3,Atp5j
Pim1,Gimap4,Osbpl3
Ldha,Hsp90aa1,Klrk1
Gnai2,Lsm6,Siva1
Arpc3,Rnaseh2b,Cox7a2
1500009L16Rik,Orc6,Asf1b
Mtch1,Ly6a,Hpf1
Gimap4,Hpf1,Bcl2a1d
Tma7,Dynll1,Slc25a5
Hsp90aa1,Cox6a1,Clspn
Hspa8,Elob,Chsy1
AW112010,Manf,Klrg1
Arhgdia,Ldha,Rilpl2
Arpc4,Dnajc9,Uhrf1
Rrm2,Coro1a,Atp5k
Dynll1,Siva1,Cdt1
Hnrnpab,Hnrnpab,Snrpe
Ms4a4b,Bcl2a1b,Cks2
Mki67,Arpc3,Cox6b1
Rnaseh2b,Rrm1,Anxa6
Tcf19,Etfb,Cox7c
Gng2,Itgb1,Etfb
Rrm1,Tcf19,Cox6c
Atox1,AW112010,Manf
Serpinb9,Prim1,Dctpp1
Chsy1,Rfc3,Ccnb2
Rap1b,Rilpl2,H2-Q10
Rfc3,Serpinb9,Nrm
Siva1,Psmd13,Hsp90aa1
Tagln2,Rrm2,Arsb
Manf,Flna,Atp5f1
Atp5b,Dctpp1,Cox8a
Cxcr3,Tma7,Arhgdia
Prim1,Psmb7,Cisd1
Etfb,Ifng,Arhgdib
Rilpl2,Smdt1,Atox1
Hpf1,1500009L16Rik,Ube2l3
Dctpp1,Tagln2,Clic1
Psmb3,Ms4a4b,Arpc4
Atp5l,Ndufb8,Gins2
Ube2l3,Snrpb,Acot7
Asf1b,Mki67,Psmd13
Cks2,Gars,Ppib
Mrpl33,Cisd1,Lsm6
Dnajc9,Higd1a,Dynll1
Sem1,Sumo2,Ybx3
Lsm6,Cxcr3,Nasp
Ndufb8,Atp5b,Dnajc9
Cdt1,Selenoh,Gimap4
Ppia,Pomp,Gars
Pomp,Chsy1,Ly6a
Nrm,Sem1,E2f1
Itgax,Mrpl33,Hnrnpab
Sumo2,Rap1b,Dhfr
Cisd1,Hcls1,Cmc2
Gimap7,Nasp,Txndc5
Slamf7,Hspa8,Coro1a
Selenoh,Psmb3,Flna
Rac2,Gimap7,Tbx21
Actb,Cdt1,Tmpo
Txndc5,Ndufb9,Gimap7
Nasp,Zyx,Nsd2
Smdt1,Sh2d1a,AW112010
Flna,Tspo,Rora
Hcls1,Eif4h,Dnmt1
Tmpo,Cks2,Top2a
Psmd13,Tk1,Sh2d1a
Ly6a,Nrm,Ms4a4b
Dnmt1,Lamtor5,Ldha
Zyx,Lsm5,Ndufb8
Pdia3,Asf1b,Birc5
Klrk1,Tmpo,Cdca7
Snrpb,Atp5l,Chaf1a
Klrg1,Itgax,Zbtb32
Atp5g3,Tmed2,Cox6a1
Clspn,Slamf7,Elob
H2-Q10,Atp5g3,Selenoh
Sh2d1a,Txndc5,Mt1
Cox4i1,Cmc2,Fkbp2
Ndufb9,H2afv,Zyx
Cmc2,Gnai2,Cenps
Tk1,Osbpl3,Smc2
Arsb,Fkbp2,Psmb7
Tmed2,Clspn,Hcls1
Polr1d,Klrk1,Tagln2
Birc5,Sf3b6,Arpc3
Acot7,Pdia3,Lockd
Fkbp2,Uqcr10,Smdt1
Smc2,Arsb,Gna15
Psmb7,Nans,Plp2
Bcl2a1d,Hprt,Rap1b
Mt1,Bcl2a1d,Dtl
Gars,Hnrnpa3,Higd1a
Btf3,Polr1d,Nans
Hnrnpa3,Spn,Actb
Hnrnpa2b1,Actb,Pomp
Arpc2,Dnmt1,Tma7
Nans,Rac2,Alyref
Top2a,Sec11c,Usp1
H2afv,Hnrnpa2b1,Tpi1
Osbpl3,Psmd8,Lamtor5
Ybx3,Acot7,Hspa8
Sf3b6,Alyref,Il18rap
Tspo,H2-Q10,Spc24
Spn,Uhrf1,Ndufb9
Higd1a,Klrg1,Hat1
Gmfg,Ranbp1,Snrpb
Ubl5,Tmem258,Atp5b
Plp2,Usp1,Mrpl33
Lamtor5,Raly,Hmgn5
Tmem258,Ybx3,Spn
Hprt,Gmfg,Pdia3
Ndufa4,Tmem167,Eif4h
Lsm5,Ubl5,Lsm5
P4hb,Ccnb2,AA467197
Ccnb2,Psmb2,Sumo2
Uhrf1,Uqcrb,Psmb3
Mrpl27,Mrpl20,H2afv
Usp1,Sdhb,Hprt
Ranbp1,Smc2,Sem1
Alyref,Ndufa11,Chaf1b
Tpi1,Tpi1,P4hb
Hmgn5,Gins2,Sec11c
Lockd,Psma1,Gnai2
Sec11c,Edf1,Atp5g3
Tbx21,Plp2,Tspo
Raly,Fkbp1a,Tmed2
Pdia6,P4hb,Pdia6
Uqcr10,Ywhaz,Rac2
Hat1,Birc5,Dck
Sdhb,Hat1,Ccr2
Srsf3,Srp19,Fhl2
Pfkp,Ech1,Sf3b6
Ech1,Snrpc,Ech1
Eif4h,Akr1a1,Mrpl27
Eno1,Nsd2,Atp5l
Edf1,Dhfr,Snx10
Actr3,Top2a,Psmd8
Rora,Dpy30,Cdk1
Srgn,Tbx21,Hnrnpa2b1
Gna15,Pdia6,Ranbp1
Gins2,Eif1ax,Pfkp
Ndufa13,Ddost,Hnrnpa3
Ywhaz,E2f1,Fignl1
Rpa3,Magoh,Carhsp1
Psmd8,Hmgn5,Tmem167
Uqcrb,Rac1,Rfc2
Fkbp1a,Cst3,Srp19
Psma1,Rora,Mms22l
Ndufa11,Lockd,Capn2
S1pr4,Cdca7,Wdr95
Nsd2,Gna15,Rpa3
Cdca7,Minos1,Acadl
Dhfr,Pfkp,Raly
Psmb2,Arpp19,Polr1d
Dpy30,Bag1,Sdhb
Minos1,Eif4e2,Dpy30
Ostf1,Actr3,Rfc5
Dtl,Eno1,Ndufa11
Rtn3,Srgn,Psma1
Rfc2,Rfc2,Ccr5
Ifngr1,Acadl,Tmem258
Acadl,Srsf3,Mrpl20
Srp19,Ywhaq,Uqcr10
Uqcrq,Ifngr1,Psmb2
Il2rb,Mrpl27,Fkbp1a
Akr1a1,Rpa3,Ifngr1
Zbtb32,Mt1,Rfc4
Tmem167,Zbtb32,Eif1ax
Srsf7,Chaf1a,Prdx4
Dap,Ppia,Glrx
Rac1,Anapc5,Racgap1
Chaf1b,Dnajb11,Gmfg
Ddost,Bzw1,Ddost
Anapc5,Dap,Il2rb
Glrx,Cox4i1,Ggh
Racgap1,Dtl,Cst3
Capn2,Cenps,Snrpc
E2f1,Sfr1,Akr1a1
Ywhaq,Pdap1,Ywhaz
Mrpl20,Srsf2,Ppia
Topbp1,Srsf7,Rtn3
Rfc5,Psma4,Eif4e2
Srsf2,Ostf1,Magoh
Myo1g,Spc24,Dap
Atp5a1,Tpm4,Uqcrb
Prelid3b,Polr2k,Topbp1
Dera,S1pr4,Prelid3b
Dck,Chaf1b,Bag1
Rasgrp2,Ndufa4,S1pr4
Eif1ax,Il2rb,Ubl5
Lsm4,Rtn3,Myo1g
Rfc4,Uqcrfs1,Dnajb11
Sfr1,Csnk2b,Srsf3
Smc3,Myo1g,Srsf7
Spc24,Ndufa13,Sfr1
Cenps,Eloc,Eno1
Tceal9,Vps29,Bzw1
Tpm4,Psmb4,Ywhaq
Bzw1,Nudt21,Anapc5
Rexo2,Ntan1,Tceal9
Eif4e2,Il18rap,Ntan1
Chaf1a,Ccdc124,Pnp
Atxn1,Lsm4,Edf1
Il18rap,Smc3,Mapre2
Epsti1,Phf5a,Hopx
Arf1,Dck,Fabp5
Bag1,Rexo2,Dapk2
Nudt21,Rfc5,Casp3
Dnajb11,Arf1,Pdap1
Ssr3,Epsti1,Vps29
AA467197,Ndufv2,Srgn
Arpp19,Capn2,Minos1
Snx10,AA467197,Tpm4
Cst3,Btf3,Phf5a
Arpc1b,Glrx,Polr2k
Pdap1,Atp5c1,Psma4
Fam107b,Racgap1,Rexo2
Eloc,Cmpk1,Cenpm
Cmtm7,Fam107b,Rac1
Ccdc124,Prelid3b,Anxa1
Psma4,Esd,Ccdc124
Ntan1,Ssr2,Smc3
Phf5a,Snx10,Dera
Ube2s,Uqcrq,Ncapg2
Snrpc,Ube2s,Ssr3
Pnp,Atp5o-1,Ube2s
Cmpk1,Ube2n,Eloc
Anp32e,Topbp1,Cdc45
Ddx39,Rasgrp2,Actr3
1110008P14Rik,Rfc4,Ccl4
Hnrnpf,Ddx39,Tmem163
Rpa1,Banf1,Nudt21
Atp5c1,Bsg,Srsf2
Serinc3,Sin3b,Arpp19
Cd52,Ssr3,Cox4i1
Ccl4,Srp9,Cenpk
Elof1,Arpc2,Dusp5
Ssr2,Cwc15,Atxn1
Polr2k,Vdac3,1110008P14Rik
Magoh,Exosc8,Ddx39
Psmb4,Psmb5,Ube2n
Fabp5,Rpa1,Cmpk1
Mms22l,Snf8,Fam107b
Cbx3,Ndufa1,Uqcrfs1
Ube2n,Nme1,Ostf1
Exosc8,Fhl2,Rpa1
Pmf1,Dera,Exosc8
Bsg,Itgb2,Ssr1
Ssr1,Elof1,Psmb4
Fhl2,Cmtm7,Cmtm7
Atp5d,Mms22l,Cx3cr1
Vps29,Ube2a,Csnk2b
Commd1,Ndufs5,Ssr2
Sin3b,Cdk1,Ndufa4
Prdx4,Ccr2,Knstrn
Uqcrfs1,Mtpn,Ccdc50
Vdac3,Ndufs8,Fen1
Fen1,Capza2,Hist1h4i
Ap3s1,Tceal9,Dennd4a
Itgb2,Ssr1,Arf1
Aurkaip1,Atp5a1,Ndufa13
Bak1,1110008P14Rik,Elof1
Cdk1,Selenok,Btf3
Ccr2,Pnp,Rasgrp2
Phf11b,U2af1,Serinc3
D8Ertd738e,Erh,Pmf1
Prf1,Wdr95,Lag3
Cenpa,Taldo1,Anp32e
Baz1a,Commd1,Vdac3
Mtpn,Serinc3,Commd1
Atad2,Fignl1,Ndufv2
Psmb5,Anp32e,Ube2c
Dusp5,Carhsp1,Epsti1
Ube2a,Nedd8,Mtpn
Cwc15,Atp5d,Klrc2
Ndufa1,Prdx4,Ube2a
Wdr95,Hdgf,Lsm4
Ggh,Ccr5,Bsg
Dstn,Ggh,Sin3b
Psmb1,Cbx3,Esd
Ndufs8,Txndc17,Cenpa
Nme1,Ufc1,Itgb2
Csnk2b,Bak1,Snf8
Ufm1,Psmb1,Bak1
Aldoa,Aurkaip1,Uqcrq
Il18r1,Atxn1,Phf11b
Selenok,Mrps24,Arpc2
Lcp1,Cd52,Cd52
Atp5o-1,Mapre2,Gm14005
Uqcr11,Fabp5,Ndufs8
Txndc17,Phf11b,Erh
Esd,Dnajb6,Selenok
Chchd2,D8Ertd738e,Cwc15
Mapre2,Pmf1,Cbx3
Haus4,Fen1,Atp5c1
Ube2c,Ap3s1,Banf1
Slc35b1,Casp3,Mt3
Ung,Ndufb6,Baz1a
Capza2,Mdh2,Ncald
Erh,Uqcr11,Cdca8
Hist1h4i,Baz1a,U2af1
Ccr5,Dynlrb1,Atad2
Srp9,Ccdc12,Zeb2
Hdgf,Cycs,Haus4
Mdh2,Dusp5,Capza2
Tpm3,Nucks1,Prf1
Serbp1,Hdac1,Ufc1
Csrp1,Hnrnpf,Cdkn3
Taldo1,Psma2,Atp5o-1
Banf1,Eif3c,Runx2
Gnb2,Ppp4c,Stx11
Ctsb,Ssrp1,E2f2
Ccdc50,Supt4a,Txndc17
Nucks1,Atad2,Rad51
Snf8,Snx3,Ndufs5
Ndufv2,Lman2,Tacc3
Nedd8,Uba1,Hdgf
Txnl1,Hist1h4i,Atp5a1
Rab8b,Hopx,Cdca3
Psma2,Emp3,Ap3s1
Pgrmc1,Tpm3,Aurkaip1
Carhsp1,Ccdc50,Ung
Paics,Mrps36,Psmb5
Ap1s1,Dapk2,Ccne1
Ssrp1,Jpt1,Taldo1
Tbcb,Ctsb,Pold1
Sdhd,Chchd2,Ndufa1
Selenos,Sars,Srp9
Emp3,Arpc1b,Nme1
Cd28,Kcnab2,Dnajb6
Rpn1,Lcp1,Cd44
Ndufs5,Ufm1,Ehd4
Rad21,Sdhd,Ccna2
Surf4,Ndufs6,Ufm1
Dnajb6,Cenpm,Il18r1
U2af1,Dennd4a,Nucks1
Mrps24,Ostc,Timeless
Casp3,Ccl4,Uba1
Hsp90ab1,Sec11a,Pgrmc1
Ebp,Txnl1,Ctsb
Jpt1,Ncapg2,Mrps24
Dennd4a,Hnrnpd,Mad2l1
Psmb9,Prf1,Kcnab2
Kcnab2,Gnb2,Cdc6
Uba1,Anxa1,Mybl2
Gm19585,Psmb6,Rab8b
Cyb5b,Haus4,Hdac1
Ufc1,Ube2c,Lman2
Sptssa,Mrps18c,Dstn
Bnip2,Snx5,Sdhd
Mrps18c,Pgam1,Ndufb6
Timeless,Knstrn,Txnl1
Gm8369,Chmp2a,Nedd8
Tfdp1,Selenos,Atp5d
Lman2,Cox7b,Ssrp1
Ccne1,Aldoa,Slc35b1
Hdac1,Cenpk,Selenos
Itpa,M6pr,Tbcb
Lag3,Psmb9,Wdr76
Smap1,Tbcb,Surf4
Itgal,Tmem160,Ttc39c
Cdk2ap1,Tmem163,Cdc25b
Psat1,Cenpa,Mrps36
Itm2b,Psma6,Pgam1
Rnh1,Sptssa,D8Ertd738e
Cdc25b,Cdc45,Rad21
Blmh,Metap2,Paics
Ppp4c,Paics,Ebp
M6pr,Eif6,Snx3
Anxa1,Ebp,Uqcr11
Dok2,Nhp2,Dynll2
Fignl1,Serbp1,Cd28
Ilk,Gm8369,Smap1
Sars,Glipr2,M6pr
Ndufs6,Sfpq,Sars
Trappc1,Polr2j,Hnrnpf
Ndufb6,Psma7,Mdh2
Cdca3,Tmed9,Tfdp1
Sec11a,Ywhab,Eif3c
Ncaph2,Ung,Ppp4c
Hopx,Eif2s1,Mrps18c
Batf,Rpn1,Blmh
Ostc,Rbx1,Snx5
Arpc1a,Smap1,Dynlrb1
Mrps36,Pgrmc1,Psmb1
Metap2,Ap2m1,Sptssa
Cenpm,Cx3cr1,Hnrnpd
Snx3,Lag3,Ostc
Sumo3,Eif2s2,Rpn1
Supt4a,Cd28,Rnh1
Pgam1,Surf4,Arpc1b
Pmm1,Capns1,Gm8369
Snrnp25,Il18r1,Lcp1
Vdac1,Ms4a6b,Sec11a
Dynll2,Itgal,Rab1a
Rab1a,Cdca8,Glipr2
Alad,Vdac1,Supt4a
Nab1,2010107E04Rik,Aldoa
Cbx5,Mrps21,Jpt1
Dynlrb1,Swi5,Slc43a3
Knstrn,Ccne1,Emp3
Psma6,Rad21,Ccdc12
Dapk2,Rab1a,Eif2s1
Ctsc,Slc35b1,Cycs
Gsr,Lamtor4,Ndufs6
Bex3,Ndufb11,Cdk2ap1
Actn4,Blmh,Metap2
Chmp2a,Ppp1cc,Rad51ap1
Cyb5r4,Mdh1,Syce2
Pole3,Wdr1,Gm19585
Glipr2,Mrpl40,Alad
Arf5,Rab8b,Pmm1
Larp7,Dstn,Bex3
Sfpq,Laptm5,Psmb6
Mad2l1,Tkt,Ncaph2
Eed,Canx,Psma2
Eif2s1,Arf5,Eif6
Rbmxl1,E2f2,Dok2
Calr,Gm14005,Chmp2a
Ap2m1,Rab8a,Vdac1
Ms4a6b,Rnh1,Mrpl40
Mif4gd,Timeless,Cyb5b
Cdca8,Ncaph2,Gnb2
Mrpl40,Klrc2,Itgal
Tmed9,Hnrnpc,Ap2m1
Gramd3,Ube2i,Cenph
Baz1b,Dok2,Psat1
Psmd14,Cdca3,Polr2j
Cycs,Pold1,Nhp2
Snx5,Ilk,Bnip2
Laptm5,Snu13,Tpm3
Hnrnpd,Prdx2,Psma6
Ncapg2,Mien1,Nudt4
Vps36,Sumo3,Ywhab
Polr2j,Pfdn1,Psmb9
Cdc45,Dazap2,Canx
Gins4,Csrp1,Sfpq
Sms,Mad2l1,Trappc1
Psmb6,Tfdp1,Ap1s1
Exosc3,Dynll2,Chchd2
Psma7,Mt3,2610524H06Rik
Eif3c,Cyb5b,Batf
Cenpk,Cdk2ap1,Sumo3
2010107E04Rik,Trappc1,Csrp1
Ndufb11,Tacc3,Ilk
Cx3cr1,Runx2,Gsr
Ccdc12,Bnip2,Havcr2
Cdca7l,Lrrfip1,Tmem160
Cox7b,Rhoa,Unc119
Tex30,Zeb2,Tmed9
Eif2s2,Ndufs4,Capns1
Rab8a,Rad51,Tex30
Wdr1,Ncald,Lamtor4
Canx,Cdc25b,Prdx2
Eif6,Mrps16,Adam19
Casp8ap2,Vcp,Arpc1a
Lrmp,Vdac2,Exosc3
Ncbp2,Arpc1a,Wdr1
Akt1,Ap1s1,Serbp1
Rnps1,Bex3,Atad5
