"","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","external_gene_name"
"1","ENSMUSG00000000001",1701.46976753224,0.113646572653245,0.191814471853615,0.592481743191803,0.553528042578233,1,"Gnai3"
"2","ENSMUSG00000000003",0.0474493753935545,0.0916802927861734,0.448717947245699,0.204316081736693,0.838106503629228,1,"Pbsn"
"3","ENSMUSG00000000028",995.285587716918,6.64037566195746,0.353803560033529,18.7685382852795,1.36592285991285e-78,6.18905763899021e-76,"Cdc45"
"4","ENSMUSG00000000037",1.66759393340335,-0.120176112000236,0.677169762600693,-0.177468219399956,0.859140626227302,1,"Scml2"
"5","ENSMUSG00000000049",1.10058755721986,-0.734541075825504,0.809197195674208,-0.907740510906613,0.364015335164399,0.877045836898477,"Apoh"
"6","ENSMUSG00000000056",265.8385800958,0.718300193110158,0.258722860009038,2.77633059979727,0.00549762754104573,0.0337848131358434,"Narf"
"7","ENSMUSG00000000058",18.063853695287,2.73592803839146,0.846463055309919,3.23218836454681,0.00122846048609409,0.00912047039296759,"Cav2"
"8","ENSMUSG00000000078",2059.42383193571,-0.874302191932536,0.206531726835084,-4.23325851834217,2.30329480103079e-05,0.000261493730627123,"Klf6"
"9","ENSMUSG00000000085",45.0002430815816,-1.85852529913174,0.474718359568868,-3.91500615400597,9.04019020300736e-05,0.000906048511663577,"Scmh1"
"10","ENSMUSG00000000088",13151.3380689079,1.18822306004852,0.209673338347596,5.66702027741214,1.45302153103415e-08,2.73980295895247e-07,"Cox5a"
"11","ENSMUSG00000000093",0.83381585616095,-0.46224313812638,0.569407087850884,-0.811797302824288,0.416907949986105,0.950044403668983,"Tbx2"
"12","ENSMUSG00000000094",0.730354950869449,-0.887937403191507,0.669025293316602,-1.32721051365589,0.184439055486523,0.562168759684725,"Tbx4"
"13","ENSMUSG00000000103",0,NA,NA,NA,NA,NA,"Zfy2"
"14","ENSMUSG00000000120",1.31263798374998,0.594163067606565,0.86751817415573,0.684899850293978,0.493407120484323,1,"Ngfr"
"15","ENSMUSG00000000125",1.89735543050124,-1.26469264032891,0.921199221790412,-1.37287636638565,0.16979078488952,0.529789643199802,"Wnt3"
"16","ENSMUSG00000000126",3.25855245698181,-0.617098862527113,0.897541833700741,-0.687543286960445,0.491740432672341,1,"Wnt9a"
"17","ENSMUSG00000000127",9.0875232358034,1.14179137432514,0.786733500220644,1.45130641316903,0.146694556302683,0.47386181530505,"Fer"
