,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling,fit_r2
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.80287445,-1.685276985168457,False,,,,,,,,,,,,,,,,0.17071104049682617
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,1.2815503,-0.5096710920333862,False,,,,,,,,,,,,,,,,-0.5077173709869385
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,1.199476,-0.5973700284957886,False,,,,,,,,,,,,,,,,-0.5211952924728394
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.47719702,-1.1351101398468018,False,,,,,,,,,,,,,,,,0.0923151969909668
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.6930605,-1.067878246307373,False,,,,,,,,,,,,,,,,-1.0047621726989746
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,11.458757,-4.032409191131592,False,,,,,,,,,,,,,,,,-2.3564815521240234
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.50046754,-0.35832643508911133,False,,,,,,,,,,,,,,,,-0.3207359313964844
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.80221325,-0.47793030738830566,False,,,,,,,,,,,,,,,,-0.3834052085876465
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.0060347216,-7.196005821228027,False,,,,,,,,,,,,,,,,0.0011701583862304688
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,6.533349,-7.893542289733887,False,,,,,,,,,,,,,,,,-7.50886344909668
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.088778324,-1.6581487655639648,False,,,,,,,,,,,,,,,,0.06360620260238647
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.1319325,0.24536985158920288,True,2.1883217971578364,4.771428149969632,0.5497183720586383,12.2839673410948,0.07407871406525374,0.1806868612766266,1.1524841785430908,0.37171049265035183,0.0,0.0,0.46628318969042015,0.4077552799826797,3.6590808339673897,0.3571329999672693,1.2731239569430293,0.6610113978385925
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,1.559893,-0.6818424463272095,False,,,,,,,,,,,,,,,,-0.31603896617889404
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,76.98435,-1.095993995666504,False,,,,,,,,,,,,,,,,-1.0741302967071533
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.26479724,-0.3477119207382202,False,,,,,,,,,,,,,,,,0.12597352266311646
