wilcoxon,t-test,t-test_overestim_var
Btg1,Btg1,Btg1
Ccl5,Junb,Tpt1
Tpt1,Ablim1,
Ablim1,Ubc,
Pdcd4,Tpt1,
Rps14,Ccl5,
Dock2,Pim1,
Epsti1,Rps14,
Ubc,Pdcd4,
Junb,Il18rap,
Ankrd44,Ms4a6b,
Ptprc,Hopx,
Arap2,Hcst,
Il18rap,Arap2,
Arhgap15,Tmem160,
Slfn2,Ctla2a,
Ucp2,Ripor2,
Foxn3,Dock2,
Macf1,Dock10,
Samhd1,Ptprc,
Atxn1,Foxn3,
Pim1,Dgka,
Hcst,Ankrd11,
Dgka,Fyn,
Ogt,Arhgap15,
Ctla2a,Rps27,
Birc6,Rabac1,
Rabac1,Chic2,
Ms4a6b,Selplg,
Tecpr1,Ogt,
Ppp1r12a,Slc3a2,
Selplg,Mkln1,
Tcf25,Slfn2,
Tut4,Atxn1,
Sdf4,H2-K1,
Ankrd11,Irf2,
Utrn,Samhd1,
Irf2,Btg2,
Ripor2,Eif3f,
Dock10,Tecpr1,
Rps27,Macf1,
Cdkn1b,Tnfaip3,
Hopx,Ucp2,
Rps24,Utrn,
Lnpep,Eif3e,
Fau,Tut4,
Fyn,Rps24,
Btg2,Klf13,
Rpl37a,Ahnak,
Slc3a2,Ankrd44,
Myh9,Ppp1r12a,
Nkg7,Epsti1,
Arhgap45,Tm6sf1,
Arid4a,Cd3d,
Ccnd2,Cdkn1b,
Shisa5,Fau,
Kmt2e,Ddx5,
Ap3b1,4930523C07Rik,
Tm6sf1,Birc6,
Ahnak,Lnpep,
Zbtb7a,Zbtb7a,
Ubb,Myh9,
Ypel3,Cuta,
4930523C07Rik,Tbc1d10c,
Rnf167,Klk8,
Tbc1d10c,Pstpip1,
Clk1,Gbp7,
Dusp5,Tspo,
Ccr2,Ypel3,
Mrpl24,Ccnd2,
Cdk11b,Rpl37a,
Mkln1,Ptpn18,
Gbp7,Def6,
Elf1,,
Ltb,,
Ptpn18,,
Gimap4,,
Sp100,,
H2-K1,,
Smim14,,
Tmem160,,
Eif3e,,
Tnik,,
Pstpip1,,
Fxyd5,,
Ppm1h,,
Chic2,,
Kdm5b,,
Tnfaip3,,
Nfatc3,,
Chmp1a,,
