wilcoxon,t-test,t-test_overestim_var
Gzmb,Gzmb,Gzmb
Lgals1,Gzma,Pcna
Ptma,1500009L16Rik,Ptma
Pcna,Fbxo5,Stmn1
Gzma,Klrg1,Lgals1
Stmn1,Prf1,Rrm2
Hmgb2,Rrm2,Pclaf
1500009L16Rik,Hist1h2ap,Gzma
Rrm2,Pcna,Hmgb2
Gmnn,H2ac8,Gmnn
Hnrnpab,Gmnn,1500009L16Rik
Slbp,H1f5,Slbp
Pycard,Ptma,Dut
Lgals3,Stmn1,Tuba1b
Pclaf,Clspn,Lig1
Cox5a,Pclaf,Lmnb1
Dek,Lgals1,Cks1b
Cks1b,Havcr2,Mcm3
Mcm3,Tk1,Hnrnpab
Lmnb1,Lig1,Mcm7
Anxa2,Cks1b,Fbxo5
Lig1,Hmgb2,Lgals3
Mcm5,Lgals3,Mcm5
Ranbp1,Mcm7,H1f5
Tubb5,Tyms,Clspn
Alyref,Mcm5,Nasp
Hmgb1,Mt1,H2az1
Mcm7,Uhrf1,Mki67
Fbxo5,Mcm3,Pycard
Nasp,Lmnb1,Dek
Hsp90b1,Cdk1,Tyms
Clspn,Slbp,Hmgb1
Calm1,Pycard,Tubb5
H1f5,1700017B05Rik,Uhrf1
Tuba1b,Mki67,Prf1
Tagln2,Tuba1b,Alyref
Dut,Asf1b,Tipin
Mki67,Prim1,H2ac8
Mcm6,Hnrnpab,Ranbp1
Tyms,Glrx,Mcm6
Prf1,Esco2,Ran
Vim,Nasp,Tk1
Uhrf1,Itgam,Nans
Srsf2,Rad51ap1,Siva1
Tipin,Nrm,Top2a
H2az1,H3c3,Tagln2
Krtcap2,Dut,Orc6
Top2a,Orc6,Asf1b
Txn1,Spc24,Dctpp1
Sdf2l1,Dtl,Sdf2l1
Nans,Nans,Hist1h2ap
Ppia,Rad51,Ppia
Dctpp1,Ccna2,Prim1
Siva1,H4c4,Rrm1
Ywhah,Mcm6,Hsp90b1
H2ac8,Dctpp1,Tmpo
Tk1,Tipin,Anxa2
Snrpd1,Sdf2l1,Snrpd1
Tmpo,Hells,Dtl
Asf1b,Top2a,Cox5a
Srsf3,Siva1,Cdk1
Ran,Dhfr,Hells
Orc6,Cdc45,Smc2
Prim1,Alyref,Spc24
Anp32e,Ccne1,Ywhah
Dtl,Rrm1,Vim
Cdk1,Rfc4,Rfc4
Smc2,Dek,Srsf2
Mrpl18,H2az1,Anp32e
Hist1h2ap,Smc2,Calm1
Cbx3,Hsp90b1,Mt1
Rrm1,Hmgb1,Glrx
Mt1,Cdc6,Fkbp2
Hells,Tagln2,Mcm2
Anp32b,Rnaseh2b,Krtcap2
1810037I17Rik,Ranbp1,Anp32b
Crip1,Fen1,Ccna2
Spc24,AA467197,Nrm
Fkbp2,Tubb5,Banf1
Cd48,Fkbp2,Rnaseh2b
Rfc4,Anxa2,Rad51
Emp3,Prc1,Dhfr
Glrx,H4c9,Cbx3
Hsp90aa1,Atad5,Srsf3
Dhfr,Tmpo,Hmgn2
Rnaseh2b,Mcm2,Hsp90aa1
Mcm2,Cenpk,Fen1
Rad51,H1f4,Havcr2
Ccna2,Krtcap2,Ccne1
Nrm,Cox5a,Topbp1
Manf,Ran,Mrpl18
Cmtm7,Wdr76,Serpinb9
Banf1,Anp32e,Birc5
Prdx1,E2f8,Klrg1
Rasgrp2,Ppia,Txn1
Rfc3,Mt2,Crip1
Serpinb9,Dscc1,Cenpw
Topbp1,Tcf19,Sept11
Fen1,Snrpd1,Lsm2
Mcm4,Cenpw,Mcm4
Sumo2,Cdkn2c,Rad51ap1
Sept11,Rfc3,Rfc3
Pdia6,Ywhah,Esco2
Ccne1,H2ac20,Ube2s
Ube2s,Serpinb9,Rasgrp2
Cenpw,Topbp1,Cenpk
Rap1b,Anxa1,Cmc2
Hmgn2,Ung,Usp1
Dynll1,Calm1,H1f4
Eif5a,Srsf2,H4c9
Sub1,Aunip,Hat1
Birc5,Vim,Pdia6
Havcr2,Mcm10,Cdc45
Hat1,Cmc2,Manf
Cenpk,Psmc3ip,Dnmt1
Set,Arsb,Set
Dnmt1,Ube2t,Wdr76
Usp1,Chaf1b,Cmtm7
Cmc2,Sept11,Atad5
Lsm2,Ska3,Tpm4
Snrpe,Cit,Tubb4b
Prc1,Creld2,Hsph1
H1f4,Birc5,Eif5a
Arpp19,Ska1,Prc1
Hsph1,Srsf3,Atad2
Nap1l1,Mcm4,1810037I17Rik
Tpm4,Cbx3,Emp3
Tubb4b,Rom1,Cdc6
Cyba,Hsp90aa1,Ybx1
Calr,Hat1,Ncapg2
Cox5b,Usp1,1700017B05Rik
H4c9,Banf1,Dynll1
Srsf7,Sgo2a,Prdx1
Ncapg2,Chaf1a,Tcf19
Rps27l,Hsph1,Cisd1
Esco2,Pbk,Nap1l1
Ctsd,Lsm2,Rpa2
Rad51ap1,Ncapg2,Ezh2
Wdr76,Cdca5,H4c4
Dpy30,Mrpl18,Srsf7
Atad2,Pdia6,Rpa3
Rpa3,Mybl2,Chaf1b
Atad5,Mxd3,Ppil1
Cdc45,Hmgn2,Ssrp1
Pdia3,Anp32b,Ung
Snrpb,Crip1,E2f8
Dnajb11,Mad2l1,Rps27l
Rpa2,Manf,Eri1
Cisd1,Ube2s,Hnrnpa2b1
Tmed2,Rasgrp2,Mad2l1
Ung,Ccr2,Snrpe
Ybx1,Dnmt1,Calr
Klrg1,H1f1,Dnajb11
Cox6a1,Tubb4b,Hpf1
Hnrnpa2b1,Syce2,Arpp19
Cdc6,Spc25,Cyba
Hpf1,Cmtm7,Snrpa1
Tcf19,Ticrr,Sumo2
Ezh2,Txn1,Nucks1
Dnajc9,Cenps,Dpy30
Dbi,Brip1,Bex3
Chaf1b,Mtfr2,Pdia3
Actb,Emp3,Actb
Kdelr2,Ccne2,Snrpb
Tmem14c,Eme1,Ctsd
Baz1b,Cdt1,Baz1b
Eri1,H2-Q10,Rom1
Eif1ax,Gins2,H3c3
Arsb,Eri1,Arsb
Rfc2,Tpm4,Chaf1a
Pole4,Bex3,Creld2
Ppil1,Fasl,Cbx5
Hnrnpd,Rpa3,Rap1b
Snrpa1,Mt3,Cox6a1
Ssrp1,Prdm1,Cd48
E2f8,Rpa2,Rfc2
Mad2l1,Cenph,Dnajc9
Nudc,4930579G24Rik,Cox5b
Rom1,Ppil1,Kdelr2
Bex3,E2f1,Dscc1
Cbx5,Dynll1,Cenps
Chaf1a,Plp2,Ldha
Ldha,Kif11,Cks2
Ddx39,Pola1,Pole4
Cenps,Nusap1,Ddx39
Nucks1,Esm1,Mcm10
Ndufb7,Set,Tmem14c
Lsm5,Cbx5,Hnrnpd
Exosc8,Cisd1,Dbi
1700017B05Rik,H1f3,Plp2
Sec61b,Cyba,Hnrnpu
Selenoh,1810037I17Rik,Rbbp7
Ywhaq,Pmm1,Suz12
Creld2,Eif5a,H2-Q10
H4c4,Dnajb11,Sub1
Cks2,Atad2,Gins2
Kif15,Cd48,Syce2
Kif11,Brca1,Reep5
Rbbp7,Ezh2,Gapdh
Plp2,Chchd10,Ube2t
Hnrnpa3,Selenom,H2ac20
Pmm1,Ctsd,Cit
Hnrnpu,Rad54l,Eif1ax
Snu13,Hist1h2an,Pmm1
Suz12,H2bc18,Ctsc
Mcm10,Prdx4,Cenph
Gltp,Snrpa1,Anapc5
U2af1,Actb,Fabp5
Syce2,Dpy30,Kif15
Ctsc,Aurkb,Kif11
Ubl4a,Mis18bp1,Ska1
H2-Q10,Ctsc,Cdt1
Gapdh,Tacc3,Nudc
Reep5,Arpp19,Anxa1
Gins2,Kdelr2,Psmc3ip
Cenph,Sumo2,Tmed2
Cdt1,Zfp367,Ybx3
Hnrnpf,Srsf7,Pola1
Fabp5,Rfc2,Cycs
Arhgdia,Calr,Ubl4a
Cdca3,Kif15,Ywhaq
Anapc5,Baz1b,Selenoh
Pola1,Sgo1,Gltp
Rbx1,Pole4,Mybl2
Nme1,Hpf1,Hnrnpa3
Uqcc2,Prdx1,Prdx4
Cit,Cks2,Khsrp
Spcs2,Ubl4a,Snu13
Khsrp,Snrpe,Arhgdia
Cycs,Fabp5,Cdca5
