wilcoxon,t-test,t-test_overestim_var
Tmsb4x,Tmsb4x,Tmsb4x
Crip1,Crip1,Crip1
Sh3bgrl3,Lsp1,Lsp1
S100a10,Actb,Actb
Lsp1,S100a10,S100a10
Lgals1,Sh3bgrl3,Sh3bgrl3
Abracl,H2az2,H2az2
Cyba,Tmsb10,Tmsb10
Tmsb10,Cyba,Cyba
H2az2,Cd52,Cd52
Cd52,Gzma,Gzma
Myl6,Serf2,Serf2
Actb,S100a11,Myl6
S100a11,Myl6,S100a11
Nkg7,Lgals1,Lgals1
Serf2,Ctsd,Ctsd
Ctsd,S100a13,S100a13
Sec61b,Abracl,Abracl
S100a13,Nkg7,Nkg7
Tspo,Rac2,Rac2
B2m,Tspo,Tspo
Gzma,Sec61b,Sec61b
Rac2,Oaz1,Oaz1
Oaz1,Epsti1,Epsti1
Calm1,Pycard,Pycard
Epsti1,B2m,B2m
Atp5h,Gnas,Gnas
Gmfg,Calm1,Calm1
Stmn1,Anxa2,Anxa2
Gnas,Reep5,Stmn1
Anxa2,Dap,Reep5
Ms4a4b,Stmn1,Dap
Cfl1,Cd8b1,Cd8b1
H2-D1,Gmfg,Gmfg
Clic1,Nrm,Cfl1
Itm2b,Cfl1,Nrm
Arpc3,Thy1,Thy1
Arf5,mt-Co3,mt-Co3
Ccl5,Laptm5,Laptm5
Pycard,Ptms,Ptms
Ppia,Arf5,Arf5
Cd8b1,Itm2b,Itm2b
Laptm5,Klrg1,Klrg1
Myl12a,Pglyrp1,Pglyrp1
S100a6,S100a6,S100a6
Ubl5,Ccl5,Ccl5
Reep5,Jak1,Jak1
Sem1,Atp5h,Atp5h
Ndufa13,Arsb,Ifi27l2a
Cox6c,Ifi27l2a,H2-D1
Dap,H2-D1,Arsb
Jak1,mt-Co2,Pcna
Cdc42,Pcna,mt-Co2
Tle5,Klrd1,Klrd1
Pcna,Sem1,Sem1
Emp3,S100a4,S100a4
Dbi,Tle5,Tle5
Thy1,Ppia,Ppia
Cox5b,mt-Atp6,mt-Atp6
Arpc1b,mt-Co1,mt-Co1
mt-Co3,Cox6c,Cox6c
Gnai2,Arpc3,Arpc3
Ndufb7,Ubl5,Ubl5
Cox6b1,Myl12a,Ndufa13
Capzb,Ndufa13,Myl12a
Ifi27l2a,Glipr2,Glipr2
Cotl1,Pfn1,Pfn1
Nrm,Ms4a4b,Ms4a4b
Itgb7,Clic1,Clic1
Pglyrp1,Wdr95,Wdr95
Cd2,Hsd11b1,Hsd11b1
Ctsw,Gzmk,Gzmk
Selplg,Gnai2,Gnai2
Srgn,Emp3,Dnajc9
S100a4,Dnajc9,Emp3
mt-Co1,Itgb7,Itgb7
Dnajc9,Capzb,Capzb
Ptms,Cox5b,Cox5b
Psme2,Cd2,Pim1
mt-Atp6,Pim1,Cd2
Sp100,Selplg,Selplg
Atox1,Cotl1,Dbi
mt-Co2,Dbi,Ctsw
Atp5l,Ctsw,Cotl1
Cd3g,Cox6b1,Cox6b1
Glipr2,Atox1,Gimap4
Ms4a6b,Gimap4,Atox1
Klrd1,Itgax,Itgax
Arhgdib,Plaat3,Plaat3
Coro1a,Ripor2,Ripor2
Atp5e,Id2,Id2
Gimap4,Ndufb7,Ndufb7
Myl12b,Cdc42,Cdc42
Ripor2,Itgal,Itgal
Itgal,Sp100,Sp100
Pim1,Ms4a6b,Ms4a6b
Pfn1,Ccl4,Ccl4
Ndufa1,Tma7,Tma7
Tma7,Hexb,Dennd4a
Taldo1,Dennd4a,Hexb
Smdt1,mt-Cytb,mt-Cytb
Anxa6,Arpc1b,Psme2
H2-Q7,Psme2,Arpc1b
Hcst,Srgn,Srgn
1810037I17Rik,Acp5,Acp5
Dnajc15,Cd28,Cd28
Cd3d,Ndufa1,Ndufa1
Arsb,Anxa6,Anxa6
Prr13,Myl12b,Myl12b
Ppib,Prr13,Prr13
Hsd11b1,Smdt1,Hmgb2
Cd28,Hmgb2,Smdt1
Stk17b,Esyt1,Cox6a1
Cox6a1,Cox6a1,Esyt1
Sept1,Cd47,Cd47
Gimap7,Gimap7,Gimap7
Plaat3,Anapc11,Anapc11
Cd47,Sytl2,Arl4c
Tpt1,Arl4c,Sytl2
Atp5j,Itgam,Dusp5
Gimap6,Dusp5,1810037I17Rik
Gzmk,1810037I17Rik,Itgam
mt-Cytb,Top2a,Top2a
Arl4c,H2ac8,Dnajc15
Id2,Dnajc15,H2ac8
