wilcoxon,t-test,t-test_overestim_var
Ccl5,Acss2,Ccl5
,Pnpla7,Trav14-1
,Terf2ip,Ccr2
,Slc37a1,Ly6c2
,Ermp1,Rpl30
,H2bu2,Rps11
,Pex3,B2m
,Zdhhc17,Cd8b1
,Tusc2,Itgb1
,Fbh1,Ier2
,Tnfsf10,Rpl17
,Idh2,Rps27
,H2aw,Arl4c
,Samd8,Tpt1
,Capn15,H2-Q7
,Nagpa,Klrg1
,Prkaa1,Trbv13-3
,Taf4,Klrd1
,Alyref2,Rpl18a
,Xpo5,Rps13
,Eefsec,Rps14
,Mios,Rpl24
,Abhd10,Rpl36
,Zxdc,Cirbp
,Dtnb,Rpl34
,S1pr5,Cx3cr1
,Mvd,Klrk1
,Rpap1,Hcst
,Leng9,Ppp3cc
,Samd3,Jak1
,Wdr81,Cd8a
,Rnf170,Rpl19
,Tnfrsf26,Tespa1
,Iffo1,Trim12c
,Ms4a6c,Fyb
,Tbkbp1,Cdc42ep3
,Pcgf3,Rpl27
,Pnpla6,Acss2
,Tesc,Fam204a
,Pigu,H2-K1
,Pikfyve,H2-D1
,Nup188,Cyth1
,Klrg1,Bod1l
,Rxylt1,Fau
,Slc9a9,Gimap6
,Pygo2,Camk1d
,Gcc1,Runx1
,Sirt6,Cd28
,Prr12,Pfdn2
,Cc2d1a,Pnpla7
,Enoph1,Fos
,Hs3st3b1,Terf2ip
,Exoc6b,Zyx
,Arnt,Tesc
,Pxylp1,Slc20a1
,Abl2,Slc9a9
,Fgd3,Rpl29
,Cnnm3,Wdr43
,Sufu,Stk38
,Sh2b3,Tcf7
,Zfp729b,Slc37a1
,Dmap1,Ermp1
,Zfp335,H2-Q6
,Osbpl2,Foxo1
,Carmil2,Zfp36l1
,Pitrm1,Arhgef3
,Tspyl4,Urm1
,Camk1d,Nsmaf
,Spryd7,Atg101
,Syne2,Rsrp1
,Zfp934,Gpx4
,Bahd1,Rora
,Mto1,Sp100
,Ulk3,H2-Q10
,Kiz,Rack1
,St6galnac3,Mob2
,Dhodh,Fasl
,Trmt10b,9930111J21Rik2
,Fubp3,St3gal6
,Parp8,Satb1
,Hcfc2,Ddx46
,Spout1,Arid2
,Pigl,Klf2
,Fam3a,Rps7
,Itprip,Phf20l1
,Cbfa2t2,Fth1
,Xndc1,Rictor
,Ogfod2,Rps24
,Cx3cr1,Rpl9
,Bach2,Ppa2
,Slc52a2,Btg1
,2310022A10Rik,Mylip
,Sgsh,Retreg1
,Zfp758,Rpl18
,Msantd2,Cd53
,Ell,Nsrp1
,Cluh,Sptssa
,Ankrd52,Arnt
,Tmem140,Rps10
,Dcaf4,Rapgef6
,Gtpbp3,Zmynd11
,Mylip,Ctla2a
,Slc7a6,H2bu2
,Mettl2,Nfkb1
,Ripor1,Vps13a
,Uqcc1,Klf3
,Zfp217,Macroh2a1
,Zfp628,Kmt2c
,Ints5,Chd7
,Tada2b,Slc4a7
,Slc30a6,Nisch
,1700037H04Rik,Otulinl
,Pisd,Lair1
,Ppa2,Ikbkb
,Pdpr,Zdhhc21
,Lair1,Rpl5
,Castor1,Pex3
,Tmem268,Secisbp2
,Usp40,Zdhhc17
,Slc35a1,Tusc2
,Gna12,Fbh1
,Poc1b,Tnfsf10
,Zfp831,Spata6
,Zbtb42,H2-Q4
,Parp6,Cklf
,Fbxo46,Ikzf3
,Mylpf,Rps23
,Zfp961,Cic
,Arid2,Sp4
,Cd38,Tmem71
,Adamts6,Setd7
,Zbed3,Stag2
,Btrc,Tmem87a
,Axin2,Upf1
,D17H6S53E,Bptf
,Ighmbp2,Dnajc1
,Plekhm3,Pcmtd2
,D3Ertd751e,Khdrbs1
,Trim65,Arhgef1
,Klre1,Igkc
,H2ac18,Apc
,Zfp113,Pknox1
,Smox,Ptbp3
,Rhobtb2,Mff
,Mrps2,Rps4x
,Slc26a2,Cog4
,Zfp65,Kat6a
,Inafm2,Gabpb2
,Erf,Ms4a4b
,Nr1d2,Rnf166
,Dse,Idh2
,Ppard,Nr2c2
,Kctd9,Cramp1l
,Slc25a22,Fam172a
,Ccsap,Gabpa
,Zc3h6,Kdm3a
,Retreg1,As3mt
,Vezt,H2aw
,Rarg,Asxl2
,Tex2,Atraid
,Coil,Zc3h7a
,Rab40c,Fyco1
,Smug1,Srrm2
,Pdp2,Slc25a28
,Klhl42,Atp2c1
,Tbccd1,Samd8
,Cog4,Mgst2
,Dpy19l4,Sdad1
,2610021A01Rik,Smpdl3b
,Relt,Capn15
,Aim2,Gpr68
,Gypc,Ebna1bp2
,Chst10,Slco3a1
,Nepro,Gsdmd
,Vps45,Pias1
,Hgh1,Nagpa
,Trim12c,Prkaa1
,Smarcal1,Rps15a
,Dcun1d2,Taf4
,Rtel1,Alyref2
,Fam122b,Ppp1r12a
,Zdhhc21,Xpo5
,Zswim7,Zfp292
,Aqp3,Cdk17
,E2f5,Znrf1
,Brpf3,Eefsec
,Elac1,Tnrc6b
,Cpeb2,Adgre5
,G430095P16Rik,Gabarapl2
,Snapc4,Ccnl2
,Marveld1,Son
,Crybb1,Smg1
,Pprc1,Ash1l
,Plekha1,Mios
,Slc17a5,Mllt3
,Atad3a,Ranbp9
,Setd7,Phf21a
,Gk,Abhd10
,Gnaq,Zxdc
,Smyd1,Rfx1
,Rnf185,Rasa3
,Carns1,Dtnb
,Rccd1,Hgsnat
,Akt3,Sec22b
,Tmem237,Klrc2
,Serpina3g,S1pr5
,Llgl2,Mbnl1
,Zfp456,Ubr1
,Tespa1,Sik1
,Rnf41,Rnf138
,Xxylt1,Irf2bpl
,Siae,Smg6
,Thumpd2,Kmt2a
,Arhgef4,Mvd
,Xpnpep3,Parg
,Gtpbp8,Cep135
,Rnf144a,Rpap1
,Fbxl2,Rnf113a2
,Zfp994,Trim11
,Grwd1,Arl6ip5
,Mkks,Supt6
,Arsk,Rtcb
,Nkrf,Leng9
,Trav14-1,Rpl37
,Socs6,Nelfa
,Tarsl2,Slk
,Sclt1,Senp7
,Zfp580,Jade1
,Ppargc1b,Ankfy1
,Mtif3,Samd3
,Cramp1l,Wdr81
,Nsun5,Rnf170
,Ppp3cc,Kctd18
,Gm15446,Tnfrsf26
,Utf1,Iffo1
,9930111J21Rik1,Fas
,St6galnac6,Map3k2
,Slc30a4,Amfr
,Rev1,Ms4a6c
,Klc2,Tbkbp1
,Acy1,Pcgf3
,Gaa,Pnpla6
,Miga1,Pigu
,Enox2,Arfgef1
,Gemin6,Isoc1
,Usp21,Pikfyve
,Tpk1,Zfc3h1
,Disp1,Atp1a1
,Tmem129,Nup188
,Zfp141,Gm12216
,Nradd,Rpl23a
,Ccr2,Sin3a
,Isoc1,Commd8
,Crebl2,Atp2a2
,Coa4,Mtif3
,Rhbdd2,Acox3
,Mocs3,Ddx5
,Jade1,Srrm1
,Ccl5,Rpl27a
,Ddx11,Tprgl
,Tmem221,5430427O19Rik
,Zfp780b,Rab1b
,Haus5,Psmd7
,Elovl7,Atm
,B3gntl1,Coa4
,Jrkl,Pdcd2l
,Hus1,Alg10b
,Fastkd1,Fus
,Slc45a4,Fam160a2
,Spin2c,Rxylt1
,Trbv13-3,Tial1
,Fam220a-1,Phf14
,E030030I06Rik,Lcn4
,Vps8,Oat
,Slc38a6,Atf6b
,Arrdc2,Med1
,Zdhhc9,1190007I07Rik
,4930430F08Rik,Pygo2
,Smcr8,Gcc1
,Pex1,Slc25a30
,Dars2,March5
,Mblac2,Sirt6
,Dnajc16,Prr12
,Klhl7,Nop10
,Bbs9,Cc2d1a
,Zfp61,Enoph1
,Trat1,Vps37a
,Dolpp1,Hs3st3b1
,Zfp507,Scaper
,Cd8b1,Itpkb
,Zfp995,Exoc6b
,Pdss1,Rc3h1
,Tmem8,Phip
,Qpctl,Pxylp1
,Zfp523,Abl2
,Phc1,Fgd3
,Zscan21,Atf7
,Nf1,Sgf29
,Cd40lg,Cnnm3
,Slc49a4,Rsu1
,Zfp438,Sufu
,Sema4b,Nfs1
,Klhl22,Gpr108
,Cdc42ep3,Rps6ka3
,Rffl,Rbck1
,Irf5,Ube2w
