gene_names,A,C,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score
Mrpl15,0.5022647380828857,0.5193275809288025,-0.061548247933387756,0.9970319374801311,0.053979188203811646,-0.061548247933387756,1.0,-0.13974599540233612,-0.061548247933387756,0.8241263673619049,-0.5184532999992371
Lypla1,0.3334065079689026,0.41760221123695374,-0.3893735706806183,0.9790401034272751,-0.6431235074996948,-0.3893735706806183,0.8209500166186163,-0.9788627028465271,-0.3893735706806183,0.004859934360713278,-3.178927421569824
Gm37988,0.001250716159120202,0.031163755804300308,-4.660677909851074,0.9970319374801311,0.02776072546839714,-4.660677909851074,0.832017994895965,-0.959094226360321,-4.660677909851074,3.9342516233900165e-06,-5.04312801361084
Tcea1,0.42033225297927856,0.5009528994560242,-0.3157493472099304,0.9970319374801311,-0.3038257360458374,-0.3157493472099304,0.9005987460269655,-0.8229872584342957,-0.3157493472099304,0.016530384618452857,-2.7514779567718506
Atp6v1h,0.3887794315814972,0.4992987811565399,-0.44655486941337585,0.9970319374801311,-0.31770607829093933,-0.44655486941337585,0.8465288379014648,-0.9328640699386597,-0.44655486941337585,0.0018146752311429615,-3.484351873397827
Rb1cc1,0.5643449425697327,0.5969835519790649,-0.10692331194877625,0.9970319374801311,0.1125851646065712,-0.10692331194877625,1.0,-0.27355989813804626,-0.10692331194877625,0.4940326993276012,-0.963886022567749
Pcmtd1,0.3167366683483124,0.42835888266563416,-0.5210421681404114,0.9790401034272751,-0.9654563665390015,-0.5210421681404114,0.8055703864234651,-1.1777044534683228,-0.5210421681404114,0.00017800046100402338,-4.125761985778809
Rrs1,0.1760612577199936,0.10617505013942719,0.7812302112579346,0.9790401034272751,0.4326046407222748,0.7812302112579346,0.7353866692223382,1.3215348720550537,0.7812302112579346,0.0008826231578886799,3.6987454891204834
Adhfe1,0.0018415076192468405,0.0,20.813785552978516,0.9790401034272751,0.4287489950656891,20.813785552978516,0.8055703864234651,1.0,20.813785552978516,0.47105286714630373,1.0
Mybl1,0.0015474273823201656,0.0,20.562557220458984,0.9790401034272751,0.4287489950656891,20.562557220458984,0.8055703864234651,1.0,20.562557220458984,0.47105286714630373,1.0
Vcpip1,0.21134303510189056,0.3284139037132263,-0.7241710424423218,0.9790401034272751,-0.8721494674682617,-0.7241710424423218,0.8055703864234651,-1.0806926488876343,-0.7241710424423218,5.3205601115725396e-05,-4.426241874694824
Sgk3,0.03744904324412346,0.058927271515131,-0.669624388217926,0.9970319374801311,-0.06785955280065536,-0.669624388217926,1.0,-0.5196261405944824,-0.669624388217926,0.11533056060364302,-1.9205012321472168
Mcmdc2,0.000640988233499229,0.013605513609945774,-4.417110443115234,0.9970319374801311,0.02776072546839714,-4.417110443115234,0.8356052043551564,-0.9518318772315979,-4.417110443115234,5.585476027765668e-06,-4.964911937713623
Ppp1r42,0.0,0.0,0.0,0.9790401034272751,0.4156397581100464,0.0,1.0,0.0,0.0,1.0,0.0
Cops5,0.28047773241996765,0.5190102458000183,-1.0713720321655273,0.9790401034272751,-1.6193757057189941,-1.0713720321655273,0.31255481404451274,-2.2468042373657227,-1.0713720321655273,1.883673634480481e-15,-8.513642311096191
Cspp1,0.2404847890138626,0.16861897706985474,0.5657853484153748,0.9790401034272751,0.4595942497253418,0.5657853484153748,0.8187909552811415,0.9818385243415833,0.5657853484153748,0.006749832208945711,3.070300340652466
Arfgef1,0.3779922425746918,0.19410979747772217,1.100441336631775,0.9790401034272751,1.4327619075775146,1.100441336631775,0.36568261140100683,2.1134865283966064,1.100441336631775,5.234891524945689e-10,6.6949591636657715
Prex2,0.007649863604456186,0.0,22.87252426147461,0.9790401034272751,0.4680766761302948,22.87252426147461,0.36207873035810484,1.9912409782409668,22.87252426147461,0.10070816089576241,1.9912409782409668
A830018L16Rik,0.0,0.0,0.0,0.9790401034272751,0.4156397581100464,0.0,1.0,0.0,0.0,1.0,0.0
Slco5a1,0.0,0.0,0.0,0.9790401034272751,0.4156397581100464,0.0,1.0,0.0,0.0,1.0,0.0
Ncoa2,0.38548532128334045,0.468432754278183,-0.3452446758747101,0.9970319374801311,-0.24599087238311768,-0.3452446758747101,0.9333749605105525,-0.7566280364990234,-0.3452446758747101,0.0161713468251431,-2.7595014572143555
Tram1,0.8268467783927917,0.8495079278945923,-0.05761121213436127,0.9790401034272751,0.4688478112220764,-0.05761121213436127,1.0,-0.20099957287311554,-0.05761121213436127,0.7100513150731421,-0.6622957587242126
Lactb2,0.15336811542510986,0.15435855090618134,-0.010019409470260143,0.9970319374801311,-0.10024706274271011,-0.010019409470260143,1.0,-0.015139991417527199,-0.010019409470260143,1.0,-0.05181494355201721
Xkr9,0.0,0.0,0.0,0.9790401034272751,0.4156397581100464,0.0,1.0,0.0,0.0,1.0,0.0
Eya1,0.0,0.0,0.0,0.9790401034272751,0.4156397581100464,0.0,1.0,0.0,0.0,1.0,0.0
Msc,0.005283168982714415,0.0,22.33678436279297,0.9790401034272751,0.4680766761302948,22.33678436279297,0.4190315788082017,1.887954831123352,22.33678436279297,0.12363452981320232,1.887954831123352
Trpa1,0.0,0.0,0.0,0.9790401034272751,0.4156397581100464,0.0,1.0,0.0,0.0,1.0,0.0
Terf1,0.2595286965370178,0.3611551523208618,-0.5538183450698853,0.9790401034272751,-0.6477502584457397,-0.5538183450698853,0.8055703864234651,-1.1789453029632568,-0.5538183450698853,0.0001926356246374747,-4.105725288391113
Sbspon,0.0,0.0,0.0,0.9790401034272751,0.4156397581100464,0.0,1.0,0.0,0.0,1.0,0.0
4930444P10Rik,0.0,0.0,0.0,0.9790401034272751,0.4156397581100464,0.0,1.0,0.0,0.0,1.0,0.0
Rpl7,3.0851943492889404,3.100377082824707,-0.022945228964090347,0.9790401034272751,0.9315266013145447,-0.022945228964090347,1.0,-0.2492460310459137,-0.022945228964090347,0.5250036849886505,-0.9169964790344238
Rdh10,0.031111864373087883,0.0,24.913461685180664,0.9790401034272751,0.6516059041023254,24.913461685180664,0.0014495260042032918,4.19817590713501,24.913461685180664,0.00014377338652454426,4.19817590713501
Stau2,0.0,0.0,0.0,0.9790401034272751,0.4156397581100464,0.0,1.0,0.0,0.0,1.0,0.0
Ube2w,0.12702986598014832,0.033127620816230774,2.0077013969421387,0.9790401034272751,0.7225500345230103,2.0077013969421387,0.03268457087055998,3.4645817279815674,2.0077013969421387,4.6336023691871915e-09,6.357779026031494
Eloc,0.6602199673652649,0.8646588921546936,-0.555213212966919,0.9790401034272751,-0.7927229404449463,-0.555213212966919,0.5140284408459783,-1.8370305299758911,-0.555213212966919,8.183771921225689e-09,-6.219780445098877
Tmem70,0.12760840356349945,0.3208654820919037,-1.474855661392212,0.9790401034272751,-1.9463353157043457,-1.474855661392212,0.3413486671027162,-2.184809684753418,-1.474855661392212,2.9182821141604445e-17,-9.053059577941895
Ly96,0.0441267155110836,0.05566298961639404,-0.3434569239616394,0.9917601906162073,0.36551621556282043,-0.3434569239616394,1.0,-0.20483598113059998,-0.3434569239616394,0.5657175756673901,-0.8580131530761719
Pi15,0.0,0.0,0.0,0.9790401034272751,0.4156397581100464,0.0,1.0,0.0,0.0,1.0,0.0
Il17a,0.001431016018614173,0.0,20.449642181396484,0.9790401034272751,0.4287489950656891,20.449642181396484,0.8055703864234651,1.0,20.449642181396484,0.47105286714630373,1.0
Il17f,0.0005904342979192734,0.0,19.171846389770508,0.9790401034272751,0.4287489950656891,19.171846389770508,0.8055703864234651,1.0,19.171846389770508,0.47105286714630373,1.0
Mcm3,0.19366319477558136,0.4290330708026886,-1.3261164426803589,0.9790401034272751,-1.7458412647247314,-1.3261164426803589,0.4024457724651652,-2.044435501098633,-1.3261164426803589,4.571737315935924e-15,-8.398512840270996
Paqr8,0.0038201436400413513,0.0,21.867952346801758,0.9790401034272751,0.4418582320213318,21.867952346801758,0.6784828963154919,1.415223240852356,21.867952346801758,0.2843594625585711,1.415223240852356
Efhc1,0.0,0.0,0.0,0.9790401034272751,0.4156397581100464,0.0,1.0,0.0,0.0,1.0,0.0
Tram2,0.040057387202978134,0.013605513609945774,1.5770431756973267,0.9853730702404808,0.38865017890930176,1.5770431756973267,0.5577910498505083,1.6781115531921387,1.5770431756973267,0.005115243374950331,3.1668996810913086
Tmem14a,0.014119322411715984,0.0,23.761363983154297,0.9790401034272751,0.5205135941505432,23.761363983154297,0.08016197824014096,2.822063684463501,23.761363983154297,0.013857254669764198,2.822063684463501
Gsta3,0.0,0.0,0.0,0.9790401034272751,0.4156397581100464,0.0,1.0,0.0,0.0,1.0,0.0
Khdc1a,0.0,0.0,0.0,0.9790401034272751,0.4156397581100464,0.0,1.0,0.0,0.0,1.0,0.0
Khdc1c,0.0,0.0,0.0,0.9790401034272751,0.4156397581100464,0.0,1.0,0.0,0.0,1.0,0.0
Khdc1b,0.0,0.0,0.0,0.9790401034272751,0.4156397581100464,0.0,1.0,0.0,0.0,1.0,0.0
Kcnq5,0.0,0.0,0.0,0.9790401034272751,0.4156397581100464,0.0,1.0,0.0,0.0,1.0,0.0
Ogfrl1,0.028410034254193306,0.0,24.780439376831055,0.9790401034272751,0.6647151708602905,24.780439376831055,0.0015824345012468747,4.168837070465088,24.780439376831055,0.0001613328016455599,4.168837070465088
B3gat2,0.011284282431006432,0.0,23.435958862304688,0.9790401034272751,0.5074043869972229,23.435958862304688,0.15992037570852632,2.4754717350006104,23.435958862304688,0.03391546180447555,2.4754717350006104
Smap1,0.9140048623085022,0.9920721054077148,-0.18336890637874603,0.9790401034272751,0.4981507956981659,-0.18336890637874603,1.0,-0.5790178179740906,-0.18336890637874603,0.07580158777959889,-2.121899127960205
Sdhaf4,0.3178870677947998,0.33470186591148376,-0.0871499702334404,0.9945961136681727,0.34084001183509827,-0.0871499702334404,1.0,-0.166105255484581,-0.0871499702334404,0.7587081339442371,-0.5997403264045715
Fam135a,0.0,0.0,0.0,0.9790401034272751,0.4156397581100464,0.0,1.0,0.0,0.0,1.0,0.0
Lmbrd1,0.14716355502605438,0.14308802783489227,0.043528344482183456,0.9970319374801311,-0.16656436026096344,0.043528344482183456,1.0,0.069270059466362,0.043528344482183456,1.0,0.22349795699119568
Phf3,0.7038431167602539,0.8130837082862854,-0.29681697487831116,0.9970319374801311,-0.1295500546693802,-0.29681697487831116,0.8055703864234651,-1.10468327999115,-0.29681697487831116,0.00287575681386642,-3.346228837966919
Ptp4a1,0.001849918975494802,0.0,20.82036590576172,0.9790401034272751,0.4287489950656891,20.82036590576172,0.8055703864234651,1.0,20.82036590576172,0.47105286714630373,1.0
Ptp4a1-1,0.024889295920729637,0.0,24.587013244628906,0.9790401034272751,0.6384966969490051,24.587013244628906,0.002831607910347772,4.001868724822998,24.587013244628906,0.0003048915433085287,4.001868724822998
Prim2,0.04526519775390625,0.05087587609887123,-0.17265917360782623,0.9970319374801311,0.036243170499801636,-0.17265917360782623,1.0,-0.1482282131910324,-0.17265917360782623,0.8274623666986156,-0.5142199397087097
Rab23,0.0439530573785305,0.017227597534656525,1.370618462562561,0.9883213611594469,0.3732275366783142,1.370618462562561,0.6988002896706579,1.3847746849060059,1.370618462562561,0.011652288802694692,2.88265061378479
Bag2,0.015436009503901005,0.013605513609945774,0.18343189358711243,0.9970319374801311,0.15268398821353912,0.18343189358711243,1.0,0.1259935349225998,0.18343189358711243,0.9871329031946541,0.32171234488487244
Zfp451,0.14055536687374115,0.17826320230960846,-0.3707934021949768,0.9970319374801311,-0.2297971248626709,-0.3707934021949768,1.0,-0.5545217990875244,-0.3707934021949768,0.10693883976181309,-1.9580206871032715
Bend6,0.001250716159120202,0.0,20.255226135253906,0.9790401034272751,0.4287489950656891,20.255226135253906,0.8055703864234651,1.0,20.255226135253906,0.47105286714630373,1.0
Dst,0.0017366501269862056,0.0,20.729129791259766,0.9790401034272751,0.4287489950656891,20.729129791259766,0.8055703864234651,1.0,20.729129791259766,0.47105286714630373,1.0
Ccdc115,0.20951518416404724,0.19708490371704102,0.09750786423683167,0.9970319374801311,0.30999478697776794,0.09750786423683167,1.0,0.16349466145038605,0.09750786423683167,0.7914781836434198,0.5583739280700684
Imp4,0.28447437286376953,0.19644901156425476,0.6001827120780945,0.9790401034272751,0.8158568739891052,0.6001827120780945,0.8055703864234651,1.048981785774231,0.6001827120780945,0.0015932522143640086,3.5234475135803223
Ptpn18,2.2170095443725586,2.0481460094451904,0.2764342129230499,0.9790401034272751,1.411170244216919,0.2764342129230499,0.8055703864234651,1.067190170288086,0.2764342129230499,2.2290975443779957e-05,4.634274482727051
Prss39,0.0,0.0,0.0,0.9790401034272751,0.4156397581100464,0.0,1.0,0.0,0.0,1.0,0.0
Arhgef4,0.0383153110742569,0.0,25.219144821166992,0.9790401034272751,0.7302613258361816,25.219144821166992,0.00016857669838350297,4.766362190246582,25.219144821166992,1.3888233291696987e-05,4.766362190246582
Fam168b,0.24022312462329865,0.21950750052928925,0.14561977982521057,0.9970319374801311,0.12338100373744965,0.14561977982521057,1.0,0.24366310238838196,0.14561977982521057,0.5631001906387849,0.8615121841430664
Plekhb2,0.22814680635929108,0.35393762588500977,-0.7286664843559265,0.9790401034272751,-1.074957013130188,-0.7286664843559265,0.8055703864234651,-1.1383836269378662,-0.7286664843559265,3.058006412480546e-05,-4.5584797859191895
Hs6st1,0.031761351972818375,0.0,24.943740844726562,0.9790401034272751,0.6384966969490051,24.943740844726562,0.0018870306213487449,4.118661403656006,24.943740844726562,0.00019552641807351018,4.118661403656006
Uggt1,0.23792219161987305,0.13321547210216522,0.9145926833152771,0.9790401034272751,0.8058322072029114,0.9145926833152771,0.687841776275313,1.4234161376953125,0.9145926833152771,3.11776063927476e-05,4.5562520027160645
Neurl3,0.3392889201641083,0.2500092089176178,0.5080927610397339,0.9790401034272751,0.7017294764518738,0.5080927610397339,0.914780536886998,0.7961615920066833,0.5080927610397339,0.012419113525839291,2.8553547859191895
Arid5a,0.3973113000392914,0.23002785444259644,0.9154279828071594,0.9790401034272751,1.079583764076233,0.9154279828071594,0.5357392545271787,1.7539238929748535,0.9154279828071594,1.5072561357641698e-07,5.690425872802734
Kansl3,0.18371902406215668,0.27167263627052307,-0.6302188038825989,0.9790401034272751,-1.0564498901367188,-0.6302188038825989,0.8055703864234651,-1.033337950706482,-0.6302188038825989,0.0005338841184576793,-3.836135149002075
Lman2l,0.051743730902671814,0.0367497019469738,0.504547119140625,0.9970319374801311,0.06631729006767273,0.504547119140625,1.0,0.556782603263855,0.504547119140625,0.2771663633431891,1.4363453388214111
Cnnm4,0.03117404319345951,0.013605513609945774,1.208873987197876,0.9970319374801311,0.2899453639984131,1.208873987197876,0.8055703864234651,1.139591097831726,1.208873987197876,0.0527555697608133,2.2878735065460205
Cnnm3,0.0631808266043663,0.0,25.958799362182617,0.9790401034272751,0.9531182646751404,25.958799362182617,9.353385823041117e-08,6.399862766265869,25.958799362182617,4.073248664872745e-09,6.399862766265869
Ankrd23,0.0036084435414522886,0.0,21.78554916381836,0.9790401034272751,0.4418582320213318,21.78554916381836,0.6784828963154919,1.4125819206237793,21.78554916381836,0.2843594625585711,1.4125819206237793
