X_draw_graph_fa1,X_draw_graph_fa2,X_pca1,X_pca2,X_pca3,X_pca4,X_pca5,X_pca6,X_pca7,X_pca8,X_pca9,X_pca10,X_pca11,X_pca12,X_pca13,X_pca14,X_pca15,X_pca16,X_pca17,X_pca18,X_pca19,X_pca20,X_pca21,X_pca22,X_pca23,X_pca24,X_pca25,X_pca26,X_pca27,X_pca28,X_pca29,X_pca30,X_pca31,X_pca32,X_pca33,X_pca34,X_pca35,X_pca36,X_pca37,X_pca38,X_pca39,X_pca40,X_pca41,X_pca42,X_pca43,X_pca44,X_pca45,X_pca46,X_pca47,X_pca48,X_pca49,X_pca50,X_diffmap1,X_diffmap2,X_diffmap3,X_diffmap4,X_diffmap5,X_diffmap6,X_diffmap7,X_diffmap8,X_diffmap9,X_diffmap10,X_diffmap11,X_diffmap12,X_diffmap13,X_diffmap14,X_diffmap15
1186.034105054602,-2588.844909703989,-8.795704,0.49322957,-2.9018786,-1.1053766,-5.2287407,3.8388503,2.4127827,3.353381,-1.2822427,-0.80554837,0.87546945,-1.3784631,-1.7922542,0.9453355,0.16115698,0.14375874,-0.70757544,0.9847241,-0.19013953,-2.163534,-1.3468105,2.6314216,-0.17039675,1.6698319,-0.2084961,0.5571096,0.6645743,-1.1178018,-0.12966992,-1.1596671,-1.5251999,2.7509341,0.7145593,1.1802351,-0.6818058,-2.1632502,3.23673,-1.156155,-0.37735,1.063884,-0.88262266,2.9792736,0.5335435,-0.45992097,-1.5493816,0.90225464,-0.55752033,1.300369,-1.3883797,1.790073,0.023994844,0.021161629,-0.0029796513,-0.0045913844,0.0028474743,0.00797632,-0.02297538,-0.0021825475,0.00017991941,-0.004416653,-0.0052654757,0.0045743845,0.0043317163,0.012453144,0.023033863
1082.157005045361,204.4406429125536,-1.1374183,-0.09315043,8.830182,21.44649,4.386513,4.0979843,2.3843,-4.8037806,-1.7653975,-4.3650317,-2.368309,1.7101579,-5.9385614,7.715881,-5.41884,-1.172565,21.473648,-5.0274305,1.6352535,-10.07521,7.0358615,-4.2263856,14.198263,26.719099,11.427641,-20.813156,2.1983526,-26.505344,9.4109335,15.261388,19.32155,9.042011,-8.930778,26.266535,28.169653,-3.3686054,8.185559,-3.0201838,-10.556476,5.6365438,-2.3313596,2.7860107,-12.745958,13.502685,3.6966105,-4.654007,1.1778373,3.4533563,-9.614872,-12.008601,0.024504619,0.017648939,-0.0013402463,0.00970495,0.003088087,-0.020986332,0.049919292,0.01708154,0.015302023,0.064845175,-0.052314386,-0.009070608,-0.0019673037,0.003090973,-0.017478893
-5003.426017577841,1405.9769999778327,18.509094,11.111751,1.9143264,-4.5636597,-3.9222462,37.969738,-16.132751,-2.3968873,1.859747,-7.9461465,5.1947746,2.0768847,7.90009,-5.1217766,0.15485878,1.9257896,8.208195,7.4335914,-7.4899726,-9.295061,1.5601746,-5.7995667,2.9280443,-6.2420335,3.756066,-11.656398,10.180171,2.4205742,-5.348779,-9.235614,-0.62685055,8.520909,8.798133,-2.4944837,5.413443,1.0371114,-11.501276,0.96275496,-0.8206994,7.8102193,-2.6607902,2.1420193,12.908973,-7.9062643,10.068406,-3.2905505,-2.4857583,-6.255279,5.2592764,3.0725644,0.02473751,-0.027498936,-0.042520754,0.04343227,0.06723163,-0.19535594,-0.05496857,-0.16115159,0.08458973,-0.0097960355,-8.0095895e-05,0.009470622,-0.014930743,-0.00044314153,-4.5542263e-05
1566.3893057429023,-2124.2614564842543,-10.294117,-0.18582454,-0.38576835,0.52976495,-1.5285103,0.24998811,0.52161276,-0.74525636,-0.27762142,0.119214766,-0.007867341,2.0261433,-0.41224796,-2.1333756,-1.4145882,-2.0614834,-1.0135838,1.0750183,0.41149357,0.32904202,-2.203786,-1.5256727,0.8387036,-0.62195086,-1.0198776,0.0029526877,1.7391852,-0.77937543,0.9761144,0.25620317,-2.964351,-0.16408736,0.5224569,-1.4358696,3.4650254,-0.2952174,2.004786,1.386876,0.10249093,0.9760192,0.4533243,-0.24007826,-0.38174844,0.45687503,0.6887481,0.76880145,-0.06634972,-0.17760268,-2.6763155,0.16998449,0.02395186,0.022392865,0.00055534637,0.0008133166,-0.0009567201,0.0034973507,-0.004613073,-0.0053111534,-0.00529244,-0.015676683,0.00020230585,-0.0010871632,0.005301776,0.010435287,0.031529684
-4226.013827246667,2296.041849096261,11.320871,2.829018,-6.6145053,0.13065805,-1.1750506,-2.6533127,3.1563132,-0.30460027,-2.8760922,-0.9246899,0.8899978,-0.5127902,2.361222,-2.5329359,0.63692194,0.50160784,-0.45318204,-0.32414865,-2.4816473,0.8816026,0.5146711,-0.19384003,1.0348167,-2.2640047,-0.7918993,2.6378841,-1.9283237,0.80171907,0.8026506,0.19141647,0.6675189,-0.24547224,1.6079016,-1.8093423,3.0369911,-1.1937653,-0.4934994,0.9253074,1.5775944,0.3056283,-2.060501,1.709731,0.45019248,1.0363944,1.729068,-1.9643438,-0.42290586,0.9870585,-1.9973681,0.12759392,0.023916723,-0.027667131,-0.028799029,0.005663123,0.006296623,0.0047930046,0.00076997944,0.012766885,-0.002838368,0.009635831,0.024020398,-0.046761412,0.039792657,0.008269412,0.000783117
129.05809678949123,-1115.4925204324923,-22.15704,0.696093,1.5245488,4.325884,-3.677123,2.7324789,-1.9378973,-3.4228766,1.112283,-0.37067184,1.7322608,1.8756777,0.2983338,0.9710973,1.7522281,-1.1403353,-0.59146035,0.5873524,0.77241415,-1.0126644,-0.78181887,-0.33300442,0.58942664,-0.9302161,-1.8373996,1.5948849,-0.9883401,-0.010397074,0.7416405,0.69395435,1.0875425,0.058170814,-0.38130915,1.1380937,-1.5839007,-0.41826823,0.9569899,-0.6504565,1.4936218,-1.9392644,-0.072854124,-1.0126382,0.408081,-0.31868824,1.4121405,0.27391723,-1.7621884,-0.10724707,-0.9274033,-1.0614926,0.025922552,0.013727217,0.0026524498,-0.026260072,0.017751994,0.025849342,-0.0050363094,-0.05822657,-0.051131617,-0.04602593,-0.09535886,-0.028374068,0.058904845,0.08228734,0.0060264017
480.64076932660754,1993.379239427072,0.22743545,-5.9392943,6.432198,1.7457579,-3.1465747,1.0266478,1.3677906,4.1183114,0.13890441,0.27736056,0.36918485,1.3252664,1.0414387,-1.289787,0.88312507,0.5581047,-0.6967806,0.8165734,0.83635294,-0.2708241,-0.9749156,0.00384006,0.67402005,-1.0953435,-0.07444439,0.103206545,-0.6796428,0.52372354,1.0473179,0.7381133,-0.7118107,0.033648413,0.5440769,1.1439383,-1.9635174,0.21210009,3.0134974,1.0252156,0.744197,-0.341852,-0.8028311,-1.0452807,-0.029131351,-0.6329332,-0.60350776,0.18194166,-1.3180156,0.7418058,-0.65534216,-0.33404186,0.02444681,-0.006855026,0.038132794,-0.0077146026,0.028081777,0.0003309397,0.013072046,-0.02830977,-0.049611356,0.037394375,0.027622027,0.036713015,0.02846077,-0.035902616,-0.005331841
2040.5149206263457,-1305.2696122169957,-6.550137,-1.5996867,-0.18302785,-0.7364044,-2.2125502,-3.2274365,-0.6946324,0.49013874,0.25812393,3.2568321,-0.23386154,-1.2714716,3.5589168,-2.4880471,-1.1106931,2.6269243,-1.0909438,0.97251856,0.96439743,0.6293881,1.1466553,2.7342887,0.07503567,-0.0042654723,1.1663494,0.4703698,-0.8261132,3.5599947,-0.95611966,-2.177141,-3.2517831,0.6902124,-4.1297464,-0.32443404,0.6905107,-2.5242326,-0.2811511,-0.5035506,0.81643707,3.0661764,-0.93099976,2.614274,-2.61498,-0.9883736,0.16525349,1.2699808,-1.9026667,0.35352847,-0.16554323,-0.17549288,0.022394454,0.021917302,0.00061826245,0.00599381,-0.0022503703,-0.0055990443,0.0153921135,0.004748943,0.002455775,-0.011531594,0.0148411915,0.003955969,-0.0032148703,0.0008488718,0.025886951
-4377.120089714396,3017.608992352131,12.229418,4.2014694,-6.736021,0.48582315,-1.8474103,-2.964365,-1.1447502,-3.3415754,-1.8955703,0.18620503,0.7196382,-0.4296686,-2.4220054,0.8805775,-0.08576748,0.62521493,-1.4087459,1.9063542,0.12945113,0.05116266,-0.22472405,0.38849106,1.2523973,-1.6854889,0.77763015,-1.4986116,1.0031859,-0.17560332,-1.0055857,1.1619723,-1.6076105,0.8151725,-0.41657087,-1.0620983,0.43787402,1.4058504,2.2536778,1.0472264,-2.496046,1.924219,1.1775221,-0.5090273,-0.08744732,-2.164241,0.30870104,0.5722652,1.5567595,-0.33061317,-0.19391982,-0.7048308,0.024869675,-0.03259699,-0.028719982,0.031488463,0.004464657,0.010690069,-0.00025986752,0.015928507,-0.011450821,-0.0029346852,0.003376724,-0.015476936,0.022676636,0.004826132,0.0002133654
1228.9093721885447,-1918.1703375994603,-6.359113,-1.8873043,0.68893254,0.0115041165,-0.86011994,-0.34080237,3.0352607,-2.3565812,0.028859638,1.9295322,-2.2999873,-0.2336415,1.5562907,-0.9082545,-2.6384218,-0.42902753,0.84270793,3.7229824,0.7913862,0.06763151,0.32425946,-3.4623766,1.2209842,-1.634353,-0.8207658,-3.802324,0.060854655,3.2407224,-0.9170904,1.0793982,1.180088,0.86082244,3.5898552,-1.9110231,-0.24725345,0.83429646,2.476128,0.056485835,-1.220662,1.2031136,-1.0849448,-0.85532445,2.6172686,-4.4772983,1.9553721,0.70210713,0.4690347,-1.9509181,-2.2566333,0.2625601,0.024156692,0.02374502,7.334662e-05,0.005796248,-0.0020269894,-0.002081238,-0.001717953,0.0061992863,0.004515275,0.009437264,-8.5535445e-05,0.00340342,-0.004042548,-0.0005319994,0.07820134
-3797.8017003537284,3031.6508089101662,9.64924,2.3055573,-6.0836034,1.9166452,-2.2828007,-5.910028,-2.2418015,-2.641717,0.14388031,-2.0221794,-0.12392428,1.0240594,2.517719,-3.4310608,-0.34104413,-0.1810202,0.7469989,-0.46997014,-1.5773164,1.5018901,1.581094,0.39127177,1.5607051,1.3838813,-0.90750664,0.93802565,0.471363,1.6747497,0.35316867,0.51458424,0.5558627,0.4677331,0.72758347,0.32886508,1.5156509,-0.38534328,-0.09604924,-0.45142984,-0.98338753,1.0178977,-0.6481204,1.2680267,1.5703305,1.4052907,1.6602339,-1.0047086,-2.6158197,1.8639045,1.3621675,-0.073941976,0.023331549,-0.028569935,-0.016185742,0.021962203,0.00025460837,0.031175328,0.007082187,-0.00739861,0.019782329,0.0048941746,0.013161846,-0.026315678,0.026243474,-0.0030014813,0.0019160361
-1572.5924112465293,3586.9829600334942,7.692112,-4.8341346,3.5894427,-5.806304,6.6019144,1.9282979,0.7625729,1.0698305,-1.8590657,1.5564939,0.11203186,0.49304563,-3.4089577,0.76993865,-0.3699644,-2.4851038,0.67056143,0.040691067,-0.4252246,-1.0098116,-0.17386402,-0.4373562,-1.1034113,-0.033802442,-0.14098684,-0.09589304,1.5943922,0.5834925,-0.87309396,0.18168251,0.82726675,1.3161875,0.7457278,-0.40651634,-0.79768807,-1.0140666,-2.9273489,0.07934114,0.56602156,1.2743725,-0.17709494,-0.0021133083,-0.45800146,0.3907639,-0.44348052,1.9656187,0.55128616,-0.55419856,-1.1645514,1.5811793,0.024454167,-0.028085852,0.028381882,-0.018671092,-0.052884772,-0.019528633,-0.0050110407,-0.0013947198,0.0027507588,0.006138953,0.00024067836,0.049743503,0.03937757,0.008230433,-0.0026676543
1383.1452282217208,-1950.6117656416388,-4.0713186,-1.2347583,0.5166529,-1.3572801,-1.2391186,0.28486243,2.3268425,-2.0830758,0.7386366,3.641281,-1.9182551,0.5966705,2.109921,-0.13446268,-5.3174405,-2.5728643,0.642031,-1.2646224,3.3420506,-1.2512001,-2.2160113,-0.6386822,0.6018888,3.2929218,3.675273,-1.5085021,0.34968305,-0.052565567,-0.23015212,1.0579165,0.14855556,-0.98750496,-1.4060199,1.7008126,2.0061052,-3.6462827,-1.1425227,-1.3846127,-0.09222505,2.351031,0.25164694,-3.704164,-2.1782253,-1.1941465,-0.19054799,-0.8314977,-0.55349815,1.0209855,-1.221091,-1.4769586,0.023679461,0.023457736,0.00019297644,0.0062366975,-0.002236041,-0.002291951,-0.0006990235,0.0056873946,0.0036693753,0.0035408493,0.0056170556,0.0035287335,-0.0035647287,-5.8172616e-05,0.07105454
1913.3594211813606,-1535.873628933102,-6.3537936,-1.5909069,1.7281982,-1.0587827,-1.110541,-0.6485778,-0.99961156,-0.86541355,0.6553865,1.4459772,-1.4025763,1.01542,1.1941205,-0.9652578,0.7245135,-1.3203597,-0.4032607,-1.5610278,1.7346797,0.9415442,-0.63281786,-1.004036,-1.7972852,0.26251227,-4.3697524,-1.7699107,-2.5614665,1.1175193,-0.67255586,-0.12020529,2.395938,-2.0976727,-1.6869248,-2.7628417,1.3511539,-1.2788961,0.7650442,3.3565667,-0.33789694,1.0791767,-0.26170227,-1.9826467,-2.3232765,0.0035548743,2.4897635,-1.4834509,2.7447994,-3.1618187,1.0129157,-0.3269923,0.02282652,0.021346454,0.0012520138,0.0048710355,-0.002033504,-0.0033433912,0.009896988,0.0019007102,-6.838177e-05,-0.011373012,0.014160784,0.003108001,-0.0018818385,-0.0011120896,0.018959763
