comparison,pathway,NES,padj,leadingEdge_signal,mlog10padj
0,TEM_vs_TCM-TRM,1.8079194844083197,4.7543581616481777e-4,25,3.3229081045244717
0,TCM_vs_TEM-TRM,-2.1892288718985187,4.7543581616481777e-4,43,3.3229081045244717
0,TRM_vs_TCM-TEM,-1.4783578780854116,0.0010121457489878543,24,2.9947569445876283
1,TRM_vs_TCM-TEM,1.6460225518796887,3.001200480192077e-4,15,3.52270499273475
1,TCM_vs_TEM-TRM,-2.7092508057486087,9.25925925925926e-4,46,3.03342375548695
1,TEM_vs_TCM-TRM,1.4852819348257382,0.03339317773788151,25,1.4763422509558126
10,TRM_vs_TCM-TEM,-1.7334203850497694,3.4916201117318437e-4,24,3.456973013635818
10,TEM_vs_TCM-TRM,1.6882005180041917,0.0020204741379310346,32,2.6945467041551243
10,TCM_vs_TEM-TRM,-1.193287815252441,0.18141240235931771,14,0.741333025478282
2,TEM_vs_TCM-TRM,2.821498984304184,3.813882532418001e-4,55,3.4186326873540653
2,TCM_vs_TEM-TRM,-2.7536602133541854,3.813882532418001e-4,58,3.4186326873540653
2,TRM_vs_TCM-TEM,-1.5884450375045858,4.3572984749455336e-4,29,3.36078268987328
3,TRM_vs_TCM-TEM,-1.6620785533639109,2.244668911335578e-4,26,3.6488477083728936
3,TEM_vs_TCM-TRM,-2.3802013737453396,2.244668911335578e-4,48,3.6488477083728936
3,TCM_vs_TEM-TRM,2.5570278053476145,2.244668911335578e-4,62,3.6488477083728936
4,TRM_vs_TCM-TEM,1.660973815358695,3.243593902043464e-4,18,3.488973524726508
4,TCM_vs_TEM-TRM,-1.5620317881123245,0.005628517823639775,34,2.24960595430691
4,TEM_vs_TCM-TRM,-0.7035187572659649,0.9841127098321343,19,0.006955159236361013
5,TRM_vs_TCM-TEM,1.6563820316411457,3.4586119437399123e-4,20,3.4610981630930806
5,TCM_vs_TEM-TRM,-2.059865986534695,4.1379310344827585e-4,37,3.3832167518513314
5,TEM_vs_TCM-TRM,1.1229352057273292,0.26002831524303915,15,0.5849793578590096
6,TRM_vs_TCM-TEM,-1.5469490509150188,3.0269397638986987e-4,20,3.5189962214176256
6,TCM_vs_TEM-TRM,2.3976120704711428,7.5e-4,39,3.1249387366083
6,TEM_vs_TCM-TRM,-1.6857945665486211,0.001141697323354053,30,2.9424490171235593
7,TCM_vs_TEM-TRM,2.2583508938961745,4.0661425860666844e-4,32,3.3908173961711223
7,TEM_vs_TCM-TRM,-2.481002075860818,4.0661425860666844e-4,43,3.3908173961711223
7,TRM_vs_TCM-TEM,-1.3390187704692438,0.0011918951132300357,17,2.9237619608287004
8,TCM_vs_TEM-TRM,-2.7241836734921274,0.0011636927851047323,49,2.9341616582977217
8,TRM_vs_TCM-TEM,1.0993801272054473,0.2873492112588927,15,0.5415899906179142
8,TEM_vs_TCM-TRM,0.9541345529542821,0.5473528223090395,19,0.2617326382262732
9,TCM_vs_TEM-TRM,2.6809721158149613,3.0624744793793387e-4,60,3.513927521733014
9,TEM_vs_TCM-TRM,-2.3823937398087454,3.0624744793793387e-4,51,3.513927521733014
9,TRM_vs_TCM-TEM,-1.2684220416893084,0.003411513859275053,20,2.4670528600591584
