comparison,pathway,NES,padj,pval,leadingEdge_signal,mlog10padj,mlog10pval
0_A5P,2020_NAT_IMMUNOL_Hayward---Parenchyma_TRM,1.7191582372144756,0.0036930652441526466,1.0258514567090685e-4,33,2.4326130197453995,3.9889155205126867
0_A5P,2017_NAT_Akondy---YFV_D14,-2.017355537541598,0.045,0.0025,26,1.3467874862246563,2.6020599913279625
0_A5P,2018_SCI_IMMUNOL_Patil---CD4_CTL_EFF,1.4391438011927977,0.10118043844856661,0.008431703204047217,27,0.994903442980619,2.074084689028244
0_A5P,2020_NAT_IMMUNOL_Hayward---Lung_Vasculature_TRM,1.551004641601895,0.10230983190228565,0.011367759100253961,35,0.9900826288906399,1.944325138329965
0_A5P,2019_EJI_Remmerswaal---EE,1.4978591527317662,0.18383360318844189,0.02994088923156001,24,0.7355751004285018,1.5237353054417047
0_A5P,2017_CELL_REP_Kumar---CD8Spleen_CD69pos_vs_neg_dn,-1.3983451077101838,0.18383360318844189,0.03450479233226837,21,0.7355751004285018,1.4621205820594987
0_A5P,2014_IMMUNITY_Gaiha---HIV-EC_vs_HIV-CP_up,-1.6118832797568328,0.18383360318844189,0.03574542284219703,42,0.7355751004285018,1.4467795611815322
0_A5P,2017_IMMUNITY_WOLSKI---chronic_early_vs_late_dn,-1.5690660838696533,0.1960093896713615,0.043557642149191445,60,0.7077231236191168,1.3609356373944606
0_A5P,2017_NAT_Akondy---YFV_MEM,1.344278325355562,0.21296192294732114,0.053240480736830284,26,0.6716980403740951,1.2737580317020576
0_A5P,2017_CELL_REP_Kumar---CD8Lung_CD69pos_vs_neg_up,1.3274132451870626,0.26062019118675683,0.0723944975518769,24,0.5839919409591869,1.1402944417264742
0_A5P,2017_IMMUNITY_WOLSKI---late_Resolver_vs_Chronic_up,-1.4303025360471384,0.2791420981014709,0.08529341886433832,53,0.5541746615606409,1.0690844771697032
0_A5P,2020_NAT_IMMUNOL_Hayward---Lung_Intersitium_TRM,1.3234379064362642,0.36702343855846087,0.12234114618615363,29,0.435306200294049,0.9124274550137114
0_A5P,2017_CELL_REP_Kumar---CD8Spleen_CD69pos_vs_neg_up,1.2894207930032464,0.38589874974379995,0.14066257013091105,15,0.4135266284777047,0.8518214515929166
0_A5P,2020_NAT_IMMUNOL_Hayward---Spleen_TCM,1.255435885503438,0.38589874974379995,0.16308681672025724,27,0.4135266284777047,0.7875811441531613
0_A5P,2019_JCI_Tian---DENV-TEMRA_vs_DENV-TEM_up,1.2747260394903634,0.38589874974379995,0.17068185136516278,30,0.4135266284777047,0.7678126550480576
0_A5P,2015_PLOA_PATHOGENS_Gupta---CD39pos_vs_CD39neg_dn,1.222713307659159,0.38589874974379995,0.1747833516416453,26,0.4135266284777047,0.757499936887559
0_A5P,2017_IMMUNITY_WOLSKI---resolver_early_vs_late_up,-1.2349617559353208,0.38589874974379995,0.18222996515679443,36,0.4135266284777047,0.7393802078667181
0_A5P,2015_PLOA_PATHOGENS_Gupta---CD39pos_vs_CD39neg_up,1.2028770493349952,0.3962826164661027,0.19814130823305134,18,0.40199497822960506,0.7030249738935863
0_A5P,2019_JCI_Tian---DENV_TEMRA,1.147347587141538,0.4111828149074425,0.21701315231226134,25,0.3859650446616865,0.6635139444761448
0_A5P,2019_EJI_Remmerswaal---TE,1.1680207923406665,0.42523684740979645,0.24049513704686118,25,0.37136911025080765,0.6188937008912566
0_A5P,2017_IMMUNITY_WOLSKI---chronic_early_vs_late_up,-1.2122191026223765,0.42523684740979645,0.2507115749525617,39,0.37136911025080765,0.6008256148970639
0_A5P,2019_JCI_Tian---DENV_TEM,1.1352219614936105,0.42523684740979645,0.2598669623059867,27,0.37136911025080765,0.5852489301958888
0_A5P,2019_EJI_Remmerswaal---DP,1.122674540042973,0.45827923620127303,0.29278951201748,28,0.33886981940259064,0.533444484152285
0_A5P,2018_SCI_IMMUNOL_Patil---CD4_TCM,1.0551605301924976,0.5622222222222222,0.3748148148148148,19,0.2500919925995258,0.426183251655207
0_A5P,2017_IMMUNITY_WOLSKI---late_Resolver_vs_Chronic_dn,-1.0231366354329254,0.5973914166415565,0.4169215086646279,26,0.223741021658218,0.37994569937260675
0_A5P,2017_IMMUNITY_WOLSKI---resolver_early_vs_late_dn,1.0273874596054438,0.5973914166415565,0.43144935646334637,14,0.223741021658218,0.36507017445468726
0_A5P,2017_IMMUNITY_WOLSKI---early_Resolver_vs_Chronic_dn,1.0119574720352653,0.5989218328840971,0.46390374331550804,29,0.22262985501019703,0.33357212307358763
0_A5P,2019_EJI_Remmerswaal---MP,-0.9858761870621503,0.5989218328840971,0.4658280922431866,29,0.22262985501019703,0.3317743244352651
0_A5P,2020_NAT_IMMUNOL_Hayward---Airway_TRM,0.9582173008443208,0.6624491050880936,0.5336395568765199,27,0.17884748226430155,0.2727519851326327
