comparison,pathway,NES,padj,pval,leadingEdge_signal,mlog10padj,mlog10pval
0_A,48h_IL2_promoted,1.6134244667467619,0.01264257248866291,0.006321286244331455,20,1.8981645475758964,2.199194543239878
0_A,48h_IL2_repressed,1.4003899624986516,0.01604591239166081,0.01604591239166081,24,1.7946355833115213,1.7946355833115213
0_C,48h_IL2_repressed,1.5144941436154982,0.002239185750636132,0.001119592875318066,26,2.649909878225258,2.950939873889239
0_C,48h_IL2_promoted,1.616403219975125,0.0031663462625805723,0.0031663462625805723,23,2.4994415936729135,2.4994415936729135
1_A,48h_IL2_repressed,-1.02426519414727,0.6774623968947113,0.3817204301075269,20,0.1691148056555474,0.41825459549884103
1_A,48h_IL2_promoted,0.8571273827311828,0.6774623968947113,0.6774623968947113,15,0.1691148056555474,0.1691148056555474
1_C,48h_IL2_promoted,0.9751992842166007,0.6165436343411872,0.5366321009918846,14,0.21003618186953374,0.270323351666593
1_C,48h_IL2_repressed,0.9488115211887095,0.6165436343411872,0.6165436343411872,15,0.21003618186953374,0.21003618186953374
10_A,48h_IL2_repressed,2.0562646850035975,2.9175784099197665e-4,1.4587892049598833e-4,39,3.5349774634615505,3.8360074591255313
10_A,48h_IL2_promoted,-1.016814786514672,0.4199772985244041,0.4199772985244041,23,0.37677418434505294,0.37677418434505294
10_C,48h_IL2_repressed,1.8935778575574909,2.296211251435132e-4,1.148105625717566e-4,33,3.638988159343682,3.9400181550076634
10_C,48h_IL2_promoted,-1.131208812948624,0.23211935059236508,0.23211935059236508,13,0.6342886531451898,0.6342886531451898
2_A,48h_IL2_repressed,-1.7109781191869489,3.8483740619588223e-4,1.9241870309794111e-4,35,3.414722721158878,3.7157527168228595
2_A,48h_IL2_promoted,0.7397839505955709,0.8849482795017943,0.8849482795017943,18,0.05308211075228646,0.05308211075228646
2_C,48h_IL2_promoted,1.3018512573476149,0.24170807036390493,0.12085403518195247,18,0.6167088487400633,0.9177388444040445
2_C,48h_IL2_repressed,0.8784140613647293,0.7103249417766441,0.7103249417766441,10,0.14854293559432705,0.14854293559432705
3_A,48h_IL2_promoted,-1.7589278229681595,0.002182214948172395,0.0010911074740861974,34,2.661102473634254,2.9621324692982354
3_A,48h_IL2_repressed,1.3395095007315851,0.021829776796664212,0.021829776796664212,20,1.660950704807244,1.660950704807244
3_C,48h_IL2_promoted,-1.7612574071689702,0.0017943656917279742,8.971828458639871e-4,34,2.7460890430562004,3.047119038720181
