comparison,pathway,NES,padj,leadingEdge_signal,mlog10padj
A5P,TRM_vs_TCM-TEM,1.4555877354892293,4.7385879008055595e-4,15,3.324351058801809
A5P,TCM_vs_TEM-TRM,-1.273902317421406,0.11635695764909249,22,0.9342076426457115
A5P,TEM_vs_TCM-TRM,0.8675754035683977,0.7303223388305847,20,0.13648541511580223
A5T,TCM_vs_TEM-TRM,2.1122540651088575,4.812319538017324e-4,37,3.3176455432211585
A5T,TEM_vs_TCM-TRM,-1.759718032193207,0.0015412278448497302,31,2.812133153334518
A5T,TRM_vs_TCM-TEM,1.3387552500741624,0.001978728666831561,25,2.7036137543417307
A8P,TEM_vs_TCM-TRM,2.8143340827068615,4.509921828021648e-4,52,3.3458309858278192
A8P,TCM_vs_TEM-TRM,-2.8187134112463683,4.509921828021648e-4,54,3.3458309858278192
A8P,TRM_vs_TCM-TEM,-1.621002188090774,8.025682182985554e-4,27,3.095518042323151
A8T,TEM_vs_TCM-TRM,2.7999318711317738,3.9042165538781884e-4,46,3.4084661014699935
A8T,TCM_vs_TEM-TRM,-2.5435885004207153,3.9042165538781884e-4,48,3.4084661014699935
A8T,TRM_vs_TCM-TEM,-1.5196824760338075,4.8262548262548264e-4,25,3.3163897510731952
C5P,TRM_vs_TCM-TEM,1.7738004665735583,3.032447184878197e-4,25,3.518206754357747
C5P,TEM_vs_TCM-TRM,-1.8612170233678267,6.793478260869565e-4,22,3.16790781000148
C5P,TCM_vs_TEM-TRM,-1.1651199027966126,0.15428845232390992,24,0.8116665773696231
C8P,TCM_vs_TEM-TRM,-2.5009777569411398,0.0011098779134295228,47,2.954724790979063
C8P,TEM_vs_TCM-TRM,-1.4497514415544421,0.024004465947152956,26,1.6197079517979007
C8P,TRM_vs_TCM-TEM,1.0821200088520866,0.2407426723688328,13,0.6184469228875915
NP14B,TRM_vs_TCM-TEM,-1.6731355452251915,2.25022502250225e-4,26,3.64777405026883
NP14B,TEM_vs_TCM-TRM,-2.375591288894823,2.25022502250225e-4,49,3.64777405026883
NP14B,TCM_vs_TEM-TRM,2.5847263780294067,2.25022502250225e-4,63,3.64777405026883
