wilcoxon,t-test,t-test_overestim_var
Ly6c2,Klrg1,Ly6c2
Gzma,Ly6c2,Klrg1
Klrg1,Gzma,Gzma
Chchd10,Chchd10,Chchd10
Arl4c,Arl4c,Arl4c
Lat,Ass1,Ass1
Hspa8,Esm1,Lat
Thy1,Lat,Hspa8
Vim,Gzmk,Esm1
Gzmk,Wdr95,Gzmk
Ass1,Hspa8,Thy1
Hsph1,Thy1,Wdr95
Ccr5,Hsph1,Hsph1
Plac8,Ccr2,Ccr5
H2-Q10,Ccr5,Ccr2
Ctla2a,H2-Q10,Vim
Esm1,Vim,H2-Q10
Tagln2,Ggh,Ctla2a
Emp3,Ctla2a,Klf2
Glipr2,Klf2,Ggh
Gzmb,Glipr2,Glipr2
Ccr2,Tagln2,Tagln2
Cd8b1,Ncald,Gzmb
Txn1,Fcgrt,Ncald
Wdr95,Idh2,Pycard
Klf2,Cd8b1,Cd8b1
Rps17,Gzmb,Plac8
Pkm,Plac8,Emp3
Manf,Emp3,Pdia3
Ncald,Pycard,Ccnd3
Pdia3,Rras2,Fcgrt
Hopx,Ccnd3,Idh2
Gapdh,Rcn3,Hopx
Ccnd3,Pdia3,Hsp90aa1
H2az1,Hopx,Rras2
Pycard,Ogfrl1,Rcn3
Ptma,Fam129b,Cyba
Hsp90b1,Hsp90aa1,Fdps
Cyba,Fdps,Cmtm7
Hsp90aa1,Mgst2,Rpl31
Dynll1,Cyba,Runx3
Krtcap2,Runx3,Manf
Ggh,Cmtm7,Mgst2
Cmtm7,Adgrg5,Eif5a
Fdps,Manf,Selenos
Rras2,Ripk3,Rps17
Runx3,Smpdl3b,Ptma
H2-Q7,Plin3,Ripk3
Rpl31,1700025G04Rik,Hsp90b1
Ppia,Rpl31,Ogfrl1
Dnaja1,Selenos,1700025G04Rik
Rpl22l1,Rps17,Klf6
Rpl7a,Pkm,Fam129b
Ripk3,S1pr5,Pkm
Selenos,Ptma,Plin3
Eif5a,Hsp90b1,Dnaja1
Ccnd2,Eif5a,Dynll1
Pdia6,Klf6,Bsg
Rcn3,Dynll1,Atp5b
1700025G04Rik,Gzmm,Txn1
Spcs2,Gapdh,Smpdl3b
Rpl41,Txn1,H2az1
Itm2b,Rpl7a,H2-Q7
Klf6,Dnaja1,Gapdh
Sdf2l1,Mt2,Rpl7a
Hmgb2,H2-Q7,Pdia6
Rpl10,Samd3,Sema4a
Sec61g,H2az1,Mt2
Atp5b,Sema4a,Krtcap2
Rrm2,Mt3,Adgrg5
Hsp90ab1,Bsg,Capn2
Eef1d,Emp1,Mt3
Mgst2,Pdia6,Emp1
Itgb7,Cmklr1,Ccnd2
Anxa1,Atp5b,Gzmm
Canx,Capn2,Sdf2l1
Tcf3,Eomes,Tuba1a
Fkbp4,Krtcap2,Fkbp4
Capn2,Oat,Rpl22l1
Bsg,Ccnd2,Oat
Sema4a,Rap2a,Atic
Idh2,Sdf2l1,Eomes
Tubb4b,Atic,Hsp90ab1
Oat,Rpl22l1,Spcs2
Npc2,Igfbp6,S1pr5
Slc3a2,Tuba1a,Hmgb2
Atic,Scd2,Rpl41
Nans,Fkbp4,Tcf3
Fcgrt,Hsp90ab1,Anxa1
Cd69,Rara,Sec61g
Sh2d1a,Tnf,Scd2
Tuba1a,Rpl41,Rap2a
Mt2,Spcs2,Slc3a2
Cotl1,Tcf3,Cmklr1
Selenok,Anxa1,Rara
Ddx39,Acadm,Npc2
H2-Q6,Hmgb2,Iqgap2
Ccnb2,Fos,Fos
Hmgb1,Lmna,Acadm
Chchd2,Slc3a2,Cd69
Lman2,Ntpcr,Ccnb2
Eef1g,Iqgap2,Twf2
Tbx21,Cd69,Creld2
Dnajc3,Sec61g,Nans
Znrf2,Creld2,Sh2d1a
Emp1,Npc2,H2-Q6
Dnajb11,H2-Q6,Samd3
Iqgap2,Twf2,Ntpcr
Rpl23a,Ccnb2,Klrk1
Rac1,Sh2d1a,Tnf
Fos,Klrk1,P4hb
P4hb,Nans,Lman2
Lrrc59,H1f0,Rpl36al
Psma7,P4hb,Canx
Pepd,Canx,Itm2b
Creld2,Tbcc,Selenok
Mt3,Lrrc59,Tubb4b
Klrk1,Lman2,Eef1d
Psmb2,Ccdc102a,Igfbp6
Rpl36al,Itm2b,Cdca3
Slc9a3r1,Selenok,Lrrc59
Cdca3,Cdc20,Tbcc
Gpx4,Acss2,Psmb6
Rasgrp2,Cdca3,Tbcb
Rbm42,Slco3a1,Lmna
Eomes,H2bu2,Znrf2
Rbm3,Eef1d,Dnajc3
Plin3,Tubb4b,Dnajb11
Actb,Smad3,Slc9a3r1
Tbcb,Znrf2,Hmgb1
Twf2,Tbcb,Cdc20
Cct4,Plin2,Rbm42
Tuba4a,H4c14,Tbx21
Plp2,Zeb2,Eef1g
Cd8a,Ppia,Ddx39
Sidt1,Tbx21,Ppia
Cks1b,Asl,H1f0
Cdc20,Rpl36al,Slco3a1
Rps27a,Rbm42,H2bu2
Smpdl3b,Dnajc3,Actb
H2-D1,Rnf144a,Rac1
Ccl5,Sgk1,Plin2
Tmed2,Ddx39,Sidt1
Supt4a,Slc9a3r1,Psma7
Kcnn4,Mpp1,Plp2
Mrps15,Sidt1,Ndufa12
Otulinl,Psmb6,Sgk1
Cs,Hmgb1,Asl
Cdc34,Dnajb11,Cs
Atp5k,Gkap1,Zeb2
Cox5b,Eef1g,Pepd
Nucks1,Adgre5,Ccdc102a
Ndufa12,Plp2,Adgre5
Slc35b1,Fam78b,Mpp1
Grap2,Cs,Smad3
Cenpf,Pepd,Acss2
Acadm,Actb,Cdc34
Racgap1,Sec24d,Cotl1
Glrx,Rac1,Rnf144a
Anxa2,Ndufa12,Cd8a
Pdia4,Klre1,Chordc1
Plin2,Cdc34,Saraf
Rara,Cotl1,Kcnn4
Jak1,Psma7,Jak1
Gpx1,Hdac5,Rasgrp2
Atp5d,Nrarp,Cenpf
Smim15,Jak1,Ezr
Cox5a,Cenpf,Gkap1
Atp2a3,Mvd,Gpx1
Adgre5,Chordc1,H4c14
Sec11a,Mars,Mars
Ngdn,Cd8a,Ngdn
Anp32e,Kcnn4,Glrx
Psmb6,Saraf,Atp5k
Chordc1,Nqo2,Id2
Id2,Vkorc1l1,Nqo2
Hyou1,Cacnb3,Itgb7
H2ac8,Bri3bp,Ccl5
Pa2g4,Rasgrp2,Tuba4a
Pag1,Gpx1,Bri3bp
Srsf3,Glrx,Vkorc1l1
Bri3bp,Ngdn,Sec24d
Tbcc,Itgb7,Mvd
Sgk1,Tuba4a,Nrarp
Dmac1,Ezr,Racgap1
