wilcoxon,t-test,t-test_overestim_var
Rps24,Rps24,Rps24
Rps27,Rps27,Rps27
Rps29,Tpt1,Tpt1
Tpt1,Rpl12,Rpl12
Rps14,Rps7,Rps7
Rps7,Rps16,Rps29
Rpl12,Rps14,Rps14
Rps15a,Rps29,Rps16
Rps16,Rps15a,Rps15a
Rpl35a,Sell,Rpl19
Rpl19,Rpl19,Rplp1
Rplp1,Rpl30,Rpl30
Rpl21,Rplp1,Rpl35a
Rpl30,Rpl23,Rpl23
Rpl23,Rpl21,Rpl21
Rpl17,Rpl37a,Rpl17
Fau,Rpl35a,Rpl37a
Rpl5,Rpl17,Fau
Rpl37a,Rps19,Rpl18a
Rps9,Fau,Rpl5
Rpl9,Rpl18a,Rps19
Rpl18a,Rpl5,Rps9
Rps19,Rps21,Rpl9
Rpl13,Rps13,Rpl13
Rps21,Rps9,Rps21
Rps3a1,Rpl9,Rps13
Rps13,Rpl13,Rps20
Rps4x,Tcf7,Rps4x
Rps20,Dapl1,Rpl27a
Rpl26,Rplp2,Rps3a1
Rps3,Rps20,Btg1
Rpl27a,Rpl39,Sell
Btg1,Arl4c,Rplp2
Rps27a,Rps4x,Rpl26
Rps23,Rpl27a,Rpl39
Rplp2,Rpl26,Rps3
Rpl39,Rps3a1,Rps27a
Rpl34,Rps3,Tcf7
Rps18,Btg1,Rpl34
Rpl8,Ltb,Ltb
Rps28,Rpl34,Rps18
Ltb,Rps27a,Arl4c
Rpl18,Ccr7,Rps23
Rpl36,Rps18,Rpl8
Rps5,Il7r,Rps28
Rpl36a,Rps5,Rpl36
Rack1,Rpl18,Rps5
Rps8,Rpl36,Rpl18
Rps6,Rpl8,Rps8
Sell,Rps28,Rack1
Tcf7,Rps23,Rpl36a
Rpl37,Rps8,Rpl37
Rps15,Lef1,Dapl1
Arl4c,Rpl32,Rpl32
Rpl32,Rack1,Rps6
Rpl11,Evl,Rps15
H2-K1,Rpl37,Satb1
Rpl7,Satb1,Lef1
Eef1a1,Rpl36a,Rpl7
Rps25,Foxp1,Rpl11
Lef1,Rgs10,Foxp1
Satb1,Ramp1,Ccr7
Rps10,Rapgef6,Il7r
Rpl38,Rpl7,Rapgef6
Eef1b2,Rps15,Evl
Rpl23a,Tespa1,Eef1a1
Foxp1,Rps6,H2-K1
Shisa5,Rpl11,Rpl38
Rpl3,Rps10,Rps10
Rapgef6,Rpl38,Rps25
Rpl15,Igfbp4,Rpl23a
Rpl35,Ssbp2,Rgs10
Npc2,Il6ra,Npc2
Rps11,Rflnb,Shisa5
Cox7a2l,Ccnd2,Rpl15
Dapl1,Rpl23a,Rpl35
Il7r,Eef1a1,Eef1b2
Rpl6,Rps25,Rpl3
Rpl10,Npc2,Rps11
Evl,Il6st,Ccnd2
Bcl11b,Rpl35,Cox7a2l
Rps26,H2-K1,Tespa1
Ccr7,Tdrp,Peli1
Rpl22,Shisa5,Bcl11b
Rpl10a,Grap2,Ramp1
Peli1,Peli1,Grap2
Ptpn18,Klf3,Pdcd4
Ablim1,Pdcd4,Rpl6
Rgs10,Bcl11b,Rpl10
Ccnd2,Chd3,Rabac1
Rabac1,Txnip,Txnip
Cd8b1,Rps11,Chd3
Grap2,Rpl15,Ssbp2
Pdcd4,Eef1b2,Rpl22
Rpl24,Rabac1,Rpl10a
Saraf,Cox7a2l,Igfbp4
Mbnl1,Rpl3,Klf3
Rpl27,Pik3ip1,Rflnb
Txnip,Ctss,Il6ra
Fyb,Pdk1,Ablim1
Klf2,Nsg2,Il6st
Klf13,Iigp1,Rps26
Hcst,Tcp11l2,Ptpn18
Rps27rt,Fam189b,Tnrc6b
Chd3,Rpl10,Ctss
Pfdn5,Rpl6,Fam189b
Tespa1,Tnrc6b,Rps27rt
Arhgap45,Ablim1,Tdrp
Arhgap15,Zbtb20,Pdk1
Srsf5,Rps27rt,Pik3ip1
Ramp1,Rpl22,Arhgap15
Limd2,Ccr9,Klf13
Rps12,Rapgef4,Klf2
Tnrc6b,Ifit1bl1,Ccr9
Klf3,Scml4,Rpl27
Fam189b,Tmem108,Rpl24
Mycbp2,Arhgap15,Ssh2
mt-Nd2,Kbtbd11,Saraf
mt-Nd4,Rpl10a,Nsg2
Igfbp4,Ptpn18,Tcp11l2
Ighm,Cd2ap,Hcst
Ssbp2,Ssh2,Iigp1
Cd8a,Treml2,Fyb
Eif4a2,Klf13,Zbtb20
Rflnb,Rps26,Cd8b1
Cd3d,Atp1b1,Scml4
Il6st,Saraf,Kbtbd11
Il6ra,Pmepa1,Cd2ap
Tmsb10,Clec2d,Clec2d
Ctss,H2-DMa,Arhgap45
Ssh2,Fam78a,Ifit1bl1
S1pr1,Tnrc6c,Mbnl1
Rpl4,Id3,Tnrc6c
Stat1,Rpl27,Rapgef4
Macf1,Trim12a,Ypel3
