,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling,fit_r2
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.30365035,0.18737387657165527,True,0.245459572408633,1.0135196313104446,0.2747325748087539,8.73804668626859,0.19965626567602157,0.071527399122715,0.16927440464496613,0.32712008522323066,0.0,0.0,0.2576948987100855,0.18279167222958354,0.572078971320699,0.5034262706913482,2.223808596381162,0.4779926538467407
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,0.26743594,0.34739571809768677,True,0.009371046703227361,0.08796155509335958,0.1385497136433862,15.754824533115615,3.013971109390259,0.03106742911040783,0.01757480949163437,0.268792283238914,0.0,0.0,2.4866397195569596e-11,0.09752389203438076,0.04749198595928992,0.748976532421907,4.730579971505573,0.3565415143966675
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.55504173,-1.3283658027648926,False,,,,,,,,,,,,,,,,-1.3175580501556396
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.504396,0.39940446615219116,True,0.42208809143742376,0.8894238249020505,0.31488112028211696,17.544752041852345,0.16305287137627603,0.12729290127754211,0.36887356638908386,0.579776240870135,0.0,0.0,0.40747151127021086,0.36385575945155535,1.0987980232156556,0.1679072665884051,3.1029537608871163,0.5780600309371948
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,0.5816936,0.24676638841629028,True,0.03819700137165901,0.024310583636047108,0.036402199677576914,38.1353789110002,2.2645161527395254,0.3060600161552429,0.1561036854982376,0.21519334311505514,0.0,0.0,0.3254975234871301,1.1579853162595009,0.7706082987374272,1.1316883902673291,18.432670164416272,0.25054895877838135
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,6.586138,-13.591107368469238,False,,,,,,,,,,,,,,,,-7.909894943237305
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.47402743,0.5735236406326294,True,0.6184427339069256,0.6324767324285495,0.3015140496881051,13.025830034649175,0.3304973141849041,0.3212047815322876,0.45921480655670166,0.4692560267963982,0.0,0.0,0.3949220791763115,0.9203712925075973,1.7156861275434494,0.2270159659780296,2.1527818634406595,0.6064484417438507
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.7520389,-0.5230458974838257,False,,,,,,,,,,,,,,,,-0.5199670791625977
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.003745609,-2.199033498764038,False,,,,,,,,,,,,,,,,0.03995871543884277
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,6.12826,-8.80517292022705,False,,,,,,,,,,,,,,,,-8.594247817993164
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.095254906,-0.22496962547302246,False,,,,,,,,,,,,,,,,0.2559146285057068
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.1242847,0.5005758702754974,True,1.0960317900599768,1.8355266534169903,0.17215324475133004,15.027703254576021,0.06531201420351863,0.2032671421766281,1.7973228693008423,0.891141874979179,0.0,0.0,0.46481485913882103,0.43552600934352703,4.215570156558834,0.10234396141777571,4.587846900740596,0.8490211367607117
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,1.1894869,-1.0988836288452148,False,,,,,,,,,,,,,,,,-0.9478679895401001
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,181.39174,-0.3591737747192383,False,,,,,,,,,,,,,,,,-0.3173874616622925
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.13850908,-0.16133439540863037,False,,,,,,,,,,,,,,,,-0.15046560764312744
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.63172114,-1.9052109718322754,False,,,,,,,,,,,,,,,,-0.6356074810028076
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.13086121,-5.819484710693359,False,,,,,,,,,,,,,,,,-0.0558321475982666
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,1.4319313,-0.5256819725036621,False,,,,,,,,,,,,,,,,-0.2747143507003784
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,5.7909455,0.7873682975769043,False,0.1324802505490966,0.05261269180619805,0.24581359110250822,12.047118179350477,8.757063496112824,0.9783497452735901,0.13359995186328888,0.42757192253636195,0.0,0.0,0.08464005122985285,2.365327184909256,0.3511972167882426,0.29244285409248416,2.484324246163569,0.7914206087589264
