wilcoxon,t-test,t-test_overestim_var
Gzma,Chchd10,Chchd10
Rrm2,Gzma,Gzma
Chchd10,Rrm2,Rrm2
Hspa8,Hspa8,Ass1
Rps17,Ass1,Hspa8
Lat,Klrg1,Klrg1
Eif5a,Lat,Lat
Hsp90ab1,Pclaf,Pclaf
Hsp90aa1,Rps17,Esm1
Pclaf,Esm1,Rps17
Ass1,Hsp90aa1,Hsp90aa1
Klrg1,Smc2,Smc2
Ptma,Eif5a,Eif5a
Mif,Hsp90ab1,Hsp90ab1
Smc2,Gmnn,Gmnn
Srsf3,Tagln2,Hsph1
Tagln2,Vim,Tagln2
Vim,Hsph1,Vim
Gmnn,Gzmk,Gzmk
Rps25,Srsf3,Srsf3
Tuba1b,Rps25,Rps25
Eef1g,Mcm7,Mcm7
Anp32b,Anp32b,Anp32b
Rps2,Tuba1b,Tuba1b
Hsph1,Pcna,Pcna
Tubb5,Hnrnpab,Hnrnpab
Npm1,Cmtm7,Arl4c
Gzmk,Tubb5,Fabp5
Eef1d,Arl4c,Tubb5
Esm1,Fabp5,Cmtm7
Rpl7a,Ube2s,Rras2
Ran,Rras2,Mif
Atp5b,Ly6c2,Ube2s
Txn1,Mif,Hells
Rpl14,Hells,Ly6c2
Cmtm7,Rpl7a,Rpl7a
Rpl41,Eef1g,Eef1g
Hnrnpab,Ptges3,Fam111a
Ube2s,Ccna2,Ccna2
Ccna2,Fam111a,Ptges3
Mcm7,Ranbp1,Npm1
Hspe1,Npm1,Eomes
Ybx1,Hspe1,Ranbp1
Aldoa,Aldoa,Hspe1
Arl4c,Ptma,Ptma
Pcna,Eef1d,Aldoa
Fabp5,Eomes,Eef1d
Rps27a,Cct8,Cct8
Tmpo,Tyms,Tyms
Rras2,Tipin,Fignl1
Cct8,Dek,Ccne1
Ptges3,Atp5b,Tipin
Hells,Ccne1,Tmpo
Ranbp1,Tmpo,Atp5b
Fam111a,Fignl1,Dek
Pkm,Mcm3,Mcm3
Ly6c2,Ddx39,Ddx39
Ccne1,Tubb4b,Tubb4b
Rpl15,Txn1,Plin2
Ddx39,Ppia,Txn1
Tyms,Plac8,Ppia
Tubb4b,Tpi1,Timeless
Gapdh,Plin2,Tpi1
Snrpd1,Nasp,Ncald
Hmmr,Nop56,Nop56
Ldha,Timeless,Nasp
