wilcoxon,t-test,t-test_overestim_var
Thy1,Gpsm2,Plk4
Clic1,Plk4,Racgap1
Actb,Racgap1,Gpsm2
Cox5a,Mcu,Mcu
Racgap1,Gzmb,Gzmb
Plk4,Mki67,Mki67
Cd48,Sp4,Reep5
Nkg7,Thy1,Thy1
Lgals1,Reep5,Sp4
Mki67,Bspry,Birc5
Myl6,Gzma,Myl6
Rap1b,Myl6,Cdca8
Reep5,Birc5,Gzma
Gpsm2,Cdca8,Cmtm7
Birc5,Cmtm7,Gng2
Emp3,Gng2,Bspry
Ddx3y,Tbx21,Pycard
Abhd2,Reep4,Cyba
Ctsd,Pycard,Aurkaip1
Sp4,Cyba,Tbx21
Uba1,1500009L16Rik,1500009L16Rik
Aurkaip1,Aurkaip1,Reep4
Bspry,Mark2,Emp3
Ccdc34,Emp3,Mark2
Cyba,Cd48,Cd48
Ppp1ca,Ctsd,Cox5a
Sh3bgrl3,Triobp,Ctsd
H3f3b,Ccdc34,Ccdc34
Gzma,Cox5a,Rap1b
Cdca8,Rpp30,Ube2s
Tbx21,Sephs1,Fkbp2
Akr1a1,Rap1b,Uba1
Arl6ip1,Dennd4a,Triobp
H2afz,Alkbh2,Rpp30
Calm1,Uba1,Lgals3
Ggh,Fkbp2,Sec11c
Ikzf1,Ube2s,Akr1a1
Pycard,Nkg7,Dennd4a
Eif2s3y,Mllt3,Sephs1
Mark2,Nuf2,Mllt3
Atox1,Sec11c,Nkg7
Hmgb2,Ddx3y,H3f3b
Gzmb,Akr1a1,Id2
Lbr,Prex1,Calm1
Gng2,Myef2,Prex1
Cmtm7,H3f3b,Nuf2
Gnb2,Rab5a,Rab5a
Cox4i1,Id2,Bhlhe40
Rab5a,Bhlhe40,Myef2
Copb1,Arl6ip1,Alkbh2
Csrp1,Gnpda1,Hnrnpul1
Ube2c,Hmmr,Ppp1r35
Pmm2,Actb,Arl6ip1
Cox17,,Dbi
Fam49b,,Ddx3y
1500009L16Rik,,Gnpda1
Rhoa,,Hmmr
Ube2s,,Trir
Reep4,,Ccnb2
Pbrm1,,Actb
Gnai2,,Vim
Kctd20,,Atox1
Insl6,,Ube2c
Dbf4,,Cox17
Id2,,Higd1a
Spc25,,Insl6
,,Haus4
,,Atpif1
,,Tmpo
,,Dhrs1
,,Glipr2
,,Chd4
,,Fam76b
,,Dok2
,,H2afz
,,Pbrm1
,,Gfm1
,,Flna
,,S100a10
,,Hsp90b1
,,Surf4
,,Abhd2
,,Dbf4
,,Itgb2
,,Cox4i1
,,Stmn1
,,Lbr
,,Mxd3
,,Oaz1
,,Gnb2
,,Hira
,,Dnajb11
,,Cenpe
,,Lgals1
,,Sec61b
,,Copb1
,,Rnaseh2b
,,S1pr4
,,Ppp1ca
,,Tubb4b
,,Csrp1
,,Mrpl51
,,Ncapg
,,Mrpl43
