wilcoxon,t-test,t-test_overestim_var
Ube2c,Ube2c,Ube2c
Tubb4b,Cenpf,Cenpf
Cenpf,Nusap1,Nusap1
Birc5,Hmmr,Hmmr
Nusap1,Arl6ip1,Arl6ip1
Arl6ip1,Tpx2,Tpx2
Hmmr,Cenpe,Cenpe
Cdca8,Tubb4b,Tuba1c
Tpx2,Tuba1c,Tubb4b
Cenpe,Cdca8,Cdca8
Tuba1c,Cdc20,Cdc20
Calm2,Birc5,Birc5
Cks2,Cks2,Calm2
Ube2s,Calm2,Cks2
Cdc20,Plk1,Plk1
Smc4,Ube2s,Prc1
Top2a,Prc1,Ube2s
Cdk1,Smc4,Smc4
Plk1,Ccnb1,Ccnb1
H2ax,Cdk1,Cdk1
Prc1,H2ax,H2ax
Incenp,Incenp,Incenp
Ccnb1,Top2a,Ckap5
Tubb5,Kif11,Top2a
Cdca3,Ckap5,Kif11
Bub3,Cdca3,Cdca3
Ubb,Bub3,Bub3
Kif11,Ubb,Knl1
Jpt1,Aurkb,Aurkb
Ckap5,Knl1,Ubb
Aurkb,Tubb5,Tubb5
Knl1,Cdkn2d,Cdkn2d
Ccna2,Jpt1,Jpt1
Cdkn2d,Ccna2,Ccna2
Racgap1,Tacc3,Tacc3
Tacc3,Kif22,Kif22
Mki67,Racgap1,Racgap1
Kif22,Mki67,Bub1b
Smc2,Bub1b,Cenpa
Cenpa,Cenpa,Fzr1
Bub1b,Fzr1,Mki67
Reep4,Kif20b,Kif20b
Aspm,Cdc25b,Aspm
Rad21,Aspm,Cdc25b
Kif20b,Kif4,Kif4
Cdc25b,Smc2,Smc2
Kif4,Reep4,Reep4
Fzr1,H2az2,Aurka
H2az2,Aurka,H2az2
Ckap2l,Ckap2l,Ckap2l
Kif23,Dlgap5,Dlgap5
Dlgap5,Cdkn3,Cdkn3
Aurka,Rad21,Rad21
Hmgb2,Kif23,Kif23
Cdkn3,Hmgb2,Hmgb2
Clic1,Kif20a,Kif2c
Bub1,Kif2c,Kif20a
Ubc,Ncapg,Ncapg
Cit,Bub1,Bub1
Ncapg,Cit,Cit
Ccnb2,Ccnb2,Ccnb2
Kif2c,Depdc1a,Depdc1a
Kif20a,Cep55,Cep55
Depdc1a,Kif14,Kif14
Cep55,Prr11,Prr11
Ptprc,Sgo2a,Sgo2a
Emp3,Clic1,Ect2
Sgo2a,Dbf4,Clic1
Dbf4,Ect2,Dbf4
Arhgap19,Spc25,Arhgap19
Spc25,Arhgap19,Spc25
Shcbp1,Kpna2,Kpna2
Akirin2,Emp3,Shcbp1
Kif14,Shcbp1,Emp3
Ect2,Ubc,Ckap2
Prr11,Ptprc,Akirin2
Tuba1b,Akirin2,Ubc
Mis18bp1,Ckap2,Ptprc
Spag5,Mis18bp1,Mis18bp1
Ckap2,Pimreg,Pimreg
Kpna2,Spag5,Spag5
Apobec3,Sapcd2,Gpsm2
Ifngr1,Gpsm2,Sapcd2
Ms4a4b,Tuba1b,Tuba1b
H3f3b,Ifngr1,Kifc1
Tax1bp1,Kifc1,Ifngr1
Brd8,Apobec3,Knstrn
Spc24,Knstrn,Apobec3
Kif15,H3f3b,H3f3b
Tmpo,Tax1bp1,Tax1bp1
Odf2,Kif15,Kif15
Kifc1,Spc24,Brd8
Knstrn,Brd8,Spc24
Ctcf,Ms4a4b,Odf2
Nuf2,Odf2,Nuf2
Sapcd2,Nuf2,Ms4a4b
Slfn2,Slfn2,Slfn2
Pimreg,Btg1,Btg1
Gpsm2,Ctcf,Ctcf
Btg1,Ndc80,Ndc80
Leprotl1,Cks1b,Cdc25c
Ndc80,Tmpo,Tmpo
Arhgap11a,Cdc25c,Cks1b
Diaph3,Diaph3,Kif18b
Cenpl,Kif18b,Diaph3
Cks1b,Cenpl,Cenpl
Rac2,Ubald2,Arhgap11a
Mxd3,Arhgap11a,Ubald2
Ubald2,Rac2,Rac2
Lmnb1,Ska1,Ska1
Cdca2,Mxd3,Mxd3
Ska1,H2-Q7,H2-Q7
Epsti1,Leprotl1,Cdca2
H2-Q7,Cdca2,Leprotl1
Kif18b,Epsti1,Epsti1
Nek2,Lmnb1,Nek2
Atf7ip,Nek2,Gas2l3
Sun2,Gas2l3,Lmnb1
Cdc25c,Ccng2,Ccng2
Ccng2,Miip,Tnfaip8l1
Sp100,Tnfaip8l1,Miip
Numa1,Sp100,Sp100
Ms4a6b,Ms4a6b,Parpbp
Serinc3,Parpbp,Ms4a6b
Ncaph,Atf7ip,Atf7ip
Cd48,Serinc3,Serinc3
Cdkn2c,Depdc1b,Depdc1b
Miip,Sun2,Sun2
Ppp1r12a,Ncaph,Ncaph
Nde1,Numa1,Numa1
Nkg7,Stmn1,Stmn1
Coro1a,Melk,Melk
Fyb,Cdkn2c,Cdkn2c
H3c3,H3c3,H3c3
Med30,Fyb,Fyb
Rock1,Nde1,Nde1
Melk,Ppp1r12a,Ppp1r12a
Parpbp,Trac,Pif1
Stk17b,Nkg7,Trac
Trac,Coro1a,Nkg7
Ska2,Pif1,Ska2
Bptf,Stk17b,Coro1a
Depdc1b,Ska2,Stk17b
Spdl1,H2-K1,H2-K1
Rdm1,H2-D1,Troap
Tmem71,Rdm1,Rdm1
Zyx,Rock1,H2-D1
Stmn1,Troap,Rock1
Tnfaip8l1,Zyx,Zyx
Nucks1,Cenpc1,Cenpc1
Sgo1,Med30,Triobp
Trir,Triobp,Med30
Pbrm1,Wnk1,Tmem71
Triobp,Arhgdib,Wnk1
Mis18a,Tmem71,Arhgdib
Frg1,Dock2,Dock2
Lbr,Cd48,Cd48
Bin2,Cd3d,Sgo1
Gimap1,Nucks1,Pbrm1
Actr3,Gimap1,Cd3d
Akap13,Pbrm1,Nucks1
Rap1b,Bptf,Spdl1
Selplg,Sgo1,Ttk
Wnk1,Actr3,Bptf
Sh2d3c,Spdl1,Gimap1
Hp1bp3,Hcst,Sh2d3c
Chd2,Ttk,Hcst
Ttk,Sh2d3c,Actr3
Rab11b,Gimap3,Hp1bp3
Cd3d,Hp1bp3,Espl1
Hcst,Bin2,Nlrc3
Ankrd44,Nlrc3,Gimap3
Tuba1a,Espl1,Mis18a
H2-K1,Mis18a,Bin2
Lck,Tuba1a,Tuba1a
Sh3bgrl3,Frg1,Frg1
Dock2,Ankrd44,Ankrd44
Gimap3,Chd2,Neil3
Arhgef1,Ddx5,Chd2
Gimap6,Lbr,Cdk19
Id2,Neil3,Lbr
Nlrc3,Cmc2,Ddx5
H2-D1,Id2,Cmc2
Ly6e,Trir,Id2
Cenpc1,Ly6e,Ly6e
Arhgdib,Cdk19,Trir
Ddx5,B2m,B2m
Cmc2,Lck,Lck
Gas2l3,Rab11b,Rab11b
Rangap1,Arhgef1,Rangap1
Arl4c,Rangap1,Arhgef1
Neil3,Akap13,H4c4
B2m,Selplg,Arl4c
H4c4,Rap1b,Rap1b
Rab24,Gimap6,Gimap6
Cntrl,H4c4,Akap13
Rnf138,Arl4c,Selplg
Cnn2,Anp32e,Anp32e
Ncapd2,Ncapd2,Gtse1
Ccnf,Rnf138,Ncapd2
Gpr171,Sh3bgrl3,Rnf138
Diaph1,Cntrl,Pik3r1
Son,Skap1,Cntrl
Pik3r1,Gtse1,Skap1
Grk6,Pik3r1,Sh3bgrl3
Ppp1r18,Rhoa,Gpr171
Skap1,Diaph1,Diaph1
Shisa5,Gpr171,Ccnf
Gnb2,Ccnf,Rhoa
Ccar1,Son,Poc1a
Def6,Poc1a,Son
Vrk3,Mad2l1,Mad2l1
Cip2a,Ppp1r18,Ppp1r18
Troap,Grk6,Grk6
Cdkn1b,Cip2a,Cip2a
Nabp1,Rab24,Rab24
Itga4,Vrk3,Vrk3
Sys1,G2e3,G2e3
Rhoa,Arhgap15,Arhgap15
Mad2l1,Plk4,Ifnar2
Rhno1,Ifnar2,Plk4
Arhgap15,Srgap2,Srgap2
Tbc1d10c,H2-Q4,H2-Q4
Foxm1,Shisa5,Ifi206
Arhgap30,Ifi206,Shisa5
S1pr1,Ccar1,Ccar1
Pif1,Sf3b1,Sf3b1
Sf3b1,Def6,Def6
Ccr5,Ptpn22,Ptpn22
Poc1a,Tspo,Rhno1
Plk4,Gnb2,Ccr5
H2-Q4,Rhno1,Gnb2
Apbb1ip,Rab14,Tspo
Ifi209,Ccr5,Cnn2
Espl1,Cnn2,Cdkn1b
Ifi206,Cd2,Rab14
Ptpn22,Myl6,Ifi209
Txk,Cdkn1b,Cd2
Calm3,Ifi209,Rnf26
Srgap2,Rnf26,Ccdc77
B4galnt1,Foxm1,Kif18a
Anp32e,Kif18a,Foxm1
Cd2,Txk,Myl6
Smc1a,Cd52,Txk
Ctsw,Arhgap30,Arhgap30
Actg1,Ccdc77,Cd52
Sit1,Ctsw,Haspin
Sept6,Itga4,Ctsw
Gtse1,H2-T22,H2-T22
Gpatch11,Haspin,Itga4
Cd52,H1f2,H1f2
Myl6,Mapre1,Mapre1
Ppp1r35,Apbb1ip,Apbb1ip
Rab14,Srgn,Snx20
Cdk19,Hjurp,Srgn
Macf1,Cd3g,Hjurp
H1f4,Sys1,Sys1
Gramd3,Snx20,Xrn1
Tspo,Xrn1,Uevld
Kif18a,Gramd3,Cd3g
Mapre1,S1pr1,Gramd3
Xrn1,Ncor1,S1pr1
H1f2,4930523C07Rik,Ncor1
Ifnar2,Uevld,Ddx58
Ets1,Fxyd5,Hyls1
Klf3,Smc1a,4930523C07Rik
Cdk2ap2,B4galnt1,H2bu2
G2e3,Ddx58,Insl6
Itm2b,Pnrc1,Smc1a
Rnf26,Tbc1d10c,Pnrc1
H2ac8,Tln1,B4galnt1
Krit1,Sept6,Fxyd5
Phf20l1,Calm3,Tbc1d10c
Hjurp,Insl6,Sept6
Hsd11b1,Hyls1,Tln1
Mob4,H2bu2,Calm3
Snx20,Nabp1,Nabp1
Insl6,Klf3,Klf3
Nrbp1,Ifi203,Cep70
Ugcg,Hsd11b1,Sp4
Haspin,Sp4,Hsd11b1
Ncor1,Phf20l1,Ifi203
Tln1,Cep70,Gpatch11
Nup37,Gpatch11,Phf20l1
Tsc22d4,Ppp1r35,Ppp1r35
Elf1,Ets1,Atl2
Sp4,Cdk2ap2,Gosr1
Gosr1,Gosr1,Ets1
Xrn2,Atl2,Cdk2ap2
4930523C07Rik,H1f4,Mad1l1
Ptprcap,Mad1l1,H1f4
Bcl11b,S100a13,Srbd1
Srgn,Srbd1,S100a13
Frmd8,Ptprcap,Ccdc18
S100a13,Sit1,Asxl1
Slc9a3r1,Asxl1,Oas3
Cytip,Itm2b,Sit1
Pih1d1,Trbc2,Trbc2
Pnrc1,Oas3,Ptprcap
H2-T22,Ccdc18,Gna15
Celf2,Gna15,Itm2b
Fxyd5,Mob4,Mob4
Trbc2,Ripor2,Ripor2
Sh2d1a,Pih1d1,Poc5
Ripor2,Ugcg,Pih1d1
Gata3,Nrbp1,Ugcg
Ifi203,Poc5,Nrbp1
Mrpl58,Krit1,Krit1
Ccl5,Elf1,Terf1
Terf1,Atp8b4,Atp8b4
Faf1,Terf1,Elf1
Lrp10,Sh2d1a,Nup37
Gna15,Nup37,Il18r1
H2-T23,Mrpl58,Sh2d1a
Asxl1,Il18r1,Mrpl58
Foxn3,Lrp10,Lrp10
Polr2a,Srsf3,Rnf166
Stk10,Macf1,Macf1
Atp8b4,Prkar1a,Aip
Fyn,Rnf166,H2-T23
Spn,Ccl5,Ccl5
Il18r1,Aip,Haus3
Zfp36l2,H2-T23,Srsf3
Ddx58,Slc9a3r1,Slc9a3r1
Cd3g,Xrn2,Prkar1a
Aip,Haus3,Ankle1
Rnf166,Hmgn2,Xrn2
Irf2,Klrc1,Klrc1
Ccr2,Frmd8,Frmd8
Klrc1,Zfp36l2,Zfp36l2
Lcp2,Tsc22d4,Cep89
Itgb2,Cd3e,Hmgn2
Pstpip1,Klrc2,Klrc2
Sept1,Gramd1a,Gramd1a
Pdlim2,Ankle1,Tsc22d4
Prkar1a,Cytip,Cd3e
Klrc2,Cep89,Tubd1
Nsmce1,Irf2,Gata3
Cd8b1,Celf2,Card11
Ptpn6,Card11,H3c6
Lrrc8c,Gata3,Ccr2
Birc2,Ccr2,Smtn
Zmiz1,Faf1,Cytip
Haus3,Bcl11b,Irf2
Hist1h2ap,H3c6,Faf1
Inpp1,Tubd1,Ccdc61
Card11,Vps28,Celf2
Rinl,Ccdc61,Bcl11b
Pnrc2,Lcp2,Vps28
Ptpn1,Zmiz1,Zmiz1
Stag2,Ptpn6,Mphosph9
Ezh2,Smtn,Ptpn6
Anxa6,Nsmce1,Lcp2
Fopnl,Mphosph9,Fbxl8
Grap2,Fbxl8,Nsmce1
Vps28,Sept1,Ess2
Psenen,Actg1,Ubald1
Smad7,Ubald1,Actg1
Tnfaip8l2,Ess2,Inpp1
Ikzf1,Inpp1,Sept1
4932438A13Rik,Anxa6,Klf2
