gene_names,CD25KO,CD25WT,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score
Mrpl15,0.6190107464790344,0.5634786486625671,-0.17958582937717438,0.9922632755263097,-0.5889126062393188,-0.17958582937717438,1.0,-0.4769187569618225,-0.17958582937717438,1.0,-0.511297345161438
Lypla1,0.5518432259559631,0.4698740541934967,-0.2961251735687256,0.9922632755263097,-0.07465089112520218,-0.2961251735687256,1.0,-0.73890620470047,-0.2961251735687256,0.9949647974479736,-0.8101173639297485
Tcea1,0.5023971796035767,0.5624445080757141,0.21002285182476044,0.9922632755263097,0.7713925242424011,0.21002285182476044,1.0,0.5131796002388,0.21002285182476044,1.0,0.5482963919639587
Atp6v1h,0.21416711807250977,0.26378047466278076,0.3378131091594696,0.9922632755263097,0.8128652572631836,0.3378131091594696,1.0,0.6053781509399414,0.3378131091594696,1.0,0.6439485549926758
Rb1cc1,0.22926411032676697,0.17493949830532074,-0.43066057562828064,0.9922632755263097,-0.32348719239234924,-0.43066057562828064,1.0,-0.6774633526802063,-0.43066057562828064,1.0,-0.7363321781158447
4732440D04Rik,0.014979218132793903,0.056596990674734116,1.947962760925293,0.9922632755263097,0.7796870470046997,1.947962760925293,0.9889728912541417,1.2838306427001953,1.947962760925293,0.9107545322887312,1.320261836051941
Pcmtd1,0.1266167312860489,0.17809319496154785,0.5302393436431885,0.9922632755263097,0.6635634899139404,0.5302393436431885,1.0,0.7038367390632629,0.5302393436431885,1.0,0.7499139904975891
Gm26901,0.0,0.0,0.0,0.9922632755263097,0.3732544481754303,0.0,1.0,0.0,0.0,1.0,0.0
Rrs1,0.18804845213890076,0.23419557511806488,0.3510679304599762,0.9922632755263097,0.9787561297416687,0.3510679304599762,1.0,0.5891667604446411,0.3510679304599762,1.0,0.6310968995094299
Mybl1,0.0,0.010380071587860584,23.314807891845703,0.9922632755263097,0.5267034769058228,23.314807891845703,0.9889728912541417,1.0,23.314807891845703,0.9107545322887312,1.0
Vcpip1,0.2426929473876953,0.23269271850585938,-0.0682053491473198,0.9922632755263097,0.2737199366092682,-0.0682053491473198,1.0,-0.11660540848970413,-0.0682053491473198,1.0,-0.12695953249931335
1700034P13Rik,0.0,0.0,0.0,0.9922632755263097,0.3732544481754303,0.0,1.0,0.0,0.0,1.0,0.0
Sgk3,0.034015584737062454,0.01394558697938919,-1.3009225130081177,0.9922632755263097,0.09538725018501282,-1.3009225130081177,1.0,-0.7244012951850891,-1.3009225130081177,0.9967957419697245,-0.8050494194030762
Mcmdc2,0.0,0.0,0.0,0.9922632755263097,0.3732544481754303,0.0,1.0,0.0,0.0,1.0,0.0
Snhg6,0.5421505570411682,0.41850799322128296,-0.46973979473114014,0.9922632755263097,-0.8958106637001038,-0.46973979473114014,0.9889728912541417,-1.1625807285308838,-0.46973979473114014,0.9107545322887312,-1.2598843574523926
