wilcoxon,t-test,t-test_overestim_var
Hmgb2,Lgals1,Lgals1
Lgals1,Hmgb2,Pclaf
H2az1,Pclaf,Stmn1
S100a6,S100a6,S100a6
Ptma,Stmn1,Hmgb2
Gapdh,Anxa2,Anxa2
Stmn1,Dut,Gzmb
Pclaf,Gzmb,Dut
Dut,H2az1,H2az1
Anxa2,Ptma,Ptma
Txn1,Lgals3,Lgals3
Crip1,Vim,Rrm2
Gzmb,Rrm2,Gmnn
Vim,Pcna,Mki67
Pcna,Gmnn,Lmnb1
Sub1,Txn1,Vim
Lgals3,Gapdh,Pcna
Ran,Lmnb1,Txn1
Mki67,Crip1,Top2a
S100a10,Mki67,Serpinb6b
Actg1,Serpinb6b,Gapdh
Ybx1,Ybx3,Cks1b
Gmnn,Top2a,Lig1
Pycard,Mcm3,Ybx3
Lmnb1,Cks1b,Ahnak
Serpinb6b,Lig1,Crip1
Tmsb4x,Ahnak,Mcm3
Rrm2,Slbp,Sdf2l1
Top2a,Sub1,Tyms
Anp32b,Mcm5,Mcm5
Ahnak,Sdf2l1,S100a4
Cox5a,S100a10,1500009L16Rik
Hsp90aa1,Mcm6,Birc5
Hmgb1,Ran,Mcm6
Actb,Pycard,Uhrf1
S100a4,Tyms,Slbp
Calm1,Tipin,Tmsb4x
Cox5b,S100a4,Tipin
1500009L16Rik,Alyref,S100a10
Ybx3,Tmsb4x,Ifng
Cks1b,Dek,Ctla2a
Dek,Birc5,H1f5
Slbp,Hmgn2,Sub1
Ifng,Hsp90aa1,Clspn
Mcm3,1500009L16Rik,Pycard
Lig1,Anp32b,Asf1b
Mcm5,Actb,Ran
Sdf2l1,Ybx1,Bhlhe40
Prdx1,Hmgb1,Hmgn2
Mcm6,Actg1,Alyref
Tyms,Uhrf1,Rrm1
Ctla2a,Ctla2a,Actb
Hsp90b1,Mcm7,Mcm7
Alyref,Reep5,Hsp90aa1
Snrpd1,Cox5a,Actg1
Bhlhe40,Ifng,Smc2
Birc5,Snrpd1,Dek
Cd48,Cox5b,Plek
Uhrf1,Clspn,Ezh2
Tipin,Ywhah,Spc24
Clspn,Rrm1,Hells
Nkg7,H1f5,Dtl
H1f5,Hsp90b1,Anp32b
Hmgn2,Asf1b,Tk1
Reep5,Bhlhe40,Cks2
Ywhah,Cd48,Ybx1
Hnrnpab,Smc2,Hmgb1
Nap1l1,Ezh2,Siva1
Asf1b,Siva1,Hsp90b1
1810037I17Rik,Hnrnpab,Ly6c2
Abracl,Prdx1,Reep5
Ldha,1810037I17Rik,Dctpp1
Rps27l,Ly6c2,Gzma
Gzma,Nap1l1,Serpinb9
Ube2s,Calm1,Cenpw
Ppia,Dctpp1,Snrpd1
Plek,Ube2s,Ywhah
Mcm7,Rps27l,Rpa2
Dbi,Cks2,Cox5a
Cfl1,Rpa2,Cd48
Hint1,Hells,Gzmk
Hells,Atpif1,Cox5b
Cks2,Plek,Ccnb2
Pfn1,Dtl,Prdx1
Dtl,Dbi,1810037I17Rik
Smc2,Serpinb9,Ube2s
Pdia3,Spc24,Mcm4
Rbm3,Pdia3,Hnrnpab
Rrm1,Nasp,Rfc4
Ranbp1,Cenpw,Nap1l1
Ezh2,Tk1,Rps27l
Ly6c2,Ldha,Atpif1
Spc24,Mcm4,Pkm
Lsp1,Pkm,Orc6
Serpinb9,Tmpo,H2ac8
Cdc42,Prelid1,Nasp
Tuba1b,Tuba1b,Dbi
Cox8a,Gzma,Cdk1
Tk1,Ranbp1,Calm1
Tagln2,Cisd1,Cisd1
Gzmk,Calm3,Prim1
Siva1,Rfc4,Hopx
Cyba,Mrpl18,Tmpo
Cenpw,Manf,Pdia3
Dctpp1,Pgk1,Sept11
Slc25a5,Nkg7,Rfc3
Nasp,Orc6,Cdca3
