wilcoxon,t-test,t-test_overestim_var
Ptma,Pclaf,Pclaf
Pclaf,Ptma,Stmn1
Dut,Stmn1,Ptma
Hmgb2,Dut,Dut
Stmn1,Hmgb2,Rrm2
Ran,Tuba1b,Hmgb2
H2az1,Pcna,Tuba1b
Tuba1b,Gmnn,Gmnn
Anp32b,Rrm2,Lig1
Pcna,H2az1,Pcna
Tubb5,Ran,Cks1b
Gmnn,Mcm3,Mki67
Rrm2,Tubb5,Mcm3
Mki67,Lig1,H2az1
Hmgb1,Anp32b,Ran
Ppia,Cks1b,Mcm5
Lig1,Mki67,Uhrf1
Hsp90aa1,Mcm5,Birc5
Cks1b,Ppia,Mcm7
Mcm3,Hmgb1,Tubb5
Ybx1,Slbp,Clspn
Ranbp1,Mcm7,H1f5
Rps2,Hmgn2,Top2a
Gapdh,Ranbp1,Anp32b
Mcm5,Hnrnpab,Asf1b
Slbp,Lmnb1,Ppia
Hnrnpab,Hsp90aa1,Siva1
Top2a,Ybx1,Hmgn2
Clspn,Siva1,Lmnb1
Uhrf1,Tipin,Tipin
Mcm7,Top2a,Rfc4
Lmnb1,Birc5,Rrm1
Rps17,Uhrf1,Smc2
Hmgn2,Rps2,Slbp
Snrpd1,Tmpo,Spc24
H1f5,Clspn,Hsp90aa1
Birc5,Snrpd1,Ranbp1
Asf1b,Gapdh,Hmgb1
Tipin,Smc2,Rps2
Siva1,Rrm1,Tyms
Dek,Alyref,Hnrnpab
Alyref,Dek,Tmpo
Nap1l1,Asf1b,Tk1
Smc2,H1f5,1500009L16Rik
Tmpo,Nap1l1,Ybx1
Hsp90b1,Rfc4,Ccnb2
Rrm1,Tyms,Snrpd1
Spc24,Mcm6,Alyref
Eif5a,Nasp,Dctpp1
Nme1,Rps17,Mcm6
Rfc4,Spc24,Nasp
1500009L16Rik,Dctpp1,Prim1
Txn1,Sdf2l1,Fbxo5
Set,Hsp90b1,Sdf2l1
Tyms,1500009L16Rik,Hells
Mcm6,Ezh2,Orc6
Ube2s,Lgals1,Mcm2
Nasp,Nme1,H2ac8
Hsp90ab1,Dbi,Gapdh
Dbi,Anp32e,Ezh2
Ldha,Ube2s,Rad51
Lgals1,Orc6,Rfc3
Dctpp1,Eif5a,Dek
Prdx1,Tk1,Dhfr
Tk1,Mcm2,Nap1l1
Sdf2l1,Hsp90ab1,Hsp90b1
Hells,Hells,Ccna2
Prim1,Anxa2,Dtl
Ccnb2,Set,Cdk1
Mcm2,Nucks1,Mcm4
Orc6,Prim1,Cdca3
Rps27l,Txn1,Fabp5
Cbx3,Ldha,Rps17
Anp32e,Ywhah,Anp32e
Rpl41,Cbx3,Ube2s
Selenoh,Mcm4,Cdca8
Ezh2,Selenoh,Ncapg2
Fbxo5,Ccnb2,Hsp90ab1
Anxa2,Hpf1,Dbi
Ywhah,Cisd1,Cisd1
Rfc3,Rps27l,Nme1
Dtl,Pdia3,Tpi1
H2ac8,Dtl,Eif5a
Pdia3,Lsm2,Lsm2
Hspd1,Rfc3,Nucks1
Dhfr,Hspd1,Selenoh
Fabp5,Fbxo5,Cenpw
Nucks1,Rpl28,Fkbp2
Cdk1,H2ac8,Hpf1
Mcm4,Pdia6,Hspd1
Rad51,Dhfr,Pdia6
Cdca3,Fkbp2,Set
Ccna2,Rpl41,Rnaseh2b
Ncapg2,Tpi1,Kif15
Vim,Dnajc9,Hist1h2ap
Cdca8,Prdx1,Anxa2
Rpl28,Rad51,Cenps
Mif,Ccna2,Cbx3
Rps8,Cdk1,Txn1
Srsf2,Vim,Ldha
Tpi1,Fabp5,Ccne1
Cisd1,Srsf2,Rps27l
Snrpe,Cenpw,Ywhah
Pdia6,Atpif1,Lgals1
Hpf1,Cdca3,Mad2l1
Cenpw,Rnaseh2b,Cenpk
Dnajc9,Dnmt1,Rpl41
Lsm2,Banf1,Pdia3
Rpsa,Cdca8,Dnmt1
Fkbp2,Mif,Hat1
Kif15,Ssrp1,Chaf1a
Ccne1,Mrpl18,Atad5
Rnaseh2b,Ncapg2,Cenpm
Cenps,Rps8,Cdc45
Manf,Hat1,Rad51ap1
Tubb4b,Rpsa,Cenph
Hist1h2ap,Manf,Tubb4b
Atpif1,Atad2,Dnajc9
Mrpl18,Snrpe,Prdx1
Hnrnpa2b1,Calr,Gins2
Cenpk,Pgk1,Esco2
Calr,Tubb4b,Ccdc34
Mad2l1,Ccne1,Atpif1
Dnmt1,Rpa3,Rpl28
