wilcoxon,t-test,t-test_overestim_var
Ccl5,Hcst,Ccl5
Hcst,Ccl5,Hcst
H2-D1,H2-D1,H2-K1
Cd52,Btg1,Btg1
H2-K1,Cd52,H2-D1
Fau,H2-K1,Cd52
B2m,Fau,B2m
Btg1,B2m,Fau
Cd3d,Tpt1,Tpt1
Tpt1,Cd3d,Cd3d
Laptm5,Ptpn18,Ptpn18
Ptpn18,Shisa5,Laptm5
Ms4a4b,Laptm5,H2-Q7
H2-Q7,H2-Q7,Shisa5
Shisa5,Ccr2,Ms4a4b
Epsti1,Epsti1,Rps27
Rps27,Ms4a4b,Epsti1
Ctla2a,Fxyd5,Srgn
Srgn,Rps27,Rpl18a
Rpl18a,Ctla2a,Rpl17
Cd3g,Rpl30,Ctla2a
Rpl17,Rpl18a,Fxyd5
Fxyd5,Srgn,Cd3g
Gm8369,Rpl17,Ccr2
Ly6c2,Gm8369,Rpl30
Rpl30,Cd3g,Ptprc
Gimap6,Rpl24,Gm8369
Ptprc,Il18r1,Gimap6
Rpl24,Slfn2,Rps14
Rps14,Rps14,Rpl24
Sp100,Ptprc,Rps13
Rpl34,Pdcd4,Rpl34
Cd8b1,Ypel3,Sp100
Gmfg,Gimap6,Slfn2
Rps13,Sp100,Klrd1
Slfn2,Rps13,Ypel3
Rac2,Gmfg,Il18r1
Rps24,Cxcr6,Gmfg
Rpl19,Rpl34,Ly6c2
Ccr2,H2-T23,Rpl19
Cd2,Rpl18,Pdcd4
Ms4a6b,Ogt,Junb
Klrd1,Klrd1,Rac2
Pnrc1,Cox7a2l,Rpl18
Rpl18,Rpl19,Cd8b1
Cox7a2l,Rpl27,Rps24
Rpl27,Cd2,Pnrc1
Il18r1,Rpl29,Cxcr6
Junb,Pnrc1,Ms4a6b
H2-T23,Ltb,Cd2
Rps15a,Il18rap,Ltb
S100a4,Rac2,Rps15a
Rpl37a,Ms4a6b,H2-T23
Gimap3,Dock2,Ogt
Mbnl1,Gimap3,Rpl27
Rpl29,Mbnl1,Cox7a2l
Cd53,Rps24,Rpl29
Ltb,Ly6c2,Rpl37a
Ppp1r12a,Itgal,Gimap3
Nkg7,Rps15a,Cd53
Stk17b,Ppp1r12a,Mbnl1
Itgal,Junb,Ppp1r12a
Npc2,Cd53,Cd3e
Dock2,Itgax,Dock2
Cd3e,Rpl37a,Itgal
Cxcr6,Cd3e,S100a4
Pfdn5,Gabarapl2,Stk17b
Selplg,Cd8b1,Nkg7
Zfp36l2,Evl,Il18rap
Gabarapl2,Tcp11l2,Zfp36l2
Rsrp1,Cd37,Selplg
Ypel3,Selplg,Ddx5
Ddx5,Gpr183,Rsrp1
Ogt,Gimap5,Cd37
Pdcd4,Wdr95,Pfdn5
Il2rg,Stk17b,Evl
Eif3f,Cd226,Npc2
Clk1,Sp110,Gabarapl2
Tspo,Zfp36l2,Cd226
Btg2,Il2rg,Gpr183
Srsf5,Clk1,Clk1
Ifi203,Npc2,Btg2
Gramd3,Pfdn5,Gimap5
Trbc2,Rsrp1,Itgax
Id2,Ifi203,Gramd3
Myl6,Ddx5,Sp110
S100a11,Btg2,Il2rg
Rps7,Gramd3,Myl6
Lsp1,Nkg7,Ifi203
Ets1,Rora,Emb
Itm2b,Ets1,Wdr95
Ctsw,Ier5,Id2
