wilcoxon,t-test,t-test_overestim_var
S100a6,S100a4,S100a6
S100a10,S100a6,S100a4
Ccl5,Ccl5,Ccl5
Tmsb4x,Ccr2,Tmsb4x
S100a4,Cxcr6,S100a10
Nkg7,Tmsb4x,Lgals1
Lgals1,Ifng,Ahnak
Ms4a4b,Ahnak,Ctla2a
Lsp1,S100a10,Itga4
Ahnak,Gzmb,Ccr2
Myl6,Lgals1,Gzmb
Itga4,Bhlhe40,Ms4a4b
Actb,Itga4,Cxcr6
Cd52,Rora,Ifng
Gzmb,Klrc1,Lsp1
S100a11,Ctla2a,Id2
Sub1,Id2,Nkg7
Ctla2a,Itgb1,Actb
Id2,Atxn1,S100a11
Crip1,Itgax,Bhlhe40
Ifng,Lgals3,Myl6
Ccr2,Ms4a4b,Cd52
Rac2,Lsp1,Crip1
Cxcr6,Actb,Sub1
Sh3bgrl3,S100a11,Rora
Ctsd,Gzmk,Itgb1
Bhlhe40,Nkg7,Klrc1
Abracl,Wdr95,Ctsd
Arhgdib,Il18rap,Atxn1
Cyba,Crip1,Sh3bgrl3
Actg1,Ctsd,Rac2
Pfn1,Bcl2a1b,Arhgdib
Laptm5,Myl6,Abracl
Hmgb2,Sub1,Cd48
Cd48,Trav14-1,Lgals3
Itgb1,Klrk1,Pfn1
Arpc2,Cd52,Actg1
H2-D1,Il18r1,Cyba
Cdc42,Sh3bgrl3,Hmgb2
Rora,Cd48,Il18r1
S100a13,Ccl4,Laptm5
Klrc1,Cxcr3,Hopx
Coro1a,Klrc2,Klrk1
Epsti1,Abracl,H2-D1
Itm2b,Anxa1,S100a13
Tspo,Actg1,Itgax
Atxn1,Ccr5,Il18rap
Il18r1,Arhgdib,Arpc2
Pycard,Klrg1,Bcl2a1b
Ly6c2,Acot7,Cdc42
Cd47,Rac2,Pycard
Hopx,Gna15,Cxcr3
Vim,Hopx,Coro1a
Hcst,Hmgb2,Vim
Klrk1,S100a13,Gzmk
Lgals3,Pycard,Epsti1
Srgn,Cyba,Tspo
Anxa6,Bcl2a1d,Anxa6
Gmfg,Pfn1,Ccl4
Rap1b,Zeb2,Itm2b
Selplg,H2-D1,Itgal
Ms4a6b,Vim,Hcst
Itgal,Anxa2,Cd47
Calm1,Laptm5,Wdr95
Bcl2a1b,Serpinb9,Klrc2
Ostf1,Slamf7,Selplg
Cxcr3,Cx3cr1,Gimap7
Il18rap,Runx2,Prr13
Ccl4,Itgal,Ccr5
Arpc5,Cdc42,Srgn
Gapdh,Prr13,Ly6c2
Clic1,Prf1,Rap1b
Arpc1b,Anxa6,Gmfg
Dnajc15,Hip1,Ostf1
Gimap7,Arpc2,Anxa2
Prr13,Gimap7,Arpc5
Ptprcap,Trbv13-3,Zyx
Txn1,Coro1a,Gabarapl2
Gabarapl2,Glrx,Ppp1r12a
Myl12a,Plek,Gng2
Sp100,Igkc,Gapdh
Ppp1r12a,Ncald,Ms4a6b
Actr3,Pglyrp1,Calm1
Itgax,Serpinb6b,Txn1
Gimap4,Tspo,Pglyrp1
Zyx,Ybx3,Dnajc15
Ppp1ca,Itga1,Trav14-1
Klrc2,Zyx,Arpc1b
Cd2,Osbpl3,Acot7
Ctsw,Itm2b,Gna15
Gng2,Hcst,Prf1
Atp5h,Gng2,Ctsw
Gzmk,Epsti1,Runx2
Anxa2,Fasl,Sp100
Ccr5,Cd47,Gimap4
Pglyrp1,Gabarapl2,Clic1
Krtcap2,Arpc5,Myl12a
Arpc3,Dock5,Plek
Mbd2,Rap1b,Serpinb9
Arl6ip1,Pik3ap1,Serpinb6b
Ly6a,Sytl2,Ybx3
Slfn2,Selplg,Ptprcap
Ppib,Slc4a7,Ppp1ca
Cd8b1,Srgn,Slamf7
Fxyd5,Gmfg,Actr3
Wdr95,Ostf1,Mbd2
Oaz1,Ly6c2,Slfn2
Prf1,Ppp1r12a,Bcl2a1d
H2-Q7,Stard10,Anxa1
Cfl1,Myo1f,Cd2
Gnai2,Txn1,Glrx
Cox5a,Ttc39c,Arl6ip1
Runx2,Ctsw,Klrg1
Serpinb6b,Icos,Ly6a
Itgb2,Ms4a6b,Itgb2
Cox6b1,Ccl3,Icos
Plek,Gapdh,Sh2d1a
Lcp1,Rbm47,Zeb2
Serf2,Myl12a,Atp5h
Sh2d1a,Chsy1,Arpc3
Ybx3,Calm1,Myo1f
Reep5,Arpc1b,Dusp5
H2-K1,Sp100,Krtcap2
Ucp2,Clic1,Spn
Vasp,Dok2,Reep5
Serpinb9,Dnajc15,Ppib
Dusp5,Tbx21,H2-Q7
Ndufb7,Rpa2,Fxyd5
Spn,AA467197,S1pr4
Tmem50a,Mbd2,Ncald
Cd3e,Itgb2,Fasl
Icos,Pou2f2,Oaz1
Gna15,Ppp1ca,Cfl1
Acot7,Phlda1,Ucp2
Cd3d,Slfn2,Cox5a
Fkbp1a,Dusp5,Chsy1
Capzb,Gimap4,Rpa2
S1pr4,Trdc,Dok2
Trac,Ptprcap,Lcp1
Cotl1,Actr3,Pik3ap1
Cd3g,Arl6ip1,Slc4a7
Arf5,S1pr4,Hip1
Psmb3,Spn,Gnai2
mt-Co1,Unc119,Cx3cr1
Sept1,Sh2d1a,Ndufb7
Atp2b1,Cd2,Vasp
Diaph1,Ly6a,Osbpl3
Rbm3,St3gal6,Trbv13-3
Tagln2,Efhd2,Efhd2
H2az1,Reep5,Atp2b1
Ppp1r18,Car5b,mt-Co1
Slamf7,Ctla4,Fkbp1a
Fyn,Sdcbp2,Tmem50a
Atox1,Crot,Igkc
Arpc4,Dgkh,Serf2
Cnn2,Atf6,Cox6b1
Prelid1,Casp4,Ctla4
Tle5,Krtcap2,Cd8b1
Atp5l,Smpdl3b,H2-K1
Dennd4a,Cd44,Cd3e
Myo1f,Vmp1,Vmp1
Ap2s1,1110008P14Rik,Cox17
Cox17,Casp1,1110008P14Rik
Jpt1,Atp2b1,Pou2f2
Gimap1,Fam129a,Ppp1r18
Cox5b,Lamc1,Smap1
Ndfip1,Havcr2,Ap2s1
Smap1,Ap3s1,Dennd4a
H3f3b,Arpc3,Capzb
Glrx,Fkbp1a,Tagln2
Ctla4,Ccdc50,Itga1
Efhd2,Cox17,Diaph1
Dock2,Dapk2,Cd3d
Trav14-1,Atp5h,St3gal6
Vmp1,Ppib,Arpc4
Tbc1d10c,Ucp2,Ccl3
Rinl,Rab8b,Prelid1
Pim1,Smap1,Cotl1
Itgb7,Vasp,Dock5
Cd28,Ap2s1,Psmb3
Cap1,H2-Q7,Fyn
Rpa2,Hsd11b1,Hsd11b1
Zfp36l2,Ech1,Ap3s1
Dok2,Gzma,Trac
Ptprc,Atp2b4,Atox1
Atp6v0e,Fxyd5,Stard10
1110008P14Rik,Lcp1,Cd44
Chsy1,Cox5a,Sept1
Atp5j,Cfl1,Pim1
Bcl2a1d,Ndufb7,H2az1
Iqgap1,Casp3,Crot
Hsd11b1,H2-K1,Ndfip1
Apbb1ip,Raph1,Tbx21
Tln1,Oaz1,Cnn2
Ptpn22,Gnai2,Sytl2
Hif1a,Ppp1r18,Gimap1
Arl6ip5,Ptms,Ech1
1810058I24Rik,Diaph1,Rinl
B2m,Tmem50a,Cap1
Ech1,Rilpl2,Arf5
Anxa1,Arpc4,Tbc1d10c
Cox4i1,Prelid1,Rbm3
Csnk2b,Dennd4a,Hif1a
