wilcoxon,t-test,t-test_overestim_var
Ccl5,Ccl5,Ccl5
Cd52,Hcst,Hcst
H2-D1,H2-D1,Cd52
Ms4a4b,Cd52,H2-D1
Laptm5,B2m,B2m
Epsti1,Laptm5,H2-K1
B2m,Btg1,Btg1
Hcst,H2-K1,Epsti1
H2-K1,Epsti1,Laptm5
Cd3d,Ms4a4b,Ms4a4b
Btg1,Klrd1,Cd3d
H2-Q7,Srgn,Srgn
Srgn,H2-Q7,H2-Q7
Cd8b1,Cd3d,Ptprc
Shisa5,Shisa5,Shisa5
Ptprc,Sp100,Gimap6
Sp100,Gimap6,Ptpn18
Fxyd5,Ptprc,Klrd1
Rac2,Rac2,Sp100
Gimap6,Fxyd5,Fau
Cd3g,Ptpn18,Fxyd5
Ptpn18,Fau,Rac2
Fau,Ccr2,Tpt1
Ms4a6b,Ms4a6b,Ms4a6b
Nkg7,Lsp1,Cd3g
Lsp1,Cd3g,Cd8b1
Gmfg,Slfn2,Lsp1
Tmsb4x,Tpt1,Gmfg
S100a10,Cd8b1,Slfn2
Tpt1,Gmfg,Ccr2
Klrd1,Gm8369,Junb
Myl6,Junb,Nkg7
Gm8369,Pnrc1,Gm8369
Junb,Stk17b,S100a10
Ly6c2,Ypel3,Myl6
Cd2,Jak1,Pnrc1
Stk17b,Myl6,Stk17b
Pnrc1,S100a10,Jak1
Ctla2a,Cd2,Tmsb4x
S100a11,Ppp1r12a,Ctla2a
Itm2b,S100a11,Cd2
Jak1,Pdcd4,Ppp1r12a
Tspo,Nkg7,Selplg
Selplg,Ctla2a,Itm2b
Ppp1r12a,Selplg,S100a11
Slfn2,Dock2,Tspo
Gimap3,Itm2b,Ypel3
Cd53,Gimap3,Gimap3
Dock2,Tspo,Dock2
S100a4,Ltb,Ly6c2
Cd3e,Id2,Pdcd4
Id2,Cd53,Ltb
Rps27,Gramd3,Id2
Ccr2,Cxcr6,Cd53
H2-T23,Tmsb4x,Cd3e
S100a13,H2-T23,H2-T23
Trbc2,Il18r1,S100a4
Ltb,Cd3e,Rps27
Cox7a2l,Itgax,Gramd3
Npc2,Itgal,Cxcr6
Mbnl1,Tnfaip3,Il18r1
Sh3bgrl3,Ctsw,Zfp36l2
Gramd3,Zfp36l2,Ctsw
Zfp36l2,Ly6c2,Tnfaip3
Ctsw,S100a4,Itgal
Itgal,S100a13,S100a13
Gimap4,Il18rap,Btg2
Arhgdib,Btg2,Trbc2
Akap13,Wdr95,Sh3bgrl3
Il18r1,Rps27,Cox7a2l
Btg2,Ifi203,Gimap4
Ifi203,Cox7a2l,Mbnl1
Ets1,Ccl4,Arhgdib
Tnfaip3,Dusp5,Ifi203
Sept1,Cd37,Npc2
Samhd1,Npc2,Rsrp1
Ubc,Gpr183,Itgax
Cd28,Akap13,Akap13
Clk1,Rsrp1,Ets1
Rsrp1,Gimap4,Ubc
Ypel3,Mbnl1,Clk1
Gabarapl2,Rora,Ccl4
Il2rg,Ogt,Ogt
Rpl18a,Il2rg,Dusp5
Cxcr6,Samhd1,Il18rap
Fyb,Arhgdib,Cd28
Pfdn5,Ets1,Cd37
Pdcd4,Trbc2,Il2rg
Lck,Sh3bgrl3,Samhd1
Serf2,Cd28,Gpr183
Ubb,Clk1,Rora
Arhgap45,Txk,Wdr95
Ahnak,Gabarapl2,Sept1
Ctsd,Dennd4a,Txk
Ifngr1,Sept1,Dennd4a
Tmem50a,Gimap5,Gabarapl2
