wilcoxon,t-test,t-test_overestim_var
Mcm3,Ung,Ung
Siva1,Siva1,Siva1
Ung,Mcm3,Mcm3
Pcna,Pcna,Pcna
Hells,Cdca7,Cdca7
Mcm6,Hells,Hells
Rfc3,Rfc3,Rfc3
Mcm2,Mcm2,Mcm2
Cdca7,Mcm6,Mcm6
Tipin,Cdc6,Cdc6
Uhrf1,Uhrf1,Uhrf1
Mcm4,Tipin,Tipin
Dut,Mcm4,Mcm4
Slbp,Slbp,Slbp
Cisd1,Rpl7a,Rpl7a
Cdc6,Dut,Cisd1
Rpl7a,Cisd1,Dut
Npm1,Rpl11,Rpl11
Rpl11,Hsp90ab1,Ccne1
Nme1,Rps8,Ppp1r14b
Hsp90ab1,Ccne1,Rps8
Rps8,Npm1,Hsp90ab1
Ppp1r14b,Ppp1r14b,Npm1
Ccne1,E2f1,E2f1
Dtl,C1qbp,Srm
C1qbp,Dtl,C1qbp
Rpl14,Orc6,Dtl
Mcm5,Srm,Orc6
Orc6,Nme1,Zmynd19
Nasp,Rpl14,Rpl14
Ldha,Zmynd19,Mcm5
Rps27a,Mcm5,Nme1
Mif,Rps27a,Rps27a
Rpl15,Nop56,Nop56
Atp5g1,Mif,Rsl1d1
Nop56,Rsl1d1,Mif
Mcm7,Ldha,Ldha
E2f1,Mcm7,Ccne2
Rsl1d1,Rpl41,Mcm7
Hspd1,Atp5g1,Atp5g1
Rpl41,Ccne2,Hspd1
Gmnn,Rpl13,Rpl41
Eef1g,Hspd1,Gar1
Rpl22l1,Gar1,Rpl13
Hspe1,Set,Set
Rps17,Rpl15,Arl6ip6
Set,Hspe1,Rpl15
Ranbp1,Gmnn,Hspe1
Rpl13,Lig1,Gmnn
Rpl31,Arl6ip6,Lig1
Rpl10,Rps2,Rif1
Rif1,Rif1,Eef1g
Ftl1,Ybx1,Ybx1
Lig1,Eef1g,Cenps
Eif5a,Rps17,Rps2
Rps6,Nasp,Nasp
Gar1,Cenps,Rps17
Rpl5,Rpl22l1,Nolc1
Dctpp1,Ranbp1,Fabp5
Ybx1,Fabp5,Ppat
Srm,Nolc1,Rpl31
Psma7,Rpl31,Rpl22l1
Pnn,Rplp1,Ctps
Rps2,Rpl26,Ranbp1
Rpl26,Ppat,Rpl26
Ubtf,Ctps,Rplp1
Rpl6,Pdia3,Chaf1b
Rpl37,Rpl37,Ubtf
Rpl4,Ftl1,Gins2
Pdia6,Rpl27a,Ftl1
Pdia3,Ubtf,Rpl37
Rpl12,Chaf1b,Pdia3
Fabp5,Rpl6,Rpl27a
1810037I17Rik,Gins2,Rpl6
