wilcoxon,t-test,t-test_overestim_var
Pcna,Pcna,Pcna
Slbp,Ung,Slbp
1810037I17Rik,Rfc3,Ung
Siva1,E2f1,Rfc3
Rfc3,Slbp,Siva1
Mcm3,Cdca7,E2f1
Gmnn,Cdc6,Dtl
Mcm6,Siva1,Cdca7
Uhrf1,Dtl,1810037I17Rik
Dnajc9,Mcm2,Uhrf1
Mcm2,1810037I17Rik,Cdc6
Dtl,Tcf19,Mcm2
Ung,Uhrf1,Gmnn
Lig1,mt-Atp6,Clspn
Tipin,Cdca7l,mt-Atp6
mt-Atp6,Clspn,mt-Co2
Clspn,mt-Co2,Mcm3
Orc6,Gmnn,Tcf19
mt-Co2,Orc6,Mcm6
Tmsb4x,Mcm3,Lig1
Dut,Mcm6,Tipin
Tmsb10,Lig1,Orc6
Mcm7,mt-Co3,Cdca7l
Serf2,Tipin,mt-Co3
mt-Co3,Dnajc9,Dnajc9
Rpa2,Zmynd19,Prim1
Prim1,Ccne2,Tmsb4x
Cdca7,Prim1,Serf2
Cdc6,Tmsb4x,Dut
Tpt1,Serf2,Dck
Dck,Dck,Hells
E2f1,Cenps,Rpa2
Crip1,Wdr76,Zmynd19
Atad2,Chek1,Ccne2
Sem1,Rpa2,Tmsb10
Hells,Hells,Wdr76
mt-Cytb,Tmsb10,Cenps
Usp1,Usp1,Mcm7
Atp5e,Mcm7,Usp1
Tcf19,Wdhd1,mt-Cytb
Srsf2,mt-Cytb,Chek1
mt-Nd2,Cdc45,Atad2
Rif1,Cenpk,Wdhd1
Rrm2,E2f7,Rif1
Rfc4,Gins2,Ccne1
Wdr76,Dut,Cdc45
Abracl,Atad2,Fbxo5
Fbxo5,Rif1,Cenpk
Dek,Ccne1,Gins2
Pole4,Fbxo5,Srsf2
Mcm5,mt-Nd2,Dek
Cdca7l,Sem1,Sem1
Ccne1,Dscc1,E2f7
Cenps,Pole4,mt-Nd2
S100a4,Dhfr,Pole4
Cenpk,Arl6ip6,Arl6ip6
Cd52,Srsf2,Dhfr
Lgals1,Rnf227,Lgals1
Sh3bgrl3,Zfp367,Crip1
Cox6c,E2f8,Atad5
Dhfr,Atad5,Dscc1
Atp5h,Dek,Mcm5
Hpf1,Rfc4,Rfc4
Snu13,Crip1,E2f8
Cdc45,Gins1,Zfp367
Gins2,Pold2,mt-Co1
S100a11,Brca1,Rrm2
Cox6a1,Rfc1,Rfc1
Sub1,Cd52,S100a4
Rbmxl1,mt-Co1,Pold2
Mcm4,Mcm5,Brca1
Eri1,Atp5e,Cd52
