wilcoxon,t-test,t-test_overestim_var
Lgals1,Pclaf,S100a6
Hmgb2,Stmn1,Lgals1
S100a6,S100a6,Pclaf
Gapdh,Lgals3,Stmn1
H2az1,Lgals1,Hmgb2
Dut,Rrm2,Dut
Ptma,Hmgb2,Anxa2
Stmn1,Anxa2,Lgals3
Pclaf,Dut,Gmnn
Anxa2,Gmnn,Rrm2
Txn1,S100a4,Gzmb
Pfn1,Lig1,Ptma
Vim,Gzmb,S100a4
Ybx1,Mki67,H2az1
Actb,Uhrf1,Lig1
Lgals3,Mcm5,Lmnb1
Tmsb4x,1500009L16Rik,Vim
Crip1,Lmnb1,Mki67
Pcna,Cks1b,Pcna
Ran,Tyms,Ybx3
Calm1,H1f5,Mcm5
Gmnn,Mcm3,Mcm3
S100a4,Ybx3,Gapdh
S100a10,Top2a,Tmsb4x
Gzmb,Ptma,Cks1b
Hmgb1,Asf1b,Txn1
Rrm2,Mcm6,Mcm6
Ybx3,Tmsb4x,Actb
Ppia,H2az1,Tyms
Sub1,Tk1,Top2a
Lmnb1,Birc5,Uhrf1
Mki67,Vim,Ybx1
Actg1,Clspn,1500009L16Rik
Pycard,Sdf2l1,Tipin
Cox5a,Rrm1,Crip1
Lig1,Pcna,Ppia
Anp32b,Spc24,Sdf2l1
Dbi,Ezh2,Ezh2
Mcm3,Tipin,Siva1
Dek,Siva1,Rrm1
Mcm5,Actb,Hmgn2
Mcm6,Cdk1,Dbi
Cks1b,Txn1,Serpinb6b
Top2a,Serpinb6b,Birc5
Rps27l,Gapdh,H1f5
1500009L16Rik,Mcm7,Pycard
Prdx1,Ppil1,Asf1b
Ywhah,Ifng,S100a10
Tipin,Dtl,Ran
Tyms,Rfc4,Mcm7
Alyref,Rad51,Clspn
Uhrf1,Dctpp1,Alyref
Cd48,Hmgn2,Pfn1
Slbp,Smc2,Hmgb1
Serpinb6b,Dnmt1,Dctpp1
Nap1l1,Ppia,Slbp
Cox5b,Ybx1,Tk1
Sdf2l1,Serpinb9,Dek
Tuba1b,Cisd1,Dnmt1
Ezh2,Crip1,Cisd1
Hsp90b1,H2ac8,Tuba1b
Atp5j,Dbi,Ywhah
Siva1,Hells,Spc24
Snrpd1,Ccnb2,Tmpo
Hmgn2,Fabp5,Smc2
Cdc42,Rpa2,Ppil1
Asf1b,Pycard,Rps27l
Clspn,S100a10,Rpa2
Rrm1,Rfc3,Actg1
Tmpo,Alyref,Rfc4
H1f5,Gzmk,Atpif1
Atpif1,Bhlhe40,Serpinb9
Calm3,Fbxo5,Dtl
