,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.24514079,0.35229921340942383,True
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,0.111222535,0.25810521841049194,True
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.67588115,-0.5979317426681519,False
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.37527266,0.4744744300842285,True
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.2636157,-0.36298227310180664,False
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,5.902838,-18.316680908203125,False
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.5220591,-0.0022362470626831055,False
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.8284617,-0.5688257217407227,False
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.0030551255,-4.215938568115234,False
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,7.8599234,-3.2160181999206543,False
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.0897847,-0.10965442657470703,False
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.119459,0.7164652645587921,True
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,1.0888557,-0.8819838762283325,False
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,111.584404,-0.4580026865005493,False
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.25339434,-0.10216414928436279,False
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.6764638,-1.8316240310668945,False
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.07773045,-2.351370334625244,False
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,0.91203684,-3.396979808807373,False
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,5.6335545,0.8457872420549393,True
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.12826152,-0.10513961315155029,False
Zfp451,ENSMUSG00000042197,1,33814595,33761545,-,-0.0267,0.8124463,-1.9605023860931396,False
Fam168b,ENSMUSG00000037503,1,34843065,34813219,-,-0.0581,0.8537661,-1.551461935043335,False
Uggt1,ENSMUSG00000037470,1,36244720,36140027,-,-0.0226,1.4446269,-1.5324225425720215,False
Neurl3,ENSMUSG00000047180,1,36274679,36264597,-,-0.1125,0.44976428,0.21369576454162598,True
Kansl3,ENSMUSG00000010453,1,36369181,36335730,-,-0.0571,0.5155694,-1.199507474899292,False
Actr1b,ENSMUSG00000037351,1,36714422,36698114,-,0.0154,0.21626635,-0.9388471841812134,False
Tmem131,ENSMUSG00000026116,1,36943666,36792191,-,-0.0504,3.3676918,-0.7322475910186768,False
Coa5,ENSMUSG00000026112,1,37430103,37417084,-,0.024,0.048994277,-4.511354446411133,False
Mgat4a,ENSMUSG00000026110,1,37541016,37439340,-,-0.0577,0.8939977,0.213792085647583,True
Tsga10,ENSMUSG00000060771,1,37866429,37754776,-,0.0033,0.96528924,-0.6643608808517456,False
Mitd1,ENSMUSG00000026088,1,37890411,37874801,-,0.0064,0.9306605,-2.353485107421875,False
Txndc9,ENSMUSG00000058407,1,37997893,37985189,-,0.0627,0.086604215,-2.427561044692993,False
Rev1,ENSMUSG00000026082,1,38129801,38052786,-,-0.0317,8.75551,-1.7416677474975586,False
Aff3,ENSMUSG00000037138,1,38664955,38177326,-,-0.0878,8.270648,0.3527355194091797,True
Rnf149,ENSMUSG00000048234,1,39577405,39551296,-,-0.0074,0.8472498,-0.19702434539794922,False
Tgfbrap1,ENSMUSG00000070939,1,43098637,43047200,-,-0.0302,0.48556522,-0.36488091945648193,False
Fhl2,ENSMUSG00000008136,1,43196984,43123074,-,0.1746,0.45736447,0.5132441818714142,True
Uxs1,ENSMUSG00000057363,1,43827800,43746966,-,0.0153,1.6472856,-1.563598871231079,False
Tex30,ENSMUSG00000026049,1,44102441,44086613,-,0.196,0.37060985,-1.713843822479248,False
Poglut2,ENSMUSG00000026047,1,44118808,44106546,-,0.0253,0.46849078,-0.33414947986602783,False
Slc39a10,ENSMUSG00000025986,1,46892852,46807544,-,-0.005,0.8639,-0.7016632556915283,False
Nabp1,ENSMUSG00000026107,1,51478425,51465862,-,-0.0297,5.672971,-1.3610122203826904,False
Gls,ENSMUSG00000026103,1,52233232,52163448,-,-0.0127,5.019919,-4.436115264892578,False
Nab1,ENSMUSG00000002881,1,52500679,52457294,-,0.0824,0.65534,0.2878020405769348,True
Mfsd6,ENSMUSG00000041439,1,52727462,52656286,-,-0.0384,1.0308306,-0.921556830406189,False
Inpp1,ENSMUSG00000026102,1,52817688,52785427,-,-0.0939,0.2597037,-0.9261791706085205,False
Pms1,ENSMUSG00000026098,1,53297018,53189187,-,0.0396,1.3410542,-1.165433645248413,False
Stk17b,ENSMUSG00000026094,1,53785224,53755506,-,-0.2109,0.5850379,-0.041488051414489746,False
Gtf3c3,ENSMUSG00000041303,1,54438971,54396004,-,-0.0092,0.8145452,-1.4753375053405762,False
Pgap1,ENSMUSG00000073678,1,54557684,54472994,-,-0.0425,1.174232,-1.1035804748535156,False
Ankrd44,ENSMUSG00000052331,1,54926387,54645340,-,-0.0925,8.200819,-2.963801383972168,False
Sf3b1,ENSMUSG00000025982,1,55027481,54985169,-,0.1117,0.33920774,-0.9103095531463623,False
Hspd1,ENSMUSG00000025980,1,55088243,55077835,-,0.5211,0.010111283,-0.7977156639099121,False
Rftn2,ENSMUSG00000025978,1,55226782,55170159,-,-0.0045,1.6867673,-0.480648398399353,False
Boll,ENSMUSG00000025977,1,55363469,55248658,-,-0.0115,4.1878643,-1.405144214630127,False
Tyw5,ENSMUSG00000048495,1,57407101,57388237,-,0.0324,1.4655261,-0.302532434463501,False
Kctd18,ENSMUSG00000054770,1,58018956,57955101,-,-0.017,0.6522605,-1.7445635795593262,False
Clk1,ENSMUSG00000026034,1,58424066,58410189,-,-0.1856,1.3317906,-1.2846970558166504,False
Ppil3,ENSMUSG00000026035,1,58445486,58430994,-,0.0518,0.3348649,-0.870073676109314,False
Orc2,ENSMUSG00000026037,1,58505109,58462771,-,0.0982,0.9895204,-0.8603833913803101,False
Fam126b,ENSMUSG00000038174,1,58586323,58522806,-,-0.0499,0.74927324,-0.5465452671051025,False
Trak2,ENSMUSG00000026028,1,58973430,58900449,-,-0.029,1.3599705,-2.859257698059082,False
Tmem237,ENSMUSG00000038079,1,59120408,59100590,-,0.0895,0.52308077,-0.013951897621154785,False
Als2,ENSMUSG00000026024,1,59237231,59162926,-,-0.0013,3.1264274,-4.533965587615967,False
Sumo1,ENSMUSG00000026021,1,59670834,59586558,-,0.0432,18.077013,-3.081834316253662,False
Wdr12,ENSMUSG00000026019,1,60098645,60069785,-,0.0274,0.3434654,-0.33293044567108154,False
Raph1,ENSMUSG00000026014,1,60567104,60482292,-,0.0546,2.2453165,0.6441477537155151,True
Ino80d,ENSMUSG00000040865,1,63114667,62958418,-,-0.0481,2.1485283,-3.3883514404296875,False
Ndufs1,ENSMUSG00000025968,1,63176833,63143596,-,0.0689,0.6314118,-1.6206896305084229,False
Klf7,ENSMUSG00000025959,1,64122282,64029447,-,-0.1428,0.9951371,-0.3903467655181885,False
Mettl21a,ENSMUSG00000025956,1,64617242,64606473,-,0.009,0.3229794,-0.5735541582107544,False
Plekhm3,ENSMUSG00000051344,1,64956824,64785983,-,-0.0257,4.8655987,-1.0851542949676514,False
Idh1,ENSMUSG00000025950,1,65186500,65158616,-,0.0008,0.19518386,-0.35804736614227295,False
