gene_names,A8T,NP14B,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score
Mrpl15,0.42365145683288574,0.4120159447193146,0.04915379732847214,0.9446042962969238,0.8166173696517944,0.04915379732847214,0.8058376522837043,0.47690075635910034,0.04915379732847214,0.7655282758588786,0.5214269161224365
Lypla1,0.30427104234695435,0.2019980400800705,0.6678993701934814,9.631007914086264e-05,4.393862724304199,0.6678993701934814,1.653810204472131e-06,5.1743950843811035,0.6678993701934814,1.6636360601714084e-07,5.5876970291137695
Gm37988,0.0007041107164695859,0.0,19.425952911376953,0.9980832405399505,0.10727746784687042,19.425952911376953,0.4659789840858372,1.0,19.425952911376953,0.4554198916747232,1.0
Tcea1,0.40655821561813354,0.36423298716545105,0.19108787178993225,0.2112502784222463,1.9068868160247803,0.19108787178993225,0.15773108473938455,1.7976188659667969,0.19108787178993225,0.10841697682885891,1.9625898599624634
Atp6v1h,0.3304639160633087,0.2754685878753662,0.3042757511138916,0.07595101137509518,2.390964984893799,0.3042757511138916,0.0317370866754602,2.5384209156036377,0.3042757511138916,0.016439273561200406,2.7594990730285645
Rb1cc1,0.48621079325675964,0.49541744589805603,-0.034244950860738754,0.9980832405399505,0.021833378821611404,-0.034244950860738754,0.896189740531065,-0.3416317105293274,-0.034244950860738754,0.8664393571422733,-0.3741452395915985
Pcmtd1,0.25507575273513794,0.37769898772239685,-0.6594212651252747,0.001188640246104013,-3.7687771320343018,-0.6594212651252747,5.787527201237286e-07,-5.3838605880737305,-0.6594212651252747,2.1210825177271788e-08,-5.9569220542907715
Rrs1,0.13859140872955322,0.21136921644210815,-0.6629558205604553,0.11319215598221152,-2.2130789756774902,-0.6629558205604553,0.00016502996408885396,-4.157095432281494,-0.6629558205604553,2.093531578232787e-05,-4.6125359535217285
Adhfe1,0.0008620767621323466,0.0022032582201063633,-1.3547170162200928,0.9980832405399505,0.01980399526655674,-1.3547170162200928,0.6180033334534256,-0.752899706363678,-1.3547170162200928,0.5465958987717787,-0.8468223214149475
Mybl1,0.005415695253759623,0.0011397801572456956,2.251476287841797,0.9980832405399505,0.3172837793827057,2.251476287841797,0.12336330442356817,1.9262104034423828,2.251476287841797,0.10054020062424912,1.9996769428253174
Vcpip1,0.23260922729969025,0.24076971411705017,-0.05586409196257591,0.9980832405399505,0.32704582810401917,-0.05586409196257591,0.8524075873531913,-0.4092111885547638,-0.05586409196257591,0.8169769164896473,-0.4481753706932068
Sgk3,0.024436544626951218,0.11536514759063721,-2.305450439453125,0.014676289331821805,-3.0118167400360107,-2.305450439453125,1.9946129364573738e-12,-7.458266735076904,-2.305450439453125,3.0780770660262273e-16,-8.566047668457031
