gene_names,A8T,C8P,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score
Mrpl15,0.42365145683288574,0.5624982118606567,-0.5173243880271912,1.4800854592346912e-07,-5.674989223480225,-0.5173243880271912,2.66497627956223e-08,-5.977188587188721,-0.5173243880271912,1.6792477756700394e-10,-6.753289699554443
Lypla1,0.30427104234695435,0.36035171151161194,-0.28673872351646423,0.001185873653977343,-3.6690878868103027,-0.28673872351646423,0.02148757839002408,-2.709315061569214,-0.28673872351646423,0.006822470686161623,-3.0663864612579346
Gm37988,0.0007041107164695859,0.0007248242036439478,-0.04184369742870331,0.9971889066830693,0.010907436721026897,-0.04184369742870331,1.0,-0.023689305409789085,-0.04184369742870331,1.0,-0.025499828159809113
Tcea1,0.40655821561813354,0.45037025213241577,-0.1815035194158554,0.06393109632145293,-2.29091739654541,-0.1815035194158554,0.11462503246516721,-1.9779607057571411,-0.1815035194158554,0.061926337833031926,-2.223281145095825
Atp6v1h,0.3304639160633087,0.2831641137599945,0.2587159276008606,0.9971889066830693,0.26529574394226074,0.2587159276008606,0.05535862104432762,2.3242814540863037,0.2587159276008606,0.025583306521740876,2.5925891399383545
Rb1cc1,0.48621079325675964,0.3892613351345062,0.3958629071712494,0.06621153265856539,2.2758209705352783,0.3958629071712494,0.0002679565276982452,4.05140495300293,0.3958629071712494,3.1866394152879954e-05,4.517568111419678
Pcmtd1,0.25507575273513794,0.2234431654214859,0.2147449254989624,0.9466903112964694,-0.5724428296089172,0.2147449254989624,0.18960282203377357,1.6988967657089233,0.2147449254989624,0.12136133007221671,1.8957206010818481
Rrs1,0.13859140872955322,0.2300979048013687,-0.7994449138641357,2.107038066012062e-07,-5.61057186126709,-0.7994449138641357,2.785569449209973e-07,-5.551443576812744,-0.7994449138641357,1.4004318299963749e-09,-6.41738748550415
Adhfe1,0.0008620767621323466,0.0015659742057323456,-0.8616793751716614,0.9971889066830693,0.010907436721026897,-0.8616793751716614,0.7813446654425739,-0.4980916380882263,-0.8616793751716614,0.717862381563038,-0.5730945467948914
Mybl1,0.005415695253759623,0.029860610142350197,-2.480710029602051,0.24412302653503412,-1.6210980415344238,-2.480710029602051,4.8160384510639894e-05,-4.4815754890441895,-2.480710029602051,2.460391569651643e-07,-5.525162696838379
