gene_names,A8P,A8T,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score
Mrpl15,0.4206181764602661,0.42365145683288574,0.01270824484527111,0.9999524018094651,0.3148616552352905,0.01270824484527111,1.0,0.13495385646820068,0.01270824484527111,1.0,0.13843324780464172
Lypla1,0.30224609375,0.30427104234695435,0.011167686432600021,0.9999524018094651,0.22251495718955994,0.011167686432600021,1.0,0.1014162003993988,0.011167686432600021,1.0,0.10405420511960983
Gm37988,0.0005745338858105242,0.0007041107164695859,0.2935032844543457,0.9999524018094651,0.06753000617027283,0.2935032844543457,1.0,0.14258497953414917,0.2935032844543457,1.0,0.1453534960746765
Tcea1,0.42688098549842834,0.40655821561813354,-0.08604706823825836,0.9999524018094651,-0.5501130819320679,-0.08604706823825836,0.7839341022493436,-0.8993464708328247,-0.08604706823825836,0.7570682901216271,-0.9238001704216003
Atp6v1h,0.3417189121246338,0.3304639160633087,-0.05689004063606262,0.9999524018094651,-0.32545050978660583,-0.05689004063606262,0.9410996498490424,-0.5334717631340027,-0.05689004063606262,0.925767854487405,-0.547565758228302
Rb1cc1,0.5737361907958984,0.48621079325675964,-0.30749228596687317,0.10464866652081302,-3.1454248428344727,-0.30749228596687317,0.02672113866710202,-3.4642701148986816,-0.30749228596687317,0.01888962308167708,-3.5585005283355713
Pcmtd1,0.296284943819046,0.25507575273513794,-0.2471497356891632,0.9999524018094651,-1.5638089179992676,-0.2471497356891632,0.3784466382598634,-2.0974411964416504,-0.2471497356891632,0.3337213676136752,-2.1547210216522217
Rrs1,0.15368136763572693,0.13859140872955322,-0.16025477647781372,0.9999524018094651,-0.5793144106864929,-0.16025477647781372,0.7300747281731684,-1.0343966484069824,-0.16025477647781372,0.7157817173750606,-1.0622366666793823
Adhfe1,0.0008459222153760493,0.0008620767621323466,0.027302920818328857,0.9999524018094651,0.06753000617027283,0.027302920818328857,1.0,0.013375261798501015,0.027302920818328857,1.0,0.013696135021746159
Mybl1,0.01080887671560049,0.005415695253759623,-1.000893473625183,0.9999524018094651,-0.22251495718955994,-1.000893473625183,0.60807930810621,-1.562551498413086,-1.000893473625183,0.5538293086932017,-1.6165107488632202
Vcpip1,0.22795207798480988,0.23260922729969025,0.03266600891947746,0.9999524018094651,0.3984091579914093,0.03266600891947746,1.0,0.25589147210121155,0.03266600891947746,1.0,0.2625335156917572
Sgk3,0.03053252026438713,0.024436544626951218,-0.3257238268852234,0.9999524018094651,-0.173299178481102,-0.3257238268852234,0.7651635133341358,-0.932996928691864,-0.3257238268852234,0.7373538927781272,-0.960446298122406
Mcmdc2,0.001471830764785409,0.002706616185605526,0.8797692656517029,0.9999524018094651,0.09419601410627365,0.8797692656517029,0.8793342081876487,0.7019451260566711,0.8797692656517029,0.8613360207243891,0.713383138179779
Ppp1r42,0.0,0.0,0.0,0.9999524018094651,0.07107950747013092,0.0,1.0,0.0,0.0,1.0,0.0
Cops5,0.29374974966049194,0.32315880060195923,0.15995855629444122,0.9999524018094651,1.463080644607544,0.15995855629444122,0.6463667542448099,1.4923194646835327,0.15995855629444122,0.6008436079941696,1.5303765535354614
Cspp1,0.23314376175403595,0.2261105179786682,-0.04945908114314079,0.9999524018094651,-0.12292012572288513,-0.04945908114314079,0.9998922089400983,-0.3818534016609192,-0.04945908114314079,0.9890271519486893,-0.3917957842350006
Arfgef1,0.3896736204624176,0.362136572599411,-0.12683764100074768,0.9999524018094651,-0.989684522151947,-0.12683764100074768,0.725587876704508,-1.2503911256790161,-0.12683764100074768,0.6855043626216965,-1.2837605476379395
Prex2,0.004531997721642256,0.0007409469690173864,-2.6154391765594482,0.9999524018094651,-0.08184732496738434,-2.6154391765594482,0.5314492271430364,-1.7481505870819092,-2.6154391765594482,0.46573924859491933,-1.825930118560791
A830018L16Rik,0.0,0.0,0.0,0.9999524018094651,0.07107950747013092,0.0,1.0,0.0,0.0,1.0,0.0
Slco5a1,0.0,0.0,0.0,0.9999524018094651,0.07107950747013092,0.0,1.0,0.0,0.0,1.0,0.0
Ncoa2,0.4163669943809509,0.38961878418922424,-0.11637961119413376,0.9999524018094651,-1.0066266059875488,-0.11637961119413376,0.7300747281731684,-1.1838406324386597,-0.11637961119413376,0.7157817173750606,-1.2150300741195679
Tram1,0.8096815943717957,0.7482591867446899,-0.16381849348545074,0.8405642037006081,-2.1746809482574463,-0.16381849348545074,0.3196254031802527,-2.2565197944641113,-0.16381849348545074,0.27256586754373896,-2.3146276473999023
Lactb2,0.17904449999332428,0.1575172394514084,-0.20077243447303772,0.9999524018094651,-0.8641096949577332,-0.20077243447303772,0.6690301526789738,-1.3689320087432861,-0.20077243447303772,0.6346203630042643,-1.4060982465744019
Xkr9,0.0,0.0,0.0,0.9999524018094651,0.07107950747013092,0.0,1.0,0.0,0.0,1.0,0.0
Eya1,0.0,0.0,0.0,0.9999524018094651,0.07107950747013092,0.0,1.0,0.0,0.0,1.0,0.0
Msc,0.015477901324629784,0.013268886134028435,-0.2237599939107895,0.9999524018094651,0.030603263527154922,-0.2237599939107895,0.9662221563854387,-0.4674859046936035,-0.2237599939107895,0.9530299819561461,-0.4807211756706238
Trpa1,0.0,0.00048225701902993023,18.879793167114258,0.9999524018094651,0.10481468588113785,18.879793167114258,0.7300747281731684,1.0,18.879793167114258,0.7157817173750606,1.0
Terf1,0.22658619284629822,0.2025664746761322,-0.17961032688617706,0.9999524018094651,-0.8827818632125854,-0.17961032688617706,0.6674127268065839,-1.3917794227600098,-0.17961032688617706,0.6346203630042643,-1.4293111562728882
Sbspon,0.0,0.0009495101985521615,19.85750961303711,0.9999524018094651,0.10481468588113785,19.85750961303711,0.7300747281731684,1.0,19.85750961303711,0.7157817173750606,1.0
