gene_names,A8T,C5P,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score
Mrpl15,0.42365145683288574,0.7068589925765991,-0.9619737267494202,1.3470383458737455e-40,-13.529460906982422,-0.9619737267494202,2.630313765374979e-46,-14.816811561584473,-0.9619737267494202,2.630313765374979e-46,-14.816811561584473
Lypla1,0.30427104234695435,0.3751668334007263,-0.3562055826187134,2.6753193450430726e-17,-8.645306587219238,-0.3562055826187134,7.017289187632124e-05,-4.245998382568359,-0.3562055826187134,7.017289187632124e-05,-4.245998382568359
Gm37988,0.0007041107164695859,0.0028187211137264967,-2.0026907920837402,1.0,-0.17317044734954834,-2.0026907920837402,0.17293800839622941,-1.6486133337020874,-2.0026907920837402,0.17293800839622941,-1.6486133337020874
Tcea1,0.40655821561813354,0.5136465430259705,-0.42046451568603516,2.326336778961744e-13,-7.51568078994751,-0.42046451568603516,2.4784404228401238e-08,-5.839951515197754,-0.42046451568603516,2.4784404228401238e-08,-5.839951515197754
Atp6v1h,0.3304639160633087,0.38084274530410767,-0.24319280683994293,2.7925316179829563e-12,-7.1761555671691895,-0.24319280683994293,0.009618864394208195,-2.8744585514068604,-0.24319280683994293,0.009618864394208195,-2.8744585514068604
Rb1cc1,0.48621079325675964,0.3515614867210388,0.5716947317123413,0.09402852398718316,1.9584331512451172,0.5716947317123413,5.1367214459217234e-11,6.838747978210449,0.5716947317123413,5.1367214459217234e-11,6.838747978210449
Pcmtd1,0.25507575273513794,0.1591525375843048,0.7520961165428162,1.0,0.24033287167549133,0.7520961165428162,1.0487047970703527e-09,6.372436046600342,0.7520961165428162,1.0487047970703527e-09,6.372436046600342
Rrs1,0.13859140872955322,0.251557856798172,-0.944188117980957,7.382495467281481e-32,-11.934492111206055,-0.944188117980957,5.858967264857765e-17,-8.651347160339355,-0.944188117980957,5.858967264857765e-17,-8.651347160339355
Adhfe1,0.0008620767621323466,0.00017148056940641254,2.3302626609802246,1.0,0.06926818192005157,2.3302626609802246,0.553047676200629,0.7856912016868591,2.3302626609802246,0.553047676200629,0.7856912016868591
Mybl1,0.005415695253759623,0.014090548269450665,-1.3857767581939697,0.2779064552548275,-1.4100230932235718,-1.3857767581939697,0.004445617523711523,-3.127495765686035,-1.3857767581939697,0.004445617523711523,-3.127495765686035
Vcpip1,0.23260922729969025,0.23068515956401825,0.013424568809568882,5.4735215587400977e-08,-5.632334232330322,0.013424568809568882,0.985606393982051,0.1278599053621292,0.013424568809568882,0.985606393982051,0.1278599053621292
Sgk3,0.024436544626951218,0.038743164390325546,-0.6752757430076599,0.01287804038493331,-2.7373952865600586,-0.6752757430076599,0.021007810007595155,-2.595977306365967,-0.6752757430076599,0.021007810007595155,-2.595977306365967
Mcmdc2,0.002706616185605526,0.001828882028348744,0.566161572933197,1.0,-0.034246187657117844,0.566161572933197,0.7064659504784687,0.5485114455223083,0.566161572933197,0.7064659504784687,0.5485114455223083
Ppp1r42,0.0,0.0,0.0,1.0,0.06929589062929153,0.0,1.0,0.0,0.0,1.0,0.0
Cops5,0.32315880060195923,0.5660187602043152,-0.9967283606529236,2.0853392273369637e-43,-14.004585266113281,-0.9967283606529236,3.16904049742661e-42,-14.09433650970459,-0.9967283606529236,3.16904049742661e-42,-14.09433650970459
Cspp1,0.2261105179786682,0.21816317737102509,0.0575653538107872,1.7912467635008676e-07,-5.418738842010498,0.0575653538107872,0.7201954349776045,0.5272557139396667,0.0575653538107872,0.7201954349776045,0.5272557139396667
Arfgef1,0.362136572599411,0.30840855836868286,0.27260923385620117,0.054059269429075386,-2.1989598274230957,0.27260923385620117,0.005569579600410505,3.056302785873413,0.27260923385620117,0.005569579600410505,3.056302785873413
Prex2,0.0007409469690173864,0.00146062474232167,-0.9796615839004517,1.0,-0.10390227288007736,-0.9796615839004517,0.5772114406511647,-0.7481622099876404,-0.9796615839004517,0.5772114406511647,-0.7481622099876404
A830018L16Rik,0.0,0.00023529233294539154,-17.844270706176758,1.0,0.03463409096002579,-17.844270706176758,0.4259116798192855,-1.0,-17.844270706176758,0.4259116798192855,-1.0
Slco5a1,0.0,0.001027936115860939,-19.972061157226562,1.0,0.03463409096002579,-19.972061157226562,0.4259116798192855,-1.0,-19.972061157226562,0.4259116798192855,-1.0
Ncoa2,0.38961878418922424,0.2803468108177185,0.5580660104751587,0.9192699603789092,0.5166298151016235,0.5580660104751587,7.058139158949359e-09,6.056708812713623,0.5580660104751587,7.058139158949359e-09,6.056708812713623
Tram1,0.7482591867446899,0.853933572769165,-0.27688372135162354,0.010398608503357765,-2.81001615524292,-0.27688372135162354,7.401937927694425e-06,-4.749100208282471,-0.27688372135162354,7.401937927694425e-06,-4.749100208282471
Lactb2,0.1575172394514084,0.1598195731639862,-0.02263905666768551,9.819542203138974e-08,-5.527933120727539,-0.02263905666768551,0.9496341939790593,-0.18107391893863678,-0.02263905666768551,0.9496341939790593,-0.18107391893863678
Xkr9,0.0,0.0002999594435095787,-18.194629669189453,1.0,0.03463409096002579,-18.194629669189453,0.4259116798192855,-1.0,-18.194629669189453,0.4259116798192855,-1.0
Eya1,0.0,0.0,0.0,1.0,0.06929589062929153,0.0,1.0,0.0,0.0,1.0,0.0
Msc,0.013268886134028435,0.0013168920995667577,3.3414692878723145,0.8247689870604993,0.625242292881012,3.3414692878723145,0.00043153030984170325,3.7998430728912354,3.3414692878723145,0.00043153030984170325,3.7998430728912354
Trpa1,0.00048225701902993023,0.0,18.879793167114258,1.0,0.10390227288007736,18.879793167114258,0.4259116798192855,1.0,18.879793167114258,0.4259116798192855,1.0
Terf1,0.2025664746761322,0.23997023701667786,-0.2724354565143585,6.452455380640369e-12,-7.057900905609131,-0.2724354565143585,0.021369673402185846,-2.589796304702759,-0.2724354565143585,0.021369673402185846,-2.589796304702759
Sbspon,0.0009495101985521615,0.0,19.85750961303711,1.0,0.10390227288007736,19.85750961303711,0.4259116798192855,1.0,19.85750961303711,0.4259116798192855,1.0
4930444P10Rik,0.0008117195102386177,0.0004526424454525113,0.8428670763969421,1.0,0.06926818192005157,0.8428670763969421,0.8132525300503383,0.38635602593421936,0.8428670763969421,0.8132525300503383,0.38635602593421936
Rpl7,3.145850419998169,3.17470121383667,-0.04346621409058571,0.05622169490057248,-2.182751178741455,-0.04346621409058571,0.031169515462130856,-2.4436142444610596,-0.04346621409058571,0.031169515462130856,-2.4436142444610596
Rdh10,0.035287145525217056,0.022927913814783096,0.6309959292411804,0.6060601899905197,-0.8892371654510498,0.6309959292411804,0.08611888919906055,2.008302927017212,0.6309959292411804,0.08611888919906055,2.008302927017212
Stau2,0.0015894295647740364,0.005222722422331572,-1.7189146280288696,0.9175132901944133,-0.5190126299858093,-1.7189146280288696,0.06750559366952666,-2.119255781173706,-1.7189146280288696,0.06750559366952666,-2.119255781173706
Ube2w,0.12106113135814667,0.09818846732378006,0.31891077756881714,0.009591781893475215,-2.837252378463745,0.31891077756881714,0.06876449869421178,2.1106879711151123,0.31891077756881714,0.06876449869421178,2.1106879711151123
Eloc,0.6849684119224548,1.0928122997283936,-1.0111266374588013,6.916558817367222e-59,-16.37286376953125,-1.0111266374588013,9.89933049909095e-78,-19.654233932495117,-1.0111266374588013,9.89933049909095e-78,-19.654233932495117
Tmem70,0.11411740630865097,0.25209614634513855,-1.2460216283798218,2.8039239754448523e-41,-13.645858764648438,-1.2460216283798218,1.1493060949679952e-28,-11.456077575683594,-1.2460216283798218,1.1493060949679952e-28,-11.456077575683594
Ly96,0.045946814119815826,0.04131326079368591,0.15672671794891357,0.12444125652517384,-1.828513741493225,0.15672671794891357,0.6384785825106004,0.6525610685348511,0.15672671794891357,0.6384785825106004,0.6525610685348511
Pi15,0.0008902490371838212,0.0015232161385938525,-0.7752957940101624,1.0,-0.03463409096002579,-0.7752957940101624,0.7167317051265006,-0.5329627394676208,-0.7752957940101624,0.7167317051265006,-0.5329627394676208
Il17a,0.0,0.00077293865615502,-19.56055450439453,1.0,0.03463409096002579,-19.56055450439453,0.4259116798192855,-1.0,-19.56055450439453,0.4259116798192855,-1.0
Il17f,0.0,0.0006984741194173694,-19.414352416992188,1.0,-2.7707272238330916e-05,-19.414352416992188,0.2575152985523636,-1.413953185081482,-19.414352416992188,0.2575152985523636,-1.413953185081482
Mcm3,0.25364935398101807,0.9289826154708862,-2.407609701156616,1.759693917795113e-136,-25.06036949157715,-2.407609701156616,1.0782115709761156e-165,-30.015729904174805,-2.407609701156616,1.0782115709761156e-165,-30.015729904174805
Paqr8,0.0025913098361343145,0.003111260710284114,-0.2641927897930145,1.0,-0.138093039393425,-0.2641927897930145,0.8852327422817956,-0.2777425944805145,-0.2641927897930145,0.8852327422817956,-0.2777425944805145
Efhc1,0.0008268146775662899,0.0,19.65780258178711,1.0,0.10390227288007736,19.65780258178711,0.4259116798192855,1.0,19.65780258178711,0.4259116798192855,1.0
Tram2,0.0329517237842083,0.03585455194115639,-0.12390832602977753,0.08103946576833942,-2.0255401134490967,-0.12390832602977753,0.7452312523368394,-0.48873886466026306,-0.12390832602977753,0.7452312523368394,-0.48873886466026306
Tmem14a,0.015145080164074898,0.02732752077281475,-0.8603242039680481,0.10693029376111546,-1.8996659517288208,-0.8603242039680481,0.01776480464220879,-2.656794309616089,-0.8603242039680481,0.01776480464220879,-2.656794309616089
Gsta3,0.0,0.0007440231856890023,-19.50552749633789,1.0,-2.7707272238330916e-05,-19.50552749633789,0.2736280470504503,-1.3653117418289185,-19.50552749633789,0.2736280470504503,-1.3653117418289185
Khdc1a,0.0007397701847366989,0.0,19.49725341796875,1.0,0.10390227288007736,19.49725341796875,0.4259116798192855,1.0,19.49725341796875,0.4259116798192855,1.0
Khdc1c,0.0,0.0,0.0,1.0,0.06929589062929153,0.0,1.0,0.0,0.0,1.0,0.0
Khdc1b,0.0,0.0,0.0,1.0,0.06929589062929153,0.0,1.0,0.0,0.0,1.0,0.0
Kcnq5,0.0018299489747732878,0.010624745860695839,-2.54390287399292,0.40623339927381963,-1.175979733467102,-2.54390287399292,3.059336291780746e-05,-4.438974857330322,-2.54390287399292,3.059336291780746e-05,-4.438974857330322
Ogfrl1,0.02670677751302719,0.013624430634081364,0.9804785847663879,1.0,-0.03377516567707062,0.9804785847663879,0.019894050825848927,2.6165595054626465,0.9804785847663879,0.019894050825848927,2.6165595054626465
B3gat2,0.012291335500776768,0.010953504592180252,0.16721588373184204,0.8951764748786257,-0.5436998009681702,0.16721588373184204,0.8441483357450213,0.34112197160720825,0.16721588373184204,0.8441483357450213,0.34112197160720825
Smap1,0.8412752747535706,0.8925212025642395,-0.12755002081394196,1.0,-0.210270494222641,-0.12755002081394196,0.04684450702627788,-2.278867721557617,-0.12755002081394196,0.04684450702627788,-2.278867721557617
Sdhaf4,0.28498661518096924,0.32868045568466187,-0.23891925811767578,1.1721258397919652e-11,-6.972396373748779,-0.23891925811767578,0.01528187695833374,-2.711859703063965,-0.23891925811767578,0.01528187695833374,-2.711859703063965
Fam135a,0.001131969504058361,0.0,20.111221313476562,1.0,0.1385086476802826,20.111221313476562,0.28429292515925136,1.3384268283843994,20.111221313476562,0.28429292515925136,1.3384268283843994
Lmbrd1,0.13141663372516632,0.127480149269104,0.04677596315741539,5.995161484421347e-05,-4.226024150848389,0.04677596315741539,0.8459604306383219,0.3379369378089905,0.04677596315741539,0.8459604306383219,0.3379369378089905
Phf3,0.7189587950706482,0.5809446573257446,0.41777288913726807,7.14239012520946e-09,5.981916904449463,0.41777288913726807,5.453921583097817e-10,6.475062847137451,0.41777288913726807,5.453921583097817e-10,6.475062847137451
Ptp4a1,0.0016062776558101177,0.0031251623295247555,-0.9613054990768433,1.0,-0.17294879257678986,-0.9613054990768433,0.45267193959374374,-0.9524171352386475,-0.9613054990768433,0.45267193959374374,-0.9524171352386475
Ptp4a1-1,0.024786746129393578,0.013423419557511806,0.8930397033691406,1.0,-0.14042045176029205,0.8930397033691406,0.04166215137924057,2.3273515701293945,0.8930397033691406,0.04166215137924057,2.3273515701293945
Prim2,0.05884547159075737,0.19064797461032867,-1.792959213256836,7.003886580318137e-38,-13.054945945739746,-1.792959213256836,1.7322831752090057e-39,-13.59216022491455,-1.792959213256836,1.7322831752090057e-39,-13.59216022491455
Rab23,0.02867264486849308,0.0324379988014698,-0.18073983490467072,0.08387541941836864,-2.010051727294922,-0.18073983490467072,0.629342486930227,-0.6669933199882507,-0.18073983490467072,0.629342486930227,-0.6669933199882507
