wilcoxon,t-test,t-test_overestim_var
Pkm,Pkm,Pkm
Thy1,Thy1,Thy1
Ggh,Ggh,Ggh
mt-Nd1,Ubash3b,Ubash3b
mt-Co3,mt-Nd1,mt-Nd1
Ubash3b,mt-Co3,mt-Co3
mt-Co2,Rps20,Rps20
mt-Cytb,Sell,Sell
mt-Atp6,mt-Co2,mt-Co2
Rps20,mt-Cytb,mt-Cytb
Jun,Dapl1,Jun
mt-Nd2,Jun,mt-Atp6
Hsp90ab1,mt-Atp6,Dapl1
Cd69,Slc15a2,Slc15a2
Cotl1,Ms4a4c,Ms4a4c
Rps2,Ccr7,Ccr7
mt-Nd4,Rpl12,mt-Nd2
Rps29,mt-Nd2,Rpl12
Rpl28,Rplp1,Rplp1
Rpl12,Cd69,Cd69
Atp5b,Rps19,Rps19
Rpsa,Bcl2,Bcl2
Tubb5,Inpp4b,Inpp4b
Rplp1,Rps29,Rps29
Bcl2,Rps2,Rps2
Rps8,Tmprss13,Hsp90ab1
Rplp0,Hsp90ab1,Tmprss13
Rps5,Rpsa,Rpsa
Rps12,Rps27a,Rps27a
Rplp2,Eomes,Rps12
Rps19,Rps12,Eomes
Gm8369,Cotl1,Cotl1
Traf1,Rps5,Rps5
Rps27a,Rgs10,Rgs10
Ms4a4c,mt-Nd4,mt-Nd4
Ms4a6b,Rps8,Rps8
Rps17,Rplp2,Rplp2
Rps26,Nsg2,Il7r
Jund,Tmem108,Nsg2
Slc38a2,Il7r,Tmem108
Lef1,Rplp0,Rplp0
Rpl41,Tubb5,Tubb5
mt-Nd3,Rpl28,Rpl28
Il7r,Ppp1r10,Ppp1r10
Rps18,Atp5b,Atp5b
Rpl10a,Lef1,Lef1
Ppp1r10,H2ac6,Traf1
Psme2,Traf1,H2ac6
Ptma,Rpl13,Rpl13
Rpl32,Il6ra,Rps18
Rpl14,Rps18,Il6ra
Rpl10,Trbv29,Rps16
Rpl35,Rps16,Trbv29
Inpp4b,Ramp1,Jund
Hspa5,Jund,Ramp1
Rps21,Als2cl,Als2cl
Klf6,Rps26,Rps26
Rpl3,Entpd1,Rps7
Rpl13,Capg,Capg
mt-Nd4l,Atp1b1,Entpd1
Rps7,Rps7,Gm8369
Anp32a,Gm8369,mt-Nd3
Gapdh,Rps4x,Rps4x
H2-Q7,mt-Nd3,Ms4a6b
Eomes,Trbv19,Atp1b1
Npm1,Ms4a6b,Slc38a2
Psmb8,Slc38a2,Rps24
Rps4x,Rps24,Trbv19
Rpl22l1,Fam169b,Fam169b
Hsp90aa1,Gm3448,Rpl14
Rpl8,Rpl14,Eef1a1
Cyc1,Eef1a1,Gm3448
Avl9,Ankrd49,Ankrd49
Anxa2,Tox,Tox
Mif,Rpl32,Rpl32
Psme1,Zbtb32,Zbtb32
Ugcg,Cyc1,Cyc1
Rps9,Setbp1,Psmb8
Eef1a1,Adgrg5,Rps17
Park7,Rps17,Setbp1
Ran,Psmb8,Adgrg5
Rps28,Rps3,Psme2
Eif4a1,Ssbp2,Rps3
Rps3,Trav9-1,Rps21
Chd2,Psme2,Ssbp2
Rpl36a,Rps21,mt-Nd4l
Btg2,Trbv13-1,Avl9
Rps6,Igfbp4,Rpl41
Ifi27l2a,Mttp,Trav9-1
,mt-Nd4l,Rpl10a
,Avl9,Trbv13-1
,Rpl41,Mttp
,Rpl10a,Igfbp4
,Rps9,Rps9
,Rpl8,Rpl8
,Tspan3,Klf6
,Lag3,Tspan3
,Calhm6,Calhm6
,Klf6,Lag3
,Zdhhc2,Zdhhc2
,Ifngr2,Ptma
,Nif3l1,Nif3l1
,Ptma,Ugcg
,Samd3,Rpl3
,Ugcg,Samd3
,Rpl3,Anxa2
,Anxa2,Ifngr2
,Anp32a,Anp32a
,Rps28,Rps28
,Izumo1r,Fcgrt
,Fcgrt,Rpl21
,Mtmr7,Psme1
,Rpl21,Npm1
,Treml2,Izumo1r
,Tnfsf8,Treml2
,Pmepa1,Tnfsf8
,Trbv13-2,Eif4a1
,Npm1,Mtmr7
,Psme1,Btg2
,Rab3ip,Eef1b2
,Eif4a1,Atad2
,Btg2,Rab3ip
,Eef1b2,Mif
,Atad2,Cd86
,Cd86,Pmepa1
,Mif,Hsp90aa1
,Hsp90aa1,Chd2
,Chd2,Hspa5
,Xlr,Trbv13-2
,Hspa5,Rpl10
,Gmnn,Gmnn
,Rpl10,Psmc4
,Psmc4,Rpl36a
,Rpl36a,Xlr
,Mettl1,Gapdh
,Letm2,Letm2
,Gapdh,Mettl1
,Rps6,Rps6
,H2bc18,Ahcyl2
,Ahcyl2,H2bc18
,Fam71e1,Cxcr4
,Cxcr4,Rpl23
,Rpl23,Rpl22l1
,Rpl22l1,Fam71e1
,Ppil3,Ppil3
,Fam78b,Ddost
,Hspa2,Gzmm
,Gzmm,Hspa2
,Ddost,Klf4
,Klf4,Fam78b
,Ahi1,Ahi1
,Tmem267,Rpl27a
,Rpl27a,Rpl11
,Pacsin1,H2-T23
,Rpl11,Tsc22d3
,Sh3bp5,Pacsin1
,Tsc22d3,Park7
,Susd1,Tmem267
,Afp,Sh3bp5
,H2-T23,Susd1
,Perp,Puf60
,Park7,Psmg4
,Hmbs,Hmbs
,Puf60,Pdlim1
,Psmg4,Ran
,Pdlim1,Rpl39
,Rpl39,Perp
,Rps15a,Rps15a
,Ran,Wars
,Wars,Afp
,Bach2,Eif2b2
,Trav16n,Rps25
,Eif2b2,Bach2
,Rps25,Saraf
,Rgs16,Tbrg1
,Man1c1,Slamf6
,Tnfrsf9,Kbtbd11
,Kbtbd11,Rgs16
,Mmd,Tnfrsf9
,Slamf6,Mmd
,Tbrg1,Cd38
,Cd38,Cd9
,Saraf,Man1c1
,Cd9,Trav16n
,Ggt1,Ifi27l2a
,Trav5-4,Ggt1
,Nme4,H2-Q7
,Bcl2l15,Cd55
,Ifi27l2a,Dck
,H2-Q7,a
,Cd55,Bcl2l15
,Trbv4,Rhob
,Dck,Trav5-4
,a,Nme4
,Rhob,Dnajc9
,Cxcr5,Dph5
,Dph5,Vps45
,Vps45,Rpl7
,Ociad2,Trbv4
,Dnajc9,Dnah8
,Dnah8,Cd68
,Rpl7,Vgll4
,Cd68,Actn1
,Actn1,Cxcr5
,Rapgef4,Tra2b
,Vgll4,Ociad2
,Aff3,Aff3
,,Gar1
,,Rapgef4
,,Rpl35
,,Mtpap
