wilcoxon,t-test,t-test_overestim_var
Junb,Junb,Junb
H2-Q7,H2-Q7,H2-Q7
Cd8b1,Arl4c,Cd8b1
Ccl5,Ppp1r15a,Arl4c
Jak1,Klrg1,Ppp1r15a
Arl4c,Cd8b1,Jak1
Klf6,Jak1,Klrg1
Ppp1r15a,Ier5,Klf6
Ier5,Klf6,Ier5
Thy1,Txk,Txk
H2-K1,Fos,H2-K1
Srsf5,H2-K1,Thy1
H2-D1,Zeb2,Ccl5
Tnfaip3,Tnfaip3,Tnfaip3
Txk,Thy1,Fos
Pnrc1,Ccl5,H2-D1
Ddx5,H2-D1,Zeb2
Klrg1,Dennd4a,Dennd4a
Eif1,Srsf5,Srsf5
Gabarapl2,Ccr2,Pnrc1
Btg1,Klf3,Ccr2
Ier2,S1pr5,Cd69
Cd69,Cd69,Btg1
Dennd4a,Pnrc1,Ddx5
Fth1,Tpt1,Klf3
Gramd3,Fosb,Tpt1
Tpt1,Gramd3,Eif1
Jund,Ddx5,Gramd3
Rps27,Eif1,Gabarapl2
Ugcg,Gabarapl2,Ugcg
Nfkbia,Slco3a1,Ly6c2
Ubc,Btg1,Ier2
Hopx,Ugcg,Slco3a1
Rap1b,Ier2,Fosb
Ly6c2,Ccdc88c,Nfkbia
Ccr2,Gzma,Rps27
Ptprc,Nfkbia,Ccdc88c
Laptm5,Vps37b,S1pr5
Epsti1,Rps27,Jund
Ccdc88c,Gpr183,Hopx
Fos,Hopx,Vps37b
Clk1,Jund,Fth1
Saraf,Ly6c2,Gzma
Ppp1r12a,Fth1,Ptprc
Selplg,Ptprc,Gpr183
Ubb,Ypel3,Ypel3
Vps37b,Fcgrt,Btg2
Btg2,As3mt,Ubc
Zeb2,Btg2,Ubb
Krtcap2,Ubc,Clk1
Fau,Clk1,Klf2
Klf2,Klf2,Fau
Klf3,Fau,Selplg
Sp100,Cx3cr1,Fcgrt
Ypel3,Ubb,Ppp1r12a
Ankrd11,Kdm6b,Epsti1
4930523C07Rik,Ppp1r12a,Saraf
Stk17b,Saraf,As3mt
H2-Q6,Epsti1,4930523C07Rik
Supt4a,4930523C07Rik,Cx3cr1
Bcl11b,Selplg,Laptm5
Cyba,Rap1b,Rap1b
Cotl1,Acss2,Zfp36
