wilcoxon,t-test,t-test_overestim_var
Ccl5,Ccl5,Ccl5
H2-K1,Hcst,Hcst
Hcst,Btg1,Btg1
Btg1,H2-K1,H2-K1
Tpt1,Tpt1,Tpt1
Fau,Fau,Fau
Ly6c2,Ly6c2,Ly6c2
H2-Q7,H2-D1,H2-D1
H2-D1,H2-Q7,H2-Q7
Cd8b1,Cd8b1,Cd8b1
Rps27,Rps27,Rps27
Rps14,Rps14,Rps14
Ptpn18,Klrd1,Klrd1
Rpl18a,Ptpn18,Ptpn18
B2m,Rpl18a,Rpl18a
Klrd1,Ccr2,Ccr2
Rpl17,B2m,B2m
Rpl24,Rpl17,Rpl17
Rpl34,Arl4c,Arl4c
Rpl19,Rpl24,Rpl24
Thy1,Rpl34,Rpl34
Rps24,Klrg1,Klrg1
Laptm5,Rpl19,Rpl19
Sp100,Rps24,Rps24
Arl4c,Thy1,Thy1
Rps13,Rps13,Rps13
Rpl27,Il18rap,Il18rap
Ptprc,Rpl27,Rpl27
Rpl30,Ptprc,Ptprc
Ccr2,Zeb2,Zeb2
Jak1,Rpl30,Rpl30
Btg2,Jak1,Jak1
Klf2,Sp100,Sp100
Npc2,Laptm5,Laptm5
Rpl37a,Btg2,Btg2
Itm2b,Klf2,Klf2
Zfp36l2,Wdr95,Wdr95
Ier2,Rpl37a,Rpl37a
Rps15a,Zfp36l2,Zfp36l2
Epsti1,Pdcd4,Pdcd4
Klrg1,Rps15a,Rps15a
Il18rap,Npc2,Npc2
H2-Q6,Cx3cr1,Cx3cr1
H2-T23,Ypel3,Ypel3
Selplg,Ier2,Ier2
Srsf5,Ctla2a,Ctla2a
Junb,Itm2b,Itm2b
Bcl11b,Junb,Junb
Pfdn5,H2-Q6,H2-Q6
Ctla2a,Bcl11b,Bcl11b
Gimap6,Epsti1,Epsti1
Dock2,Tm6sf1,Tm6sf1
Ahnak,Ogt,Ogt
Pdcd4,Txk,Txk
Id2,H2-T23,H2-T23
Ms4a4b,Pfdn5,Pfdn5
Gabarapl2,Rabac1,Rabac1
Cd52,Klf3,Klf3
Cox7a2l,Id2,Id2
Rack1,Txnip,Txnip
Fyb,Selplg,Selplg
Pnrc1,Srsf5,Srsf5
Itgal,Rack1,Rack1
Ypel3,H2-Q4,H2-Q4
Ogt,Cd52,Cd52
Zeb2,Slco3a1,Slco3a1
Zyx,Gimap6,Gimap6
Lck,Dock2,Dock2
Ppp1r12a,Cd37,Cd37
Cd3d,Ifitm10,Ifitm10
Txk,Rps7,Rps7
Fxyd5,Grap2,Grap2
Rps7,Zyx,Zyx
Rsrp1,Adgre5,Adgre5
Macf1,Il7r,Il7r
Rps3,Itgax,Itgax
Apbb1ip,S1pr5,S1pr5
Rabac1,Tsc22d3,Tsc22d3
Ier5,Gabarapl2,Gabarapl2
Rac2,Itgal,Itgal
Rpl18,Cox7a2l,Cox7a2l
