,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling,fit_r2
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.70766366,-0.6643192768096924,False,,,,,,,,,,,,,,,,0.2741750478744507
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,1.7697306,-0.25327348709106445,False,,,,,,,,,,,,,,,,-0.21262526512145996
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.9037264,-0.8996931314468384,False,,,,,,,,,,,,,,,,-0.8026273250579834
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.41266304,-0.6129779815673828,False,,,,,,,,,,,,,,,,0.10942482948303223
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.5478142,-0.2987809181213379,False,,,,,,,,,,,,,,,,-0.26625847816467285
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,7.3452444,-6.967656135559082,False,,,,,,,,,,,,,,,,-4.159634590148926
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.5318754,-1.8541796207427979,False,,,,,,,,,,,,,,,,-0.5217339992523193
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,1.0829008,-0.6925966739654541,False,,,,,,,,,,,,,,,,-0.2867089509963989
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.0061951303,-6.614297866821289,False,,,,,,,,,,,,,,,,0.010020196437835693
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,10.431734,-4.057715892791748,False,,,,,,,,,,,,,,,,-3.9276394844055176
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.09298834,-1.9361608028411865,False,,,,,,,,,,,,,,,,0.11517137289047241
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.121045336,0.23342406749725342,True,2.002397851214264,3.2832077953589778,0.3187830324088243,6.380757700490167,0.08143715679645538,0.19224850833415985,1.3633029460906982,0.47660177050564356,0.0,0.0,0.48316778604497734,0.48155880984948907,3.772401224757577,0.24927765053109704,2.057035167037801,0.6512702405452728
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,0.7157451,-0.6032569408416748,False,,,,,,,,,,,,,,,,-0.5495911836624146
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,109.401436,-0.8189388513565063,False,,,,,,,,,,,,,,,,-0.8131982088088989
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.2780593,-0.5289061069488525,False,,,,,,,,,,,,,,,,0.16206878423690796
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.49800572,-0.8227211236953735,False,,,,,,,,,,,,,,,,-0.5859501361846924
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.054551713,-0.4960184097290039,False,,,,,,,,,,,,,,,,-0.11991405487060547
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,1.2838843,-3.9813218116760254,False,,,,,,,,,,,,,,,,-3.5736684799194336
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,6.35455,0.44536781311035156,False,0.08034946031279899,0.039479592650620815,0.20123300114869788,9.114363101940747,9.475921487808229,0.8019634485244751,0.09182540327310562,0.36365266261803647,0.0,0.0,0.29362357353835034,2.002999394094788,0.27204849485885996,0.42161922217324604,2.762144040076002,0.5725046694278717
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.28473756,-0.2182161808013916,False,,,,,,,,,,,,,,,,0.00428164005279541
