gene_names,CD25KO,CD25WT,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score
Mrpl15,0.4064994752407074,0.5232006311416626,0.454791247844696,0.9835732998828745,1.8413974046707156,0.454791247844696,0.9140206492224008,1.3406128883361816,0.454791247844696,1.0,1.2065434455871582
Lypla1,0.5049232840538025,0.4315911829471588,-0.2834099531173706,0.9878662568376164,-0.0743557140231132,-0.2834099531173706,1.0,-0.7285399436950684,-0.2834099531173706,1.0,-0.6528472900390625
Tcea1,0.4042775332927704,0.4260642230510711,0.092524953186512,0.9835732998828745,0.6648275852203369,0.092524953186512,1.0,0.230711743235588,0.092524953186512,1.0,0.2062654197216034
Atp6v1h,0.2668277621269226,0.2077577114105224,-0.4053002595901489,0.9961681795056526,0.0174954626709222,-0.4053002595901489,0.9906480329584508,-0.8006645441055298,-0.4053002595901489,1.0,-0.7011792659759521
Rb1cc1,0.302198976278305,0.2057617306709289,-0.6270303130149841,0.9835732998828745,-0.3936479091644287,-0.6270303130149841,0.9140206492224008,-1.2127562761306765,-0.6270303130149841,1.0,-1.0639395713806152
4732440D04Rik,0.0741204246878624,0.0765076130628585,0.0474758185446262,0.9835732998828745,0.297422856092453,0.0474758185446262,1.0,0.0520251132547855,0.0474758185446262,1.0,0.0469292961061
Pcmtd1,0.1880816668272018,0.2210937440395355,0.2579237222671509,0.9835732998828745,0.905390202999115,0.2579237222671509,1.0,0.500910758972168,0.2579237222671509,1.0,0.4422008097171783
Gm26901,0.0089686829596757,0.0,-23.10293960571289,0.9835732998828745,0.2361887395381927,-23.10293960571289,0.9140206492224008,-1.0,-23.10293960571289,1.0,-0.7817359566688538
Rrs1,0.2255562394857406,0.1877721548080444,-0.2926977276802063,0.9857222124588112,-0.2318148761987686,-0.2926977276802063,1.0,-0.5962258577346802,-0.2926977276802063,1.0,-0.5276491045951843
Mybl1,0.0,0.0,0.0,0.9835732998828745,0.3849001824855804,0.0,1.0,0.0,0.0,1.0,0.0
Vcpip1,0.1207322180271148,0.1985124051570892,0.7750169038772583,0.9835732998828745,1.3340290784835815,0.7750169038772583,0.9140206492224008,1.237989068031311,0.7750169038772583,1.0,1.1249794960021973
1700034P13Rik,0.0,0.0,0.0,0.9835732998828745,0.3849001824855804,0.0,1.0,0.0,0.0,1.0,0.0
Sgk3,0.0432066284120082,0.0624498315155506,0.5454480648040771,0.9835732998828745,0.6298366785049438,0.5454480648040771,1.0,0.438521146774292,0.5454480648040771,1.0,0.3971971571445465
Mcmdc2,0.0,0.0,0.0,0.9835732998828745,0.3849001824855804,0.0,1.0,0.0,0.0,1.0,0.0
