,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling,fit_r2
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.529889,-0.6417094469070435,False,,,,,,,,,,,,,,,,0.2054755687713623
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,0.7307674,-0.015367388725280762,False,,,,,,,,,,,,,,,,0.04279434680938721
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.70212346,-0.86142897605896,False,,,,,,,,,,,,,,,,-0.8157461881637573
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.5398288,-0.8955857753753662,False,,,,,,,,,,,,,,,,0.1643226146697998
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.1157444,-0.6068315505981445,False,,,,,,,,,,,,,,,,-0.3489835262298584
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,6.6031075,-4.600354194641113,False,,,,,,,,,,,,,,,,-2.3448128700256348
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.41788203,-0.7099798917770386,False,,,,,,,,,,,,,,,,-0.15447330474853516
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.8682018,-0.33999931812286377,False,,,,,,,,,,,,,,,,-0.31512176990509033
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.007910028,-7.6419830322265625,False,,,,,,,,,,,,,,,,0.011911630630493164
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,4.4602714,-4.275539875030518,False,,,,,,,,,,,,,,,,-4.1598968505859375
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.12448114,-1.263141393661499,False,,,,,,,,,,,,,,,,0.01849818229675293
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.13427381,0.7424312233924866,True,2.844138146472511,7.0683182941724905,1.0034313639124608,14.19991287940309,0.06178607102483511,0.11772000044584274,0.9002465605735779,0.45464788072747064,0.0,0.0,0.48663067651312986,0.28790521515509054,1.9347657779681273,0.2519036824948405,1.030399967758008,0.7479758858680725
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,0.56545424,-0.5505578517913818,False,,,,,,,,,,,,,,,,-0.5501644611358643
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,57.57665,-0.561069130897522,False,,,,,,,,,,,,,,,,-0.5550968647003174
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.1179088,0.0008730292320251465,False,,,,,,,,,,,,,,,,0.0013950467109680176
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.5158611,-0.43378007411956787,False,,,,,,,,,,,,,,,,-0.06816351413726807
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.058764867,-2.0488028526306152,False,,,,,,,,,,,,,,,,-0.008513808250427246
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,1.1249274,-0.47949421405792236,False,,,,,,,,,,,,,,,,-0.40454554557800293
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,2.2158391,0.5737555027008057,True,0.1243528469383146,0.1036674849596765,0.18269085951545438,14.59397771541047,1.0464368426799775,0.32954150438308716,0.1487986296415329,0.37099301687104896,0.0,0.0,0.3191701383483128,0.9171869436539932,0.39445150224491954,0.4073789190467939,4.246692785478745,0.6247576475143433
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.40829533,-0.29470694065093994,False,,,,,,,,,,,,,,,,-0.22439444065093994
Zfp451,ENSMUSG00000042197,1,33814595,33761545,-,-0.0267,0.9423759,-0.9488390684127808,False,,,,,,,,,,,,,,,,-0.9173812866210938
