,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.44664222,0.2575189471244812,True,0.2372571195911105,1.0267396113552114,0.3139329217856762,11.27292750853182,0.18688949525356294,0.057561296969652176,0.14552831649780273,0.3093762085715903,0.0,0.0,0.18557414110485326,0.16331003583434098,0.4386519568747488,0.5622611525215265,2.345132067881832
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,0.8031533,0.2266029715538025,True,0.05754590568721237,0.22785227738538305,0.2657344652261677,14.133445557362755,1.7032604789733892,0.061370495706796646,0.048552025109529495,0.1777022058622262,0.0,0.0,0.44916893639595673,0.2325975802851783,0.16687849559018325,1.3156682796839843,2.976100144751903
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.91812867,-0.401747465133667,False,,,,,,,,,,,,,,,
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.48385,0.023617982864379883,True,0.30636806290516083,0.6551880064789706,0.23165667940638926,12.73619282598208,0.2690302124619484,0.11676950007677078,0.2050832360982895,0.2601796365528219,0.0,0.0,0.3112400235476347,0.33588662996136254,0.824141352854926,0.8049908028229777,2.5529688764788383
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.783213,-0.7212028503417969,False,,,,,,,,,,,,,,,
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,8.808475,-6.148712635040283,False,,,,,,,,,,,,,,,
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.4719506,-0.7795854806900024,False,,,,,,,,,,,,,,,
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,1.2951486,-1.0781242847442627,False,,,,,,,,,,,,,,,
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.0035484843,-2.7000575065612793,False,,,,,,,,,,,,,,,
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,7.646803,-3.3208160400390625,False,,,,,,,,,,,,,,,
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.094159015,-1.019296646118164,False,,,,,,,,,,,,,,,
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.12372522,0.3113325834274292,True,1.5613072196891935,2.6538604577659557,0.2611567747854407,12.869416312105342,0.05005581881850958,0.13359469175338745,1.2610620260238647,0.47455478721285005,0.0,0.0,0.4615941770512072,0.3746347308722336,4.101925065548255,0.24581976506927303,3.387504339393132
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,0.6011439,-0.6293619871139526,False,,,,,,,,,,,,,,,
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,64.78683,-0.9237217903137207,False,,,,,,,,,,,,,,,
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.21404381,-0.1827540397644043,False,,,,,,,,,,,,,,,
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.45547822,-0.13545477390289307,False,,,,,,,,,,,,,,,
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.08022623,-2.144883394241333,False,,,,,,,,,,,,,,,
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,1.1509081,-2.412954568862915,False,,,,,,,,,,,,,,,
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,6.261862,-1.199540615081787,False,,,,,,,,,,,,,,,
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.110243365,-0.10368645191192627,False,,,,,,,,,,,,,,,
Zfp451,ENSMUSG00000042197,1,33814595,33761545,-,-0.0267,1.9092169,-0.36021530628204346,False,,,,,,,,,,,,,,,
Fam168b,ENSMUSG00000037503,1,34843065,34813219,-,-0.0581,1.1833944,-2.0442347526550293,False,,,,,,,,,,,,,,,
Uggt1,ENSMUSG00000037470,1,36244720,36140027,-,-0.0226,2.1904645,-0.6650440692901611,False,,,,,,,,,,,,,,,
Neurl3,ENSMUSG00000047180,1,36274679,36264597,-,-0.1125,1.5757271,-0.308621883392334,False,,,,,,,,,,,,,,,
Kansl3,ENSMUSG00000010453,1,36369181,36335730,-,-0.0571,0.85099185,-1.3767170906066895,False,,,,,,,,,,,,,,,
Actr1b,ENSMUSG00000037351,1,36714422,36698114,-,0.0154,0.32901466,-1.8450050354003906,False,,,,,,,,,,,,,,,
Tmem131,ENSMUSG00000026116,1,36943666,36792191,-,-0.0504,3.8910036,-0.7405287027359009,False,,,,,,,,,,,,,,,
Coa5,ENSMUSG00000026112,1,37430103,37417084,-,0.024,0.03381922,-6.347321510314941,False,,,,,,,,,,,,,,,
Mgat4a,ENSMUSG00000026110,1,37541016,37439340,-,-0.0577,1.69151,0.28401893377304077,True,0.0541578814605982,0.1560943220408097,0.28834389304449665,12.031815279156572,1.271172201633454,0.08981011807918549,0.03709199279546738,0.13575808972271616,0.0,0.0,0.3989376913333532,0.34252049673554974,0.1593880558322216,2.171728086868563,2.470577178549736
Tsga10,ENSMUSG00000060771,1,37866429,37754776,-,0.0033,1.4677405,-0.3156474828720093,False,,,,,,,,,,,,,,,
Mitd1,ENSMUSG00000026088,1,37890411,37874801,-,0.0064,1.6972477,-0.45429277420043945,False,,,,,,,,,,,,,,,
Txndc9,ENSMUSG00000058407,1,37997893,37985189,-,0.0627,0.05591707,-1.2636675834655762,False,,,,,,,,,,,,,,,
Rev1,ENSMUSG00000026082,1,38129801,38052786,-,-0.0317,8.367501,0.6644725203514099,True,0.04671709635116904,0.03187239797283378,0.26002995310282734,9.489277192499467,14.797705818812052,0.5301196575164795,0.045347779989242554,0.3075916111662048,0.0,0.0,0.02665102974807473,1.2867739864226215,0.11714509452275676,0.4993533030878748,2.556101528083192
Aff3,ENSMUSG00000037138,1,38664955,38177326,-,-0.0878,17.279768,0.9301093593239784,True,0.16919249474120185,0.016650033664257158,0.2307252801183334,21.28901327263388,8.187075233459472,2.483569860458374,0.13650862872600555,0.40776493656648233,0.0,0.0,0.48315459487734436,6.544306482472224,0.6099280223154047,0.29334993965113354,3.466234301221121
Rnf149,ENSMUSG00000048234,1,39577405,39551296,-,-0.0074,1.2625704,-0.19907021522521973,False,,,,,,,,,,,,,,,
Tgfbrap1,ENSMUSG00000070939,1,43098637,43047200,-,-0.0302,0.5948474,-0.6414046287536621,False,,,,,,,,,,,,,,,
Fhl2,ENSMUSG00000008136,1,43196984,43123074,-,0.1746,0.25875917,-0.5512604713439941,False,,,,,,,,,,,,,,,
Uxs1,ENSMUSG00000057363,1,43827800,43746966,-,0.0153,1.7198255,-0.2983553409576416,False,,,,,,,,,,,,,,,
Tex30,ENSMUSG00000026049,1,44102441,44086613,-,0.196,0.37756136,-0.6578301191329956,False,,,,,,,,,,,,,,,
Poglut2,ENSMUSG00000026047,1,44118808,44106546,-,0.0253,0.3558266,0.21346956491470337,True,0.04315363649621682,0.8255070310309643,0.2605246302880952,8.481303374540891,0.7724019220471383,0.02165820077061653,0.03778398782014847,0.2096456916906486,0.0,0.0,0.022905294647550062,0.061598452180764915,0.10385522036010335,0.954049902313006,2.11331702353553
Slc39a10,ENSMUSG00000025986,1,46892852,46807544,-,-0.005,0.6093371,0.006751596927642822,False,,,,,,,,,,,,,,,
Nabp1,ENSMUSG00000026107,1,51478425,51465862,-,-0.0297,4.6881785,-0.128615140914917,False,,,,,,,,,,,,,,,
Gls,ENSMUSG00000026103,1,52233232,52163448,-,-0.0127,6.7888207,-0.9970886707305908,False,,,,,,,,,,,,,,,
Nab1,ENSMUSG00000002881,1,52500679,52457294,-,0.0824,0.9938567,-0.2544671297073364,False,,,,,,,,,,,,,,,
Mfsd6,ENSMUSG00000041439,1,52727462,52656286,-,-0.0384,2.2146556,-0.45474088191986084,False,,,,,,,,,,,,,,,
Inpp1,ENSMUSG00000026102,1,52817688,52785427,-,-0.0939,0.29929048,-0.4806070327758789,False,,,,,,,,,,,,,,,
Pms1,ENSMUSG00000026098,1,53297018,53189187,-,0.0396,2.0993848,-0.18848419189453125,False,,,,,,,,,,,,,,,
Stk17b,ENSMUSG00000026094,1,53785224,53755506,-,-0.2109,0.7070079,0.40844017267227173,True,0.9185300731922309,0.30866944008604263,0.1798197453256531,17.655324739973107,0.7505192095041273,0.8015303015708923,1.233502745628357,0.2847579206643211,0.0,0.0,0.45932463663567036,2.9984751858747756,3.9120437626180973,0.7012513560933615,6.03477986463474
Gtf3c3,ENSMUSG00000041303,1,54438971,54396004,-,-0.0092,0.8895837,-0.8033736944198608,False,,,,,,,,,,,,,,,
Pgap1,ENSMUSG00000073678,1,54557684,54472994,-,-0.0425,2.4876323,-1.0640723705291748,False,,,,,,,,,,,,,,,
Ankrd44,ENSMUSG00000052331,1,54926387,54645340,-,-0.0925,9.0298195,-0.6242492198944092,False,,,,,,,,,,,,,,,
Sf3b1,ENSMUSG00000025982,1,55027481,54985169,-,0.1117,0.27124074,-0.9226114749908447,False,,,,,,,,,,,,,,,
Hspd1,ENSMUSG00000025980,1,55088243,55077835,-,0.5211,0.011052592,-0.6688921451568604,False,,,,,,,,,,,,,,,
Rftn2,ENSMUSG00000025978,1,55226782,55170159,-,-0.0045,0.834359,-0.37758564949035645,False,,,,,,,,,,,,,,,
Boll,ENSMUSG00000025977,1,55363469,55248658,-,-0.0115,1.4745193,-2.157160997390747,False,,,,,,,,,,,,,,,
Tyw5,ENSMUSG00000048495,1,57407101,57388237,-,0.0324,1.4487518,-0.14983344078063965,False,,,,,,,,,,,,,,,
Kctd18,ENSMUSG00000054770,1,58018956,57955101,-,-0.017,2.7424335,-0.2624530792236328,False,,,,,,,,,,,,,,,
Clk1,ENSMUSG00000026034,1,58424066,58410189,-,-0.1856,1.9848286,-0.10291695594787598,False,,,,,,,,,,,,,,,
Ppil3,ENSMUSG00000026035,1,58445486,58430994,-,0.0518,0.3074787,-0.6248304843902588,False,,,,,,,,,,,,,,,
Orc2,ENSMUSG00000026037,1,58505109,58462771,-,0.0982,1.0076902,0.4896460771560669,True,0.2883505012578573,0.39645593762456127,0.3822740499922341,13.194487125068475,0.5559624722599983,0.19784343242645264,0.1681426763534546,0.3239001549094193,0.0,0.0,0.3958802777357763,0.6233052975491734,0.48702075621434326,0.5266843684295532,2.143687170519598
Fam126b,ENSMUSG00000038174,1,58586323,58522806,-,-0.0499,0.6882234,-0.25876879692077637,False,,,,,,,,,,,,,,,
Trak2,ENSMUSG00000026028,1,58973430,58900449,-,-0.029,2.07331,-2.1306333541870117,False,,,,,,,,,,,,,,,
Tmem237,ENSMUSG00000038079,1,59120408,59100590,-,0.0895,0.53551203,-1.6520113945007324,False,,,,,,,,,,,,,,,
Als2,ENSMUSG00000026024,1,59237231,59162926,-,-0.0013,4.9203477,-4.956720352172852,False,,,,,,,,,,,,,,,
Sumo1,ENSMUSG00000026021,1,59670834,59586558,-,0.0432,20.625668,-3.465467929840088,False,,,,,,,,,,,,,,,
Wdr12,ENSMUSG00000026019,1,60098645,60069785,-,0.0274,0.4130877,0.20286190509796143,True,0.1273472858227071,0.5804713335025179,0.1355577032005204,20.35483164780384,0.4833498408397039,0.07145257294178009,0.15275545418262482,0.2380368759242776,0.0,0.0,0.38560834364579283,0.1762162425922359,0.5591866806277941,0.9319859602318119,4.0604734982873785
Raph1,ENSMUSG00000026014,1,60567104,60482292,-,0.0546,4.4773192,-1.1455659866333008,False,,,,,,,,,,,,,,,
Ino80d,ENSMUSG00000040865,1,63114667,62958418,-,-0.0481,2.8379707,-4.72550106048584,False,,,,,,,,,,,,,,,
