gene_names,CD25WT,P14NAV,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score
Mrpl15,0.5757792592048645,0.3849406838417053,0.7295178771018982,1.263063339575519e-09,6.366813659667969,0.7295178771018982,1.9178857603008402e-09,6.349917888641357,0.7295178771018982,2.5713707206054774e-08,5.929100513458252
Lypla1,0.4496791958808899,0.24625413119792938,1.023979902267456,5.311641386302374e-16,8.39350700378418,1.023979902267456,8.46547028988848e-13,7.527898788452148,1.023979902267456,2.445039904407505e-11,7.06141471862793
Tcea1,0.5013070702552795,0.3551534414291382,0.6101808547973633,5.653006028058019e-08,5.726737976074219,0.6101808547973633,4.064088737436292e-06,4.9383416175842285,0.6101808547973633,1.9912794157040505e-05,4.61378288269043
Atp6v1h,0.24872122704982758,0.17536327242851257,0.5589682459831238,9.544374030854886e-06,4.736595630645752,0.5589682459831238,0.00437019091895596,3.1749730110168457,0.5589682459831238,0.008476675904095001,2.976306915283203
Rb1cc1,0.20508155226707458,0.2549605965614319,-0.35143497586250305,0.4673717814902177,1.0961544513702393,-0.35143497586250305,0.09081044823957773,-2.0012779235839844,-0.35143497586250305,0.1272110288351889,-1.8470300436019897
4732440D04Rik,0.046273939311504364,0.03425360098481178,0.44267311692237854,0.4677238486426019,1.0955173969268799,0.44267311692237854,0.3661080129798781,1.1391111612319946,0.44267311692237854,0.40736239804954577,1.0758928060531616
Pcmtd1,0.18479683995246887,0.23989935219287872,-0.4176430404186249,0.9822778604473573,0.24278101325035095,-0.4176430404186249,0.045482417615374415,-2.317856788635254,-0.4176430404186249,0.07015787302954574,-2.143897533416748
Gm26901,0.004144045989960432,0.008663582615554333,-1.0671871900558472,0.9887362396103008,0.11765961349010468,-1.0671871900558472,0.3715247102019764,-1.1271744966506958,-1.0671871900558472,0.43511551881166866,-1.0224614143371582
Rrs1,0.21015337109565735,0.21353474259376526,-0.025553464889526367,0.1401141613707295,1.827864408493042,-0.025553464889526367,0.920036785602545,-0.15037856996059418,-0.025553464889526367,0.9286557070948953,-0.13969266414642334
Mybl1,0.02218652330338955,0.0,24.419214248657227,0.3395072393978035,1.3208270072937012,24.419214248657227,7.418620700914791e-05,4.311614990234375,24.419214248657227,7.916798587704128e-05,4.311614990234375
