wilcoxon,t-test,t-test_overestim_var
Lgals1,Lgals1,Lgals1
S100a6,S100a6,S100a6
S100a10,S100a4,S100a4
Anxa2,Anxa2,Anxa2
Tmsb4x,Gzmb,Gzmb
Actg1,Ahnak,Ahnak
S100a4,Tmsb4x,Tmsb4x
Sub1,Hmgb2,Ccl5
Crip1,Ccl5,Hmgb2
Hmgb2,S100a10,S100a10
Vim,Vim,Ly6c2
Gapdh,Ly6c2,Vim
Ahnak,Actg1,Actg1
Nkg7,H2afz,Lgals3
Txn1,Crip1,H2afz
H2afz,Txn1,Crip1
Gzmb,Lgals3,Txn1
Ccl5,Sub1,Gapdh
Ly6c2,Gapdh,Sub1
Rbm3,Serpinb6b,Plek
Ctsd,Plek,Serpinb6b
Abracl,Ctsd,Stmn1
Lgals3,Pycard,Ctsd
Myl6,Stmn1,Ctla2a
Lsp1,Ctla2a,Pycard
Pycard,Nkg7,Nkg7
Calm1,Abracl,Abracl
Cox5b,Lsp1,Pclaf
Cyba,Calm1,Lsp1
Ctla2a,Cd48,Itga4
Serpinb6b,Myl6,Cd48
Plek,Itga4,Klrc1
Cd48,Cyba,Calm1
Dnajc15,Rbm3,Myl6
Cox17,S100a13,Cyba
S100a13,Pclaf,Rbm3
Sh3bgrl3,Klrc1,Id2
Cdc42,Reep5,S100a13
Stmn1,Id2,Gzmk
Cox5a,Efhd2,Reep5
S100a11,Dnajc15,Efhd2
Itga4,Cox17,Bcl2a1b
Cfl1,Cox5b,Cox17
Klrc1,Gzmk,Pglyrp1
Id2,Cdc42,Gzma
Ppp1ca,Bcl2a1b,Dnajc15
Reep5,Pglyrp1,Cox5b
Capzb,S100a11,Cks1b
Thy1,Cks1b,Lmnb1
Prelid1,Gzma,Ifng
Clic1,Lmnb1,Itgb1
Efhd2,Cox5a,S100a11
Gzmk,Itgb1,Myo1f
Itgb1,Prelid1,Cdc42
Pglyrp1,Ifng,Ptms
Bcl2a1b,Myo1f,Slamf7
Pclaf,Ppp1ca,Bhlhe40
Sec61b,Sh3bgrl3,Hmgn2
Pkm,Calm3,Cox5a
Myl12a,Thy1,Prelid1
Arpc5,Ptms,Sh3bgrl3
Rac2,Hmgn2,Birc5
Prdx1,Capzb,Calm3
Atp5h,Gng2,Gng2
Coro1a,Pkm,Klrk1
Oaz1,Dbi,Ppp1ca
Ifng,Bhlhe40,Thy1
Cox8a,Slamf7,Pkm
Calm3,Birc5,Dbi
Gzma,Clic1,Capzb
Dbi,Klrk1,Cks2
Hint1,Arpc5,Ccnb2
Ptms,Serpinb9,Serpinb9
Hmgn2,Cks2,Cenpw
Myo1f,Cenpw,Cxcr3
Pfn1,Cfl1,Racgap1
Lmnb1,Zyx,Gna15
Gng2,Racgap1,Bcl2a1d
Klrk1,Ccnb2,Clic1
Arhgdib,Itgb2,Osbpl3
Cks1b,Cxcr3,Dut
Cox6b1,Sec61b,Zyx
Rap1b,Prdx1,1500009L16Rik
Krtcap2,Dut,Itgax
Cox6c,Ap2s1,Arpc5
Gnai2,Gna15,Mki67
Bhlhe40,Rac2,Cfl1
Ndufb7,Krtcap2,Itgb2
Zyx,Bcl2a1d,Tyms
Ywhah,Osbpl3,Prdx1
Slamf7,1500009L16Rik,Rilpl2
Rps27l,Myl12a,Rpa2
Anxa6,Rilpl2,Ube2c
Dek,Dek,Dek
Itgb2,Hint1,Sec61b
Serpinb9,Ywhah,Ap2s1
Ran,Itgax,Cdca8
Slc25a5,Mki67,Rac2
Atp5k,Cox8a,Krtcap2
Cks2,Rpa2,Klrg1
Atp5j,Prr13,Ywhah
Ybx1,Rap1b,Spc24
Arpc4,Atp5h,Cdca3
Ap2s1,Tyms,Myl12a
Anp32b,Flna,Rrm2
Cenpw,Oaz1,Prr13
Sec61g,Ube2c,Il18rap
Dut,Ndufb7,Hint1
Rilpl2,Cdca8,Rap1b
Cox7c,Arpc4,Flna
Hmgb1,Arhgdib,Chsy1
Ube2c,Spc24,Atp5h
Racgap1,Cdca3,Cox8a
Actb,Rps27l,Mcm5
Birc5,Klrg1,Ccr2
Arpc3,Anxa6,Sept11
Cox7a2,Gnai2,Oaz1
Atp5j2,Gimap7,Gmnn
Prr13,Sept11,Tbx21
Cd52,Rrm2,Il2rb
Ppib,1810037I17Rik,Ndufb7
Cd47,Il2rb,Gimap7
Cxcr3,Chsy1,Rps27l
1810037I17Rik,Il18rap,Arpc4
1500009L16Rik,Hsp90b1,Snx10
Mrpl33,Arpc3,Hsp90b1
Flna,Anp32b,Top2a
Gna15,Coro1a,1810037I17Rik
Rpa2,Cox6b1,Txndc5
Hsp90b1,Mcm5,Arhgdib
Cox4i1,Atp5k,Sdf2l1
Bcl2a1d,Gmnn,Anxa6
Rac1,Pfkp,Zbtb32
Ccnb2,Atox1,Pfkp
Il2rb,Pfn1,Anp32b
Gimap7,Txndc5,Acot7
Gmfg,Tbx21,Arsb
Sept11,Rac1,Gnai2
Ostf1,Sdf2l1,Cenpa
Psmb3,Actb,Asf1b
Tspo,Ccr2,Tk1
Atox1,Gars,Plp2
Nap1l1,Tspo,Gars
Txndc5,Mrpl33,Actb
Pgk1,Ppib,Coro1a
Itgax,Snx10,Pfn1
Osbpl3,Ran,Ezh2
Atp5l,Mtch1,Mtch1
Actr3,Hmgb1,Etfb
Chsy1,Etfb,Atp5k
Mki67,Ywhae,Arpc3
Pfkp,Acot7,Cox6b1
Ms4a4b,Sec61g,Eif2s3y
Ywhae,Pgk1,Ran
Gars,Plp2,Lig1
Etfb,Top2a,Atox1
Sdf2l1,Cenpa,Ybx3
Cox6a1,Arsb,Pcna
Tyms,Cox6c,Rnaseh2b
Pim1,Ezh2,Hmgb1
Cenpa,Zbtb32,Ccr5
AW112010,Asf1b,Rac1
Mtch1,Rnaseh2b,Tacc3
Gimap4,Atpif1,Pgk1
Smdt1,Pcna,Mrpl33
Cdca8,Cd47,Ccna2
Arpc2,Cox7a2,Tspo
Atpif1,Psmb3,Ywhae
Tbx21,Smdt1,Ppib
Cdca3,Atp5j,Atpif1
Ifngr1,Ybx1,Sec61g
Klrg1,Nap1l1,Lockd
Il18rap,Tk1,Knstrn
Srgn,Ifngr1,Nap1l1
Ubl5,Ybx3,Ifngr1
Atp5f1,Cox7c,Myo1g
Gmnn,Lig1,Ybx1
Elob,Myo1g,Rrm1
Acot7,Ostf1,Cox6c
Plp2,Pim1,Cdk1
Pomp,Slc25a5,Pim1
Pcna,Eif2s3y,Cox7a2
Ccl4,Gmfg,Smdt1
Myo1g,Ccr5,Cd47
Snrpe,Tmem14c,Atp5j
Arhgdia,Tacc3,Psmb3
Ccr2,Cox4i1,Ccl4
Tmem14c,Hcls1,Cx3cr1
Rrm2,Lockd,H2-Q10
Rnaseh2b,Ccna2,Cmc2
Ptma,Ubl5,Cox7c
Mrpl18,Spn,Slc25a5
Mcm5,Ly6a,Tmem14c
Sem1,Atp5j2,Ostf1
Snx10,Knstrn,Ube2s
Spc24,Cd52,Rora
Ube2l3,Cmc2,Ppil1
Ezh2,Ube2l3,Spn
Rora,Eif4e2,Klrc2
Spn,Rrm1,Gmfg
Lockd,Ube2s,Mt1
Hcls1,Glipr2,Hcls1
Sumo2,Gimap4,Mcm6
Top2a,H2-Q10,Cd52
Dynll1,Mrpl18,Smc2
Fyn,Cdk1,Ncald
Ly6a,Srgn,Glipr2
Sh2d1a,Pomp,Cox4i1
Arsb,Ppil1,Ube2l3
Ndufb9,Fyn,Wdr95
Cmc2,Ccl4,Tpx2
Glipr2,Rora,Uhrf1
Tma7,Atp5l,Atp5j2
Ndufa4,Mcm6,Mcm3
Ube2s,Cx3cr1,Eif4e2
Prf1,Cox6a1,Ly6a
Ybx3,Actr3,Fyn
Psmd8,Dynll1,Mrpl18
Ppil1,Smc2,Ubl5
Polr1d,Mcm3,Fhl2
Eif4e2,Arhgdia,Mapre2
Atxn1,Klrc2,Gimap4
Ldha,Fkbp2,Nrm
Snrpd1,Txndc17,Pomp
Tpm4,Snrpd1,Srgn
Lsm5,Hpf1,Fkbp2
Selenoh,Sh2d1a,Tmpo
Mcm6,Mt1,Cenpe
Gm19585,Tpm4,Zeb2
Atp5b,Psmb7,Hpf1
Ywhaq,Nrm,Dusp5
H2-Q10,Mrpl20,Dynll1
Asf1b,Psmd8,Cdc25b
Nrm,Tmpo,Actr3
Fkbp2,Mapre2,Atp5l
Epsti1,Ndufb9,Snrpd1
Lig1,Psmd13,Sh2d1a
Cd28,Wdr95,Cox6a1
S1pr4,Atp5f1,Tpm4
Hprt,Uhrf1,Hopx
Ccr5,Ywhaq,Arhgdia
Mcm3,Tpx2,Ccdc50
Srsf3,Ncald,Cdkn3
Ndufa1,Sem1,Prf1
Phf11b,Fhl2,Carhsp1
Psmd13,Hprt,Dapk2
Ndufb8,Selenoh,Txndc17
Psmb7,AW112010,Psmd13
Txndc17,Ndufb8,Atxn1
Tmpo,Lsm5,Stx11
Arpc1b,Aurkaip1,Gm19585
Knstrn,Dusp5,Psmb7
Il18r1,Prf1,Mrpl20
Lsm6,Cdc25b,Mad2l1
Hpf1,Atxn1,Prdx4
Ech1,Gm19585,Psmd8
H2afv,Ms4a4b,Il18r1
