gene_names,CD25KO,CD25WT,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score
Mrpl15,0.49862807989120483,0.5757792592048645,0.2681633234024048,0.09073966393455907,2.450690746307373,0.2681633234024048,0.05453988736280525,2.607219696044922,0.2681633234024048,0.06339756668118086,2.5539708137512207
Lypla1,0.44465872645378113,0.4496791958808899,0.02008814737200737,0.9982591024791597,0.37133875489234924,0.02008814737200737,0.9429914234958111,0.17900879681110382,0.02008814737200737,0.946308451306227,0.1752580851316452
Tcea1,0.4620240330696106,0.5013070702552795,0.1483294516801834,0.6249468070397847,1.2611446380615234,0.1483294516801834,0.4145414986659493,1.3548756837844849,0.1483294516801834,0.4360471755314335,1.3277264833450317
Atp6v1h,0.20494218170642853,0.24872122704982758,0.31208541989326477,0.23722606246367653,1.9522961378097534,0.31208541989326477,0.18843729013568994,1.9686254262924194,0.31208541989326477,0.2052280895902922,1.9328174591064453
Rb1cc1,0.21387778222560883,0.20508155226707458,-0.06715555489063263,0.9641094093720353,0.7622325420379639,-0.06715555489063263,0.8608909437814856,-0.3879334628582001,-0.06715555489063263,0.8680868605886338,-0.37950682640075684
4732440D04Rik,0.037613075226545334,0.046273939311504364,0.30525675415992737,0.9400772780565889,0.8002044558525085,0.30525675415992737,0.6694417922938911,0.805377721786499,0.30525675415992737,0.6834068163653882,0.7907242774963379
Pcmtd1,0.16302786767482758,0.18479683995246887,0.19697926938533783,0.5551789158965276,1.364403486251831,0.19697926938533783,0.5699540350279212,1.0501099824905396,0.19697926938533783,0.5883180728839205,1.029908537864685
Gm26901,0.004397685639560223,0.004144045989960432,-0.08588744699954987,0.9982591024791597,0.12705600261688232,-0.08588744699954987,0.975169693044087,-0.09128907322883606,-0.08588744699954987,0.9767705776316407,-0.08937401324510574
Rrs1,0.21923545002937317,0.21015337109565735,-0.06782421469688416,0.9982591024791597,0.4826679527759552,-0.06782421469688416,0.8495675067915659,-0.41299790143966675,-0.06782421469688416,0.8576773337512205,-0.40396037697792053
Mybl1,0.005350756924599409,0.02218652330338955,2.0640408992767334,0.8259271239226905,0.966887891292572,2.0640408992767334,0.02053664136057742,3.0082430839538574,2.0640408992767334,0.022402367732791237,2.989315986633301
Vcpip1,0.14152151346206665,0.1522398442029953,0.11324545741081238,0.9121666505229615,0.8432462215423584,0.11324545741081238,0.7796782584711239,0.5754290223121643,0.11324545741081238,0.7906132557982622,0.5642134547233582
1700034P13Rik,0.002496914239600301,0.0,-21.253517150878906,0.9982591024791597,-0.04759426787495613,-21.253517150878906,0.28798201791442335,-1.6744756698608398,-21.253517150878906,0.3198600417279271,-1.6096528768539429
Sgk3,0.03833998739719391,0.04503320902585983,0.23700089752674103,0.9982591024791597,0.43693605065345764,0.23700089752674103,0.7640772820504647,0.612720787525177,0.23700089752674103,0.7750105485098905,0.6019337773323059
