wilcoxon,t-test,t-test_overestim_var
Tmsb4x,Tmsb4x,Tmsb4x
Crip1,H2az2,Crip1
Sh3bgrl3,Lsp1,Lsp1
S100a10,Sh3bgrl3,H2az2
Lsp1,Crip1,Sh3bgrl3
H2az2,S100a10,S100a10
Tmsb10,Tmsb10,Tmsb10
Cd52,Cd52,Cd52
Lgals1,Serf2,Serf2
Abracl,Actb,Actb
S100a11,Myl6,Myl6
Nkg7,S100a11,Nkg7
Myl6,S100a13,S100a11
Serf2,Nkg7,S100a13
Cyba,Ctsd,Lgals1
S100a13,Cyba,Ctsd
Oaz1,Abracl,Cyba
Tspo,Oaz1,Oaz1
Actb,Lgals1,Abracl
Rac2,Rac2,Rac2
Ctsd,Tspo,Tspo
B2m,Pglyrp1,Epsti1
Ms4a4b,Ifi27l2a,Pglyrp1
Epsti1,Epsti1,Ifi27l2a
Arpc3,S100a4,S100a4
Gmfg,Laptm5,B2m
Sec61b,B2m,Laptm5
Atp5h,Gnas,Gnas
Stmn1,Ptms,Calm1
Gnas,Sec61b,Ptms
Laptm5,Calm1,Sec61b
S100a4,Gmfg,S100a6
Calm1,S100a6,Gmfg
S100a6,Arf5,Arf5
Arf5,mt-Atp6,mt-Atp6
Pglyrp1,mt-Co2,mt-Co2
Ifi27l2a,Arpc3,Anxa2
Cfl1,Tle5,Tle5
Clic1,Anxa2,Stmn1
Tle5,mt-Co3,mt-Co3
Anxa2,Gzma,Arpc3
Ubl5,Stmn1,Cfl1
Srgn,Atp5h,Reep5
H2-D1,Dap,Atp5h
Arpc1b,Cfl1,Gzma
Gnai2,Reep5,mt-Co1
Cox6c,mt-Co1,Dap
mt-Atp6,Nrm,Gnai2
Dnajc9,Gnai2,Pim1
Cd3g,Pim1,Pfn1
Myl12a,Ms4a4b,Ms4a4b
Ptms,Ubl5,Dnajc9
Itm2b,Dnajc9,Ubl5
mt-Co2,Srgn,Srgn
Sem1,Pfn1,Nrm
Ccl5,Ripor2,Pycard
mt-Co3,Dennd4a,Ripor2
Pim1,Hsd11b1,Dennd4a
Reep5,Pycard,mt-Cytb
Ndufa13,mt-Cytb,Hsd11b1
mt-Co1,Cox6c,Gimap4
Cdc42,Gimap4,Ccl5
Ctsw,Arpc1b,Cd8b1
Ndufb7,Myl12a,Cox6c
Tpt1,Ccl5,Arpc1b
Gimap4,Plek,Pcna
Pcna,Atxn1,Sem1
Atp5e,Jak1,Myl12a
Ripor2,Cd8b1,H2-D1
Pfn1,Sem1,Plek
Dbi,Bhlhe40,Jak1
Ms4a6b,Ctsw,Ctsw
Cd3d,Dusp5,Atxn1
Jak1,H2-D1,Bhlhe40
Cd2,Ndufa13,Ndufa13
Cd8b1,Klrd1,Itm2b
Pycard,Itm2b,Dusp5
Dap,Pcna,Klrd1
1810037I17Rik,Clic1,Clic1
mt-Cytb,Arsb,Ms4a6b
Selplg,Ccl4,Tnfaip3
Capzb,Tnfaip3,Arsb
Arhgdib,Cd2,Ccl4
Dennd4a,Ms4a6b,Cd2
Sub1,Itgal,Prr13
Psme2,Prr13,Itgal
Smdt1,Selplg,Selplg
Ppia,Cd28,Dbi
Hcst,Anapc11,Cd3g
Sept1,Cd3g,Cd28
Plek,Dbi,1810037I17Rik
Prr13,Stk17b,Anapc11
Cd28,Ctla4,Stk17b
Stk17b,1810037I17Rik,Thy1
Atp5j,Capzb,Capzb
Myl12b,Thy1,Smdt1
Cd3e,Ndufa1,Atp5j
Tnfaip3,Smdt1,Ctla4
Itgal,Atp5e,Ndufa1
Cox6b1,Gimap7,Ppia
Bhlhe40,Atox1,Atox1
Atox1,Cotl1,Atp5e
Fxyd5,Hexb,Gimap7
Sp100,Plaat3,Cotl1
Cotl1,Atp5j,Cd3e
Nrm,Itgax,Plaat3
Gimap6,Cd3e,Ndufb7
Shisa5,Vps37b,Hexb
Taldo1,Ndufb7,Psme2
Hsd11b1,Psme2,Top2a
Ndufa1,Ppia,Vps37b
Anxa6,Cdc42,Cdc42
Atxn1,Sub1,Trbc2
Cox5b,Sept1,Itgb7
Dnajc15,Cdc25b,Sub1
Atp5l,Ifi27,Sept1
Gimap7,Top2a,Itgax
Coro1a,Myl12b,Sp100
Gzma,Itgb7,Cd3d
Dusp5,Trbc2,mt-Nd4
Itgb7,Sp100,Myl12b
Cox6a1,Peak1,Ifi27
Trbc2,mt-Nd4,Slfn2
Klrd1,Cd3d,Cdc25b
Anapc11,Slfn2,Peak1
Emp3,Acp5,Cox6b1
Slfn2,Anxa6,Acp5
Thy1,Fxyd5,Cox6a1
Ccl4,Cox6b1,Lgals3
Ppib,Cox6a1,Anxa6
Pnrc1,Esyt1,Cox5b
Ptprc,Cox5b,Fxyd5
Ndufv3,Lgals3,Dnajc15
Trac,Dnajc15,Gimap6
mt-Nd4,Arap2,Esyt1
Ubc,Gimap6,Arap2
Lgals3,Ndufv3,Ndufv3
Plaat3,Prex1,Trac
Dock2,Ifngr1,Ifngr1
Ifi27,Sytl2,Prex1
Top2a,Csrp1,Ctsa
Gimap3,Trac,Hcst
Tma7,Ctsa,Dock2
Ifngr1,Klrc1,Klrc1
Vps37b,Pitpnc1,Csrp1
Ap2s1,Dock2,Pitpnc1
Cd47,Id2,Id2
Esyt1,Glipr2,Glipr2
H2-Q7,Hcst,Sytl2
Acp5,Arhgdib,Taldo1
H2-K1,1110008P14Rik,Ap2s1
Ppp1r12a,Plgrkt,Coro1a
Prex1,Wdr95,Arhgdib
Arsb,Taldo1,Plgrkt
Akap13,Ap2s1,1110008P14Rik
Btg1,Coro1a,Tma7
Gm8369,Emp3,Shisa5
Arpc5,Shisa5,Emp3
Arap2,Tma7,Wdr95
Skap1,Myo1f,Cd47
Ppp1ca,Klrg1,Myo1f
Ctsc,Cd47,Hmgb2
Ctla4,Atp5l,Gimap3
Gabarap,Ifi209,H1f5
Capns1,H1f4,Pnrc1
Junb,Ppib,Ppib
Cox8a,Gimap3,H1f4
Tmem50a,Itgam,Ptprc
Il2rg,Ptprc,Ifi209
Glipr2,H1f5,Atp5l
Map1lc3b,Pnrc1,Ahnak
Ctsa,H2ax,Asf1b
Sri,Dgkh,Klrg1
Gng2,Crlf2,Gng2
Peak1,Asf1b,H2ax
mt-Nd2,Ahnak,Crlf2
Cdc25b,Gng2,Tceal9
Gramd3,Tceal9,Hist1h2ap
H3f3a,Hist1h2ap,Itgam
Plgrkt,Gzmk,Gzmk
Id2,Fryl,Dgkh
Klrc1,Stard10,Ctsc
Psme1,H2ac8,H2ac8
Csrp1,Akap13,Fryl
Ptprcap,Pik3ap1,Akap13
Itgb2,Ctsc,Hpf1
Myo1f,AA467197,Gm8369
Ndufa4,Gramd3,Gramd3
Apbb1ip,Stk24,Ppp1r12a
Bin2,Prim1,Arpc5
Hexb,Hmgb2,Atad2
Smap2,Trappc1,Pik3ap1
1110008P14Rik,Ppp1r12a,Prim1
Hpf1,Capns1,Lig1
Atp5j2,Gm8369,Stard10
Itpkb,Atad2,Capns1
Ahnak,Arpc5,Stk24
H1f5,Dapk2,Ifi206
Lig1,Hpf1,Trappc1
Tceal9,Ube2t,Ppp1ca
Ostf1,Tcf19,Il2rg
Ndufb11,Lag3,AA467197
Lck,Ifi206,Fyn
Atad2,Rap1gap2,Chsy1
