wilcoxon,t-test,t-test_overestim_var
Lgals1,Lgals1,Lgals1
Hmgb2,S100a6,S100a6
S100a6,Stmn1,Stmn1
H2az1,Pclaf,Pclaf
Gapdh,Hmgb2,Hmgb2
Ptma,Anxa2,Anxa2
Stmn1,Dut,Dut
Anxa2,Lgals3,Lgals3
Pclaf,Gzmb,Gzmb
Dut,H2az1,H2az1
Txn1,Ptma,Ptma
Crip1,Rrm2,Rrm2
Vim,Gmnn,Gmnn
Lgals3,Mki67,Mki67
Pcna,Lmnb1,Lmnb1
Gzmb,Serpinb6b,Serpinb6b
Sub1,Pcna,Top2a
Ran,Txn1,S100a4
Actg1,S100a4,Pcna
S100a10,Top2a,Txn1
Tmsb4x,Gapdh,Gapdh
Mki67,Vim,Vim
Serpinb6b,Ybx3,Lig1
S100a4,Lig1,Ybx3
Gmnn,Cks1b,Cks1b
Ybx1,Mcm5,Mcm5
Rrm2,Ahnak,Tyms
Lmnb1,Tyms,Ahnak
Top2a,Crip1,Mcm3
Anp32b,Mcm3,Mcm6
Cox5a,Mcm6,Crip1
Ahnak,Tmsb4x,Uhrf1
Ybx3,Sdf2l1,Tmsb4x
Calm1,Uhrf1,Sdf2l1
Hmgb1,S100a10,Bhlhe40
Dek,Bhlhe40,Tipin
Cox5b,Tipin,Birc5
Cks1b,Sub1,1500009L16Rik
Pycard,Birc5,S100a10
Lig1,1500009L16Rik,Ifng
Bhlhe40,Slbp,Sub1
Mcm5,Ifng,Clspn
Ifng,Clspn,Plek
Actb,Actg1,Slbp
Hsp90aa1,Plek,Asf1b
Mcm6,Ran,H1f5
Mcm3,Asf1b,Actg1
Slbp,H1f5,Ran
1500009L16Rik,Alyref,Rrm1
Tyms,Rrm1,Alyref
Prdx1,Hmgn2,Hmgn2
Nkg7,Mcm7,Smc2
Sdf2l1,Smc2,Mcm7
Plek,Dek,Tk1
Uhrf1,Anp32b,Hells
Alyref,Tk1,Dtl
Snrpd1,Ezh2,Dek
Clspn,Pycard,Ezh2
Tipin,Hells,Siva1
Nap1l1,Dtl,Spc24
Cd48,Siva1,Serpinb9
1810037I17Rik,Actb,Pycard
Birc5,Ybx1,Anp32b
Asf1b,Serpinb9,Actb
Reep5,Spc24,Cks2
H1f5,Cks2,Ybx1
Pfn1,Hsp90aa1,Dctpp1
Ywhah,Dctpp1,Hsp90aa1
Rps27l,Hmgb1,Rpa2
Hmgn2,Snrpd1,Ctla2a
Hsp90b1,Rpa2,Snrpd1
Hnrnpab,Reep5,Cenpw
Abracl,1810037I17Rik,Hmgb1
Dbi,Ywhah,Reep5
Serpinb9,Ctla2a,1810037I17Rik
Cfl1,Nap1l1,Ywhah
Dtl,Cenpw,Nap1l1
Mcm7,Cox5a,Cd48
Hint1,Cd48,Cox5a
Hells,Cox5b,Rfc4
Smc2,Rps27l,Mcm4
Ube2s,Hsp90b1,Cox5b
Ctla2a,Mcm4,Cdk1
Ldha,Rfc4,Hsp90b1
Cks2,Prdx1,Rps27l
Ppia,Ube2s,Ube2s
Rrm1,Atpif1,Prdx1
Tk1,Dbi,Atpif1
Ranbp1,Cdk1,Dbi
Ezh2,Hnrnpab,Orc6
Siva1,Calm1,Prim1
Cox8a,Nasp,Hnrnpab
Spc24,Orc6,Ptms
Lsp1,Prim1,Nasp
Rpa2,Cisd1,Cisd1
Cdc42,Ptms,Calm1
Ptms,Pkm,Pkm
Dctpp1,Tmpo,Rfc3
Cenpw,Sept11,Casp3
Atpif1,Nkg7,Tmpo
Nasp,Rfc3,Sept11
Snrpe,Dnmt1,Nsd2
Rbm3,Casp3,Dnmt1
Tuba1b,Mcm2,Mcm2
Cdk1,Hpf1,H2ac8
Pdia3,Nsd2,Nkg7
Casp3,Ppil1,Ppil1
Tmpo,H2ac8,Hpf1
Mcm4,Pim1,Dhfr
Slc25a5,Dhfr,Rad51
Prelid1,Ranbp1,Ncapg2
Prim1,Rad51,Ccnb2
Ctsd,Ncapg2,Cenpk
Atp5j,Ldha,Pim1
Rfc4,Ccnb2,Gzmk
Orc6,Prelid1,Ranbp1
Pgk1,Pfn1,Ldha
Pkm,Atad2,Prelid1
Nsd2,Cenpk,Atad2
Clic1,Calm3,Pfn1
Calm3,Tuba1b,Calm3
Pim1,Ppia,Ccna2
Cyba,Gzmk,Cdca8
Mrpl18,Pdia3,Tuba1b
Rfc3,Mrpl18,Ppia
Sumo2,Etfb,Etfb
Sept11,Pgk1,Pdia3
Cisd1,Cfl1,Pgk1
Tmem14c,Ctsd,Mrpl18
Ncapg2,Lsp1,Klrc1
Sec61b,Hint1,Ctsd
Ppp1ca,Ccna2,Cfl1
Hpf1,Cdca8,Kif15
Mcm2,Abracl,Lsp1
Dynll1,Efhd2,Fabp5
Dnmt1,Il2rb,Rilpl2
Gzmk,Tmem14c,Efhd2
Cox7c,Rilpl2,Tpi1
Dhfr,Manf,Cdca3
H2ac8,Tpi1,Abracl
Tagln2,Klrc1,Il2rb
Nme1,Fabp5,Hint1
Ywhae,Hopx,Hopx
Manf,Selenoh,H1f4
Cenpk,Fkbp2,Manf
Selenoh,Kif15,Hist1h2ap
Klrc1,Cdca3,Tmem14c
Cbx3,H1f4,Fkbp2
Ccnb2,Anp32e,Fbxo5
Gzma,Fbxo5,Selenoh
Ppil1,Hist1h2ap,Ccne1
S100a11,Ccne1,Gins2
Atad2,Dnajc9,Kif11
Rad51,Gins2,Anp32e
Krtcap2,Usp1,Gzma
Dnajc15,Fen1,Mt1
Il2rb,Dpy30,Fen1
Hopx,Ywhae,Ctla4
Mt1,Kif11,Usp1
Dnajc9,Nans,Chaf1b
Rilpl2,Hat1,Dnajc9
Cdca8,Gzma,Cdc45
Cox6b1,Mt1,Hat1
Fabp5,Dynll1,Nans
Anp32e,Chaf1b,Dpy30
Etfb,Snrpe,H4c9
Ccna2,Atp5j,Mad2l1
Tpi1,Cdc42,Ywhae
H1f4,Ctla4,Cd28
Ccne1,Cd28,Dynll1
Oaz1,Cbx3,Cenps
Gnai2,Cdc45,Cdc42
Atp5pb,H4c9,Snrpe
Efhd2,Cox8a,Chaf1a
Cdca3,Mad2l1,Cenph
Ctla4,Ly6a,Atp5j
Ly6a,Itga4,Cbx3
Kif15,Slc25a5,Cox8a
Fbxo5,Cenps,Ly6a
Chaf1b,Rbm3,Rad51ap1
Itga4,Chaf1a,Itga4
Gins2,Gng2,Gng2
Fkbp2,Cenph,Rbm3
Hist1h2ap,Eif1ax,Slc25a5
Calr,Rfc2,Rfc2
Usp1,Nme1,Pgam1
Ube2l3,Pgam1,Eif1ax
Cd28,Prr13,Nme1
Kif11,Rad51ap1,Cmc2
Ndufa4,S100a11,Prr13
Fen1,Cyba,Prc1
Pglyrp1,Cmc2,S100a11
Ly6c2,Ppp1ca,Ly6c2
Cox7a2,Ube2l3,Atad5
Bcl2a1b,Krtcap2,Rfc5
Mad2l1,Clic1,Cyba
Myo1f,Ly6c2,Pdia6
Eif5a,Pdia6,Pglyrp1
Cenps,Ap2s1,Ube2l3
Dpy30,Rfc5,Ppp1ca
Psma4,Tagln2,Bcl2a1b
Rbbp8,Prc1,Clic1
H4c9,Sec61b,Krtcap2
Atp5j2,Pglyrp1,Osbpl3
Chaf1a,Atad5,Rbbp8
Hat1,Cox17,Myo1f
Dennd4a,Rexo2,Ap2s1
Arpc5,Ndufb8,Cxcr3
Cdc45,Myo1f,Tcf19
Prc1,Mtch1,Dennd4a
Gng2,Rbbp8,Tagln2
Cmtm7,Bcl2a1b,Slamf7
Atp5g3,Cxcr3,Rexo2
Sh3bgrl3,Dennd4a,E2f8
Pdia6,Topbp1,Cox17
Dck,Rpa3,Zbtb32
Ndufb8,Rnaseh2b,Rnaseh2b
Ndufb7,Fkbp1a,Mtch1
Pgam1,Dnajc15,Acot7
Rexo2,Cox7c,Topbp1
Nans,Osbpl3,Esco2
Acot7,Cenpa,Cenpa
Cxcr3,Ssrp1,Sec61b
Capzb,Tcf19,Rpa3
Eif1ax,Lsm2,Ndufb8
Ppib,Dck,Rom1
Rfc5,Acot7,Dck
Cenph,Sumo2,Cdc6
Prr13,Slamf7,Cenpm
Cmc2,Eif4e2,Klrk1
Snrpb,Cmtm7,Prdx4
Atad5,Zbtb32,Fkbp1a
Rfc2,Psma4,Ssrp1
Ube2c,Ube2n,Lsm2
Tma7,E2f8,Dnajc15
Myl6,Rom1,Cox7c
Tubb5,Calr,Cmtm7
Smdt1,Esco2,Eif4e2
Slamf7,Oaz1,Carhsp1
Ndufb9,Atp5g3,Ube2n
Cenpa,Hprt,Psma4
Rom1,Cenpm,Sumo2
Hsp90ab1,Cdc6,Calr
Zbtb32,Prdx4,Hprt
Set,Klrk1,Oaz1
Rnaseh2b,Cox6b1,Tfdp1
Hnrnpa3,S100a13,Atp5g3
Hprt,Gnai2,Havcr2
Osbpl3,Carhsp1,H2ax
Nr4a2,Atp5pb,Incenp
Rad51ap1,Tfdp1,S100a13
Ssrp1,Arpc5,Cox6b1
Tcf19,H2ax,Gnai2
Rora,Smdt1,Pola1
Hspa5,Incenp,Ube2c
S100a13,Kdelr2,Fignl1
Ccl5,Cox7a2,Kdelr2
Ap2s1,Dnajb11,Atp5pb
Hsph1,Havcr2,Cdca7
Psmb3,Pola1,Hsph1
Fkbp1a,Hsph1,Smdt1
Srsf3,Vdac3,Arpc5
Topbp1,Nudt21,Dnajb11
Klrk1,Ube2c,Ncapg
Incenp,Ywhaq,Vdac3
Tfdp1,Fignl1,Cox7a2
Cox6a1,Ndufb9,Nudt21
Cox17,Cdca7,Pfkp
Nrm,Phf5a,Uchl3
Mtch1,Pfkp,Nrm
Itgb1,Erh,Erh
H2ax,Uchl3,Phf5a
Pola1,Dtymk,Ywhaq
Hnrnpd,Eif5a,Racgap1
Pomp,Ndufb7,Dtymk
Arpc3,Ssr2,Aurkb
Id2,Capzb,Ssr2
Cenpm,Lsm5,Ndufb9
Rpa3,Tkt,Nr4a2
Racgap1,Racgap1,Cbx5
Hspa8,Nrm,Id2
Chsy1,Ncapg,Cdk2ap1
Ywhaq,Snx3,Eif5a
Cbx5,Id2,Mcm10
Lsm2,Snrpb,Rora
Dusp5,Cbx5,Lsm5
Lsm5,Cdk2ap1,Prelid3b
Plp2,Prelid3b,Ndufb7
Carhsp1,Phf11b,Tkt
Chchd2,Nr4a2,Phf11b
Atp5b,Hspa5,Ccl5
Sec61g,Canx,E2f1
Lcp1,Hspd1,Capzb
Cox4i1,Cox6a1,Snx3
Cdca7,Cycs,Pmm1
E2f8,Aurkb,Tacc3
Cdc6,Rora,Snrpb
Hspd1,Psmd13,Hspa5
Uqcrb,Ccl5,Plp2
Esco2,Uqcrb,Canx
Sec11c,Pmm1,Ndc80
Prdx4,Baz1a,Hspd1
Pmm1,Paics,Mybl2
Ube2n,Tmem167,Adap1
Rgs1,Mcm10,Syce2
Raly,Plp2,Psmd13
Eif4e2,Hnrnpd,Cycs
Cdc25b,Hsp90ab1,Baz1a
Kdelr2,Higd1a,Paics
Aldoa,E2f1,Hsp90ab1
Cdk2ap1,Tacc3,Cox6a1
Ccdc34,Hnrnpa3,Chsy1
Atp5d,Ndc80,Uqcrb
Canx,Sec11c,Itgb1
H3f3b,Set,Plk4
Tkt,Chsy1,Dusp5
Phf11b,Bag1,Tmem167
Hmgn5,Gars,Higd1a
Dnajb11,Dusp5,Ncaph
Prelid3b,Syce2,Hnrnpd
Pfkp,Itgb1,E2f2
Mif,Mybl2,Gars
Ccl4,Adap1,Sec11c
Nudt21,Tma7,Hnrnpa3
Havcr2,Plk4,Cdc25b
Dtymk,Ppib,Bag1
Ssr2,Lsm6,Set
Srsf2,Atp5j2,Zdhhc2
Tmem167,Ndufa4,Ccdc34
Vdac3,Raly,Lsm6
E2f2,E2f2,Klrc2
Uchl3,Magoh,Ndufa4
Ndc80,Ncaph,Bcl2a1d
Phf5a,Pdap1,Ppib
Plk4,Cdc25b,Pnp
Erh,Pnp,Raly
Gars,Sec61g,Tma7
Baz1a,Txnl1,Atp5j2
Cycs,Pomp,Hmgn5
Snx3,Ccdc34,Magoh
Mms22l,Arhgdia,Hmgb3
Lsm6,Hmgn5,Shcbp1
Batf,Srsf3,Pdap1
Pmf1,Acadl,Txnl1
Fignl1,Tubb5,Acadl
Psmb2,Psmb3,Spc25
Icos,Psmb2,Ncapd2
Sf3b6,Zdhhc2,Sec61g
Aurkb,Hmgb3,Mms22l
Ncapd2,Ddx39,Pomp
Tceal9,Aldoa,Glrx
Glrx,Klrc2,Tpx2
Arsb,Bcl2a1d,Srsf3
Polr1d,Glrx,Tubb5
Arhgdia,Ncapd2,Arhgdia
Tacc3,Polr1d,Arsb
Sem1,Bex3,Ddx39
Atp5a1,Shcbp1,Bex3
Dbf4,Mms22l,Psmb2
Paics,Idh3a,Psmb3
Magoh,Myl6,Idh3a
Bcl2a1d,Banf1,Dscc1
Hnrnpa2b1,Spc25,Aldoa
Syce2,Hif1a,Cit
Higd1a,Srsf2,Tceal9
Tnfaip3,Sh3bgrl3,Hif1a
Ncapg,Tceal9,Cdca5
Runx2,Rtn3,Cenpe
E2f1,Arsb,Myl6
Map2k3,Tpx2,Polr1d
Psmd13,Lcp1,Batf
Btf3,Batf,Rgs1
Fkbp5,Eloc,Pik3ap1
Klrc2,Sf3b6,Rtn3
Mcm10,Dscc1,Banf1
Bex3,U2af1,Runx2
Ccdc50,Pmf1,Sh3bgrl3
Hif1a,Hspa8,Ska1
Hmgb3,H3f3b,Pmf1
Hnrnpf,Swi5,Srsf2
Haus4,Cit,Mapre2
Ddx39,Cenpe,Nusap1
Ccl3,Rgs1,Lcp1
Mapre2,Eno1,Eloc
Acadl,Cdca5,Tnfaip3
Snu13,Runx2,Hspa8
Myl12a,Tnfaip3,Sf3b6
Mrpl33,Psma1,Dbf4
Pnp,Eri1,U2af1
Csrp1,Snu13,H3f3b
Nup62,Pik3ap1,Nuf2
Adap1,Atp5b,Swi5
Eno1,Mapre2,Eno1
Bag1,Mif,Eri1
Txnl1,Tmco1,Psma1
Mpp6,Dbf4,Icos
Uqcrq,Aurkaip1,Tmco1
Tmed2,Ska1,Fkbp5
Elob,Supt16,Supt16
Atxn1,Atp5d,Ebp
Ncaph,Ebp,Atp5b
Psma1,Mrpl20,Brca1
Psat1,Atp5k,Snu13
Wdr76,Bsg,Aurkaip1
Tubg1,Timm23,Mif
Mybl2,Snrpa1,Psat1
Pdap1,Nusap1,Csrp1
Swi5,Fkbp5,Mrpl20
Fxn,Uqcrq,Snrpa1
Mrpl27,Exosc8,Map2k3
Supt16,Arpc3,Atp5k
Cox6c,Icos,Bsg
Tubb4b,Nucks1,Knl1
U2af1,Mrpl33,Chek1
Banf1,Csrp1,Timm23
Nucks1,Eif2s1,Atp5d
Snrpd2,Map2k3,Exosc8
Idh3a,Mrps36,Mrpl27
Cenpe,Mrpl27,Tubg1
Uck2,Nuf2,Ehd4
Ndufc2,Psat1,Arpc3
Txndc5,Sumo3,Eif2s1
Atp5k,Chchd2,Uqcrq
Gna15,Cox4i1,Nucks1
Eri1,Tubg1,Mrps36
Tpm3,Tmed2,Mrpl33
Shcbp1,Ndufc2,Gna15
Atp5c1,Brca1,Sumo3
Tmco1,Sem1,Ccdc50
Tpx2,Tcp1,Tubb4b
Cit,Psmd8,Chchd2
Gsr,Ciao2a,Haus4
Serbp1,Tubb4b,Tcp1
Anapc15,Knl1,Tmed2
Aurkaip1,Ehd4,Ndufc2
Rtn3,Snrpd2,Hip1
H2-Q10,Ppa1,Cox4i1
Micos10,Haus4,Ciao2a
Wdhd1,Chek1,Psmd8
Zdhhc2,Gna15,Ppa1
Rpn1,Ccdc50,Rpn1
Edf1,Rpn1,Sem1
Ube2e3,Myo1g,Gsr
Tcp1,Arf1,H3c3
Sumo3,Gsr,Myo1g
Mrpl20,Micos10,Mpp6
Spc25,Rbbp4,Snrpd2
Prf1,Mpp6,Ccl4
Bsg,Arpc4,Ube2t
Eloc,Hnrnpa2b1,Stx11
Psmd8,Rasgrp2,Ncald
Nxt1,Hip1,Arf1
Rasgrp2,Vps29,Ccl3
Pgrmc1,Ostc,Rbbp4
Lrrc59,Ube2t,Micos10
Ehd4,P4hb,Kif22
P4hb,Uqcrfs1,Arpc4
Myo1g,Ppp1cc,P4hb
Ppa1,Myl12a,Vps29
Emc8,H3c3,Ostc
Eif2s1,Ccl4,Rasgrp2
Nusap1,Anapc15,Tbx21
Ftl1,Rpa1,Wdr76
Ostc,Stx11,H1f3
Ube2t,Wdr76,Anapc15
Park7,Nxt1,Prdm1
Tex30,Cmpk1,Hnrnpa2b1
Timm23,Uqcr10,Rpa1
Exosc8,Lman2,Nxt1
Ung,Ncald,Fxn
Surf4,Ndufa11,Uqcrfs1
Sytl3,Tbcb,Ppp1cc
Arf1,Kif22,Tbcb
Ide,Suz12,Prf1
Rpa1,Anxa6,Myl12a
Slc25a3,Atp5a1,Cmpk1
Hjurp,Ccl3,Lman2
Snrpa1,Psmd14,Trip13
Ppih,Hdgf,Suz12
Dynll2,Sae1,Psmd14
Mif4gd,Fxn,Sae1
D8Ertd738e,Tpm4,Ndufa11
Pik3ap1,Rac1,Hdgf
Snrnp25,Atp5c1,Wdhd1
Ap3s1,Prf1,Surf4
Dscc1,Metap2,Uqcr10
Ebp,Surf4,Anxa6
Atp5o-1,Snf8,Nup62
Bak1,Edf1,Atp5a1
Ciao2a,D8Ertd738e,H2-Q10
Rac1,Sptssa,Slc43a3
Cdc34,Smarca5,Atxn1
Mthfd2,Commd1,Metap2
Mdh2,Tbx21,Commd1
Mrps36,H1f3,Snf8
Uqcr10,Prdm1,Tnfrsf9
Magohb,Baz1b,Tpm4
Ppp1cc,Pdcd5,Sptssa
Brca1,Nup62,Rac1
Glipr1,Csnk2b,Lrrc59
Rbbp4,H2-Q10,Bard1
Commd1,Atxn1,Ppih
Anxa6,Wdhd1,Atp5c1
Tbcb,Mrps24,Edf1
Actr3,Smc3,D8Ertd738e
Creld2,Fam107b,Baz1b
Ipo5,Ppih,Brip1
Rnpep,Lrrc59,Smarca5
Arpc4,Nhp2,Ccnb1
Vmp1,Trip13,Ccr5
Psma7,Cox6c,Txndc5
Lman2,Mdh2,Mxd3
Akt1,Txndc5,Pdcd5
Cdca5,Atox1,Csnk2b
Ndufa11,Vdac1,Smc3
Ncapd3,Emc8,Fam107b
Ska1,Stip1,Nhp2
Knl1,Rbbp7,Pdcd1
Gins4,Tnfrsf9,Emc8
Gnptab,Slc43a3,Mrps24
Fh1,Nudc,Stip1
Dera,Sar1b,Kif4
Suz12,Snrpc,Pole
Nt5c3b,Bard1,Mdh2
Tmem126a,Ccnb1,Vdac1
Timm8b,Rbmxl1,Cox6c
Smarca5,Mrpl42,Sar1b
Cdt1,Elob,Fhl2
Metap2,Phgdh,Rbbp7
Hip1r,Brip1,Atox1
Stip1,Ccr5,Rbmxl1
Hdgf,Cdk4,Ube2e3
Psmd14,Ube2a,Nudc
1110008P14Rik,Ssr1,Uck2
H1f2,Ube2e3,Snrpc
Cnih4,Mxd3,Ung
Kif22,Ndufa12,Phgdh
Sae1,Serbp1,Mrpl42
Il18rap,Uck2,Ube2a
Pold3,Mrpl13,Cdk4
Tnfrsf9,Sf3b5,Hmmr
Tpm4,Srp19,Ssr1
Rbmxl1,Ung,Pbk
Cdk2,Pdcd1,Snrnp25
Hras,Pole,Cdk2
Sf3b5,Lsm8,Elob
Lrmp,Snrnp25,Ndufa12
Kpna3,Anapc5,Mrpl13
Mrpl13,Glipr1,Cdkn3
Samd1,Park7,Sytl3
Nudc,Kif4,Il18rap
Sar1b,Fhl2,Glipr1
Uchl5,Vmp1,H4c4
Lyar,Polr2f,Tex30
Mlec,Ddost,Vmp1
Nudt4,Sytl3,Srp19
Itpa,Ap3s1,Dna2
Sptssa,Tex30,Ap3s1
Odc1,Tmem126a,Mthfd2
Baz1b,Mthfd2,Lsm8
Mrpl40,Sfr1,Sgo1
Umps,Gdi2,Sf3b5
Vma21,Sdhd,Serbp1
Hip1,Psmb7,Tmem126a
Hmbs,Rad21,Ddost
Cmpk1,Atp5o-1,Anapc5
Ncald,Akt1,Pgrmc1
Phlda1,Cdk2,Polr2f
Arpc2,Timm8b,Sdhd
Uqcrfs1,Pgrmc1,Park7
Derl2,Tpm3,Rad21
Kmt5a,Cwc15,Tmem97
Timeless,Hnrnpf,Hjurp
Mrps24,Slc25a3,Akt1
Pdcd5,Gimap7,Timm8b
Taf12,Hjurp,Lag3
Stk39,Hmmr,Sfr1
Ap1s1,Uqcr11,Psmb7
Nudt1,H4c4,Cdc34
Nelfe,Il18rap,Tmem163
Smc3,Esd,Creld2
Phgdh,Cdc34,Cnih4
Psmb4,Lamtor5,Gdi2
H3c3,Pbk,Gimap7
Cd44,Arpp19,Atp5o-1
Ctsb,Cdkn3,Lyar
Nhp2,Lyar,Cwc15
Cdca7l,Ptges3,Tpm3
Nptn,Mien1,Lamtor5
Vps29,Cnih4,Hnrnpf
Cd47,Pa2g4,Uqcr11
Nuf2,Creld2,Esd
Ube2a,Psmb4,Ncapd3
Rbbp7,Ncapd3,Mif4gd
Snrpc,Sgo1,Slc25a3
Vdac1,Dna2,Pa2g4
Gdi2,Sdhb,Gins1
Chek1,Mif4gd,Bak1
