gene_names,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score,logreg_score
Xkr4,,,,,,,,,,
Gm1992,,,,,,,,,,
Gm37381,,,,,,,,,,
Rp1,,,,,,,,,,
Sox17,,,,,,,,,,
Gm37323,,,,,,,,,,
Mrpl15,0.103603706,0.9997055257103332,0.54680586,0.103603706,0.6536828292901768,0.74036217,0.103603706,0.8263513849528328,0.5524748,0.009497223
Lypla1,0.71534204,0.0005251922287133546,4.193104,0.71534204,0.00011093695018652118,4.508954,0.71534204,0.006379415575613914,3.5550857,0.035545874
Gm37988,,,,,,,,,,
Tcea1,0.34047717,0.21592542206721663,2.1749592,0.34047717,0.07777682655434887,2.3222194,0.34047717,0.3530123749516522,1.7625476,0.027813891
Rgs20,,,,,,,,,,
Gm16041,,,,,,,,,,
Atp6v1h,0.16558386,0.9997055257103332,0.22538677,0.16558386,0.656853384613074,0.73435426,0.16558386,0.8203978014301212,0.5714366,-0.006781665
Oprk1,,,,,,,,,,
Npbwr1,,,,,,,,,,
Rb1cc1,0.07111149,0.9997055257103332,0.14802094,0.07111149,0.859501007835288,0.3255276,0.07111149,0.9294076094185753,0.24432114,-0.0036896088
4732440D04Rik,0.10266292,0.9997055257103332,0.028616868,0.10266292,0.9104817570736883,0.2135095,0.10266292,0.9551732239593494,0.1614543,-0.007342051
Alkal1,,,,,,,,,,
St18,,,,,,,,,,
Pcmtd1,0.5570653,0.27136119112345347,2.0450647,0.5570653,0.05515659762307257,2.492283,0.5570653,0.27240492881397654,1.94628,0.014857499
Gm26901,0.07744468,0.9997055257103332,0.007250635,0.07744468,0.9730323539066928,0.06879321,0.07744468,0.9871193568845432,0.05102521,0.0007377619
Gm30414,,,,,,,,,,
Sntg1,,,,,,,,,,
Rrs1,-0.5734943,0.3941620493837649,-1.8289341,-0.5734943,0.030487828347706754,-2.747755,-0.5734943,0.29022361182198936,-1.9083637,-0.017559966
Adhfe1,,,,,,,,,,
3110035E14Rik,,,,,,,,,,
Gm29520,,,,,,,,,,
Mybl1,-23.18293,0.9997055257103332,-0.42485636,-23.18293,1.4468489475895003e-05,-4.898027,-23.18293,0.32892303888301955,-1.8227826,-0.0028629221
Vcpip1,0.1891267,0.9997055257103332,0.20726018,0.1891267,0.6739103218718425,0.698486,0.1891267,0.8295607844905737,0.5415475,-0.014949018
1700034P13Rik,2.3928416,0.9997055257103332,0.08230242,2.3928416,0.6226894528812634,0.80157405,2.3928416,0.7880526960363986,0.7576226,-0.000295066
Sgk3,-0.103067294,0.9997055257103332,-0.1459383,-0.103067294,0.8934260478486384,-0.25049973,-0.103067294,0.9471004836816829,-0.18583326,-0.0022515322
Mcmdc2,1.9291145,0.9997055257103332,0.17956892,1.9291145,0.5144306378912681,1.0208706,1.9291145,0.744764761495446,0.9036639,0.003673067
Snhg6,-0.058294352,0.9997055257103332,-0.70007193,-0.058294352,0.8368226336682268,-0.3740285,-0.058294352,0.9151043997708525,-0.28959924,-0.029676577
Tcf24,,,,,,,,,,
