gene_names,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score,logreg_score
Xkr4,,,,,,,,,,
Gm1992,,,,,,,,,,
Gm37381,,,,,,,,,,
Rp1,,,,,,,,,,
Sox17,,,,,,,,,,
Gm37323,,,,,,,,,,
Mrpl15,0.73315936,5.188530366980903e-07,5.46987,0.73315936,3.1145560081810265e-08,6.1412215,0.73315936,0.00014778909203688354,4.413623,-0.0067297164
Lypla1,0.7418643,3.9837391472297994e-07,5.5200334,0.7418643,2.674499524667601e-07,5.7163167,0.7418643,0.0006009901498124505,4.049464,0.0032889538
Gm37988,,,,,,,,,,
Tcea1,0.5763668,8.787489641795612e-05,4.3973055,0.5763668,3.7434698510457464e-05,4.6383433,0.5763668,0.008317354227059566,3.267583,-0.005038993
Rgs20,,,,,,,,,,
Gm16041,,,,,,,,,,
Atp6v1h,0.54883206,0.0010054662957000836,3.7787073,0.54883206,0.009353846973168635,3.0608225,0.54883206,0.12072582599999471,2.1905797,0.00980986
Oprk1,,,,,,,,,,
Npbwr1,,,,,,,,,,
Rb1cc1,-0.36752278,0.9981504476998344,0.38317612,-0.36752278,0.09122189776580102,-2.098275,-0.36752278,0.4744441151398829,-1.2979915,0.022364229
4732440D04Rik,-0.6926088,0.9981504476998344,-0.107514344,-0.6926088,0.1921631199740373,-1.6617627,-0.6926088,0.6188424543721595,-1.0160216,-0.0066452827
Alkal1,,,,,,,,,,
St18,,,,,,,,,,
Pcmtd1,-0.3638571,0.9981504476998344,0.054382253,-0.3638571,0.14648566097753446,-1.8369769,-0.3638571,0.5287342905235511,-1.1947432,0.013684627
Gm26901,-0.43257144,0.9981504476998344,0.013751835,-0.43257144,0.7757127398500664,-0.42963755,-0.43257144,0.8999453617901616,-0.27363077,-0.0030387738
Gm30414,,,,,,,,,,
Sntg1,,,,,,,,,,
Rrs1,0.8682276,7.231093016981061e-06,4.95066,0.8682276,1.9279165458457305e-05,4.805063,0.8682276,0.00284525075769427,3.606351,0.027229082
Adhfe1,,,,,,,,,,
3110035E14Rik,,,,,,,,,,
Gm29520,,,,,,,,,,
Mybl1,1.5551457,0.9981504476998344,0.5015513,1.5551457,0.20707852067455318,1.6129347,1.5551457,0.40354046718537495,1.4387066,-0.0017030336
Vcpip1,0.16372834,0.26163575456967064,1.6816306,0.16372834,0.611884231126331,0.7288292,0.16372834,0.808893430734994,0.506606,0.013530878
1700034P13Rik,2.1365855,0.9981504476998344,0.08462066,2.1365855,0.5939251633819457,0.76146317,2.1365855,0.7504667910767783,0.7006012,0.0005115583
Sgk3,-0.67358804,0.9981504476998344,-0.27534923,-0.67358804,0.1637548085735009,-1.7749168,-0.67358804,0.5528493815123181,-1.1464503,-0.0023778668
Mcmdc2,-21.383375,0.9981504476998344,-0.077354066,-21.383375,0.07084968638675436,-2.2228384,-21.383375,0.7111449723048867,-0.81331056,-0.0009065824
