,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.2805178,0.1971389651298523,True,0.11314527855113457,0.8308060558790266,0.23435391132000208,18.485458614520102,0.36767831039925414,0.042258504778146744,0.13610026240348816,0.282849133989545,0.0,0.0,0.2899587080767012,0.11704809589129146,0.34147366274405144,0.6449942675278225,3.507352962357497
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,0.73550755,0.19672268629074097,True,0.007532391206689867,0.10365641119169024,0.13975698616290835,10.752302878662652,3.270242834687233,0.022721530869603157,0.011307812295854092,0.20447082841253772,0.0,0.0,0.02763328983570435,0.06445765151166527,0.034116121177593696,0.9915863305578094,4.115267176678257
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.537926,-0.6095553636550903,False,,,,,,,,,,,,,,,
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.36964464,-0.8331425189971924,False,,,,,,,,,,,,,,,
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.6103332,-1.0467658042907715,False,,,,,,,,,,,,,,,
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,7.041869,-6.8087992668151855,False,,,,,,,,,,,,,,,
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.26574078,-1.0580823421478271,False,,,,,,,,,,,,,,,
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,1.2100025,-0.601122260093689,False,,,,,,,,,,,,,,,
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.003442212,-3.1882448196411133,False,,,,,,,,,,,,,,,
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,12.074741,-10.361177444458008,False,,,,,,,,,,,,,,,
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.055205733,-0.577560305595398,False,,,,,,,,,,,,,,,
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.0765808,0.2678287625312805,True,2.0476673470863798,5.951517210078409,0.4257288120047417,15.305872733680571,0.03764884533360601,0.11058420687913895,1.4906561374664307,0.47952948188501876,0.0,0.0,0.48759570760453386,0.25046319154030017,3.907766385132383,0.18145792333065588,2.2649399472490432
