wilcoxon,t-test,t-test_overestim_var
Ly6e,Ly6e,Ly6e
Ctla2a,Cxcr3,Ctla2a
Ltb,Ctla2a,Cxcr3
Ly6a,Ltb,Ltb
Cxcr3,Ly6a,Ly6a
Emb,Emb,Emb
Gpr183,Gpr183,Gpr183
Ctla4,Ctla4,Ctla4
S100a6,Mif,Mif
Shisa5,Cd27,Cd27
Mif,Shisa5,Shisa5
Plac8,Plac8,Plac8
Rpl29,Rpl29,Rpl29
Cd28,Cd28,Cd28
Cd27,Il7r,S100a6
Gapdh,Pglyrp1,Pglyrp1
Ms4a6b,S100a6,Il7r
Cd3d,Ms4a6b,Ms4a6b
Cotl1,Cotl1,Cotl1
Rps20,Cxcr6,Cd3d
Sub1,Cd3d,Gapdh
Psmb8,Gapdh,Cxcr6
Pglyrp1,Sub1,Sub1
Rps2,Rps20,Rps20
Cxcr6,Psmb8,Psmb8
Trbc2,Rps2,Rps2
Epsti1,Gstp3,Gimap7
Psme2,Gimap7,Gstp3
Gimap6,Traf1,Traf1
Rpl12,Cd53,Cd53
Gimap7,Psme2,Psme2
Cd53,Bst2,Gimap6
Traf1,Gimap6,Epsti1
Cd69,Cd69,Trbc2
Ifi27l2a,Trbc2,Bst2
Il7r,Epsti1,Cd69
Icos,Icos,Rpl12
Gstp3,Slfn1,Icos
Slfn1,Rpl12,Slfn1
Bst2,Ifi27l2a,Ifi27l2a
Rpl18,Tcf7,Samhd1
Samhd1,Samhd1,Tcf7
Coro1a,Evl,Evl
Psme1,Lilr4b,Lilr4b
Ms4a4b,Rpl18,Rpl18
Actg1,Coro1a,Coro1a
Cd3g,Psme1,Psme1
Evl,Rnf138,Rnf138
Lcp1,Psmb10,Gm8369
Psmb10,Tapbpl,Psmb10
Pim1,Gm8369,Cd3g
Gm8369,Slamf6,Ms4a4b
Ctsw,Ms4a4b,Tapbpl
Rnf138,Cd3g,Lcp1
S100a11,Art2b,Gramd3
Dnajc15,Dgka,Dgka
Dgka,Jaml,Slamf6
Tcf7,Lcp1,Ctsw
Crip1,Gramd3,Pim1
Gramd3,Ctsw,Smap2
Smap2,Smap2,Jaml
Rpsa,Kbtbd11,Art2b
Tapbpl,Pim1,Actg1
Rps16,Actg1,Lgals3bp
Limd2,Lgals3bp,S100a11
Lgals3bp,Acot7,Kbtbd11
Slamf6,Glrx,Acot7
Acot7,Ighm,Glrx
Rbm3,Fchsd2,Ighm
Atp5e,S100a11,Limd2
Glrx,Anxa5,Dnajc15
Apobec3,Spint2,Fchsd2
Tagln2,Rtp4,Anxa5
Psmb9,Ggt1,Apobec3
Pfn1,Limd2,Arhgap9
Anxa5,Apobec3,Rtp4
Ptprcap,Isg15,Spint2
Gimap4,Dnajc15,Smchd1
Arhgap9,Arhgap9,Zbp1
Ighm,Zbp1,Tagln2
Nme1,Oas3,Isg15
Vasp,Smchd1,Tapbp
Smchd1,Tapbp,Nme1
Tapbp,Nme1,Crip1
Zbp1,Tagln2,Atp5e
Elf1,Ms4a4c,Ggt1
Rpl22,Crip1,Vasp
Lilr4b,Atp5e,Oas3
Cd44,Rps16,Rps16
Ifi203,Vasp,Ifi203
Saraf,Ifi203,Psmb9
Plaat3,Socs3,Cd44
Jaml,Cd44,Ms4a4c
Ifi47,Psmb9,Plaat3
Gng2,Rnf213,Rpsa
Rtp4,Plaat3,Gng2
Rplp1,Rpsa,Socs3
Tnfrsf18,Tnfrsf18,Tnfrsf18
Ptma,Gng2,Rnf213
Rps19,Cd7,Ifi47
Rnf213,Ifi47,Rbm3
Ccr2,Elf1,Gimap4
Lsp1,Rbm3,Elf1
Ccr5,Cd55,Ptprcap
S100a4,Gimap4,Cd7
Cblb,Saraf,Saraf
Hsp90ab1,Ptprcap,Rpl22
Mbnl1,Gas7,Pfn1
Il18r1,Pfn1,Fam169b
Fchsd2,Fam169b,Cd55
Rpl3,Rpl22,Cblb
Rps18,Slfn5,Ccr2
Sidt1,Pecam1,Pecam1
Romo1,Bspry,Fam102a
Rgs1,Fam102a,Ifi208
Lyst,Cblb,Bspry
Isg15,Usp18,Usp18
Ifi208,Ifi208,Gas7
Ifi206,Ccr2,Il18r1
Gimap3,Phf11c,Ptma
Mrpl51,Lcn4,Ccr5
Pkm,Romo1,Romo1
Igtp,Ccr5,Slfn5
Bcl2,Pgs1,Lcn4
Rps9,Sidt1,Sidt1
Fam169b,Ptma,Phf11c
Pop5,Il18r1,Pgs1
Armc7,Bcl2,Igtp
mt-Nd1,Igtp,Bcl2
Ifi213,Pou6f1,Pglyrp2
Atxn1,Pglyrp2,Gimap3
Stat1,Gstt2,Gstt2
Rps12,Lyst,Lyst
Ndufb7,Gbp2,Mbnl1
Pglyrp2,Mrpl51,Atxn1
Elob,Gimap3,Mrpl51
Cd7,Ifi213,Pkm
Calr,Rgs10,Gbp2
Txn1,Atxn1,Ifi213
Sipa1,Pkm,Pou6f1
Prelid1,Mbnl1,Ifi206
Cnp,Ifi206,Rps19
Atp1a1,Pop5,Lsp1
Hspa5,Atp1a1,Pop5
Rps28,Rps19,Atp1a1
Jakmip1,Stat1,Cnp
Batf,Lsp1,Stat1
mt-Atp6,Cnp,Rgs10
Naa20,Sit1,Ndufb7
Fam102a,Batf,Batf
Atp5g1,Sipa1,Sipa1
Slc38a1,Rftn1,Atp5g3
Kbtbd11,Jakmip1,Prelid1
Oas3,Naa20,Sit1
Rpl41,Ndufb7,Ube2l3
Akap13,Ier3,Jakmip1
Nmi,Prelid1,Naa20
Grk6,Atp5g3,Hsp90ab1
Gbp2,Slc38a1,Rps27l
Ube2l3,Ube2l3,Slc38a1
Gbp4,Rapgef6,Txn1
Art2b,Rps27l,Rapgef6
Rapgef6,Nmi,Nmi
H13,Hsp90ab1,Rftn1
Rps27l,Furin,Rplp1
Ms4a4c,Isg20,mt-Nd1
Rpl10a,Cd86,Hspa5
Atp5g3,Txn1,Rgs1
Ppdpf,Calhm6,Furin
Aldoa,Rplp1,Ier3
Odc1,Ifit3,Calr
Rplp2,Rgs1,Aldoa
mt-Co1,Ppa1,Calhm6
Itpkb,Gbp4,Atp5g1
Hipk1,Zeb1,Gbp4
Dennd4a,Hspa5,H13
Psma2,Calr,Akap13
Tor1aip1,Pim2,Cd86
Itgax,H13,Rps9
Pgs1,mt-Nd1,Grk6
Hint3,Aldoa,Armc7
Rpl7a,Armc7,Zeb1
Sec11a,Grk6,Ppa1
Timm13,Actn1,Ifit3
Gstt2,Atp5g1,Isg20
Lcn4,Tspan3,Rps18
Adam19,Akap13,Psma4
Socs3,Rps9,Timm13
Anxa2,Rcsd1,Elob
Hif1a,Rps18,Pim2
Glipr2,Timm13,Ppdpf
Spint2,Ifit1,Sec11a
Trim30a,Psma4,Rps12
Pkp3,Ppdpf,Psma2
Mif4gd,Odc1,Glipr2
Ifngr1,Sec11a,Rcsd1
Pdlim1,Ifit1bl1,Tspan3
Vmp1,Elob,Actn1
Uqcc2,Faah,Odc1
Pecam1,Rps12,Ifit1bl1
Cox5a,Glipr2,Faah
Ldha,Hvcn1,Hif1a
mt-Co3,Psma2,Hvcn1
Sema4d,Igkc,Arpp19
Usp18,Hif1a,Itpkb
Ptpn22,Myc,Ifit1
Rnh1,Arpp19,Igkc
Mvb12a,Itpkb,Hint3
Rcsd1,Chil5,Cnn2
Dynll1,Neurl3,Neurl3
Psma4,Tbxa2r,Vmp1
Trim12a,Hint3,Trim30a
Neurl3,Trim30a,Hipk1
Furin,Hipk1,Itgax
Sit1,Vmp1,Dennd4a
Clic1,Pdlim1,Anxa2
Cnn2,Anxa2,Pdlim1
Arpp19,Itgax,Tbxa2r
Arpc3,Cnn2,Myc
Atp5j2,Mrpl27,Chil5
Pstpip1,Dennd4a,Rps28
Ndufa12,Trafd1,Tor1aip1
Pbxip1,Gbp9,Mrpl27
Atp5j,Tor1aip1,Rpl3
Phf11b,Phf11b,Atp5j
Lpxn,Parp9,Ifngr1
Ddt,Rps28,Phf11b
Rps21,Rpl3,Pstpip1
Rps5,Mif4gd,Trafd1
Ssh2,Pstpip1,Ldha
Phf11c,Ifngr1,Mif4gd
Lsm6,Tmem238,Fam107b
Zeb1,Ifitm3,Parp9
Parp9,Atp5j,Gbp9
Rpl10,Ldha,Mvb12a
Rpl36a,Mvb12a,Pkp3
Mrpl27,Pkp3,Sema4d
Gpr18,Fam107b,Uqcc2
Ngly1,Uqcc2,Ptpn22
Igf2r,Sema4d,Tmem238
Runx2,Rnh1,Rnh1
Trafd1,Hsd17b12,mt-Co1
Fam107b,AA467197,Adam19
Tnfaip8,Adam19,Lsm4
Lsm4,Ptpn22,Trim12a
Peli1,mt-Co1,AA467197
Hvcn1,Trim12a,mt-Atp6
Arl6ip1,Cd79b,Ndufa12
Slfn2,Lsm4,Hsd17b12
Agfg1,Lag3,Eif4a1
Igkc,Ndufa12,Celf2
mt-Co2,mt-Atp6,Lag3
Smad7,Gpr18,Arpc3
Rpl28,Eif4a1,Tap1
AA467197,Rsad2,Ifitm3
Tecpr1,Celf2,Gpr18
Celf2,Tap1,Rpl41
Ppib,Rpl41,Lsm6
Slc25a3,Tspan13,Cd79b
Ppa1,Lsm6,Peli1
Ifit1bl1,Tnfrsf26,Rpl10a
Cd2,Arpc3,Runx2
Tbrg1,Peli1,Ddt
Ppp1r16b,Runx2,Tspan13
Itgb7,Ddt,Pbxip1
Myh9,Rpl10a,Myh9
Mrps34,Pbxip1,Slfn2
Ppp1r15a,Ngly1,Ngly1
Eif4a1,Tox,Atp5d
Naca,Lpxn,Rwdd1
Cct3,Myh9,Arl6ip1
mt-Nd2,Adam8,Esyt2
Esyt2,Igf2r,Lpxn
Ndufs8,Esyt2,Snrpf
Inpp1,Slfn2,Igf2r
Rwdd1,Rwdd1,Ssh2
Tap1,Ssh2,Dynll1
Fkbp1a,Arl6ip1,Rplp2
Xaf1,Snrpf,Tnfrsf26
Phgdh,Atp5d,Itgb7
Ifi209,Dynll1,Rsad2
Faah,Rplp2,Agfg1
Calhm6,Mitd1,Tox
Ubl5,Agfg1,Fkbp1a
Aopep,Itgb7,Ubl5
Riok1,Vars,Mitd1
Cyb5a,Ifi209,Tbrg1
Idh3a,mt-Co3,mt-Co3
Cd47,Tnfaip8,Adam8
Ndufa13,Xaf1,Ifi209
Atp5d,Fkbp1a,Cox5a
Tmsb4x,Tbrg1,Rpl7a
Slc25a5,Inpp4b,Ssr4
Jun,Cox5a,Tnfaip8
Ifi35,Rpl7a,Pomp
Calm1,Pomp,Cox7a2
Cycs,Cycs,Atp5j2
Snrpf,Ssr4,Tecpr1
Srgn,Tecpr1,Xaf1
Hmgn2,Ubl5,Vars
Trp53,Ildr1,Cycs
Cd5,Ssbp2,Smad7
Nr4a2,Cd9,Ppp1r15a
Lsm2,Atp5j2,Ppp1r16b
Mitd1,Ppp1r16b,Cct3
Pomp,Cox7a2,Psmb5
Cd55,Rnf144a,Prrc2c
Rftn1,Smad7,Cox5b
Gpr171,Gzmm,Inpp4b
Glipr1,Cct3,Rpl36a
Ifi214,Cmpk2,Cd9
Ddx58,Ppp1r15a,Clic1
Rps27a,Psmb5,Slc25a3
Ggt1,Kremen2,Ndufs8
AI413582,Ifi35,Gzmm
Cox5b,Ddb2,Aopep
Cox7a2,Ndufs8,Cytip
Casp3,Aopep,Ifi35
Pdia3,Prrc2c,Ildr1
Rpl27a,Rpl36a,Mrps34
Chd2,Cox5b,Phgdh
Pim2,Mrps34,Ppib
Nfkbiz,Phgdh,Ndufb11
Cytip,Clic1,Lsm2
Mrpl15,Lsm2,Csnk2b
Fam49b,Slc25a3,Rps5
Dguok,Parp10,Sec11c
Cmtm7,Nccrp1,Ssbp2
Tspan13,Cytip,Ddb2
Trim12c,Smarcb1,Kremen2
Rpl37,Rps5,Chmp2a
Ipcef1,Ppib,Cmpk2
Chmp2a,Ndufb11,Parp10
Hnrnpf,Csnk2b,Smarcb1
Pgk1,Sec11c,Idh3a
Pld3,Chmp2a,Cd2
Prrc2c,Idh3a,Rnf144a
Rcbtb2,Retreg1,Rps21
Csnk2b,Ddx58,Cyb5a
Cyc1,Cyb5a,Cd47
Sorl1,Rps21,Cd5
Tmem238,Cd2,Ddx58
Ms4a6d,Cd5,H2-T23
Srpk1,Pgk1,Pgk1
Slc3a2,Gbp3,Snrpd1
Ssr4,Snrpd1,Srpk1
Glrx2,Srpk1,Retreg1
Ndufa11,H2-T23,Ndufa11
Hdac7,Hmgn2,Arpc4
Cfl1,Pak6,Slc3a2
