wilcoxon,t-test,t-test_overestim_var
Cenpa,Cenpa,Cenpa
Ccnb2,Ccnb2,Ccnb2
H2afv,Hmgb2,Hmgb2
Hmgb2,Birc5,Birc5
Birc5,H2afv,H2afv
Cdca8,H2afz,Cdca8
H2afz,Cdca8,H2afz
Cks1b,Cks1b,Cdkn3
H2-Q7,H2-K1,Cdc20
H2-K1,Cdkn3,Cks1b
Cdkn3,Cdc20,H2-K1
Ube2c,H2-Q7,Ube2c
S100a13,Ube2c,H2-Q7
Cdc20,Rac2,Cdca3
Lsm5,Cdca3,Rac2
H2-D1,B2m,Tpx2
Cdca3,Tpx2,Cep55
Clic1,Hmmr,B2m
B2m,Cep55,Hmmr
Rac2,Racgap1,Racgap1
Hp1bp3,Clic1,Knstrn
Racgap1,Knstrn,Cenpe
Gimap6,Arhgdib,Hp1bp3
Actr3,Hp1bp3,Kif20a
Itm2b,Gimap6,Clic1
Arhgdib,Lsm5,Lsm5
Knstrn,Cenpe,S100a13
Hmgn2,S100a13,Gimap6
Selenoh,Kif20a,Arhgdib
Emp3,Tmbim6,Rdm1
Gmfg,Emp3,Cenpf
Calm3,Rdm1,Emp3
Hmmr,Hmgn2,Tmbim6
Tpx2,Selenoh,Selenoh
Anp32e,Calm1,Hmgn2
Cd48,Anp32e,Tmem71
Eif1,Cenpf,Ccnb1
Cep55,Itm2b,H2-D1
Tmbim6,Gmfg,Anp32e
S100a10,Selplg,Itm2b
Tspo,Tspo,Gmfg
Selplg,Gdi2,Cks2
Cenpe,Tmem71,Ube2g2
Gdi2,Ube2g2,Gdi2
Rdm1,H2-D1,Tspo
Trac,Cks2,Ifi209
Calm1,Ccnb1,Isg15
Ube2g2,Calm3,Calm1
Psenen,Cdk2ap2,Selplg
Ly6c2,Ifi209,Gpsm2
Ifi209,Pfn1,Calm3
Sla,Sla,Cdk2ap2
Itgb2,Trac,Sla
Ppp2r5c,Isg15,Plk1
Prf1,Adgre5,Cep89
Cdk2ap2,Prf1,Adgre5
Ube2b,Klf2,Snx20
Tmem71,Snx20,Trac
Adgre5,Gpsm2,Ccna2
Cks2,Itgb2,Prf1
Tuba1a,Gimap1,Ubald2
Dap,Ccna2,Ckap2
Ubald2,S100a10,Cd48
Kif20a,Ubald2,Pfn1
Serpinb6b,Fxyd5,Nek2
Mapre1,Cd48,2810001G20Rik
Fam103a1,Stmn1,Tubb4b
Klf2,Arpc5,Rad21
Tmsb4x,Ube2b,S100a10
Ctsd,Plk1,Fxyd5
Gimap1,2810001G20Rik,Itgb2
Fyb,Rad21,Tacc3
Hcst,Psenen,Gimap1
Ifi47,Arhgap45,Klf2
Pfn1,Tubb4b,Actr3
Ppp1r18,Ckap2,Ube2b
Churc1,Ly6c2,Psenen
Fxyd5,Serpinb6b,Bub1b
Rad21,Cep89,Prr11
Gnai2,Tacc3,Kif23
Hdgf,Tuba1a,Eif1
Cwc15,Eif1,Fam103a1
Ifi27l2a,Fam103a1,Depdc1a
Arpc5,Actr3,Arhgap45
Isg15,Arhgap9,Serpinb6b
Serinc3,Nek2,Arhgap9
Gnb2,Cx3cr1,Tuba1a
Ube2s,Ppp2r5c,Cx3cr1
Arhgap9,Ifi47,Ppp2r5c
Rap1b,Fyb,Arhgap19
Btg1,Kif23,Uso1
Ptpn22,Mapre1,Arpc5
Arhgap45,Bub1b,Stmn1
Gimap9,Depdc1a,Mapre1
Snx20,Gm19585,Fyb
Cd3g,Dap,Kif2c
Ly6e,Btg1,Gm19585
Srgn,Tmsb4x,Ly6c2
Plac8,Txnip,Ifi47
Cx3cr1,Uso1,Dap
Ccnb1,Prr11,Txnip
Cenpf,Ifi27l2a,Btg1
Tubb4b,Srgn,Cdkn2d
Pycard,Cdkn2d,Miip
Ptpn18,Sept7,Ifi27l2a
Rsrp1,Pycard,Dlgap5
Mndal,Arhgap19,Tmsb4x
Jpt1,Ptpn18,Lockd
Tnfaip8l2,Lockd,Ifit1bl1
H2-T22,Kif2c,Shkbp1
Arl6ip1,Tnfaip8l2,Srgn
Stmn1,Miip,Tnfaip8l2
Cd8a,Dlgap5,Diaph3
Cdc42,Shkbp1,Ptpn18
Sh3bgrl3,H2-T22,Sept7
Fmnl1,Hdgf,Aspm
Ccna2,H2-T23,Gnai3
Ralbp1,Ptpn22,Triobp
Gm19585,Gnai3,H2-T23
Psmb9,Ctsd,Ptpn22
Tacc3,Ccl4,H2-T22
Ubl5,Ralbp1,Hdgf
2810001G20Rik,Ifit1bl1,Serinc3
Txnip,Hcst,Ralbp1
H2-T23,Serinc3,Ccl4
Sept7,Ppp1r18,Ankra2
Lockd,Diaph3,Ppp1r18
Cdkn2d,Triobp,Mad2l1
Rhoa,AW112010,Emp1
Maf1,Ube2s,Pycard
Grap,Mad2l1,Ctsd
Phf11b,Rsrp1,
Sdcbp,Cwc15,
AW112010,Gimap9,
Ets1,Emp1,
Cdc42se1,Ankra2,
Psmc1,Tmem50a,
Rac1,Grap,
Ccl4,Maf1,
Cd8b1,Gnai2,
Tax1bp1,Aspm,
Gnai3,Trdc,
Hmgb1,Fmnl1,
Psmb1,BC147527,
Gzmk,Acss2,
Ssu72,Klf3,
Ndufb7,Gnb2,
Ifi206,Txk,
Map1lc3b,Ly6e,
Tradd,Cited2,
Arf4,Cd8a,
Sugt1,Shc1,
Ptprc,Cdc42se1,
Paip2,Churc1,
Mpnd,Mpp1,
Snrpb2,Ms4a4b,
Nmi,Nde1,
Atg3,Jpt1,
Trdc,Actg1,
Zfp622,Hmgb3,
Myl12b,Serinc1,
Tmem50a,Asrgl1,
Ckap2,Sh3bgrl3,
Il2rg,Trim12c,
Txk,Phf11b,
Plgrkt,Rhoa,
Bbip1,Ifi206,
Actg1,Ssu72,
Sh2d1a,Mndal,
Kif23,Nmi,
Ifngr1,Gzmk,
Gpsm2,Psmc1,
Serinc1,Tax1bp1,
Eif4g2,Cir1,
Mad2l1,Parpbp,
Cir1,Ckap5,
Vmp1,Hsp90b1,
Klf3,Kifc1,
Gzma,Tradd,
Use1,Fzr1,
Cited2,Letm2,
Bin2,Atg3,
Uso1,Parp14,
Def6,Bbip1,
Ms4a4b,Pih1d1,
Rab7,Rbbp6,
Srp14,Myl6,
Med30,Rap1b,
Laptm5,Ets1,
Rbbp6,Tuba1c,
Dnajc15,Nfkbib,
Elf1,1600014C10Rik,
Twf2,Cwc25,
Arl6ip5,Krit1,
Anxa6,Sdcbp,
Pttg1,Gramd1a,
Asrgl1,Thap3,
Arpc2,Zfp622,
Saraf,Trim56,
Selenok,AI480526,
Plk1,Ifi213,
Vps36,Srpk2,
Nfkbib,Plac8,
Dynlrb1,Arl6ip5,
Krit1,Coro1a,
Akap13,Mpnd,
Nucks1,Ncald,
Miip,Reep4,
Cd53,Sugt1,
Cd3d,Cyth1,
Prdx5,H2-Q4,
Ywhab,Cd8b1,
Med10,,
Ly6a,,
Shkbp1,,
Tmsb10,,
Ndufa6,,
Leprotl1,,
Msn,,
Klrg1,,
